text,nrc_sentiment,dpm_sentiment
"Protesters chant Black Lives Matter at some Trump supporters on Cave Creek Road. They responded to one of a Trump supporter’s comments that “All lives matter,” and they said “All lives don’t matter until Black lives matter!” – at Dream City Church",joy,surprise
"We are at a tipping point locally, in the state and Nationally. Let’s uplift these families in Georgia to get justice and change. #Blacklivesmatter #AtlantaProtests #ATLFORUS",joy,surprise
"Atlanta, y’all were something else today!! Cannot thank this community enough. We shut down Little 5 Points. The energy y’all brought was unreal and powerful. See you at the 5th one!! , Kev. #ICantBreatheMarchATL #BlackLivesMatter #AtlantaProtests @WhereProtest",joy,surprise
"28 There is neither Jew nor Greek, there is neither bond nor free, there is neither male nor female: for ye are all one in Christ Jesus.- Galatians 3:28 #blacklivesmatter ",joy,surprise
"The newly married couple, Kaci Russell and Gregory Jones have asked their #weddingparty to walk with them in the form of #demonstrators toward the #WhiteHouse shortly after they completed their vows on #BlackLivesMatter Plaza. @fox5dc #blm",joy,surprise
@CARLSBAD BLACK LIVES MATTER does not mean your life doesn’t. It means black peoples life’s are devalued systematically in our society. If you are too dense to realize that black people face racism you don’t unfollow me with your all lives matter headassery,joy,surprise
"I’ll be doing a charity stream at 2pm EST on http://Twitch.tv/THESHENOM with @SeanRossSapp and @theshenom !! We’re doing some watch alongs and Q&amp;A’s !! All proceeds will be donated to @MNFreedomFund. Please RT, join and donate if you can! #blacklivesmatter ",joy,surprise
#HAPPENINGNOW Day 3 of a peaceful protest at Graffiti Bridge in Pensacola. A prayer for justice for George Floyd &amp; Tymar Crawford kicked off the demonstration followed by performances from local vocalists. @weartv with the message a local pastor delivered to the crowd at 5&amp;10-PM,joy,surprise
“NO JUSTICE NO PEACE” 24X30 #BlackLivesMatter #NoJusticeNoPeace #riots2020 #JusticeForGeorgeFloyd,joy,disgust
#Brooklyn on Flatbush at the Brooklyn Library. No justice no peace! #BlackLivesMatter #GeorgeFloydMurder #solidarity #Minneapolis #nyc #protest #nycprotests #brooklynprotests,joy,surprise
HAPPENING NOW: Another day of protests at Birmingham’s Kelly Ingram Park. Mayor @randallwoodfin expected to join faith leaders at a rally here later today. @abc3340 @spann #GeorgeFloyd #GeorgeFloydProtests – at Kelly Ingram Park,joy,surprise
"we stand together, as one. #NoToRacism #blacklivesmatter #JusticeForGeorgeFloyd",joy,disgust
This fund was set up by @flipphoneevents + the Minneapolis performers who have been working the front lines all week.They have donated their time and will be without income because of Covid. I will be donating to these organizations after my shows this weekend. #blacklivesmatter ,joy,surprise
"Sending love and vibes of support from my hometown to all those around the country (and globe) who need to feel it today. Stay informed, stay communicating, stay active, and stay safe. #blacklivesmatter @Paris,… https://www.instagram.com/p/CA3pXsOFc03/?igshid=klxxc8zonc8a",joy,surprise
"No Justice, No Peace. #BlackLivesMatter ( : @thisismarkc)",joy,anger
"we aren’t done yet. say their names. no justice, no peace. #BLACKLIVESMATTER #Savannah",joy,disgust
My night will end very differently than that of my friends and coworkers from the past two nights. Not a soul to be seen on Monument Circle with a warning message coming through loud and clear. #protests2020 #GeorgeFloyd @EmilyWTHR @WTHRcom – at Monument Circle,joy,surprise
My TL isn’t booming with Black lives Matter or petitions or general news anymore. Ima need y’all to keep the same energy from last week. We NEED consistency for CHANGE,joy,surprise
"#RecognizeRacism @JustinJGrady and I took the top 4 most-commented racist sayings from our last guide and made a new one. Please share, share, share #blacklivesmatter ",joy,surprise
I think Trump could go out in the middle of Fifth Avenue and hand out Black Lives Matter T-shirts and still not gain any voters. We are at that stage now. There's no longer a credibility gap. We know who he is.,joy,surprise
"Say it with me, friends. Let’s get these trending again!! #blacklivesmatter #SayTheirNames #BreonnaTaylor #GeorgeFloyd #BLM #EricGarner #TamirRice #MyaHall #NoJusticeNoPeace #SandraBland",joy,surprise
UH basketball team pays respects at George Floyd viewing ,joy,surprise
This was fabulous. Thanks @Trevornoah for speaking truth to power @TheDailyShow #BlackLivesMatter ,joy,surprise
Join us tomorrow to help raise awareness for the Black Lives Matter Movement in Southwest Detroit! #BlackLivesMatter #GetYourKneeOffOurNecks,joy,surprise
There’s a new #BlackLivesMatter sign in front of St. John’s Church near the White House @wusa9,joy,surprise
"Some photos from a #blacklivesmatter protest in Dracut organized by @shells0909 @loriii15 and others who said they hoped to peacefully give the community a chance to learn and be inspired. Speakers shared stories, perspectives, calls for change, ideas, songs and prayer. – at Dillon McAnspie Park",joy,surprise
"White folks reaching out to Black friends & colleagues, asking how you can help, or sending condolences? Shift gears & educate yourself. It's easy. Make it a part of your life. We share these flashcards w/ our 9-year old over breakfast throughout the year. #BlackLivesMatter ",joy,surprise
"Today, a friend of mine had to compile a list of U.S. Senators and Representatives who have NOT released statements about the death of George Floyd and the Black Lives Matter movement. Here’s what he found:",joy,anger
"LISTEN: Powerful words from a 6-year-old. “The people that’s saying ‘Black Lives Matter,’ that makes me proud...” - Jordyn Smith Here’s a piece of today’s coverage, talking with a grandma who brought her granddaughter and grandson to today’s protests. #GeorgeFloydRiots @WLWT",joy,surprise
If you don’t support Black Lives Matter or Pride Month unfollow me. I want nothing to do with you.,joy,surprise
A family memorial service for George Floyd will be Thursday afternoon at North Central University in Minneapolis. Rev. Al Sharpton will deliver the eulogy.,joy,sadness
How can we say Black Lives Matter and exclude Black LGBTQ people for any reason? Being divisive within our own people is counterproductive and you can’t exclude anyone from the movement. #IyannaDior,joy,surprise
"The ultimate measure of a man is not where he stands in moments of comfort and convenience, but where he stands in times of challenge and controversy. -MLK #BlackLivesMatter ",joy,surprise
Ella es Darnella Frazier.Tiene17 años.Quizás reconocés su voz. Se la escucha pidiéndole a #DerekChauvin q le tome el pulso a #GeorgeFloyd Se la escucha implorandole q le saque la rodilla d encima.Ella habla mientras filma c/ su celular Ese video q vio el mundo gracias a su coraje ,joy,surprise
all lives can’t matter until BLACK LIVES MATTER – at Louisiana State University,joy,surprise
Why Black Lives Matter matters at Des Moines Public Schools. #BLM #BlackLivesMatter ,joy,surprise
#FuckThePolice March @8PM tonight @BlackLivesMatterPlaza . We’re planning to go. Love all this Blackness today. #BlackLivesMatter #JuneteenthDay #BlackLivesMatterDC,joy,surprise
Good morning! Breonna Taylor’s killers ain’t been apprehended yet. That. Same. Energy. #JusticeForBre #BlackLivesMatter,joy,anger
"If #BlackLivesMatter to @SenSchumer and @AmyMcGrathKY, they will publicly denounce the “Ditch Mitch” ads that erase @Booker4KY— a young, BLACK, elected KY official, who is quickly gaining in the Democratic primary. If they TRULY cared about Black lives, they would ENDORSE him ",joy,surprise
Yesterday: BLACK LIVES MATTER. Today: BLACK LIVES MATTER. Tomorrow: BLACK LIVES MATTER. And Every Day Following: BLACK LIVES MATTER.,joy,surprise
"“I saw what happened to #GeorgeFlyod and how people were being treated and I decided to make a change...” Say hi to Jack Powers! He’s 11-years-old and mowing lawns in South County, donating ALL proceeds to #BlackLivesMatter. Excited to share this story with you on @KMOV at 5! – at Paul C. Wehner Memorial Park",joy,surprise
All together now: Black. Lives. Matter. ,joy,surprise
"HAPPY #JUNETEENTH2020 We are our ancestor's dreams, what they continued to go on against all odds for. Don't ever forget it. This isn't a fad, it's the new revolution, baby! #BlackLivesMatter #breonnataylor #policebrutality #defundthepolice #blackgirlmagic #blackandproud",joy,surprise
I wanna see the same energy y’all had for black lives matter right here. #LatinoLivesMatter .,joy,surprise
#Protesters gather at #FoleySquare to music and dancing as they celebrate #BlackLife #BlackLivesMatter and rally to #DefundPolice – at Foley Square,joy,surprise
".@chrisrogersart is putting finishing touches on his mural on E 4th Street “If HE can’t breathe, then WE can’t breathe.” You’ll see the faces of George Floyd, Trayvon Martin &amp; Austin’s Mike Ramos. “It gave me direction &amp; hopefully it inspires other people to use their voices” – at Native Bar and Kitchen",joy,surprise
TOMORROW: We’ll be back at MDC supporting #JamelFloyd’s family and all those held inside. Come join us. #BlackLivesMatter #AbolishPrisons,joy,surprise
And the #Bronx and #Queens continue to #march this weekend. It’s going to be a nice cool Saturday - get out and show your support. #BlackLivesMatter #nycperotests – at Yankee Stadium,joy,surprise
I appeared on @CNN with @jimsciutto to discuss “Bad Apples come from Rotten Trees in Policing.” Article @BrookingsGov https://www.brookings.edu/blog/how-we-rise/2020/05/30/bad-apples-come-from-rotten-trees-in-policing/ Full news segment https://www.facebook.com/2135760943412438/posts/2722513424737184/?vh=e #BlackLivesMatter #GeorgeFloyd,joy,surprise
"Early 4th of July morning scene at Black Lives Matter Plaza, where BLM activists staged an overnight sit-in. Folks have been peacefully camped out here for 12+ hours. Several protests are planned throughout DC today ahead of President Trump’s “Salute to America” event. @MSNBC – at Black Lives Matter Plaza",joy,surprise
Members of the Academy of Nutrition and Dietetics: Insist that the Academy of Nutrition & Dietetics publicly support Black Lives Matter - Sign the Petition! http://chng.it/vySPHdVS via @Change,joy,surprise
Glad to share some of my difficult experiences in this podcast. I am feeling angered that so many of us know this experience. #BlackLivesMatter ,joy,surprise
I’ve seen some white people post legit PowerPoints for their friends’ bday stories on Instagram and now they can’t be bothered to share useful #BlackLivesMatter links and resources.,joy,disgust
Cars are slowing down to honk in support for the #BlackLivesMatter protest happening in front of #Cicero town hall. Plenty of water sharing going around.,joy,surprise
"“He would just keep us safe there... at the end of the night, he’d say ‘Hey Luz, I’m gonna wait until you get into your cab.’” Said by a friend who knew George Floyd when he was a restaurant security guard. Another said he loved making people smile. ",joy,surprise
God continues to bless me with a right mind every semester!! He knows this wouldn’t be possible without him. S/O to Moses Ntam for being the only teacher thus far to taint my transcript! #4oSemester #BlackLivesMatters #BlackExcellence,joy,surprise
The police station in Minneapolis can be rebuilt. The life of #GeorgeFloyd; we can’t get that back.,joy,surprise
"Allow me to reintroduce myself. My name is Ashley Cunningham, MSc and as of today you can call me Master Ashley I’m proud to be #blackinstem. And on that note #blacklivesmatter ",joy,surprise
Rioters celebrating at a scene of a fire - Atlas staffing off Lake Street. Four hours past curfew. #GeorgeFloyd #MinneapolisRiot,joy,fear
"If we disagree on Black Lives Matter, we can’t be friends... ",joy,surprise
"Philando Castile. Trayvon Martin. Breonna Taylor.Ahmaud Arbery. Alton Sterling. Eric Garner. Michael Brown. Sandra Bland. Oscar Grant. George Floyd. &amp; so much more. They all deserved better, they still deserve better.",joy,surprise
She is speaking the truth! People act like they don’t see things or had no idea. Either they live in a bubble or just don’t care because it isn’t happening to them! Speak up folks! It’s time for racial injustice to end! Let one voice become many! #GeorgeFloyd ,joy,surprise
do black lives matter on chromatica? @ladygaga,joy,surprise
Falls Church teens organized a Black Lives Matter Unity Walk in the neighborhood around West End Park. Thousands showed up for the walk. #BLM #GeorgeFloydProtests @fox5dc,joy,surprise
I will be joining @NAACP in a moment of silence at 3:45 PM ET for 8 minutes and 46 seconds to honor the life of George Floyd. #JusticeForGeorgeFloyd #BlackLivesMatter,joy,surprise
Thank you to Martin Luther King III for joining us live on @sunriseon7 after today’s memorial for George Floyd. Grateful to hear your views during a time of so much unrest in America. @OfficialMLK3 @7NewsAustralia,joy,surprise
"#JeffPrice #MarqueeseAlston #DQuanYoung #RaphaelBriscoe #TerrenceSterling won't be able to play with their kids, though. #StopMPD #DivestfromMPD #BlackLivesMatter ",joy,surprise
you can’t support the black lives matter movement and be homophobic...doesn’t work like that.,joy,surprise
#BlackLivesMatter #ChocolateCity – at The White House,joy,surprise
"The internal plight has the power to brighten the external light. We share our pain and our gain, we are misunderstood until it they realize what we are doing in silence. #PinocchioStory #BlackLivesMatter #GeorgeFloyd #BreonnaTaylor #AmaudArbery #Chicago #Protest @kanyewest",joy,surprise
"Man, black people betta get everything they can get NOW, because all this “Black Lives Matter” love from white folks is gonna be gone in ‘bout . . . let me see . . . 30 to 45 days MAX. Probably less. Just sayin’.",joy,surprise
"“Nurses, our collective voices must be heard through advocacy for health equity”- COVID‐19: Shedding light on racial and health inequities in the United States https://onlinelibrary.wiley.com/doi/10.1111/jocn.15351?fbclid=IwAR1zuNqeinupyTE2cey8fsARGSzeI6Ij96XRVBsvA5qSxxKwWSL3YVtJuTg#.XtrpXdpiJgg.twitter. #BlackLivesMatter @PhyllisSharps @kamilaalexander @ycommodore @DrPattyRN",joy,surprise
"Black Lives Matter means defunding the police, not painting the streets with the words: black lives matter",joy,surprise
It's a beautiful day as people begin to gather at Black Lives Matter Plaza! @DCist @PoPville,joy,surprise
"Prayer for #GeorgeFloyd. This, too, is Dallas, our city. Crowd just arriving at Klyde Warren Park. “You are saved,” says man at mic. Vote, says man in crowd. ",joy,surprise
"Today in Grosse Ile, MI: Hundreds gathered for justice for George Floyd and in solidarity for Black Lives Matter. Never thought I would see anything like this. ",joy,surprise
Thank you from the bottom of my heart. #ColchesterBLM #BlackLivesMatter ,joy,surprise
Medicine has been built on systemic racism. This must be dismantled. Today I use my privilege to stand with George Floyd and Black Lives. #BlackLivesMatter #BlackVisionsCollective #WhiteCoatsForBlackLives #MDHEQ – at Minnesota State Capitol,joy,surprise
To the lone white woman on the corner of higley and queen creek holding a black lives matter sign in one of the most conservative areas of greater Phoenix... THANK YOU I HOPE MY HONKING WAS WELL RECIEVED,joy,surprise
This girl was in my spanish class this semester. She sat right in front of me liked to casually say the N word. My desk mate hanna and I called her out and said she could say whatever she wanted. Now she's pretending to support black lives matter? I dont get it ,joy,surprise
"Today’s Peaceful protest in #clermont thank you RJ for an amazing event and amazing turnout #icantbreathe #georgefloyd #ifightforyou #ifightforabetterfuture #plur #teamryan #ryanforflorida @Clermont, Florida https://www.instagram.com/p/CA_oo-SA8t4/?igshid=1kj9u0aoncepe",joy,surprise
Best day I’ve had in a while. And the level of organization by these young people...wow. #detroit #blacklivesmatter ,joy,surprise
"USA Volleyball and the producers of the Match Point documentary are steadfast in our solidarity with the Black Lives Matter movement. In deference to this cause, we are postponing the premiere of the Match Point documentary to keep the focus where it matters most. ",joy,surprise
"6/1/20 jersey city came together and held a peaceful protest outside the greenville precinct. the people will be heard even faster when it’s all of us spreading the message/information. stay updated, stay educated, stay safe and never forget that #blacklivesmatter ",joy,surprise
Dear Little Chelsea and all the kids who look like her... #BlackLivesMatter ,joy,surprise
"“When you say ‘No justice, no peace,’ when you say ‘remember George Floyd,’ when you say ‘black lives matter,’ don’t stop. Say that with a passion.” – at Oklahoma City Police Department Headquarters (OCPD)",joy,surprise
Lord please protect the people of Greensboro make it home safe. Amen #BlackLivesMatter #GreensboroProtest #ncat #uncg #bennetcollege,joy,surprise
stay safe out there y'all dey looting all of waukegan. #Waukegan #waukeganlooting #waukeganprotest #GeorgeFloydProtests #GeorgeFloyd #BlackLivesMatter,joy,surprise
FOUR THOUSAND ONE HUNDRED AND SIXTY FIVE DOLLARS RAISED FOR BLACK LIVES MATTER PROTESTORS RELIEF AND AID!!!! THAT IS THE POWER OF YOUNG LGBT FOLK!!!!!! Thank you so much @KENDRIXSUXX and @KyleeFatale for planning and coordinating everything AND THANK YOU ENTERTAINERS AND SPONSORS,joy,surprise
white gays will legit say “Black Lives Matter” and “Fuck Racism” only to go and purchase a Jeffrey Star pallet..... ,joy,surprise
If you LOVE me as much as you say you’ll share! #JusticeForGeorgeFloyd #BlackLivesMatter #STOPKILLINGUS #BlackisBeautiful #TransIsBeautiful #ENDRACISM,joy,disgust
Enough is enough. Black lives matter. ,joy,surprise
I’m marching today in Newark because I don’t have to talk to my children about how to act around the police. #BlackLivesMatters #NewarkProtest,joy,surprise
Be heard. Be seen. Be safe. We’ve got free bottles of water on our patio - please grab some and stay hydrated. #BlackLivesMatter #DaytonStrong,joy,surprise
Canvas of these pictures any size for sale Mark a moment of history in your home. #BLACK_LIVES_MATTER ,joy,surprise
A question for so-called influencers: if #BlackLivesMatter was sponsored content would you be more willing to post about it? I see you. I see your silence. You’re gross.,joy,surprise
More photos from black lives matter protest in downtown Salt Lake City ,joy,surprise
Any word about #GeorgeFloyd from Michael Kubosh — the Houston city council member who compared the white people defying the county’s stay-home order so they could eat out at a high-end restaurant to Rosa Parks?,joy,surprise
"Today, I witnessed the good in humanity. Black Lives Matters march in downtown Charlottesville, VA. Ninety percent of crowd, maybe more, good white people standing up for their fellow African American brothers and sisters. I was moved to tears! #BlackLivesMatter #SocialJustice",joy,surprise
Let’s go. Donate to the San Antonio Protestor Freedom Fund at http://mutualist.us/sapff to help arrested demonstrators during tonight’s protest. RT and help spread the word! #JusticeForGeorge #BlackLivesMatter #SanAntonioProtest https://twitter.com/mutualistus/status/1266562630904315904,joy,anger
"REXBURG: Tomorrow there will be a vigil for Black Lives Matter, hosted by the Black Student Union at Porter Park by the south pavilion. Please come with signs or whatever you feel necessary, but mostly with ears to listen. Please wear a mask if able. ",joy,surprise
"chicago, I love you #blacklivesmatter ",joy,surprise
"JUST IN: Public memorial service details for #GeorgeFloyd in #Houston On Monday, June 8, there will be a public memorial at The Fountain of Praise Church located at 13950 Houston, TX 77085 from 12 p.m - 6 p.m. Details for today’s march: https://abc13.com/society/what-to-expect-ahead-of-todays-march-for-george-floyd/6226152/",joy,surprise
So proud to work for this club #UnitetheDistrict #BlackLivesMatters #DCProtests #icantbreathe – at Audi Field,joy,surprise
"I helped to lead a joint Catholic/Missouri-Synod Lutheran “Faith March for Justice” in Manhattan today. Next to me is the Rev. Dr. John Nunes, Lutheran President of Concordia College. At the end, Lutherans were quoting James Cone! Confessionalism is liberating! #BlackLivesMatter ",joy,surprise
 At least $1Bil in budget cuts THIS YEAR Full repeal of 50A No cops in schools Repeal of walking while trans All PBA out of elections Free all protesters #DefundTheNYPD #DefundPolice #NYC #nycprotests #BlackLedProtests #FollowBlackLeadership #BlackLivesMatter – at McCarren Park,joy,anger
Does this idiot know that Black Lives Matter is a political organization dedicated to defeating him and every other Republican? ,joy,surprise
 Blessings proud moment for me man fr #BLACKLIVESMATTER #GreensboroProtest,joy,surprise
Black Lives Matter #Classof2020 #indyprotest – at Downtown Indianapolis,joy,surprise
THE HOPE FOR CHANGE ... IS NOW! #blacklivesmatter ,joy,surprise
"To all educators out there who continuously tweet “All Lives Matter” in response to “Black Lives Matter”, I hope your insensitivity stops at social media and doesn’t leak into your classrooms.",joy,surprise
Jefferson Davis is down on Monument Avenue . Photo by Sandra Sellars/ Richmond Free Press #RichmondVA #MonumentAvenue #jeffersondavis #threedown #richmondprotests #BlackLivesMatter – at Jefferson Davis Monument,joy,surprise
Great event held by @HerdFB last night at The Joan as the players took a knee for 8:46 at 8:46 p.m. in memory of George Floyd. Kudos to @CoachLukeDay and @CoachPepPearson in assisting our team with this. Proud of the Thundering Herd “FAMILY”!! #OneHerd #HerdFamily #OurBestUs,joy,surprise
Elijah’s life mattered. De’Von’s life mattered. Black Lives Matter. #SB217 #ElijahMcClain #DeVonBailey #BlackLivesMatter #coleg,joy,surprise
Family members of individuals killed by police in Ohio holding up a sign with their loved ones’ names. #BlackLivesMatter #Protest #DissentIsPatriotic,joy,surprise
Hey @MayorBowser - @DCPoliceDept killed #MarqueeseAlston in front of his baby 2 years ago. We cannot allow them to take away more of our loved ones without consequences. The time is now to #DCProtests #DefundDCPolice #BlackLivesMattters #BlackLivesMatter #BlackLivesMatterPlaza,joy,surprise
Black Lives Matters Protest in New Jersey about 5 miles from Bedminster. ,joy,surprise
wait it’s trumps birthday tomorrow? oh we in the streets streets tomorrow. Black Lives Matter,joy,surprise
A call to action @TheRevAl had once again eloquently powerfully honored the life of #GeorgeFloyd Justice will be served.,joy,surprise
Black Lives Matter. And we are all in this together. #tuluchaesmilucha Read my OpEd in @thehill,joy,surprise
LETS NOT STOP TALKING ABOUT BLACK LIVES MATTER THO,joy,surprise
Protestors are chanting “march with us!” as they parade from downtown St. Petersburg toward North Shore Park @TB_Times #BlackLivesMatter ,joy,disgust
"Tylar Bennett tugged at my heart today. She’s using her passionate voice to make an impact. With her team by her side, they showed unity and empathy for her pain. Being there for each other on the court and off. #BlackLivesMatter @TylarbenINIT @ClemsonWBB @ClemsonTigers",joy,surprise
GB Carmody Spirit Rock . thank you @9spaintorres @Chef_Boyar_P32 @mataiswain24 . and special thanks to @caitlinnnorth for the amazing pictures. JUSTICE WILL BE SERVED. SAY THEIR NAMES #BlackLivesMatter ,joy,surprise
Thankful to be able to join this peaceful protest to express our commitment to #BlackLivesMatter. ,joy,surprise
Non-Black Latinos must unequivocally stand in solidarity with the Black Lives Matter movement. Thank you @SuzGamboa for covering these stories ,joy,surprise
"Today on @Bandcamp I will donate 100% profits of my new single “Frankenstein “ + “Peanuts” to LGBTQ FREEDOM FUND , a Black led organization which helps Post bail securely for safety &amp; liberty of people in jail &amp; immigration detention. Black Lives Matter . Link in bio Please RT ",joy,surprise
KEEP THAT SAME ENERGY #BlackLivesMatter ,joy,surprise
I got suspended for saying “Black Lives Matter” at Chatham High School. So spare me with the bullshit.,joy,surprise
DC Mayor Muriel Bowser has #BlackLivesMatter painted on street leading to #WhiteHouse The act was intended to honor protesters who had peacefully assembled earlier this week. #MayorBowser's Shade level: presidential @StephMillerShow @frangeladuo,joy,surprise
A must-watch & important share for our #SouthAsian family &amp; friends #BlackLivesMatter ,joy,surprise
Pacific Islanders for Black Lives #BLACK_LIVES_MATTER ,joy,surprise
"I’m out in front of the White House for day 8 of protests. It’s early and hot, 1000 people or so. I am standing in front of the AFL-CIO, which was burned just days ago. There music, dancing, peaceful protesting and now— Black Lives Matter in huge letters on the street – at AFL-CIO",joy,disgust
"A call for protesters to meet again later today in Lafayette Square, DC to protest for #BlackLivesMatter. “Stay past the curfew. Wear a mask &amp; stay safe”: ",joy,surprise
I’m proud to see the Morgantown community peacefully taking to the streets to demand justice. #BlackLivesMatter ,joy,surprise
This is a peaceful protest in Sunrise Florida for #blackoutday #BlackLivesMatter #GeorgeFloyd #blacklifematters #BlackOutTuesday #JusticeForGeorgeFloyd #JusticeForGeorge #protest #PeacefulProtests . This was taken about 30 mins ago because it’s right next to my house. – at Sawgrass Mills Mall,joy,disgust
"Mayor @SylvesterTurner on Houston’s protest of the tragedy that took George Floyd’s life: “I’m very, very proud of the city. The family wanted something that would be peaceful and uplifting and we wanted to be uplifting and supportive...” #GeorgeFloyd #BlackLivesMatter",joy,surprise
Topeka Target parking lot on 21st & Wanamaker — growing group of protesters marching around lot — many people in cars still — seems like a mix of #blacklivesmatter protesters &amp; lurking white supremacists — police cars &amp; helicopter circling. #TopekaProtest,joy,surprise
"Small protests still ongoing in Houston. At Emancipation Park, about a dozen people lay silent on the ground for 8:46 to honor #GeorgeFloyd @HoustonChron",joy,surprise
Unborn Black Lives Matter.,joy,surprise
Just gonna drop this here.... #BlackLivesMatter #CHAZ #AllLivesMatter #GeorgeFloyd #MAGA2020 #protests2020 #KAG2020 #Republican #Democrats,joy,disgust
So this is my mom and dad. My dad is 83 and my mom is 80. They have experienced racism for the great sum of their life. My dad is also a veteran and loves this country. #Blacklivesmatters and there’s matter to me. ,joy,surprise
"Day 19: @Speedway in the Menomonee Falls suburb closed so #BlackLivesMatter protestors can't use the bathroom or get gas ""on a corporate decision"". Seems pretty racist to close when the black ppl show up. They should clarify. @Jbrostoff FB live: https://m.facebook.com/story.php?story_fbid=10107524314545398&amp;id=26701143",joy,disgust
Okay so can we start back using TikTok now that we know that “The Bubble Effect” was the reasoning behind why people did not see Black Lives Matter content and not because they intentionally deleted it and anything related to Floyd’s Death and BLM?,joy,surprise
This is absolutely PRECIOUS to me! It's never too late to learn that #BlackLivesMatter #CHANGE #hope #love,joy,surprise
"No justice, no peace. Glad to be with Black Lives Matter, @Dreamdefenders, @BrowardDSA demanding an end to systemic oppression. Time to #Defund police and invest in community.",joy,surprise
- Honored to have @PeteButtigieg keynote #IYDConvention2020 and recognizing #BlackLivesMatter His run was a historic moment for our country and our state. I am so honored to have been apart of it. #YoungGetsItDone,joy,surprise
"“Training at BMC means training in social justice. You don’t need to watch the news to know that Black Lives Matter, you work at BMC, where these conversations have been happening for generations.” -@jserdoc PD remarks at Class of 2020 @BostonCityEM @The_BMC grad #BMCProud #BLM",joy,surprise
"Y’all would think you wouldn’t have to explain the importance of Black Lives Matter to a person with biracial children, but you’d also be wrong.",joy,surprise
"this is why it’s BLACK LIVES MATTER. nobody else would be approached and treated this way. No type of warning, just disgusting ",joy,surprise
"Ain’t no more NBF Park, It’s Black Lives Matter Park now ",joy,surprise
Happy #PRIDE2020! Black Trans Lives Matter. Black Queer Lives Matter. ALL #BlackLivesMatter,joy,surprise
Former NFL player @marcelluswiley gives thoughtful but non-woke answer to question about 'Black Lives Matter’ messaging in the @NBA https://www.bizpacreview.com/2020/07/03/wow-former-nfl-player-gives-bold-and-brave-answer-on-black-lives-matter-hardly-anyone-saw-coming-942524 via @BIZPACReview,joy,surprise
With liberty and justice for All! Black Lives Matter #4thofjuly #boatlife #bikini #pinup,joy,surprise
BLACK LIVES MATTER. Fuck a 4th. ,joy,surprise
RIP George Floyd Prayers up ,joy,sadness
This is George Floyd. He was a man and he was loved. He cried out for his mother as the police suffocated him in the street. He was a human being and with his last breath he cried for the woman who raised him. I'm so sorry all you mom's out there that go to sleep fearing for the ,joy,surprise
"Three things every black man must know! 1. Your seed is life to all humanity. 2. Courage, strength and wisdom are your allies. 3. You are royalty! #BlackLivesMatter ",joy,surprise
"If you don’t like my retweets and don’t support black lives matter, I don’t mind you blocking me.",joy,surprise
I’ll be auctioning off a full set of animal crossing lighters @6pm EST. All proceeds will be donated to the Black Lives Matter movement! Keep your eyes out for #artistssupportblm where other artist will be participating ,joy,surprise
#BlackLivesMatter #JusticeForGeorgeFloyd #JusticeForFloyd #EqualityForAll #BlackLivesMatters #justice,joy,disgust
Some photos I got tonight in downtown Delaware during a peaceful protest/remembrance for #GeorgeFloyd It was great to see the community come together to support one another as a just humans which in the end we all are. 1/2 ,joy,surprise
Conway United for Equality March in downtown Conway #BlackLivesMatter ,joy,fear
"So proud of Ontario Tech students for co-organizing a Black Lives Matter youth conference, wherein 200 people gathered to share beautiful art, painful stories, and insightful analysis. They make me hopeful for a better future. Poster art credit goes to Sarah Glyn. ",joy,surprise
"A group of protesters gather in front of the Cleveland Police Dept. “No justice, no peace” and “Black Lives Matter” are some of the chants going at what is currently a peaceful demonstration. Multiple officers, fully armed, from top to bottom at 1st &amp; Church St. ",joy,anger
Standing in solidarity with young activists at the State House this evening. #JusticeForGeorgeFloyd #JusticeForBreonnaTaylor #JusticeForAhmaudArbery #bostonprotest #BlackLivesMatter – at Massachusetts State House,joy,anger
Sunday night outside the White House. @wusa9 #GeorgeFloyd ,joy,disgust
"WATCH — Start & finish of DC’s two block-long “Black Lives Matter” mural. Fun Fact: About 3 gallons of yellow paint were used per letter &amp; the DC flag symbol. In total, that’s 51 gallons. The same number as #DCstatehood. @MayorBowser @ABC7News",joy,surprise
We’ve participated in 3 Black & Brown solidarity marches this week & we’re doing it again today! Join @Diego4Change &amp; @kamilalyciaa and other youth activist as they rally our communities to unite in peace! #BrownLivesMatter #BlackLivesMatter #BlackPower #BrownPower ,joy,surprise
Chicago In the past I’ve supported a Local Business Called “NiNis Deli” even encouraging Fans 2 Visit. In The Past 24 Hrs I have seen 1st Hand information “NiNis Deli” Is ANTI #LGBTQ &amp; ANTI #BlackLivesMatter . I will no longer support this Business &amp; You shouldn’t Either ,joy,surprise
"Peaceful demonstration at the Rocky Steps. At first glance, it’s larger crowds this time around and seeing more young children with parents. #GeorgeFloyd #GeorgeFloydProtests – at Rocky Statue",joy,surprise
“We are the future” was the message sent today by former @APSWashington student Destiny Campbell and her fellow #Bulldogs! A peaceful protest in support of the #BlackLivesMatter movement challenged attendees to uplift one another to help build a safe environment for everyone! – at Booker T. Washington High School,joy,surprise
#BlackLivesMatter on Black Lives Matter Plaza – at The White House,joy,surprise
Why not boycott July 4. No because you negroes want to celebrate the independence of these white pagan country that you're protesting against you people are back was is Hell. Black lives matter was started by wake up dummies #Georgesorrows,joy,surprise
truly beautiful. #BlackLivesMatter ,joy,surprise
