sentiment,sentiment_score,tweet_text
fear,1.5069999999999997,"dylann roof, a white man, massacred 9 black people and told the police he wa hungry. the cop gave him a free burger king meal. george floyd, a black man, told the police he could not breathe multiple times. the cop murdered him."
trust,1.6719999999999997,"protest are happening all over the world right now, all with the same goal; justice & peace. our circumstance are grim now, but i know our collective future is bright #blacklivesmatter #justiceforgeorgefloyd"
joy,3.092,"and please, do not take this a share everything on social media. have the conversation with your friend and family. donate to black life matter, the aclu, or the other many go fund mes, sign the petitions. we have to get together and end white supremacy."
anger,1.632,i do not give a damn if #georgefloyd dated a playboy bunny from sweden he wa an innocent black man who wa murdered by a colonizer with no soul. and that is that!
fear,2.233,now call out mn national guard to respond to violent demonstration in wake of #georgefloyd death while in custody of minneapolis police.
fear,4.547,"george floyd wa murdered by the police for being black. it is time to demand justice!!! concerning nonviolence, it is criminal to teach a man not to defend himself when he is the constant victim of brutal attacks. -malcolm x #justiceforgeorgefloyd #justiceforfloyd"
trust,0.993,here is some amazing poc artist that i follow & support confusion who deserve more recognition and support tag more below plz!! #blacklivesmatter
trust,0.484,"confrontation with the police outside the midway target on university ave in st paul, minnesota #georgefloyd"
joy,1.8969999999999998,beautiful tribute to #georgefloyd happening at 38th and chicago ave. in south minneaolis. glimmer of hope we need to see and feel.
anger,2.182,"'til we get reciprocity how can we stand by? yesterday, i turned on the tv i saw another man down he wa screaming he can not breathe no more he held his hand high but then he got struck down oh, he got struck down #ripgeorgefloyd #blacklivesmatter"
fear,1.515,i have been trying to finding the word to express how dismayed i am after watching the video of the death of george floyd in minneapolis. the action that led to mr. floyd is death are indefensible.
disgust,0.82,all life can not matter until black life matter why is this so hard for people to understand holy shit
trust,0.461,nypd confirms at least four taken into custody so far for civil disobedience during george floyd protest at union square.
joy,2.8960000000000004,"peaceful protest in bham, al this sunday at 1 happy face smiley 0pm! mask required! pull up and show out like you would any other get together!! justice for us! #blacklivesmatter #justiceforgeorgefloyd #birmingham"
sadness,2.738,"threa sadness george floyd wa murdered on monday. today is thursday and his killer plural confusion are still free- they are free to see their children, free to see their families, free to breathe i can not breathe mama i am going to die"
trust,0.477,black life matter
trust,0.68,i am no professional photographer but i needed to express the image that wa in my head so here it is... #blm #georgefloyd #minnesota #blackart #racism #privilege #blackandwhitephotography #blacklivesmatter #thisisamerica #africanamerican #art #digitalart #protest
trust,0.648,about a hundred people here now in dorchester for peaceful protest. many holding sign and chanting i can not breathe. #georgefloyd – at mbta ashmont/peabody square station
fear,2.546,dc- do you all see this protector and promoter of murderous and brutal cop who destroy black body in dc acting like he care about black people? we know better. have the blood of black folk on their hands!!!
trust,0.609,"erica macdonald just said barr and trump are actively monitoring the case. oh yeah, that give me comfort. #georgefloyd"
anger,3.3339999999999996,"i am sitting with my 84 year old grandfather who i constantly fight with on the topic of police brutality and his own racism. today it wa him who brought up his anger & sadness surrounding the murder of george floyd. please have these discussion with your family, it is worth it."
joy,1.91,george floyd need justice once and for all. these racist act have to stop. my prayer are with his friend and family #blacklivesmater #justiceforgeorgefloyd #georgefloydwasmurdered
fear,2.156,"murdered! this is not police brutality, it is murder. at the hand of those chosen to protect and to serve. thanks to all that have had the courage to speak on this topic. it is not easy. it is not pretty to look at but it is our america.... #blacklivesmatter #thisisamerica"
anticipation,1.3430000000000002,still watching press conference on george floyd. i am troubled by all the white people leading this investigation. whether they know it or not it say something to have no people of color leading investigation.
trust,0.664,are there no person of color on the leadership team of this #georgefloyd investigation? none?
sadness,2.5940000000000003,"houston police chief art acevedo reacted to the death of george floyd, the houston native who died in minneapolis police custody."
trust,2.312,"you can be disgusted, saddened and woke about george floyd is murder by police and still support good police officers. and support the police/soldiers trying to keep the peace in mpls right now. anyone who say you can not is wrong. fuck them. #blueline"
trust,0.711,"justice for george floyd, we need arrest now! #nojusticenopeace feat nan"
joy,0.394,nothing at this #georgefloyd press conference will calm minneapolis.
anticipation,1.492,this is bigger than all of us. my city is demanding justice. my people are demanding this country open their eyes. we have kneeled for too long. we have protested for too long. this country ha been silent too long. it is finally time that you all listen to us. #blacklivesmatter
joy,0.939,prayer go out to george floyd and his family #blacklivesmater
fear,2.656,"mississippi mayor defends #georgefloyd is death. #halmarx tweete tongue sticking out cheeky playful or blowing a raspberry i did not see anything unreasonable. if you can say you can not breathe, you are breathing. most likely that man died of overdose or heart attack. his account ha since been deleted. #justiceforgeorgefloyd"
anger,1.689,jesus fvcking christ. she is done. amy klobuchar declined to prosecute officer at center of george floyd is death after previous conduct complaint
anger,0.5,you do not have to be black to stand up for the injustice you know black people face. recognize your privilege and use your voice !!! #blacklivesmatter
trust,1.96,large crowd demanding the arrest and charge filed against the four fired #mpd police officer at the hennepin county government center. #georgefloyd #minneapolis #mpls
trust,0.938,if you are white and you can not openly talk about racism- you are the problem. #georgefloyd #stopmurderingblackpeople
trust,0.711,"old army can fundraise for a chicken hut roof, so that mean they can raise fund for justice for george floyd! here. #justiceforgeorgefloyd #blacklivesmatter"
fear,2.391,"watch hennepin county da mike freeman say video showing george floyd is death is ""terrible"" but say there is ""other evidence that doe not support a criminal charge"" #justiceforgeorgefloyd"
trust,0.961,"hi everyone, holy trinity church is at capacity for donations! see the sign picture for new drop-off location #georgefloyd #minneapolis #blacklivesmatter – at holy trinity lutheran church"
fear,0.8590000000000001,le #fbi demande plus d'images sur la mort de #georgefloyd tué ce week-end par la police. aucune inculpation à cette heure et le manifestation à minneapolis et dans d' autres villes contre la brutalité policière s intensifient .
sadness,1.415,lol lost more than 10+ follower for retweeting the black live matter tweets. oh well #blacklivesmatter
trust,2.531,stay strong and stay together everyone! honor his name. justice will be served in due time. we are in this together! #justiceforgeorge #georgefloyd #unite
anger,1.945,"i do not want to see a single queer person speaking ill of the riot and protest in minneapolis. the only reason we a a community have any sort of right is because of the qpoc that stood up to the police. no life matter until black life do, period. #blacklivesmatter"
surprise,0.4920000000000001,c est dans air force 1 que le président trump a découvert ce week-end la vidéo montrant george floyd étranglé par un policier. le chef de l aretat s s arest dit atterré.cet après midi il a fait une réunion avec le fbi pour avoir plus d'infos sur l' enquête .
joy,1.128,"we need a full, transparent, and completely independent investigation. together with ondp black caucus chair confusion , i have written to the solicitor general demanding justice. #blacklivesmatter #justiceforregis"
trust,1.937,"le brillant avocat ancien élu de caroline du sud, ancien fellow de #iop #uchicago chroniqueur sur cnn en pleurs . affaire #georgefloy tongue sticking out cheeky playful or blowing a raspberry "" il y a une epidemie d'injustices.vous êtes désormais raciste ou anti raciste et on doit avoir du courage.votre choix""."
trust,0.8819999999999999,"i am on the ground at the #georgefloyd protest in minneapolis. huge anger among young people here, throwing rock and bottle at police a they raced in to the target area to scoop up several people."
trust,2.0860000000000003,solidarity with blm and everyone on the street in union square today. people should not have to be saying stay safe but that is what it is and what it will be until we stop letting white supremacy stay safe #blacklivesmatter #justiceforgeorgefloyd
trust,2.312,just got back from protest in midway. police have started using real gun a opposed to rubber bullets. lexington to snelling is destroyed. and fuck em. would not it be nice if the police protected #georgefloyd like they protect a fucking leeann chin. #blacklivesmatter
anticipation,0.484,a protest is happening right now at the colorado state capitol. #georgefloyd – at colorado state capitol
anticipation,3.25,"update hennepin co medical examiner say office ""awaiting final result from laboratory study to provide the most medically accurate because of death determination possible."" wonder if thats the data prosecutor were waiting on before today is non-news conference? #georgefloyd"
joy,0.7030000000000001,this just broke my heart . #blacklivesmatter
fear,2.415,"enough dammit #georgefloyd, #ahmaudarbery -- how many more good people have to die before more of u white american stand up to take a stand against #racism ? have we ever seen a black cop do that to a white suspect? hell no"
anger,1.194,i have a 1 hour live stream on my instagram. this shit is insane. fuck 12. rip #georgefloyd #minneapolisriots
anticipation,0.484,i wa playing roblox and this happened... #georgefloyd #minneapolisriots #wheelchairlady #trending
trust,1.399,call hennepin county district attorney mike freeman is office at 612-348-5550 and demand immediate prosecution justice for #georgefloyd
trust,0.484,fuck the police. #blacklivesmatter #fuckthepolice #trash #nyc #unionsquare
anger,3.16,two thing can be true i can wish that protest did not have to escalate to violence to be heard & achieve change and support and understand the anger and despair that fueled it i can believe #blacklivesmatter #sayhisnamegeorgefloyd and i can mourn destruction of a community
anticipation,0.484,more video from the protest currently happening at the colorado state capitol. #georgefloyd – at colorado state capitol
joy,0.941,i will be protesting the murder of #georgefloyd in cleveland this weekend. i encourage everyone to join their local city is blm protests. #blacklivesmatter #icantbreathe
sadness,2.813,in case there is any question 1. black life matter 2. white people are not oppressed 3. wearing a mask is not oppression 4. cop should be held responsible for murder 5. you have to wash your fucking hands.
sadness,1.859,"not feeling humorous, do not want to do the quick rejoinder, just want to leave this country that is no longer the country i thought it was. i am disgusted by the murder of george floyd. i am disgusted by what we have become a a nation. that is the tweet."
anticipation,1.742,"after george floyd death, university of minnesota will not hire police a security at football game | fox business"
trust,0.711,justice for #georgefloyd #hm #blacklivesmatter
fear,0.962,there is so much history to the nigga who killed george floyd
anger,3.116,watch protester are clashing with riot police in manhattan a demonstration against the killing of george floyd continue in the vicinity. #justiceforgeorgefloyd
joy,2.458,sign this petition donate to the mn freedom fun tongue sticking out cheeky playful or blowing a raspberry donate to the family #blacklivesmatter
trust,1.774,i am here at the let your voice be heard gathekrng led by paster and naacp bmt president michael cooper to honor houston native george floyd. follow here for update throughout.
anger,1.399,. condemning the action of following the death of #georgefloyd.
trust,1.5859999999999999,#georgefloyd wa murdered in broad daylight after he pled for his life. the word i can not breathe is a harsh reminder that none of u can breathe until we all can breathe –freely. let is lock arm with organizer on the ground by demanding and calling for justice. #ourground
disgust,0.6409999999999999,the rally ha turned into a march on the 16th st mall in #denver. caution there might be crude language in video. #georgefloyd
anticipation,0.75,"a you walk towards 3rd precinct, the message and tribute for #georgefloyd start to appear. #nbcnews"
sadness,0.915,"in framingham, one of the sign at today is protest over george floyd is death in minnesota #blacklivesmatter"
fear,3.0860000000000003,fuck prison. his family deserves to watch him die. the same way george floyd is family and the whole world watched him be murdered. he is a cop they only gon protect him in there and throw em with more racist mfs!! fuck the police! fuck. the. police. fuck you if you for them
trust,1.5779999999999998,now is not the time for white people to be policing and scrutinizing the reaction of poc to the murder of george floyd. you will never experience what these community face on a daily basis and you do not get a say in how poc are allowed to react. be a better ally.
disgust,0.82,"protester shut down the intersection of 20th & olive in front of the st louis metro pd hq in solidarity with minneapolis. ""who shut shit down? we shut shit down!"" #georgefloyd via"
trust,0.648,thousand gather for a peaceful protest in downtown minneapolis #georgefloyd #minneapolis – at government plaza lrt station
trust,2.438,i have a dream -mlk why can not his dream come true?! hating people because of their color is wrong! muhammad ali stop the violence!!!!! #blacklivesmatter #justice #equality photo by me – at martin luther king jr. birth home
anticipation,1.648,you were pissed when they marched. when they said black life matter. when they spoke out. when they filmed. when they knelt. when they were peaceful. what did you expect to happen?
fear,2.102,"unless there is a video from a completely different angle where george floyd ha a third arm and is actively stabbing the officer in question while trump ride a bear across a football field, i fail to see what this evidence could possibly be that make murder cool and good"
trust,2.96,"in order to make an arrest, there must be probable cause. there is enough probable because to arrest all 4 officer involved in the police murder of #georgefloyd. there wa a heinous crime committed, arrest them nan tell them to tell it to the judge like they tell u in the hood!"
fear,2.655,are you asking yourself what you can do? are you feeling helpless and powerless? i just signed a petition to demand that the 4 police officer involved in murdered george floyd be arrested and charged immediately. you should too
fear,2.155,"wow... the top pick for joe biden‘s vp, amy klobuchar, declined to prosecute multiple police officer cited for excessive force—including derick chauvin, the officer at the center of george floyd is death... it is not just one bad apple. it is a culture."
joy,1.266,"i am not black, but i see you. i am not black, but i hear you. i am not black, but i mourn with you. i am not black, but i see the injustice that you face daily. i am not black, but i will stand with you. i am not black, but i love you. i am not black, but black life matter."
trust,0.477,all life can not matter until black life matter
trust,2.7880000000000003,my heart ache for george floyd. my heart ache for my black brother nan sisters. my heart ache for justice to be served. my heart ache for this city literally burning to the ground. my heart yearns for the men of god to rise up and speak for the voiceless. #prayformsp
anger,2.049,"out in dorchester demanding #justiceforgeorgefloyd. this racist system will never give u justice willingly, even after this deeply racist murder. working people must organize and fight for it. #blacklivesmatter"
joy,1.423,also if you are on social medium posting about your good cop dad or your good cop husband instead of talking about #georgefloyd then please delete my existence from your life
trust,0.648,"crowd chanting say his name, george floyd! during a peaceful protest in downtown minneapolis #georgefloyd #minneapolis – at government plaza lrt station"
sadness,1.109,"i am not black, but i see you. i am not black, but i hear you. i am not black, but i mourn with you. #blackvoicesheard #blacklivesmatter"
trust,2.032,"i do not care if you are a fan account or whatever kind of account you are, you have followers, and you have the power of spreading message that a lot of people can see, spread the word #georgefloydwasmurdered #justiceforgeorgefloyd #blacklivesmatter"
trust,1.406,saying all life matter instead of saying black life matter is like having a broken arm and saying that all bone matter. yes all bone matter but right now your broken fuckin arm matter much more than your femur
trust,0.6409999999999999,"dropping real soon, stay tune! #icantbreathe #blacklivesmatter #georgefloydwasmurdered #activism"
sadness,0.7190000000000001,it is black life matter not just today or tomorrow it is black life matter forever and if your silent about this your the problem
trust,1.915,"& she is absolutely right. while understanding our place a a poc, it is all of our responsibility to demand change, to stand with those who are experiencing the worst racial injustice in our country. we need to be allies. black life matter every single day."
fear,1.856,the rally ha now become a march/standoff with police at 20th & chestnut in #denver. no violence that i have seen or any tear gas or anything like that have been deployed. #georgefloyd
sadness,2.5940000000000003,i spotted this man on the upper west side. i heard him shouting near central park. it wa not until he wa close enough that i could hear what he wa saying. his message follows the death of #georgefloyd in minneapolis who died after a police officer knelt on his neck. – at somewhere
trust,3.0540000000000003,"if you are in minneapolis fighting for justice, please save this image and these number into your phone contacts. thank you for your bravery and dedication to pursue justice, please stay safe. #justiceforgeorgefloyd #blacklivesmatter"
surprise,0.906,protest exploding in manhattan #nyc #blacklivesmatter #minneapolis #georgefloyd
surprise,0.461,breaking nypd say they arrested over 40 people during george floyd protests.
fear,0.7650000000000001,"if you can match my donation or contribute literally anything to send a screenshot and we will send you a brand new demo. george floyd did not ask to be a martyr. please help show support in any way you can, even a #rt would help."
trust,2.625,"i live in st paul 2 mile away from ground zero. my neighborhood is burning. majority of rioter are out-of-town chaos instigators. this is sadly no longer about george floyd. we need the national guard, and justice for floyd will follow #justiceforgeorgefloyd"
fear,1.37,shot fired near protest at colorado capitol demanding justice for george floyd
anger,3.1260000000000003,"you can respect the blue but still criticize their actions, especially unjust murder. people just do not understand that. what happened to #georgefloyd is disgusting, inhumane, and downright disgraceful to the badge. say his name. george floyd."
fear,2.47,here is hennepin county attorney mike freeman claiming today there is other evidence beyond the video of #georgefloyd being killed by a minneapolis cop that doe not support criminal charge against that cop he doe not mention what this evidence is confusion
trust,2.756,"you are exactly punishing u like police officer did with george floyd . we can sustain your pressure with certain limit , we do not know when we will not able to resist your pressure and say good bye to world . is not your responsibility to save u and pas #s386"
fear,0.917,"we stand with you no matter what what. from all of u across the country... we hear you, we will fight with you, and we will stand by you. sad that this is the world we live but change will happen, one way or another. #blacklivesmatter #georgefloyd #justiceforgeorgefloyd"
trust,2.7260000000000004,"don't look away.... #breonnataylor, #georgefloyd, #ahmaudarbery were all murdered by racist police in a society that continues to uphold nan maintain white supremacy. we must dismantle these systems...inaction mean being complicit in this violence #blacklivesmatter"
anticipation,0.375,moment of silence for george floyd in front of the public safety building #justiceforgeorgefloyd #minneapolis
trust,1.3130000000000002,"no justice, no peace protest for george floyd in birmingham, alabama – at kelly ingram park"
fear,1.29,"denver protest demanding justice for george floyd, killed by minneapolis police."
trust,0.711,"wow. denver is busiest interstate, i-25 is blocked off with protestors. the city join the country in demanding for justice for #georgefloyd"
anticipation,0.461,pay close attention to who is and who is not reacting to this situation. silence speaks! #georgefloydwasmurdered #blacklivesmatter #justiceforgeorgefloyd
trust,2.8510000000000004,"to my non-black followers, it is crucial that we use our voice to support our black brother and sisters. silence is not an option. i have made a donation to the minnesota freedom fund and i would strongly recommend you all do the same. #blacklivesmatter"
joy,1.3330000000000002,"i wish alien would come threaten to take over the world, every country, at the same time. we would band together a a human race. i almost guarantee that we would all be together and it would not matter what color anyone was. prayer for a lot at this time & #georgefloyd family"
trust,1.3130000000000002,"i am only gonna say this once. ""black life matter"". no person should have to fear for their safety or their child is safety at the hand of law enforcement. if you do not understand that, you are part of the problem"
trust,0.711,new mexican turned out with their mask and sign for the #blacklivesmatter car rally. we demand justice and we demand it now. #justiceforgeorgefloyd
anticipation,1.039,"it is been tough, said nyalen pidor, who grew up in nearby eagan. i did not come out last night, but wanted to today...feel uneasy though because you do not know what is going to happen. #georgefloyd"
joy,1.135,saw this on my way home no peace until we are all equal. #blacklivesmatter #justiceforgeorgefloyd #saytheirnames – at fair plaza parking garage
joy,3.0940000000000003,i am going to bed praying for justice. praying for all life lost and the family who have lost loved ones. you matter. #blacklivesmatter
fear,1.995,"people keep asking me what good violence and destruction does. here at the #georgefloyd protests, there is a strong sentiment that playing by the rule will not bring about necessary systemic change."
trust,0.477,black. lives. matter.
sadness,2.202,"make no mistake, what is happening in petal, mississippi tonight is a reckoning decade in the making. and a black man is killing in minneapolis kickstarted it. #georgefloyd"
anticipation,0.484,wow this happening in denver tonight at a george floyd rally.
trust,0.954,do u understand the word that are coming outta my mouth ... black life matter !!!!
sadness,1.5470000000000002,"hey denver. i understand your frustration and pain following the murder of george floyd. i plead to you let is demonstrate, but let is do so peacefully."
anger,1.564,dayton we are hitting the street this saturday to protest the murder of #georgefloyd. i want to see every last one of you there in solidarity. rt rt to spread awareness – at downtown dayton
fear,1.788,breaking amy klobuchar declined to prosecute cop in george floyd case for other alleged violent encounters. joe biden right now ...
sadness,1.638,"i am not black, and i will never understand the pure, unadulterated evil and hardship my black brother and sister face. but i will not stand idly by because an injustice doe not directly affect me. i will say something, do something, and i will take action. #blacklivesmatter"
fear,2.6010000000000004,"police response to armed protester demanding michigan be reopened during a pandemic vs. police response to unarmed protester demanding justice for #georgefloyd, murdered on camera by minneapolis police officer this is why #blacklivesmater is so important"
trust,1.492,"after issuing joint statement with sen. john whitmire about the death of former houston resident #georgefloyd while in the custody of #minneapolispolice, mayor talk about importance of police/community working together. more with the mayor on #abc13 10 tonight. – at houston city hall"
trust,1.125,"i believe that justice should be served for george floyd however, burning buildings&amp; looting store is not proving or changing anything in a positive way. protest your right to their best value. that is how you make a change not violence."
anger,1.483,"what happened in minneapolis today wa not a protest, it wa a crime. the lives/livelihoods of many innocent people were harmed because a group of people decided to take out their anger on the city. this is not justice, this is a crime for a crime. #minneapolisriots #georgefloyd"
trust,1.368,"i have read plenty of arrest warrant supported by le evidence during my time a a hennepin county public defender. mike freeman, do your job, now, so that the community know that mr. floyd is life mattered, that black life matter in hennepin county."
anger,2.428,"see, i used to say this too, then realized i wa wrong and that it wa ignorant of me to do so. the black life matter movement doe not minimize other life and never did, it is about black people fighting for the basic right to live, and for the mindless killing to cease."
trust,1.25,"white supremacy is so ingrained in the white psyche that their first instinct when seeing blatant racism is to disregard human life and side with racism itself. like who see incident like george floyd and philando castille and think lemme go see what these klansman about, like-"
trust,1.485,justice for #georgefloyd protest continue to erupt in downtown #denver. and they are turning dangerous. this video courtesy of show a driver on broadway turning around to hit a protester.
anger,0.721,"protestors have taken to the street of downtown denver, some even blocked a section of i-25. this video, captured by show a man struck by a car near the state capitol. warning, it is graphic. #georgefloyd"
anger,1.6119999999999999,i give my two cent on the whole george floyd situation a well a the riot currently happening in minneapolis. i share my opinion on each event nan who i feel wa in the right nan who wa in the wrong. check me out on youtube for more content.
anticipation,0.75,look an undercover c*p in nyc throwing a white power sign on camera. three times. who is shocked? #georgefloyd #blacklivesmatter #nojusticenopeace
sadness,0.7809999999999999,minneapolis cloud of tear gas blowing near mpd is 3rd precinct where at least 500 people have gathered. flashbangs from police competing w/fireworks from the crowd. #nbcnews #georgefloyd – at minneapolis police department 3rd precinct
sadness,1.469,"ugh, i am thoroughly exhausted. black life matter whether or not they are gentle. whether or not they have been killed by the police. black. fucking lives. fucking. matter. fuck"
anger,1.861,"don lemon ""no one want to hear from the man who wanted the death penalty to come back for the central park five. no one want to hear from the birther-in-chief, from the ‘sons of bitches'-calling person, who say that athlete are kneeling for this very reason. #georgefloyd"
sadness,1.641,"finished a workout, took a deep breath & remembered that #ahmaudarbery can never take a deep breath after a run. spoke to my mom, hung up nan wa sad remembering that #georgefloyd can never call his mom again although he called out for her while being killed. heartbroken"
anger,1.109,"if you are neutral in situation of injustice, you have chosen the side of the oppressor. #justiceforgeorgefloyd #runwithmaud #blacklivesmatter"
sadness,2.978,"we stand in solidarity with all victim of police brutality. we send our condolence to all those affected by the death of #ahmaudarbery, #breonnataylor nan #georgefloyd. we will continue to speak out against injustice nan racism. #saytheirnames #blacklivesmatter #σλυ"
fear,0.648,in that new video that killer cop put even more pressure down on george floyd is neck. #arresthimnow
sadness,0.915,people protest the death of #georgefloyd thursday evening along wyoming blvd in #albuquerque. strong language
trust,0.5,it is history behind that badge and you can not rewrite history!! #justiceforfloyd #justiceforus #blacklivesmatter
trust,0.484,don't care if you like it or not i had to say something #blacklivesmatter
trust,1.093,the eta mu chapter of omega psi phi fraternity inc. along with and would like to help bring awareness to #georgefloyd and the injustice faced by many minorities. join u in taking a stand #georgefloyd #blacklivesmatter
trust,3.4619999999999997,vote blue no matter who the same people telling you to do this are defending racist cops. democrat are not inherently allies. leftist are not inherently allies. they benefit from white supremacy and police violence just a much a their tepub. counterparts. #blacklivesmatter
sadness,3.618,"the difference between blue life matter and black life matter is that cop signed up knowing the danger that come with job, black people did not sign up for murder, discrimination, and oppression just because of their skin color"
sadness,1.4460000000000002,it make me sick that i am seeing way more people post about how outraged they are about people looting than they are about the death of george floyd #justiceforgeorgefloyd
trust,0.922,"note the video is from an incident that occurred in 2017, however, it emphasizes the mistreatment of black and brown people that normally happens whenever we come in contact with the police. #changeisneeded #stoptheviolence #policebrutality #georgefloyd #georgefloydwasmurdered"
trust,1.266,"following the death of george floyd, this recent story is starting to get national press. please follow local reporter covering it."
trust,3.952,"because of course he did! we expect police officer to keep u safe, but many department have a history of abuse and racism that is hidden away to protect themselves, like the fort myers police department. we demand accountability and change. #georgefloyd"
trust,1.093,"george floyd and former officer chauvin both worked security at the el nuevo rodeo club. chauvin wa our off-duty police for almost the entirety of the 17 year that we were open. they were working together at the same time, chauvin worked outside and floyd inside."
fear,1.251,"if listening to this doe not make you understand the pain and the urgency in the #blacklivesmatter movement, you are part of the institutionalized problem. wake the fuck up."
anger,1.3869999999999998,"i could feel the pain, the anger, the frustration. we are tired. representing here in columbus, ohio. #justiceforgeorgefloyd #blacklivesmatter"
trust,0.758,#breaking state patrol in tactical gear have showed up on s 6th st nan hennepin avenue. #georgefloyd #minneapolisriots
trust,1.229,"if you not my skin color, you can not even fathom the feeling we have or what we have to endure without any justice #blacklivesmatter"
joy,0.8350000000000001,created by my 11-y.o. daughter aurora after we explained to her about george floyd and the ongoing unrest in our city. posted at her request.
sadness,1.633,"i understand the rage and disappointment a a black woman myself, but today and lastnight wa a complete disaster and i refuse to applaud or condone any of it. is it even about george floyd anymore? or did you all take this opportunity a a personal gain?"
anger,1.217,durham police chief cj davis told u tonight she still ha not been able watch the entire 9-minute video of #georgefloyd and #minneapolis police officers. • • • i wa incensed. i wa hurt. i could not watch the entire video. #abc11
joy,1.361,"psssst... no comment please do me a favor... please... close your eyes, ... close em.., imagine if that wa your son/daughter in place of george floyd.... take a breath.... imagine if that wa your child..... let that sink in....... #imnotok"
trust,0.414,george floyd. say his name. a loud a you can. use your voice and whatever privilege you have to speak up when those in power won't. #blacklivesmater #georgefloyd #f12
fear,1.5930000000000002,"furthermore, if the is truly concerned they should implement a pattern and practice investigation of the minneapolis police department.we will be holding immediate meeting in congress on the killing of #georgefloyd and others. this ha to come to an immediate stop. /2"
fear,3.0660000000000003,this is the moment gunshot were fired outside the stste capitol and everyone hit the ground. my adrenaline wa through the roof. fortunately no one wa injured. we were in the middle of an interview with a protester who had gathered to protest the killing of george floyd.
anger,2.0940000000000003,"optic are everything...so i would not be surprised if the same inhumane asshole that murdered #georgefloyd are not the same racist setting fire to business to distract nan purposely shift public judgment towards ""protesters"" instead of the guilty cops!#justiceforgeorgefloyd"
fear,1.062,#denver police beginning to pepper spray specific people at sherman and colfax while crowd peacefully chant hand up do not shoot #georgefloyd #blacklivesmatter
joy,2.209,heavily guarded super target in st. paul at 9 happy face smiley 0pm tonight. #georgefloyd #blacklivesmatter
fear,1.43,"to all my houston people on here george floyd wa from 3rd ward, born and raised in houston. he wa 46 year old when he wa murdered on monday. find a way to get to this protest tomorrow. there is plenty of info here on twitter/fb, etc."
trust,2.218,"the crazy part is, people act like black people are asking for too much. all we are asking for is to be treated with respect. value our life just a much a you value any other race. it literally kill some people to admit that #blacklivesmatter and i honestly do not understand."
trust,0.398,"""eso que ustedes llaman disturbios e el único lenguaje que tienen los que nunca son escuchados."" martín luther king -. esto e minneapolis, minesotta, sede de una violenta revuelta popular que reclama justicia para george floyd"
joy,1.859,"there are a lot of people that make a damn fine living off the back of black athlete that have been mighty quiet these last couple of day on twitter! just like you watch kid on social media, kid watch you too!!! #georgefloyd"
trust,1.164,unarmed peaceful protestors exercising 1st amend vs. fully armored #denver #georgefloyd #blacklivesmatter #9news – at colorado state capitol
trust,1.7030000000000003,#nationalgaurd #minneapolis #minneapolisriots #georgefloyd #georgefloydprotest national guard waiting in fire department 6 south minneapolis stay safe!!!!!!!!!!!! – at minneapolis convention center hall e
trust,2.704,"facts. the bitter truth.. and it hurt to see, but #laredo is extremely anti-black. in a city that is 92% latinx, they the people that play the i do not see color card and all life matter."
anger,2.0,say their names. remember their stories. work to enact change. demand justice. check on your black friends. be outraged. be sad. fight for what is right. do not stop until change are made. #blacklivesmatter
joy,0.406,this is the world we live in... #blacklivesmatter #georgefloyd #icantbreathe
joy,1.266,"i am not black, but i see you. i am not black, but i hear you. i am not black, but i mourn with you. i am not black, but i see the injustice that you face daily. i am not black, but i will stand with you. i am not black, but i love you. i am not black, but black life matter."
disgust,1.226,!!!!! who life are in jeporady every single day from the minute they walk out of their house??? shit they do not even have to walk out of their own house and they will still be killed!!! #blacklivesmatter !!! you are ignorant if you try to justify all life matter
joy,0.469,"""george floyd rest in power"" written on the colorado state capitol building."
joy,0.828,"this is not iraq, afghanistan nor syria. that is my old neighbourhood i love here in minneapolis. this will not stop until the da mike freeman charge the four and they are all in jail w/o bail. #minneapolis #icantbreathe #georgefloyd"
anger,1.382,i just signed a petition to demand that the 4 police officer involved in murdered george floyd be arrested and charged immediately. you should too
fear,1.714,live from inside the minneapolis 3rd police precinct. dangerous situation a bullet are going off from the heat of fire thats been set inside. taken from youtube stream. #minneapolisriots #georgefloyd
anger,1.943,black life matter. if you are not angry you are apart of the problem. if you think the all life matter idea is a counter argument you are the problem. if you think that the target is more important than the death of an unarmed black man you are the problem.
joy,0.594,and here is what it is like getting gassed by for peacefully assembling under the 1st amendment. this is the most cowardly thing i have ever seen. #georgefloyd #blacklivesmatter #denver
anger,3.531,rioting is sewn into the fabric of our nation is history just a racism is. why are riot and rebellion celebrated when led by white people and condemned when black american are demanding justice? how long do you expect people to politely ask not to be killed? #blacklivesmatter
trust,1.359,on saturday there will be a peaceful protest in salt lake and ogden to help fight for justice for george floyd and his family !!!
joy,1.198,this is from my live stream tonight. a always fuck 12 fuck all cops. broke up our peaceful protest of the injustice in america with force. #blacklivesmatter #georgefloyd #fuck12
fear,1.39,"a a white man, fear of saying the wrong thing often cause me to say nothing. my nothing sends a message to my black colleague that #georgefloyd is just a headline. at the risk of saying the wrong thing, here is my something."
trust,1.321,using my privilege to spread the wor tongue sticking out cheeky playful or blowing a raspberry black life matter.
sadness,1.73,the amount of hate i have read and seen over the past few day is unreal. there is a complete lack of understanding of the actual problem at play. i am truly disappointed in so many people. #blacklivesmatter
fear,2.035,serious situation escalating in mpls 3d district where george floyd wa killed. fire everywhere and group are storming the police station-and the stationed just caught fire! please pray!
