Correction	ErrorFrequency	Errors
better	1	[betther]
neat	1	[neet]
against	4	[aginst, aganist, agains, againt]
noises	1	[noices, noices]
example	8	[expample, excample, examble, exampel, exampel, exemple, excample, exemple, expample]
meetings	1	[meating]
walk	4	[work, work, wolk, wolk, wol, wark]
flies	1	[flyes]
salt	1	[salat]
thing	4	[think, thinks, think, thinks]
shareholders	5	[sharehoulders, sharehoulders, sharholders, shareholdes, sharehoulders, sharehoders]
ignored	1	[ignorated]
carefully	1	[carefullly]
daddy	1	[dady]
department	7	[departement, departement, departement, deparment, departement, departement, depertment, depatrtment]
understanding	1	[under standing]
today	1	[todya]
purchase	1	[purschase]
congratulations	4	[gratulation, congretulation, concratulations, gratulation]
safely	1	[safty]
impolite	7	[unpolite, unpolite, unpolite, unpolite, unpolite, unpolite, unpolite, unpolite]
electrician	4	[electrican, electrian, electrican, elektrischen]
flying	1	[flighing]
organization	3	[organziation, organisation, oranisation]
tiles	1	[tites]
area	7	[aerea, areal, aera, aeral, aera, areas, are, arear]
style	1	[stile]
travelled	1	[traveld]
wake	3	[weak, waick, weck]
experience	29	[experince, experiance, experiance, expirence, expirence, abroad [[expirence, expirience, experiance, expierience, experienc, expierence, experiene, experince, expierence, expierence, experiences, experiance, experinence, expierience, expirience, experiens, experiance, expereience, experiance, expirence, experiende, expirience, expirience, expirience, expirience, experince, experince, exoerience, experiance, make an [[expericance]
metallic	3	[mettalic, metallica, metallica, metalic]
employee	1	[emplyoee]
types	2	[typs, tipes]
employed	1	[eployed]
individuals	2	[indivuals, individuels]
restoration	5	[restauration, restauration, restauration, restauration, restauration, restauration, restauration, restauration]
five	7	[fife, fife, fife, fife, fife, fife, fife]
society	1	[societa]
communication	2	[communucation, comunitcation]
funny	3	[funy, funy, funy, fanny]
sea	7	[see, see, see, see, see, see, see]
still	1	[stil]
win	1	[winn]
accessories	2	[accecoires, assecories]
headquarters	1	[headquaters]
newborn	1	[new born]
message	2	[massage, massage, massage, massage]
see	2	[se, sea]
advertisements	4	[advisements, adverticements, adverticements, advertisments, abdervisements]
wedding	1	[weeding, weeding]
off	2	[of, of]
suit	2	[suite, suite]
arrival	1	[arrivel]
patrolled	1	[patroled]
passport	2	[passeport, passbord]
thoroughly	1	[thouroughly]
why	2	[wy, wy, whay]
stomach	2	[stomache, stormach]
optic	1	[optik]
concert	1	[conzert]
they	5	[there, thay, the, the, the, tey]
fell	2	[felt, falled]
manager	1	[mangager]
recipe	2	[receipt!, resipe]
score	1	[scor]
inception	1	[inecption]
french	1	[frensh]
accommodating	1	[accomodating]
birds	1	[burds, burds]
break	4	[braek, breake, braek, brak]
nourishment's	1	[nourishments]
convenience	1	[convinience]
bread	3	[bred, braed, breat]
grabbing	3	[grapping, grapping, grapping]
internship	9	[intership, intership, intership, intership, intership, intership, intership, intership, intership, intership]
weekend	7	[week end, weetkend, wekend, weekende, weeend, weeckend, weekende]
embrace	1	[emblaze]
youngest	1	[yungest]
guarantees	1	[guarentees]
occurrence	3	[occurrance, occurance, occurence]
chef	1	[chief]
central	1	[centrum]
knives	2	[knifes, knifes]
forgetting	1	[forgeting]
knife	1	[kife]
programs	8	[progams, prgrams, programms, programms, programms, programms, programms, programms, programms, programms, programms, programms, programms]
screen	1	[sreen]
structure	2	[stucture, structur]
suitable	5	[suiteable, suitabel, suitible, suiteable, siutabel]
church	1	[curch]
windy	3	[unwindy, winday, windly]
submitted	1	[submited]
murdered	1	[murdeered]
son	9	[sun, sun, sun, sun, sun, sun, sun, sun, sun, san, sun]
happiness	1	[happyness]
loaves	3	[leaves, loafes, loafes]
museum	4	[musseum, musuem, museeum, mueseum]
raccoon	1	[racoon]
flexible	1	[flexibel]
guaranteed	1	[quaranteed]
third	2	[thirt, thierd]
discount	1	[discout]
include	1	[iclude]
gas	1	[gase]
sitting	2	[sittng, site]
flashlight	2	[flashligt, flashligt]
postgraduate	1	[postgraduat]
confident	1	[selfconfident]
them	5	[thim, the, they, thim, thim, they]
experienced	2	[expirienced, esperienced, expirenced]
then	39	[than, than, than, than, afternoon. [[than, ten, than, than, than, than, than, the, the, than, than, than, than, hten, than, than, than, than, than, than, than, than, than, than, than, than, than, the, than, than, than, than, than, than, than, than, than, than, than, than]
negotiation	1	[negoatiation]
abandon	1	[abondon]
delivery	1	[delivert]
different	16	[diffrent, diffrent, diffent, differents, differnt, differents, difrend, differnt, differnt, diffrent, differnt, differnt, diffrent, diffrent, diffrent, diffenrent]
spectacular	3	[spactacular, spectecular, spectecular]
raised	1	[rised, rised]
experiences	3	[experiencees, expiriences, expiriences]
moment	1	[momant]
subject	3	[subjet, suject, subjekt]
plenty	1	[planty]
pictures	2	[picturest, picures]
occurred	1	[occured]
protect	2	[protec, potect]
cute	1	[cule]
dizzy	1	[dizzi]
looking	4	[lokking, loocking, lloking, lookig]
walks	1	[walkes]
heard	12	[heart, heart, heart, heared, heared, heared, heart, heared, heared, heart, heared, heared, heared]
buck	2	[luck, book]
unquestionable	1	[unsquestionable]
dollar	1	[[[doller, [[doller]
cooking	1	[coocking, coocking]
cheaper	1	[chaper]
happiest	1	[happinest]
aren't	1	[arn't]
similar	8	[simillar, simular, simular, simular, simular, similiar, similiar, similary, similary]
jacket	2	[jaket, jackett]
usual	1	[usuall]
decorate	1	[dekorate]
don't	47	[dont, dont, dont, dont', dont, dont, dont, dont't, dont, dont, dont, dont, dont, dont, dont't, doesen't, dont, dont't, doesn't, dont, dont, dont, dont, do'nt, dont, doesnt, dont't, dont, dont, don t, dont't, dont, dau't, dont, dont, dont, dont, dont, dont, dont, don's, dont, dont, dont, doesent, dont, do''nt, dosn't, dont, dont, dint, dont, dont't]
it's	12	[i's, ist, it''s, it''s, ist, it''s, ist's, it', ist, it''s, its, it', its]
telephonic	1	[telefone]
machines	2	[mashines, mashines]
flight	3	[fligt, fligth, fligh]
pensioner	1	[pensionar, pensionar]
triangle	1	[triangel]
interview	1	[interwiev]
translator	8	[translater, translater, translater, translater, translater, translater, translater, translater, translater, translater, translater]
accommodation	9	[accomodation, accomodation, accomodation, accomodation, accomodation, accomodation, accomodation, accomodation, accomodation, accomodation]
proposal	1	[propasals]
plumbing	1	[plumbering]
healthy	4	[healty, healty, healty, healtly]
within	2	[whithin, whithin]
standing	1	[standig]
design	5	[desing, desing, disign, desing, desing]
qualified	1	[qualificated]
expenditure	1	[expentiture]
replacement	1	[relacement]
cause	2	[couse, couse]
you're	2	[your'e, your're]
equity	1	[quity]
second	10	[seconde, secound, secend, seconds, secound, seound, secon, seceond, sekond, sconde]
location	1	[localition]
study	3	[stud, studie, studie]
middle	3	[middelst, middel, mittle]
baggy	1	[beggy]
philharmonic	1	[philhamonics]
sky	3	[skys, skys, skay]
someone	1	[someoen]
developing	1	[devoloping]
official	1	[officail]
sets	1	[stes]
certainly	1	[certailny]
childhood	1	[chilhood]
shanghai	2	[shnaghai, shanghei]
biology	2	[biologie, biologie]
republic	1	[republik]
appropriate	1	[apropriate]
isn't	17	[ist, isn''t, its'nt, isnot, isn' t, isn''t, isen't, isn’t, is'nt, isent, isn''t, issn't, isn''t, isn’t, is''nt, isn''t, is#nt]
such	2	[souch, soo]
spelling	1	[spelleing]
favorites	1	[favorits]
machine	5	[magines, maschine, maschine, maschine, maschine, macine]
professional	5	[proffesional, professionel, proffessional, pro., professinal]
relative	2	[relativ, relativ]
comparison	2	[comparision, comparsion]
academy	3	[acadamy, acedemy, akademy]
statement	2	[statentment, statment]
describing	1	[discribing]
blouse	5	[blous, bolso, bluses, bluse, bouse]
mother	6	[mohter, mothe, mouther, mather, mather, mouther]
likes	1	[like's, like's]
called	2	[calles, colle]
centimeters	1	[centimerters]
thin	1	[thinn]
bridge	1	[bidge, bidge]
included	2	[includet, uncludes]
this	6	[thes, thies, thise, ihis, thies, ths, tjis]
cotton	1	[cotten]
reggae	1	[reagge, reagge, reagge]
recognized	1	[recogized]
cheese	4	[chees, chees, chees, chese]
symphony	1	[sinfonie]
confronted	1	[confrontet]
from	13	[form, form, form, fromm, form, frome, fraom, fom, frome, form, form, form, frome, form]
believe	16	[belive, belive, belive, belive, belive, belive, belive, beliebe, belive, belive, belive, belive, belive, belive, belive, belive, belive, belive]
suffered	1	[sufferd]
awful	5	[awfull, awfull, awfull, aweful, aweful, awfuly, awfuly]
online	1	[onlien]
was	4	[will, ist, whas, whas, [[whas, whas, as i [[whas, wos]
daughter's	3	[daugther's, dother, douther's]
swept	7	[sweeped, sweept, sweepped, sweept, sewpt, sweeped, swooped]
staff	5	[stuff, stuff, stuff, stuff, stuff, stuff, stuff]
spacious	3	[spaceous, spacy, spaciuos]
able	1	[abled]
read	6	[red, red, red, reed, red, red]
actors	1	[actores]
treated	1	[treatet]
receive	2	[receice, recieve]
between	3	[beetwin, beetween, betwenn]
fittings	1	[fitings]
understaffed	1	[unterstaffed]
application	4	[aplication, aplication, appilcation, aplication]
standard	3	[standart, standart, standart]
worst	2	[worsest, worsest]
important	8	[importent, importent, imprtant, importens, improtant, importanten, importend, importent]
coach	1	[choach]
diligent	1	[dilligent]
taught	3	[thaught, tought, teached]
felt	1	[feld]
eating	1	[eat]
sari	1	[sahri]
themselves	4	[themself, themself, semselves, themself, themselfs]
worry	1	[woory]
constitute	2	[constitiute, constitut]
wood	1	[wodden]
fulfills	1	[fullfills]
wrote	1	[worte]
hopefully	2	[hopefuly, hhopefully]
received	3	[reveived, recieved, recieved]
fortunately	1	[fortunatly]
occurs	2	[occures, occours]
brother's	1	[borther's]
danger	1	[dager]
inspiration	1	[insporation]
forward	11	[foward, foward, forwar, foreward, forword, forwanrd, foreward, foward, forword, foreword, foward]
presidential	2	[presidental, presidental]
depreciation	1	[depresciation]
juice	2	[jouise, juise]
greetings	8	[greatings, greatings, greating, greatings, gratings, greatings, greatings, greatings]
receives	1	[recieves]
points	3	[ponts, ponis, pionts, pionts]
invitation	2	[inivitation, inivitation, inviation]
opportunities	4	[oppurtunities, opportunitys, opporunities, oppurtunities]
preparing	3	[prepairing, preaparing, prepairing]
turn	2	[tourn, term]
constraints	1	[contraints]
neighborhood	2	[neigbourhood, neighboorhood]
available	5	[allocatable, availabe, availiable, avaiable, avaliable]
kitchen	2	[ktichen, kittchen]
favorite	42	[favorit, favourit, favorit, favorit, favorit, favorit, favorit, favorit, favorit, farorite, favorit, favorit, favorit, favorit, favorit, favorit, favorit, favorit, favorit, favorit, favorit, favorit, favorit, favorit, favorit, favorit, favorit, favorit, faforite, fafrid, favorit, favorit, favorote, favorte, fovorite, favorit, favorit, favorit, favorit, favorit, favoite, faforite, favoroe]
climbing	2	[climping, climping]
afraid	2	[affraid, affraid]
coming	18	[goming, comming, comming, comming, comming, comming, comming, comming, comming, comming, comming, comming, comming, comming, comming, comming, comming, comming]
warmth	1	[wamth]
complain	1	[complane]
split	4	[splitt, splitt, splitt, splitt]
shower	3	[shover, shoulder, shawer]
twelve	11	[twelf, twelfe, twelv, twelwe, twolf, twelwe, twelf, twelf, tweleve, twelfe, twelver]
welcoming	1	[welcomming]
born	1	[burn]
invitations	7	[invitaions, invitaions, invitings, initations, invatiations, invications, invetations]
referring	3	[refering, reffering, refering]
pounds	2	[punds, ponds, ponts]
breakfast	23	[brekfast, brakefast, brackfast, breakfirst, breafest, brekfast, brekfast, breakfest, breakfest, breakfirst, brackfast, breakfest, breakefast, beakfast, brackfast, breakefast, breakfeast, breakfest, brakfast, brakfast, breakfest, breakefast, breackfest, breackfast, brakfast]
bucket	1	[bucked]
next	5	[netx, neyt, nex, nex, nex]
discriminated	10	[dicriminated, discrimated, dicriminated, dicriminated, discriminatet, discriminatet, discrimanted, dicriminated, discrimated, disriminated, dicriminated]
explosive	1	[exlosive]
daughter	45	[daugther, doughter, daugther, dougter, daugther, dauther, daugther, daugther, dother, dauther, doughter, doughter, daugter, doughter, dougther, daugther, daugther, toughter, douther, daugter, douther, daugther, daugther, doughter, taugther, taugther, daugther, togther, dother, doughter, doughter, dougther, daugher, daugther, toghter, doughter, daugther, daugther, daugther, douther, dauther, me and my [[dougther, doughter, dougther, daugther, dauther, daugther, daugther, doughter, douther]
desks	3	[deks, dasks, deks]
differences	1	[differents]
unprofessional	3	[unprofesional, unproffessional, unprofessinal]
document	1	[documant]
habit	2	[habbit, habbit]
survive	1	[survises]
motor	1	[autor]
happy	1	[hapy]
punctual	2	[punctally, punktually]
festival	3	[festivial, fastival, festivel]
ruins	1	[ruines]
caught	6	[cought, cought, caugth, catched, cought, cought]
hair	3	[hairs, hairs, hear]
soccer	4	[succer, scoccer, soccet, scoccer]
surprises	1	[surprices]
direct	1	[direkt]
luxurious	3	[luxurios, luxurios, luxorious, luxirious]
ginger	1	[gingko]
boss	1	[boos]
vegetables	8	[veetables, vegetabels, vegetabeles, vegtables, vegtables, vetgetables, vegetabeles, vagabltes]
headphones	11	[headphons, haedphones, hadphones, headphoness, heaphones, headhones, headphons, haedphones, haedphones, headphoses, headphoens]
seller	1	[saler]
surprised	7	[suprised, suprised, suprised, suprised, surpised, surpriced, suprised]
produced	1	[prodused]
passenger	1	[pessenger, pessenger]
gladly	1	[glady]
aerials	1	[areals]
yoga	1	[joga]
clarinet	1	[klarnet]
grocery	1	[grocerie]
salad	17	[salat, salat, salat, salat, salat, salat, salat, salat, salat, salat, salat, salat, salat, salat, salat, saled, salat, salat]
blockbuster	1	[blockbaster]
queue	1	[queque]
both	1	[booth]
earthquake	1	[earthqueke]
candidate	1	[candiate]
loose	1	[losse]
alley	2	[allee, allex]
after	2	[afer, atfer]
woke	1	[worke]
varying	1	[variing]
glamorous	2	[glamourous, glamourous]
duke	1	[dutch, dutch]
electricity	2	[electicity, electricty]
excursion	1	[excurtion]
conference	1	[confernce]
tennis	2	[tannis, tenis]
what's	2	[wath, waths]
charges	1	[chargings]
fruit	3	[fruite, friut, fruti]
scored	1	[socerd]
victim	2	[victime, victime, victime, victom]
associates	1	[ass.]
dispute	1	[disput]
coffee	11	[caffee, cofe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe]
billion	1	[billioon]
white	12	[wight, wihte, withe, withe, whithe, withe, withe, whit, in [[wkitwe, withe, while, whit, with]
fun	1	[fann]
listening	5	[listing, listenig, listining, listenig, lising]
salesman	1	[salesmann]
toothache	1	[toothack]
inform	1	[informe]
that	5	[tha, theat, thta, waht, thats]
antipasto	1	[antipasta]
encourage	1	[encurage]
practitioner	1	[practitoner]
than	6	[then, then, then, then, then, then, then]
require	1	[requiered]
foreign	3	[forergn, foreen, forgein]
model	2	[modell, modell]
ambulance	2	[amulance, ambulanz]
opposite	11	[oppositve, oposite, oppesite, opposit, opposit, opposit, opposit, oposite, oposite, oppsite, opposit, oppisite]
about	9	[ab to, abut, abaunt, abot, abou, abaour, abaut, abaut, abaout]
well	1	[vell]
engineering	3	[engenieering, engeneering, engeenering]
photography	1	[fotograph]
insolvent	1	[insolvenced]
realistic	1	[realistim]
wife's	1	[wifes]
complete	2	[complet, complet]
stylish	1	[stilish]
cocktail	2	[coctail, coktail]
granddaughters	1	[granddoghter]
feed	11	[feat, feats, fod, feets, feet, feet, fead, feet, feet, feet, feet, feet]
headquarter	2	[haedquater, headaquater]
individuality	1	[idividuality]
confidential	4	[confidetional, confidental, confideutial, confidentional]
animal	1	[animat]
doings	1	[doing's]
threatened	1	[threatend]
feel	2	[fell, fell]
functions	1	[funktions]
refrigerators	1	[refrigarators]
crucial	1	[cruicial]
feet	2	[feets, feets]
variety	1	[varity]
sauce	2	[souce, souce, souce]
resume	2	[reume, resum]
benches	1	[benchs]
touching	1	[touchables]
outdoor	1	[aoutdoor]
service	1	[servise]
circuit	1	[circuite, circuite]
claim	1	[clam]
masters	1	[master]
biscuits	1	[bisquits]
our	4	[qur, ouer, ourt, ouer]
out	2	[aut, aut]
employees	15	[empolyees, emploxees, employess, employes, employes, employes, employes, empoyees, empoyee, empoyees, employes, employes, employeers, emloyees, empoyees, employes]
journalism	1	[journalisam]
waste	3	[waiste, vast, waist]
for	13	[fot, für, fore, fpr, fot, fgor, fpr, fr, fore, fo, fur, four, fpr]
hundred	3	[hundret, hundert, hundert]
angry	1	[abnry]
leggings	9	[leggins, leggins, legins, leggins, leggins, leggins, leggins, leggins, leggins]
went	1	[go]
authors	1	[authorts]
simultaneously	1	[simul-taneously]
farmer	1	[famer]
watching	3	[[[wathing, wathing, wachting]
sales	1	[sale]
criminal	1	[crminal]
weather	32	[wether, wheater, weahther, wetter, wetter, wetter, wether, waether, wether, wheather, wheatear, westher, wether, wether, wether, weater, weater, wheather, weahter, wheather, wether, wether, wetter, wether, whether, wether, wether, waether, wether, wather, wheather, wether, wheater, wheater, weater, weater, weater, weathe, wheater]
expectations	1	[exspectations]
agile	1	[argile]
marathon	1	[maraton]
choose	1	[choosed]
speaking	2	[spaeking, speaken]
rooms	2	[romms, fooms]
wine	4	[whine, vine, vine, vine]
glad	1	[glaad]
information	25	[infomation, infomation, informations, informations, informations, informations, informations, informations, informations, informations, informations, informations, informations, infos, informations, informations, infomation, informations, informations, informations, informations, informations, informations, informations, informations, informatons]
others	1	[other's]
wishes	7	[wiches, whishes, wishies, whishes, whishes, whishes, whishes]
grass	2	[gras, gras]
airplane	1	[airplain]
mortgage	5	[mortage, mortage, mortage, mortage, mortage, mortage, mortage]
guilty	1	[quilty]
atmosphere	2	[athmosphere, atmospher]
prevent	2	[prevend, prefent]
table	13	[tabe, tabel, tabel, teble, tabel, tabel, tabel, tabel, tabel, tabel, tabel, tabel, tabel, tabel, tabel]
researches	1	[researchs]
parliament	1	[parlament, parlament]
criticize	1	[critize]
supervisor	1	[supervisior]
language	1	[languarge]
cried	1	[no. i [[cryed]
eucalyptus	1	[eucalyptys]
wins	1	[wind]
position	7	[positon, possition, postion, postion, postion, postion, posisition]
assisted	1	[assistent]
oily	1	[oliy]
integrates	1	[intigrates]
qualifications	2	[quallifications, qualis]
dreamed	1	[dreamd]
separated	1	[seperated]
boiled	1	[boilled]
rarely	2	[reraly, rarly]
diseases	1	[deseases]
motorcycles	1	[motocycles]
cubism	1	[cubiscm]
title	2	[titel, titel]
sailing	5	[sailling, sailng, sailling, saining, sailling]
separates	1	[seperates]
wardrobe	1	[garderobe]
length	4	[lenghts, lenghts, lenght, lenght, lenght]
weapons	1	[wappons]
hydroelectricity	2	[hydrelectricity, hydroelecticity, hydroelecticity, hydroelecticity]
steadily	1	[steadiliy]
giving	1	[ginving]
want	11	[wont, wante, wont, wont, whant, wat, whant, whant, wont, whant, wat, wont]
stolen	1	[stoolen]
aging	1	[againg]
steak	2	[stake, steack]
responsible	12	[responsibel, responsilble, responsibel, responsable, responcible, resposible, responsable, responsibel, responsable, responible, resbonsible, reponsible]
establish	1	[etablish]
overcooked	3	[uvercooked, overcocked, obercooked]
typhoon	2	[thyphoon, typhone]
ankle	1	[ancle]
access	2	[acsess, acess]
saint	1	[sankt]
secretary	2	[sectretary, sekretärin]
symptoms	4	[syntomes, symtoms, symtoms, sympthoms]
fries	2	[frites, frites]
article	3	[articel, articel, articel]
fall	1	[aell]
teenagers	2	[teenagern, tenager]
phrases	1	[prases]
clearly	1	[cearly]
waitress	2	[waitdress, waitres]
based	1	[basing]
old	2	[olf, oldy]
stressful	4	[stressfull, stresfull, stressfull, stressfull]
allegedly	1	[alledgedly]
wish	5	[whish, whish, whish, whished, whish]
answers	1	[anwers]
documentaries	4	[documantaries, dokumentaries, documetaries, documentarys]
fame	1	[fames]
were	1	[wer]
turned	1	[turnde]
please	13	[plase, pleas, pease, pleas, pleas, pleace, pleace, plaese, plaese, pleace, plaese, pleas, pleaste, pleace, pleace, pleas, pleae]
died	1	[dyied]
enquire	1	[inquire]
three	12	[tre, thrie, tree, tree, threee, tree, tree, tree, thrree, tree, thre, tree, thre]
directly	2	[dircetly, daintly]
positive	7	[positiv, positiv, postive, possitive, positve, positiv, psitive]
work	7	[werk, worke, worke, worke, worke, wokrk, worke]
thrown	1	[thown]
succeed	3	[succed, suceed, succed]
victims	2	[victoms, victoms, victoms]
global	1	[gobal]
flu	2	[flue, flus]
discover	1	[dicover]
campaigns	1	[campaings]
class	1	[classe]
property	1	[properity]
advising	1	[advicing]
sense	5	[sens, sence, sence, sens, sence]
staying	1	[saying]
northern	1	[nothern]
heavily	1	[heavely]
environment	4	[enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment]
window	2	[windiw, wondows]
clerk	1	[clark]
program	7	[programm, programm, programm, programm, programm, programm, programm]
manufacturer	1	[manufactorer]
responsibilities	8	[responsibilties, responsibilitys, resonsiblities, responsibilties, responibilities, responsabilities, responisbilities, responsibilites]
company	8	[compeny, companie, comany, comany, comany, campany, comany, compeny]
popular	4	[populat, popuar, popluar, populat, populat]
even	1	[ever]
fighting	1	[foghting]
brush	6	[bruch, brasch, bruch, bursh, brus, brusch]
penurious	1	[penuriously]
nowadays	2	[nowdays, noadays]
management	12	[managment, managment, managment, mangement, managment, managemant, menagement, menagement, mangament, managment, mangager, managment, managment]
barbecue	4	[barbeque, barbeque, barbecqe, barbacue]
efficient	2	[efficent, efficent]
feelings	1	[fillings, fillings, fillings, fillings]
friend	7	[freand, freind, frind, frend, frend, frend, frend]
stop	1	[stopp]
warm	1	[warme]
intention	2	[intension, intension]
interests	2	[intrests, interets]
one	9	[on, opne, ohne, ohne, on, on, ones, on, obe, on]
dismantle	1	[dismatle]
sunny	3	[sonny, sonny, suny]
meat	1	[meet]
notify	1	[notifity]
mean	1	[meen]
rhythm	1	[rythm]
graphics	1	[grphics]
they're	2	[theyre, there're]
perfect	3	[perfekt, pertect, perfekt]
find	4	[finde, fined, finde, finde]
office	2	[ofice, offis]
profit	1	[provit]
motivating	1	[motivateing]
with	20	[witch, whith, whit, witch, wirh, wihte, whyt, withe, wiht, whit, mith, whit, hit, witn, withe, withe, whith, whit, whit, wiht, whis, wiht, whith]
rice	1	[rise, rise]
circumstances	1	[circumastances]
desire	1	[disire]
website	3	[webside, webside, webside]
matter	1	[metter]
fill	4	[fil, file, fille, fille]
moderate	1	[moderste]
families	1	[famylies]
safety	7	[safty, saftey, saftey, safty, safty, saftey, safty]
observe	6	[pbserve, abserve, obserce, abserve, abserve, observ]
continue	1	[continuie]
channel	1	[chanel]
sally	1	[saly]
bright	3	[breight, brigth, braight]
pants	1	[pant]
bacon	1	[baken]
ambiance	2	[ambience, ambience]
managing	1	[manageing]
party	2	[pary, patry]
participants	1	[paticipants]
joined	1	[joinerd]
married	14	[marriaged, marriet, marriert, merried, marrried, marriad, marraged, marriaged, merried, marieg, marrie, merried, marriaged, maried]
subway	2	[sybway, sabway]
chewed	1	[chewn]
promoting	1	[promting]
sympathy	1	[sympathie]
tent	2	[tend, tend]
duties	1	[dutys]
salary	17	[solary, salery, sallary, sarey, salery, salery, salery, salarsy, alary, salery, salaray, salery, salery, salery, salery, sallary, salery, salery]
objects	1	[objectes]
hungry	1	[hangry]
these	3	[theese, thise, theese, theese, theese]
opened	1	[opend]
stupidest	1	[stupidiest]
noodles	2	[noodless, noodels]
liquids	1	[liquits]
offers	1	[offerts]
respectively	1	[[[respectivly]
shows	1	[shwows]
project	2	[projekt, projekt]
enthusiastic	5	[enthusiasic, ethusiastic, enthusiatic, enthusiasting, enthusiatic]
he's	1	[hi's]
vigilant	1	[vigilent]
nephew	1	[nethew]
discuss	1	[dissuss]
each	4	[rach, euch, ech, eacht]
annoying	1	[anoying]
robotic	1	[robotical]
uncle	2	[ancle, oncle]
senses	1	[sences]
shorter	1	[sorter]
bills	1	[billis]
knowledge	7	[learnings, knowlodge, knowledges, knowlegde, knowlege, knockledge, knowledges]
smooth	2	[smoothy, smoothy]
drove	1	[droved]
dependent	1	[dependet]
interested	10	[interessted, intetrested, interrested, intrested, interrested, insterested, interred, intersted, intrested, interessting]
currency	1	[curreny]
training	1	[trainig]
concerned	1	[conderned]
appointments	3	[appointements, appointmentt, apointments]
side	1	[site]
wives	1	[wifes]
interesting	66	[interessting, interestig, interessting, interessent, intersting, interessting, interessting, interessting, interessting, intersting, intersting, intresting, intresting, interessting, interessting, intresting, intersting, interessting, intersting, interessting, interseting, interessted, interessing, interresting, intresting, interessting, interseting, intresting, interesing, intersting, interessting, intesting, intesting, intersting, interessting, interestings, intresting, interresting, intresting, interessant, interestig, intressting, interessting, intresting, interesing, intersting, interessing, intersting, intressting, interessting, interessting, interasting, interessting, interestimg, inersantic, interisting, intresting, intressting, interessting, interesanting, intersting, intersting, intresting, interessing, interessting, interessing, interessting]
member	1	[menber]
trousers	3	[throusers, trouwers, thoursers]
morning	12	[mornig, mornig, mornig, mornig, mornin, morming, mornig, mourning, moning, moning, moring, moning]
till	1	[til]
electronic	2	[elektronic, electronical]
standards	1	[standarts]
forks	1	[folks]
introduced	1	[intodruce]
aunt	1	[ante, ante]
exiting	1	[eciting]
public	7	[puplic, puplic, puplic, puplic, publiy, pulic, puplic]
catchy	1	[cathy]
shooting	1	[by [[shoting]
libraries	2	[librarys, liberys]
discreet	1	[descreet]
yogurt	4	[jogurt, yoghurt, yoghurt, yoghurt]
physical	1	[pysical]
client	1	[clinent]
drinking	1	[trinking]
qualify	1	[qualifie]
microwave	2	[micowave, microware, microware]
cruise	2	[crise, criuse]
has	4	[hat, hac, hav, hat]
hat	5	[had, hed, hut, hut, hut, hut, hut, hut]
insensitive	1	[intensitive]
kiss	1	[quess]
graduated	5	[gratuaded, gratuaded, gratuated, gratuated, graduted, graduadet, gratuated]
dramatically	1	[drammaticaly]
overall	2	[overll, overal]
climate	1	[clima]
ironed	1	[ironinged]
had	3	[ad, hat, hade]
synchronized	1	[synchronizer]
colors	3	[coulers, colurs, coulors]
fulfill	4	[fullfill, fullfile, fulfille, fullfill]
scared	1	[crared]
aunts	1	[anuts]
code	1	[cod]
cream	8	[creame, dcream, creame, creme, creme, creme, creme, creame]
sign	1	[syn]
rally	1	[raley]
careers	1	[[[carreers]
offend	1	[you do not go to [[offen]
names	1	[namm's]
manufacturer's	1	[manufacterer's]
economics	1	[oeconomics]
factory	1	[faktory]
seventy	3	[seventhy, sseventy, sevent]
prefer	5	[pefer, prefere, prefere, prefere, prefere, prevere, prefered]
compulsory	1	[compusory]
religious	1	[religous]
hope	7	[hop, hoe, hove, houp, hop, hop, gope, hop]
insurance	16	[assucrance, insurace, incurence, insurence, insurrance, issurance, insurence, insurrance, injurance, insurence, incurance, insureance, insurence, insurence, incurance, unsurance, insuarance]
tidiness	1	[tidyness]
sentences	2	[sentenses, sentens]
exercise	3	[excercise, erxercise, excercise]
drinks	2	[trinks, drings]
meets	1	[mets]
honeymoon	1	[honymoon]
lights	1	[ligths]
author	3	[autor, autor, autor, autor]
name	2	[mame, nam, nam]
complementary	1	[conplementary]
altogether	2	[altogehter, alltogether]
stubborn	1	[stuborn]
pay	1	[pai]
emphasize	1	[emphazise]
tonight	2	[to night, to night]
decorating	1	[decoraiting]
complaint	1	[complain]
activity	1	[acitivity]
tall	2	[toll, toll]
sightseeing	1	[siteseeing]
music	35	[musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, mucic, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik]
law	1	[low]
lessons	1	[lesssons]
obviously	1	[obvisiously]
viewed	1	[viewn]
earphones	1	[earphonese]
vacations	2	[vacacion, vacantions]
thousand	1	[thousends]
photo	16	[phto, foto, foto, foto, phote, foto, foto, foto, foto, foto, foto, foto, foto, phote, foto, foto, foto, foto, foto, foto, foto, foto, foto]
planned	5	[planed, planed, planed, planed, planed]
falsely	1	[falsly]
neither	1	[neighter]
therefore	9	[therfore, therefor, therefor, therfore, therefor, therfore, therefor, therfore, therefor, therfore]
