Word	ErrorFrequency	CorrectFrequency	ErrorProbability
suspense	1	12	0.07692307692307693
crank	0	1	0.0
scare	0	52	0.0
campaigning	0	1	0.0
localization	0	8	0.0
blouse	18	949	0.01861427094105481
discarded	1	2	0.3333333333333333
intestate	0	1	0.0
broader	0	2	0.0
buttons	0	16	0.0
rainforest	0	11	0.0
title	4	1090	0.003656307129798903
detective	0	65	0.0
bulletin	1	3	0.25
traveler	0	12	0.0
balsa	0	1	0.0
acrid	0	1	0.0
maximum	4	158	0.024691358024691357
terminal	0	53	0.0
digital	0	104	0.0
countrysides	0	1	0.0
spicier	0	3	0.0
oilfield	0	1	0.0
mar	0	30	0.0
laptop	2	695	0.0028694404591104736
cakes	1	173	0.005747126436781609
unemployment	0	27	0.0
brownie	0	10	0.0
generous	0	63	0.0
breakfasts	0	4	0.0
unwise	0	3	0.0
efficiently	0	43	0.0
recurrent	0	4	0.0
conclusively	0	1	0.0
how	21	15231	0.0013768686073957514
random	0	15	0.0
businesswomen	0	3	0.0
powders	0	1	0.0
aloud	0	29	0.0
surrender	0	7	0.0
failings	0	1	0.0
depressing	1	48	0.02040816326530612
coated	0	4	0.0
headmistress	0	2	0.0
accents	0	626	0.0
ripped	0	40	0.0
impatience	0	3	0.0
recommends	0	12	0.0
lucid	0	2	0.0
lander	0	1	0.0
would	43	15192	0.002822448309812931
parting	0	1	0.0
auctioneer	0	1	0.0
antelope	0	1	0.0
implantation	0	1	0.0
hardwood	0	30	0.0
enlarges	0	1	0.0
dam	0	14	0.0
casual	0	152	0.0
overgrown	0	1	0.0
coke	2	910	0.0021929824561403508
usage	0	29	0.0
modernity	1	9	0.1
behavioral	1	160	0.006211180124223602
coastline	0	23	0.0
flicking	0	2	0.0
boutique	0	9	0.0
nervous	4	166	0.023529411764705882
mimic	0	10	0.0
invigorating	0	1	0.0
weakest	0	7	0.0
switch	1	110	0.009009009009009009
football	77	3223	0.023333333333333334
mouthful	0	1	0.0
kidnaped	0	2	0.0
soiled	0	2	0.0
marvellously	0	3	0.0
procrastinate	0	9	0.0
births	0	2	0.0
sofa	1	1067	9.363295880149813E-4
reinforcing	0	3	0.0
cantaloup	0	1	0.0
sclerosis	0	1	0.0
potentials	0	9	0.0
matrimonial	0	1	0.0
triumph	0	2	0.0
anyway	1	529	0.0018867924528301887
daughter	290	4310	0.06304347826086956
outdated	0	14	0.0
burping	0	1	0.0
poorer	0	33	0.0
contacts	0	86	0.0
strikes	0	38	0.0
cashed	0	2	0.0
wanderer	0	1	0.0
sale	0	1192	0.0
rowed	0	2	0.0
milkshake	0	2	0.0
entertaining	0	44	0.0
resin	0	5	0.0
funner	0	3	0.0
detached	0	4	0.0
living	13	3590	0.0036081043574798777
provincial	0	10	0.0
spades	0	1	0.0
cycles	0	1	0.0
nightmare	2	41	0.046511627906976744
forage	0	1	0.0
fails	0	22	0.0
regulates	0	2	0.0
despatch	0	1	0.0
concussion	0	1	0.0
earthquake	6	161	0.03592814371257485
adjusted	0	6	0.0
gearbox	0	1	0.0
nighty	0	2	0.0
encircled	0	1	0.0
sop	0	4	0.0
airing	0	3	0.0
multipurpose	0	1	0.0
sleeplessness	0	1	0.0
spook	0	1	0.0
combated	0	1	0.0
abut	0	18	0.0
defender	0	13	0.0
coined	0	11	0.0
orchestra	0	22	0.0
generating	0	4	0.0
convenient	2	261	0.0076045627376425855
perfumes	0	11	0.0
jukebox	0	1	0.0
evaporate	0	1	0.0
cause	2	516	0.003861003861003861
chipper	0	3	0.0
regrettably	0	6	0.0
herdsman	0	1	0.0
cloud	0	53	0.0
sleeveless	2	14	0.125
encloses	0	3	0.0
clamor	0	1	0.0
coupon	0	1	0.0
hallway	0	4	0.0
prefaced	0	1	0.0
napkin	0	4	0.0
matrix	0	7	0.0
picky	0	7	0.0
linage	0	1	0.0
intensify	0	3	0.0
impulsively	0	2	0.0
essences	0	3	0.0
mausoleum	0	5	0.0
rebuild	0	43	0.0
magneto	0	2	0.0
suspected	0	25	0.0
hello	93	13780	0.006703668997332949
raring	0	1	0.0
cheated	0	74	0.0
inclination	0	1	0.0
feeders	0	1	0.0
feedings	0	1	0.0
foresee	1	4	0.2
balm	0	2	0.0
sync	0	2	0.0
keeps	0	69	0.0
journalism	4	30	0.11764705882352941
flannel	0	1	0.0
wires	0	6	0.0
demolished	0	39	0.0
coating	0	7	0.0
civilly	0	1	0.0
drained	0	4	0.0
butterfly	1	10	0.09090909090909091
alternatively	0	7	0.0
highland	0	2	0.0
harvesting	0	2	0.0
hopes	0	59	0.0
jib	0	13	0.0
yoghurt	0	57	0.0
remember	34	1932	0.017293997965412006
mass	0	55	0.0
sparse	0	1	0.0
adopt	0	32	0.0
hectic	0	11	0.0
update	10	615	0.016
bobs	0	1	0.0
shuttlecock	0	14	0.0
amasses	0	1	0.0
catalogue	5	14	0.2631578947368421
situated	0	107	0.0
offered	5	359	0.013736263736263736
hopscotch	0	3	0.0
godmother	0	5	0.0
introduce	4	684	0.005813953488372093
ideological	0	3	0.0
unsolved	0	1	0.0
interventions	1	3	0.25
outer	0	7	0.0
cramped	0	1	0.0
koalas	1	2	0.3333333333333333
youngster	0	3	0.0
cantos	0	2	0.0
feedback	1	283	0.0035211267605633804
cassino	0	5	0.0
scientist	3	83	0.03488372093023256
greenery	0	5	0.0
concoct	0	1	0.0
reverent	0	1	0.0
worrisome	0	1	0.0
wagon	0	9	0.0
ground	4	990	0.004024144869215292
vestibules	0	1	0.0
victimization	0	125	0.0
declared	0	24	0.0
fluently	8	311	0.025078369905956112
actualizing	0	1	0.0
evaporates	0	1	0.0
dealers	0	11	0.0
quizzes	0	3	0.0
spicy	1	206	0.004830917874396135
direction	2	168	0.011764705882352941
measured	0	2	0.0
impressively	0	1	0.0
endeavors	0	8	0.0
spacy	0	6	0.0
facility	0	46	0.0
sprint	0	9	0.0
bats	0	6	0.0
glassware	0	1	0.0
professions	0	10	0.0
simmer	0	3	0.0
fated	0	2	0.0
stabilize	0	10	0.0
double	1	178	0.00558659217877095
cashier	0	25	0.0
regulating	0	2	0.0
infect	0	21	0.0
abstracts	0	2	0.0
exemplifies	0	1	0.0
subordination	0	1	0.0
lavishly	0	1	0.0
inflection	0	3	0.0
carpetbaggers	0	1	0.0
real	1	1514	6.600660066006601E-4
tire	0	45	0.0
royals	0	1	0.0
immobilize	0	2	0.0
breezy	0	1	0.0
soonest	0	5	0.0
suppression	0	1	0.0
topical	0	4	0.0
leeks	0	2	0.0
exercising	2	113	0.017391304347826087
liveable	0	2	0.0
zippy	0	2	0.0
vicious	0	2	0.0
rev	0	1	0.0
policy	2	428	0.004651162790697674
scarce	0	4	0.0
leek	0	1	0.0
relies	0	8	0.0
jade	0	20	0.0
corruption	0	14	0.0
flowed	0	4	0.0
implied	0	3	0.0
salutes	0	1	0.0
things	24	6106	0.003915171288743882
allegedly	0	5	0.0
friendship	1	112	0.008849557522123894
stale	0	8	0.0
stickers	0	1	0.0
beefiest	0	1	0.0
centimeter	1	39	0.025
products	8	1632	0.004878048780487805
enfolded	0	1	0.0
stoles	0	2	0.0
scaring	0	9	0.0
letter	0	2160	0.0
practises	0	1	0.0
dominating	0	6	0.0
punctuation	0	4	0.0
liker	0	1	0.0
neutralize	0	1	0.0
acrobatic	0	3	0.0
warmest	0	9	0.0
eclectic	1	6	0.14285714285714285
transformers	0	14	0.0
leaded	0	28	0.0
fetus	0	3	0.0
discreet	3	22	0.12
charities	0	11	0.0
spewing	0	1	0.0
undergone	0	2	0.0
forenoon	0	2	0.0
fourthly	1	8	0.1111111111111111
swap	0	5	0.0
jokers	1	1	0.5
slick	0	1	0.0
needy	0	11	0.0
growers	0	2	0.0
suitably	0	3	0.0
priced	0	20	0.0
cats	0	375	0.0
swipe	0	2	0.0
fen	0	1	0.0
anon	0	1	0.0
melancholia	0	3	0.0
prosecutors	0	3	0.0
expo	0	5	0.0
whenever	0	142	0.0
brand	0	368	0.0
reassurance	0	1	0.0
humbled	0	1	0.0
diligent	1	84	0.011764705882352941
grounds	0	106	0.0
flap	0	3	0.0
angel	0	198	0.0
traumatic	0	4	0.0
swan	0	35	0.0
letterbox	0	1	0.0
sinkers	0	1	0.0
guarantees	0	12	0.0
commits	0	9	0.0
purchaser	1	17	0.05555555555555555
compromises	0	7	0.0
reminisce	0	1	0.0
probation	0	4	0.0
mumbled	0	2	0.0
premeditating	0	1	0.0
updates	0	135	0.0
outset	0	1	0.0
partying	0	7	0.0
companies	14	784	0.017543859649122806
extracurricular	0	17	0.0
robust	0	9	0.0
launches	1	3	0.25
chronic	0	7	0.0
sheik	0	5	0.0
priorities	0	44	0.0
protectors	0	1	0.0
opposites	0	2	0.0
prime	0	38	0.0
juster	0	1	0.0
bongos	0	1	0.0
outlined	1	12	0.07692307692307693
stepsons	0	1	0.0
disgraced	0	2	0.0
external	0	47	0.0
respectful	3	24	0.1111111111111111
indicating	0	10	0.0
engrossed	0	1	0.0
excise	0	7	0.0
disadvantages	1	38	0.02564102564102564
bears	0	183	0.0
emigrated	0	3	0.0
popularized	0	1	0.0
assembled	0	3	0.0
okra	0	2	0.0
railroad	1	9	0.1
derivatives	0	1	0.0
inexorably	0	1	0.0
packaging	0	18	0.0
removes	0	1	0.0
ore	0	20	0.0
miracle	1	33	0.029411764705882353
secrecy	0	2	0.0
versatility	0	1	0.0
guiding	1	10	0.09090909090909091
fatty	0	8	0.0
girls	1	430	0.002320185614849188
older	3	609	0.004901960784313725
hairbrush	0	1	0.0
deservedly	0	1	0.0
avail	0	1	0.0
guaranteed	1	21	0.045454545454545456
hardship	0	5	0.0
detection	0	6	0.0
knob	0	32	0.0
consonant	0	2	0.0
complain	4	625	0.006359300476947536
gyro	0	1	0.0
fall	1	805	0.0012406947890818859
dining	3	226	0.013100436681222707
stabbing	0	5	0.0
cleverness	0	1	0.0
accumulation	0	3	0.0
deodorants	0	2	0.0
favorably	0	139	0.0
salesclerks	0	1	0.0
sells	0	73	0.0
economizing	0	19	0.0
aging	0	5	0.0
retrieved	0	1	0.0
foresaw	0	1	0.0
relating	2	951	0.002098635886673662
kebab	0	9	0.0
otters	0	1	0.0
joints	0	4	0.0
fucked	0	1	0.0
automobile	2	26	0.07142857142857142
flux	0	2	0.0
unhurried	0	1	0.0
barter	0	1	0.0
evidence	0	86	0.0
fifth	1	89	0.011111111111111112
avenue	11	1320	0.008264462809917356
installs	0	1	0.0
bounce	0	6	0.0
outbreak	0	7	0.0
conversationalist	0	1	0.0
prevailed	0	3	0.0
logically	0	2	0.0
grievance	0	3	0.0
mentoring	0	5	0.0
leash	0	5	0.0
yourselves	1	28	0.034482758620689655
attained	0	2	0.0
horror	0	80	0.0
convent	0	3	0.0
vicissitude	0	1	0.0
repellent	0	3	0.0
recycle	1	12	0.07692307692307693
depletion	0	1	0.0
hostages	0	3	0.0
innovation	3	19	0.13636363636363635
deft	0	3	0.0
aerodynamic	0	1	0.0
laundries	0	3	0.0
pertain	0	1	0.0
cowardly	0	3	0.0
faded	0	1	0.0
clauses	0	26	0.0
terrorism	0	4	0.0
uneducated	0	1	0.0
brad	1	47	0.020833333333333332
degree	6	1331	0.004487658937920718
cycle	2	31	0.06060606060606061
injures	0	4	0.0
engaging	0	9	0.0
aside	0	64	0.0
dandy	0	1	0.0
greenish	0	2	0.0
idiom	0	23	0.0
electoral	0	3	0.0
reporters	0	16	0.0
strive	0	22	0.0
frost	0	12	0.0
renting	0	179	0.0
redesign	0	56	0.0
resources	11	419	0.02558139534883721
criminals	0	44	0.0
continuance	0	1	0.0
unfolded	0	1	0.0
muster	0	2	0.0
representations	0	2	0.0
addressed	4	31	0.11428571428571428
laser	0	6	0.0
usable	0	9	0.0
gratifying	0	59	0.0
flycatchers	0	1	0.0
future	8	2742	0.002909090909090909
morn	0	2	0.0
woolens	0	2	0.0
dew	0	4	0.0
suffered	3	232	0.01276595744680851
greases	0	1	0.0
workbench	0	1	0.0
fritters	0	1	0.0
hangover	0	12	0.0
cloths	1	72	0.0136986301369863
telephony	0	6	0.0
structures	0	30	0.0
kidnap	0	15	0.0
additional	3	423	0.007042253521126761
flouting	0	1	0.0
loophole	0	2	0.0
clenched	0	1	0.0
autograph	0	3	0.0
prescription	3	68	0.04225352112676056
recast	0	1	0.0
baking	0	22	0.0
shorten	0	7	0.0
uneasy	0	3	0.0
alimentary	0	4	0.0
mulled	0	1	0.0
hector	0	61	0.0
expressing	0	33	0.0
mocking	0	1	0.0
enjoined	0	1	0.0
regains	0	1	0.0
acrobatics	0	3	0.0
reconcile	0	6	0.0
allergies	0	6	0.0
residue	0	3	0.0
trashing	0	1	0.0
impure	0	1	0.0
advocated	0	1	0.0
deities	0	1	0.0
catalogues	1	2	0.3333333333333333
voiced	0	6	0.0
pressing	0	7	0.0
hows	0	1	0.0
storing	0	3	0.0
plums	0	3	0.0
intuitive	0	4	0.0
sunbeam	0	1	0.0
wattle	0	1	0.0
entrance	1	96	0.010309278350515464
dependance	0	2	0.0
corals	0	7	0.0
spoons	0	17	0.0
burned	0	110	0.0
tuba	0	12	0.0
microorganisms	1	3	0.25
arrow	0	7	0.0
yet	1	747	0.001336898395721925
majorly	0	1	0.0
fist	0	102	0.0
diligently	0	10	0.0
deprived	0	3	0.0
lousy	0	2	0.0
urban	0	36	0.0
clutching	0	2	0.0
geishas	0	1	0.0
surfing	13	3013	0.004296100462656973
portal	0	6	0.0
shinny	0	3	0.0
roughness	0	1	0.0
losses	0	6	0.0
unified	0	2	0.0
deserving	0	7	0.0
woman	12	2697	0.004429678848283499
claiming	1	19	0.05
romantically	0	3	0.0
larges	0	3	0.0
interactions	0	9	0.0
depreciates	0	1	0.0
doggy	0	8	0.0
introducing	0	31	0.0
comfy	0	2	0.0
engineers	3	65	0.04411764705882353
brush	24	2085	0.011379800853485065
fatherless	0	1	0.0
pleasurably	0	1	0.0
analyzed	2	21	0.08695652173913043
postponing	0	2	0.0
repaying	0	1	0.0
poetry	0	19	0.0
prairie	0	2	0.0
embrace	0	20	0.0
tax	0	213	0.0
obligate	0	2	0.0
desirability	0	1	0.0
chalets	0	1	0.0
sunnier	0	17	0.0
fetch	0	7	0.0
itching	0	1	0.0
guessed	0	3	0.0
humble	1	26	0.037037037037037035
stinking	0	3	0.0
lines	0	261	0.0
hobby	11	288	0.03678929765886288
antipasto	0	3	0.0
contacting	0	26	0.0
phrasal	0	11	0.0
derby	0	3	0.0
handing	0	4	0.0
abatement	0	1	0.0
outwards	0	1	0.0
company	24	11998	0.001996340043254034
behaved	0	10	0.0
outstretched	0	1	0.0
liberalization	0	1	0.0
liming	0	6	0.0
mean	2	553	0.0036036036036036037
dialogs	0	9	0.0
scales	0	33	0.0
flax	0	4	0.0
insistence	0	1	0.0
choices	1	78	0.012658227848101266
consent	0	9	0.0
getting	1	1142	8.748906386701663E-4
unwillingly	0	1	0.0
wedlock	0	1	0.0
overage	0	1	0.0
overeating	0	2	0.0
sang	0	23	0.0
mash	0	2	0.0
harms	0	6	0.0
tropics	0	4	0.0
auditing	0	18	0.0
meals	0	231	0.0
ken	0	86	0.0
sent	0	493	0.0
reproaches	0	2	0.0
refugee	0	2	0.0
fatter	0	2	0.0
axon	0	1	0.0
abdicated	0	1	0.0
enduing	0	1	0.0
gamer	0	4	0.0
consolidated	0	2	0.0
tennis	37	3819	0.009595435684647304
punish	1	22	0.043478260869565216
leaven	0	1	0.0
stylus	0	2	0.0
galleries	1	12	0.07692307692307693
steak	3	815	0.003667481662591687
any	4	7289	5.484711367064308E-4
comedian	0	3	0.0
upstanding	0	1	0.0
perspicuity	0	1	0.0
advertised	3	106	0.027522935779816515
proceeds	0	4	0.0
socialism	0	8	0.0
sections	1	284	0.0035087719298245615
sexing	0	1	0.0
snowshoeing	0	1	0.0
cushion	0	2	0.0
styling	0	1	0.0
inactivity	1	2	0.3333333333333333
dancers	0	10	0.0
defacing	0	1	0.0
uninteresting	1	12	0.07692307692307693
bobbles	0	1	0.0
advisory	0	7	0.0
dentistry	1	21	0.045454545454545456
encouraging	0	62	0.0
imaged	0	1	0.0
trainer	10	591	0.016638935108153077
discharge	0	9	0.0
wears	2	534	0.0037313432835820895
oversize	0	3	0.0
canaries	0	1	0.0
rediscovered	0	1	0.0
discharged	0	5	0.0
rule	0	138	0.0
conveyors	0	1	0.0
least	1	1579	6.329113924050633E-4
humored	0	2	0.0
skipper	0	6	0.0
sodas	0	31	0.0
workday	0	16	0.0
markets	1	143	0.006944444444444444
streamers	0	1	0.0
persecution	0	3	0.0
grimly	0	1	0.0
jeweled	0	1	0.0
taker	0	6	0.0
inflates	0	1	0.0
woven	0	2	0.0
establishment	1	22	0.043478260869565216
permanently	0	10	0.0
bank	2	1947	0.001026167265264238
fingerprint	0	3	0.0
streaming	0	3	0.0
surveys	2	55	0.03508771929824561
latest	3	154	0.01910828025477707
asparagus	2	4	0.3333333333333333
gals	0	1	0.0
stripe	0	2	0.0
receivable	0	7	0.0
shrunk	0	1	0.0
sapient	0	1	0.0
staircase	1	205	0.0048543689320388345
chips	0	154	0.0
gene	0	9	0.0
inimitable	0	2	0.0
babysitter	0	7	0.0
ignorance	0	6	0.0
interrupts	0	3	0.0
competently	0	1	0.0
insures	0	1	0.0
calmer	0	4	0.0
redirected	0	1	0.0
advantages	1	171	0.005813953488372093
upperclassman	0	1	0.0
overabundance	0	1	0.0
prostheses	0	1	0.0
widespread	0	19	0.0
affected	0	95	0.0
rasped	0	1	0.0
turnover	0	13	0.0
merrier	0	1	0.0
nonverbal	0	2	0.0
psychopaths	0	1	0.0
doubtful	0	5	0.0
owe	0	19	0.0
throttle	0	1	0.0
fertilizes	0	1	0.0
submission	1	5	0.16666666666666666
verbally	0	6	0.0
fantasy	0	194	0.0
phoned	0	15	0.0
testing	0	65	0.0
classroom	1	115	0.008620689655172414
deforestation	0	3	0.0
vision	0	368	0.0
hatter	0	3	0.0
broken	15	1931	0.007708119218910586
roe	0	1	0.0
orate	0	1	0.0
stoic	0	1	0.0
projectors	0	1	0.0
reliant	0	1	0.0
brace	0	3	0.0
blogged	0	1	0.0
cutesy	0	1	0.0
outlives	0	16	0.0
insecticide	0	1	0.0
muscled	0	1	0.0
gentlemen	5	308	0.01597444089456869
pertinent	0	2	0.0
yacht	0	22	0.0
pollutant	0	1	0.0
elevations	0	1	0.0
risen	1	50	0.0196078431372549
type	5	906	0.005488474204171241
fees	0	49	0.0
persistence	1	10	0.09090909090909091
hoarse	0	1	0.0
blew	0	10	0.0
cordial	0	5	0.0
topple	0	2	0.0
illegitimate	0	2	0.0
mankind	0	21	0.0
intolerant	0	1	0.0
nursing	1	48	0.02040816326530612
sanctum	0	1	0.0
angers	0	8	0.0
dished	0	46	0.0
confection	0	1	0.0
stamped	0	7	0.0
robbers	0	15	0.0
disaster	3	200	0.014778325123152709
fiends	0	16	0.0
shortest	0	11	0.0
overhauling	0	2	0.0
session	0	56	0.0
rally	0	18	0.0
irritation	0	4	0.0
jumpers	0	2	0.0
borderline	0	3	0.0
bachelors	0	6	0.0
mate	0	60	0.0
categorized	0	7	0.0
tannery	0	1	0.0
beget	0	1	0.0
windstorms	0	1	0.0
tonality	0	1	0.0
subcontract	0	1	0.0
motherboards	0	1	0.0
doubt	1	201	0.0049504950495049506
resentful	0	2	0.0
fertility	0	3	0.0
stomp	0	2	0.0
animate	0	10	0.0
cursed	0	1	0.0
nonsense	1	17	0.05555555555555555
delaying	0	9	0.0
rethinking	0	2	0.0
conceived	0	2	0.0
deposited	0	10	0.0
willed	0	4	0.0
antisocial	0	8	0.0
intensive	1	44	0.022222222222222223
lovelorn	0	1	0.0
criticizing	0	3	0.0
accentuate	0	1	0.0
fickle	0	2	0.0
sunburned	0	3	0.0
trashes	0	7	0.0
proctor	1	1	0.5
acquaintances	0	9	0.0
retrospective	0	1	0.0
crop	0	9	0.0
naughtier	0	2	0.0
coming	29	1950	0.014653865588681153
figuring	0	2	0.0
geography	1	40	0.024390243902439025
salad	21	1588	0.01305158483530143
smit	0	6	0.0
easily	3	460	0.0064794816414686825
stereos	0	1	0.0
tracking	0	12	0.0
essentials	0	3	0.0
performers	0	13	0.0
enigmatic	0	5	0.0
swearing	0	5	0.0
mending	0	2	0.0
frantic	0	3	0.0
quarter	2	143	0.013793103448275862
jackpot	0	3	0.0
strict	1	75	0.013157894736842105
blinded	0	2	0.0
sufferer	0	8	0.0
carton	0	8	0.0
concourse	1	9	0.1
documents	2	627	0.003179650238473768
chary	0	1	0.0
breezes	0	1	0.0
supervised	1	3	0.25
outrageous	0	22	0.0
fasted	0	1	0.0
schoolmates	0	12	0.0
coat	4	593	0.006700167504187605
umpire	0	2	0.0
shampoo	1	9	0.1
trashcan	0	1	0.0
bane	0	4	0.0
sideline	0	1	0.0
receives	4	61	0.06153846153846154
itself	1	92	0.010752688172043012
sympathetic	1	20	0.047619047619047616
presidential	4	44	0.08333333333333333
rouse	0	6	0.0
finder	0	7	0.0
failed	1	56	0.017543859649122806
hallucinations	0	3	0.0
comrades	0	3	0.0
hammock	0	2	0.0
patron	0	7	0.0
cooper	0	12	0.0
nausea	15	510	0.02857142857142857
scarier	1	34	0.02857142857142857
chops	0	14	0.0
tripe	0	14	0.0
drumming	0	1	0.0
whiling	0	1	0.0
reprimanded	0	1	0.0
rips	0	1	0.0
decade	0	20	0.0
prohibits	0	3	0.0
effecting	1	1	0.5
cocked	0	2	0.0
supervisor	1	228	0.004366812227074236
swords	0	2	0.0
strap	0	8	0.0
penicillin	0	1	0.0
rob	0	75	0.0
enlarging	0	2	0.0
observation	1	29	0.03333333333333333
corpses	0	1	0.0
treatment	5	333	0.014792899408284023
indestructible	0	1	0.0
docking	0	2	0.0
finality	0	4	0.0
boast	0	2	0.0
chimpanzees	0	8	0.0
trues	0	5	0.0
roadside	0	2	0.0
confidently	0	9	0.0
branded	0	1	0.0
prevail	0	3	0.0
assured	0	28	0.0
tattooed	0	2	0.0
piranhas	0	4	0.0
vice	0	36	0.0
strategist	0	2	0.0
barely	0	14	0.0
design	19	2153	0.008747697974217311
adverbs	0	3	0.0
paw	0	11	0.0
perfects	0	5	0.0
conveniences	0	2	0.0
shin	0	21	0.0
sandbag	0	5	0.0
purples	0	2	0.0
sign	1	524	0.0019047619047619048
marriage	6	346	0.017045454545454544
impressionists	0	26	0.0
loveable	0	1	0.0
soppy	0	2	0.0
purification	0	3	0.0
funeral	0	19	0.0
dietary	0	3	0.0
berries	0	10	0.0
poison	1	14	0.06666666666666667
demoting	0	1	0.0
sellers	0	22	0.0
payment	3	762	0.00392156862745098
spoof	0	1	0.0
siting	1	34	0.02857142857142857
sphinx	0	4	0.0
audit	0	60	0.0
discern	0	1	0.0
telephonic	1	2	0.3333333333333333
sanctuary	0	3	0.0
undressed	0	1	0.0
enough	39	2762	0.013923598714744734
voice	0	679	0.0
lame	0	3	0.0
presumptuous	0	1	0.0
hanged	0	7	0.0
scripts	0	4	0.0
foment	0	1	0.0
sojourn	0	1	0.0
powerless	0	2	0.0
spoiling	0	2	0.0
denim	2	94	0.020833333333333332
excitement	0	19	0.0
mind	1	1139	8.771929824561404E-4
salt	0	107	0.0
song	0	2779	0.0
arches	0	1	0.0
house	41	18961	0.002157667613935375
crisis	2	125	0.015748031496062992
challenger	0	15	0.0
solving	0	168	0.0
crossfire	0	1	0.0
curtains	64	677	0.08636977058029689
beneficence	0	1	0.0
expire	0	2	0.0
million	7	725	0.009562841530054645
uptown	0	1	0.0
reed	0	37	0.0
brainstorms	0	9	0.0
grinder	0	1	0.0
checklist	0	6	0.0
fishbowl	0	5	0.0
hitchhiking	0	5	0.0
chattered	0	1	0.0
searched	0	58	0.0
foolish	0	11	0.0
branch	0	123	0.0
warred	0	1	0.0
declarations	0	3	0.0
raging	0	1	0.0
garments	0	12	0.0
ignite	0	1	0.0
monsoon	0	2	0.0
sobers	0	1	0.0
diagnostics	0	3	0.0
oceanic	0	2	0.0
prop	0	3	0.0
pedestal	0	1	0.0
toddlers	0	2	0.0
judicial	0	4	0.0
beware	0	16	0.0
usefully	0	3	0.0
quickly	1	710	0.0014064697609001407
commune	0	3	0.0
hangmen	0	1	0.0
impels	0	1	0.0
drinking	3	438	0.006802721088435374
limbs	0	8	0.0
heaths	0	1	0.0
sinners	0	1	0.0
ventured	0	1	0.0
nun	0	8	0.0
soapy	0	2	0.0
organizations	1	77	0.01282051282051282
apologize	2	310	0.00641025641025641
specialties	1	4	0.2
jock	0	1	0.0
technique	4	165	0.023668639053254437
heed	0	5	0.0
tights	0	27	0.0
tips	0	431	0.0
soaring	0	2	0.0
lecturers	0	4	0.0
pleasures	0	9	0.0
valuation	1	10	0.09090909090909091
bah	0	3	0.0
delays	0	21	0.0
tenor	0	1	0.0
lifted	1	4	0.2
engraved	0	2	0.0
mammoth	0	4	0.0
exempts	0	1	0.0
lambs	0	8	0.0
bronze	0	5	0.0
stardom	0	1	0.0
gangland	0	1	0.0
stater	0	38	0.0
prioritized	0	1	0.0
menfolk	0	1	0.0
raffle	0	1	0.0
hospital	4	1625	0.0024554941682013503
abilities	22	231	0.08695652173913043
freelancer	0	28	0.0
toilets	0	26	0.0
pious	0	1	0.0
propositions	0	12	0.0
hymn	0	1	0.0
hold	0	390	0.0
wall	4	959	0.004153686396677051
harry	0	570	0.0
attest	0	6	0.0
rhythmic	2	10	0.16666666666666666
tradition	0	29	0.0
comparable	0	15	0.0
tattered	0	1	0.0
veer	0	1	0.0
enlighten	1	2	0.3333333333333333
yours	5	2320	0.002150537634408602
labeled	0	1	0.0
hes	0	42	0.0
backboards	0	1	0.0
contemplate	1	20	0.047619047619047616
metallurgist	0	1	0.0
pardoned	0	1	0.0
violating	0	10	0.0
darts	0	2	0.0
relinquish	0	1	0.0
bead	0	8	0.0
protagonists	0	3	0.0
publication	0	11	0.0
signification	0	2	0.0
bleeding	0	40	0.0
kills	0	30	0.0
kitsch	0	1	0.0
jolly	0	5	0.0
novices	0	1	0.0
aerobic	0	7	0.0
celebrating	0	60	0.0
insert	0	30	0.0
sate	0	3	0.0
repaid	1	5	0.16666666666666666
pissed	0	3	0.0
converts	0	7	0.0
returnable	0	1	0.0
abide	0	195	0.0
invoice	0	25	0.0
flaw	0	3	0.0
carelessly	0	5	0.0
yogurts	0	2	0.0
optimization	0	13	0.0
violators	0	1	0.0
goo	0	7	0.0
tamps	0	3	0.0
implicit	0	2	0.0
wondering	0	81	0.0
comets	0	2	0.0
castings	0	1	0.0
allied	0	3	0.0
professor	1	238	0.0041841004184100415
math	0	158	0.0
fender	0	2	0.0
revives	0	1	0.0
lye	0	1	0.0
handshake	1	10	0.09090909090909091
wily	0	1	0.0
arrival	4	393	0.010075566750629723
beckoned	0	1	0.0
racist	0	3	0.0
butterflies	0	5	0.0
formulas	0	2	0.0
tester	0	14	0.0
embracing	0	6	0.0
latency	0	1	0.0
reefs	0	3	0.0
monumental	0	4	0.0
rib	0	3	0.0
stewed	0	3	0.0
oceans	0	15	0.0
unjustified	0	3	0.0
retaliation	0	2	0.0
emerges	0	2	0.0
attacks	1	39	0.025
fence	1	114	0.008695652173913044
inevitably	0	3	0.0
space	2	579	0.0034423407917383822
accomplice	0	1	0.0
nappy	0	1	0.0
punching	0	1	0.0
correspondence	0	23	0.0
lecturing	0	4	0.0
deaths	1	4	0.2
justification	0	2	0.0
contracts	0	44	0.0
inclined	0	9	0.0
exemplar	0	2	0.0
competencies	0	8	0.0
complicity	0	1	0.0
mutual	0	22	0.0
primacy	0	1	0.0
sunrise	0	36	0.0
gluten	0	1	0.0
beeline	0	2	0.0
tanning	0	2	0.0
soprano	0	1	0.0
wording	0	8	0.0
small	27	7382	0.0036442164934539075
peek	0	2	0.0
studies	7	776	0.008939974457215836
mountainous	0	4	0.0
confesses	0	5	0.0
bigness	0	1	0.0
hotly	0	2	0.0
