Correction	ErrorFrequency	Errors
translates	2	[traslates, tranlates]
murder	1	[munder]
succeed	4	[suceed, suceed, succed, succeeed]
throws	4	[trown, thown, throwns, trown]
campaigns	3	[campaings, campaings, campains]
class	2	[classe, classe]
property	10	[properdy, propriety, propoerty, propertie, propertie, porperty, proprety, propert, propert, proporty]
sense	3	[sence, senso, sence]
staying	8	[stayng, stayng, staing, stayind, staing, satying, stayng, stading]
witnessed	1	[withnessed]
controversial	1	[contraversial]
northern	1	[northen]
urgently	1	[urgesntly]
environment	38	[envoriment, envirorment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, envirement, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, environement, enviroment, enviroment, enviroment, enviroment, enviromment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviromment, enviroment, enviroment, envirement, enviromnent, enviromnent, enviroment]
joker	1	[jokker]
window	16	[windown, windown, windown, windown, windou, windown, windown, windom, windown, windowm, windown, widonw, windon, vitro, windwo, windon]
cardigan	1	[cardiga]
influencing	1	[influency]
popular	4	[populat, populary, propular, poular]
responsibilities	81	[responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilites, responsabilites, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, resposabilites, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, reaponsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsability, responsabilities, resposibilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, reponsability, responsabilities, responsabilities, reponsibilities, responsabilities, responsabilitie, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, resposabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, resposibilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, resposibilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities]
barbecue	22	[barbicue, barbecure, barbacue, barbacue, berbecue, barbequire, barbacue, barbacue, barbecure, babercue, barbacue, barbacue, barbacue, barbacue, barbacue, barbecure, babecue, berbecue, barbacue, abarbecue, barbuce, barbacue]
feelings	7	[fellings, fellings, fellings, fellings, feellings, fellings, feellings]
dependant	1	[dependent]
friend	32	[frien, frend, fried, fried, friendy, friens, frien, freind, frind, frinde, frien, friendy, frend, frien, frends, fritend, frind, freind, freind, freind, fried, friendy, friendy, friendy, frend, frined, friende, freind, friendy, friendy, frient, frend, frind, frient]
stop	2	[stopped, stops]
warm	10	[warn, warn, warny, warn, warn, warn, worm, warn, worm, worms, warn, warmy]
pretty	5	[prety, prety, prity, prety, reppy]
satisfactory	2	[satisfatory, satisfacted]
doubts	3	[dubius, doughts, doughts]
stairway	1	[starway]
during	3	[durring, durind, durring]
sunny	12	[sanny, suuny, sanny, sanny, sanny, suny, snny, suny, sonny, sonny, suny, sanny]
meat	19	[reat, meed, meet, meet, meet, meet, met, meet, meet, meet, meet, meet, meet, meet, meet, meet, meet, meet, meet]
wash	16	[whashes, washe, wasch, washes, watch, washe, washe, wach, washe, washe, whash, washe, washed, whash, wish, walsh]
mean	2	[means, meadley]
rhythm	3	[ryhthm, rythm, rythim]
graphics	2	[grafics, grafics]
weren't	5	[weren''t, weren’t, werent, weren''t, weren' t]
meal	1	[mela]
office	54	[oficce, offoce, officer, oficce, oficce, oficcer, oficce, ofice, oficce, in the [[oficce, oficce, offce, officer, officer, oficce, oficce, oficce, oficce, officine, offe, offce, oficce, oficce, ofice, ofice, ofice, affice, ofiice, oficce, ofice, offive, offcie, oficce, offfice, oficce, ooffice, oficce, officee, aficce, officce, offce, ofice, ofice, oficce, ofiice, offfice, ofice, oficce., oficce, oficce, officce, offfice, officer, ofice, ofice]
motivating	1	[motivvating]
mistake	1	[mistaked]
with	317	[whith, whit, whit, whith, whith, eith, whith, whit, wich, whit, whith, wich, wich, whith, whit, wich, whith, whit, whit, wuth, whith, wiht, whit, qith, wich, whit, whith, wit, winth, whith, whit, wich, whith, whit, whith, whith, whith, wiht, witch, whit, witch, whit, whit, whith, witch, wich, whit, wity, whit, whith, whith, whith, whith, withth, whit, whit, whit, whit, whit, wjth, wiht, wiht, whit, whit, whith, wint, wiyh, witn, whit, vith, witn, whit, whith, whit, whith, whith, whit, wiyh, whit, wifh, wifh, wich, whith, whit, witch, witch, wich, whith, whith, whit, wih, wiht, wich, whith, whit, whith, whit, whith, whit, witch, whith, whith, whith, whith, whith, whit, wich, witch, wich, wich, that hard [[wifh, whith, wich, wich, whit, whit, wich, woth, whith, whith, whit, whit, whith, winth, whith, winth, whit, whit, whith, whith, whith, whith, whit, wich, which, whit, whit, whith, wich, withe, whith, whith, whith, withy, wich, wich, whith, whit, whit, whith, whith, wiht, whit, whith, whit, whit, whit, whit, whit, whith, whit, whith, whith, whith, whit, whit, whith, witch, whith, whit, whit, whith, witch, whith, witch, wih, winth, whit, whith, whith, whith, wit, whith, whith, wiht, whith, withy, whith, whit, wit, wich, wich, wich, wich, wich, wint, whith, wilth, whit, whit, whith, whith, withe, whit, wifh, wifh, whit, whith, whit, whith, whith, whith, whith, whith, whit, whith, whit, whith, whith, whith, wifi, whit, whit, whith, whith, whith, witch, whitch, whit, whith, whit, wth, whith, witho, whit, whit, whith, whith, whit, whit, whit, whit, whit, wth, whi, whit, whith, whif, whith, wich, whit, wilt, whit, whith, whith, wityh, witch, whith, whit, whith, whith, wich, whith, whith, wich, wich, whith, whit, whin, wih, whit, whith, whith, mit, mit, wich, whit, whitch, whith, whit, whith, whit, wich, whith, whith, whit, whith, witch, whit, whit, witch, whith, wiht, whith, wich, whit, whit, whith, witch, whit, whith, vith, whith, whith, witch, wich, whith, whit, wiht, whith, whit, wint, whit, wich, whith, wift, whith, wifh, witch, which, wich, whit, whith, wiht, wiht, whith, whit, whit, wiht, witch, whith, whith, whith, withi, whith, whit, whith, wich, whit, wiht, whit, whith, witch, whit, whith, whith, whit, wint, whit, wiht, wiht, whit, wit]
desire	1	[disere]
circumstances	2	[circunstances, circunstances]
matter	3	[metter, metter, mather]
website	5	[wedsite, web site, webstie, webside, webside, webside]
naturally	1	[naturaly]
domestic	1	[domestc]
rules	3	[roles, roules, roles]
cheeseburgers	1	[chesburguer]
observe	4	[observer, abserve, observa, obsevate]
rubbish	3	[rubish, rubish, rubish, rubish]
assassin	1	[assasin]
discoveries	1	[discovereds]
book	2	[buck, boock]
sally	1	[saly]
segregation	1	[segregations]
bright	1	[brigh]
sneaker	1	[sneacker]
parts	2	[partners, parta]
ambiance	2	[ambience, ambience]
party	23	[paty, pary, patry, pary, paty, pantry, paty, paty, partys, paty, pary, parthy, parth, part, patty, prty, pary, pary, partie, pary, aparty, parts, paty, paty]
spoke	1	[spoked]
created	3	[cread, createad, criated]
tent	17	[tend, ten, tend, tenk, tend, tend, tend, tend, tend, tend, tend, tend, tend, tend, tend, tend, tend, tant]
salary	7	[salarie, salaray, salry, sallary, slary, salarie, sallary]
satellites	2	[satelites, satelites]
objects	1	[objets]
hungry	2	[hungrier, ungry]
these	24	[tese, thesse, there, theses, thes, thes, thea, theese, theses, theses, theese, this, theses, theese, those, theses, theses, theses, theses, theses, there, there, thsese, theses, theese, theses, thise, this, this's, tese]
intelligence	4	[inteligence, inteligency, inteligence, inteligence]
nickname	3	[nikename, nicname, nikcneme]
recession	1	[recessir]
immigrants	1	[imigrants]
zoological	1	[zoologico]
conquer	1	[conquis]
deserves	1	[deservs]
respectively	3	[respectivelly, respectivily, respectily]
pencil	1	[penclis]
conditions	10	[condictions, conditons, condicions, coditions, conticions, condicions, condicitions, condiction, condictions, condiction]
bit	1	[bet]
project	5	[projetc, projetct, progect, progect, projetc, projeto]
enthusiastic	3	[entusiastic, entusiastic, enthusiatic]
vigilant	1	[viglant]
he's	6	[hi's, hi's, hes, hi's, her's, he'is]
discuss	1	[degusting]
nephew	4	[newphew, nephe, nefhew, nephiw]
opening	2	[openning, openning]
pills	1	[pils]
sick	2	[sik, seak]
each	11	[earch, earch, eacher, iche, eache, eache, earch, earch, earch, eachs, ech, eath, eacch, eache]
big	2	[biger, bid]
shorter	1	[sorther]
bills	2	[bils, bils]
mistakes	1	[mystakes]
innovate	2	[inovate, inovate]
unique	3	[unic, unic, uniques]
knowledge	47	[knowlegde, knoledge, knowloged, knowledege, knowlegde, knowlodge, knowlegde, knownlodge, knowlodge, knowlegde, knowledges, knowlege, knowlodge, knowlegde, knowlegde, knowlodge, knowlegde, knowlodge, knowledgements, knowlege, knowledges, knowledges, knowlege, knouledge, knowlodge, knowlegment, kownledge, knowledges, konowledge, knowlegde, knowlegde, knowledje, knowlegde, knowledments, knowlegde, knowledges, knowlege, knowlegment, knowleadge, knowlodge, knowledges, knowledgment, knowledg, knowlegde, knowledges, knowladge, knowlegde]
communications	4	[comunications, comunications, comunications, comunication]
interested	17	[intersted, interisted, interesed, intersted, intereosted, intrested, iterested, interessed, intersted, interessed, interesteds, intersted, interestd, interesed, intesrest, intersted, interesteds]
training	25	[trainning, trainning, traning, trainning, traine, trainning, traning, trainning, traning, trainning, trainning, trainning, trainning, trainning, trainning, trainning, trainning, trainning, trainning, trainning, trainning, [[trainning, trainning, trainning, trainning, trainning]
aviation	1	[aviatiation]
stabilized	1	[stabilizeds]
concerned	1	[concerd]
persuasive	1	[persuassive]
appointments	9	[appointmentes, appointmens, appontments, appointmens, oppointments, appointements, appointements, appoitments, appoitments]
toilet	6	[toillet, toailet, toialet, toailet, toillet, toillet]
apocalypse	1	[apocalipse]
nausea's	1	[nauseas]
life's	1	[lifes]
ninety	8	[ninegth, nighty, minety, minety, nanity, nanity, ninty, nine, fifty nine, ninity]
hydroelectric	1	[hydreletric]
tell	11	[tel, teel, teel, teel, teel, tel, telll, teel, tall, teel, tall]
interesting	107	[intersting, interessant, interisting, intersting, intesting, intreresting, intereting, intereting, insteresting, interesing, insteresting, intereting, intestering, interisting, interestings, intresting, interestinf, intersting, intreresting, intersting, interesiting, intresting, intresting, interenting, intereting, interessant, interressant, ineresting, interestings, insterestings, interisting, interisting, interessing, interresting, insteresting, intersting, interesing, interessting, intersting, interisting, interestings, interisting, intersting, interenting, intresting, intersting, interessant, intersting, interisting, interisting, interisting, intereting, interisting, intersting, interisting, intersting, intersting, interesing, interestings, intersting, interessing, interresting, interestings, interresring, interisting, interisting, intersting, intersting, intersting, interestig, interisting, interisting, interresting, interting, interresting, interenting, interisting, interresting, iteresting, iteresting, interisting, intersting, interisting, intresting, interisting, interresting, intersting, intersting, intersting, intersting, interesing, interisting, intersting, intresting, intersting, interestings, interestings, intersting, insteresting, intresting, interresting, intereting, interresting, interisting, interestings, intereting, interesnting, interisting, intersting, interisting, intersting]
dating	3	[datin, datin, daiting]
define	1	[defini]
choices	1	[chooses]
morning	74	[morming, moorning, moorning, morming, mornig, mornint, moring, moorning, mornig, moring, moring, mornig, morinig, mornig, morming, mornig, mornig, moorning, mornink, morining, mornig, mornig, morningo, morming, morming, mourning, mornig, mornig, moning, morming, mornig, morming, monirng, mornig, mormimg, mornig, mornig, moring, moorning, morining, mornig, mornig, moring, moring, mornig, moning, mornig, moring, mornig, mornig, monring, mornig, monirng, mornig, mornig, morninh, morming, moring, moning, mornig, mornimg, morming, moring, mornig, norming, mornnig, morming, moring, moning, mornig, morming, morining, morming, mornig, moorning, monning, mrning, norning, mornig, moorning, moning, morningh]
manners	1	[mamers]
specifications	1	[spectations]
electronic	75	[eletronic, eletronical, eletronic, i'm work [[eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletroeletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, elctronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronics, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic, eletronic]
conspicuous	1	[conspicuos]
invest	1	[ivest]
yelling	1	[yeling]
sequence	1	[senquency]
informal	1	[inoformal]
catchy	1	[cathy]
strongly	1	[stronglly]
ham	1	[han]
discreet	3	[discret, discret, discret]
physical	21	[fisical, phisical, phisical, phyisical, phisical, phisical, fisical, phisical, phisical, pshycial, phisycal, phisycal, fisical, phisical, phisical, phisycal, fisical, phisical, phisical, phycal, phisical, phisical]
tractors	1	[tratctors]
congress	1	[crongress]
drinking	3	[dinking, drink, driking]
postman	1	[potsman]
bathrooms	11	[bathroons, betroom, betroom, bathroons, bathroons, bathroons, bathroons, bethrooms, bathooms, bathooms, battrooms, bathroons]
bikini	4	[biquini, biquini, bikkini, biquini]
cruise	9	[crusie, cuise, cruize, cruize, cruize, crusie, crusie, crusie, cruiser, cruis, cruize, crusie]
has	4	[ha, hav, have, was, was]
hat	1	[hart]
graduated	54	[gradueted, gratuated, gradueted, gratuated, gratuated, graduacion, gratuated, gradueted, gratuated, gradued, gradueted, gradueted, gradueted, graduet, graduet, gradueteded, gratuated, gratuated, gradueted, gratuated, graduater, gratuated, gradueted, gradueted, gratuated, graduted, gradauted, gradued, gradueted, gradueted, gratuated, gradueted, gradueted, gadruted, graduted, gratuated, gratuated, gratuated, gratuated, gradueted, gradueted, gradueted, gratuated, gratuated, gratuated, graduared, gradueted, gratuated, graduate, gradueted, gradueted, gratuated, gratuated, gradueted, gratuated, gradueted, gaduated]
tourists	5	[turists, turists, turist, turists, tuorist]
fireplace	1	[faireplace]
interviewers	1	[interviewrs]
ironed	5	[ironined, ironned, ironing, ironied, ironned]
climate	3	[clima, clima, clime]
contributions	1	[contribuitions]
had	4	[hat, hade, haved, hve]
processes	1	[processeos]
monitor	1	[monitore]
pedagogue	1	[pedagoga]
colors	10	[collors, collors, collors, collors, collors, collors, colos, collors, collars, collors, collors]
sweeter	1	[sweaterr]
scared	9	[scaried, scarred, eary, scrared, sacared, scare, scaried, scaried, scaryed]
scarier	1	[scarer]
orthopaedic	1	[orthopedic]
summarizing	1	[summarinzing]
immobilized	1	[imobilized]
sign	1	[sing]
earning	1	[earnig]
deficiency	1	[deficincy]
vibrate	1	[vibrete]
seventy	12	[senty, seventi, saventy, seven, seventt, seveny, seventh, seven, seven, senventy, sevent, sevent, seventeen, seventeen]
perfecting	1	[perfectying]
religious	2	[religion, religous]
obtained	1	[obteined]
degradation	1	[degredation]
promotion	1	[promove]
exercise	12	[exercice, exercice, exrcise, exercices, excercise, excercise, exercite, execise, exercice, excercise, exersice, execise]
analysis	17	[analisys, analisys, analisys, analise, analisys, analisys, analisys, analisys, analisys, analyse, analisys, analises, analyses, analisys, analisys, analisys, analisis, analisys, analisis, analisis, analisis]
landscape	1	[landcaspe]
taxis	1	[taxi's]
twins	1	[tweens]
response	1	[reponse]
cautious	1	[coutions]
balls	3	[bals, bolls, balles]
pilot	1	[pillot]
statements	2	[statments, finance [[steatment's]
name	69	[neme, nome, nam, nome, nome, mane, mame, mame, nome, nami, nome, names, mane, nome, mane, name's, neme, neme, nome, names, nem, nane, nme, nome, names, mane, name's, name's, neme, mane, nome, nome, name’s, name's, mane, namy, mane, namy, n.ame, nane, nane, mame, namy, mane, neme, nene, namy, mane, nome, nane, nome, na, nane, nam''s, nime, neme, neme, nome, nome, nome, mame, nmae, nane, names, name's, namber, names, nanes, nmae, nome, nane, nome, nome, mane, nome]
infection	5	[infecction, infecction, infeccion, infeccion, infeccion]
pay	2	[pai, play]
sandals	5	[sandalls, sándalias, sandalis, saldals, sandal]
mushy	1	[muchy]
tonight	10	[tonith, tonigth, tonith, tonigh, to night, tonigth, tonigth, too night, to night, to night]
activity	14	[activite, activite, activit, activite, activite, activit, actvity, ativity, activite, activite, ativity, actividad, activit, ativiti]
facilities	1	[facilitys]
sightseeing	5	[sightseing, sightnseein, sightseeings, singhtseeing, sighseeing]
music	42	[musica, musics, musics, musics, musica, miusic, musics, musica, misic, musics, musics, musica, musics, musica funk, musuc, muisc, misic, misic, musics, musica, misic, musica, musica, musica, musics, musics, muisc, muisic, musica, musice, musics, muisc, misic, musci, musica, miusc, musica, musics, musics, musice, misuc, muisc, musics, fusic]
viewed	2	[viwed, wiewed]
compromised	1	[compromissed]
empress	1	[empresary]
vacations	4	[vocations, vacances, vocations, vocations]
theoretical	1	[theorical]
informed	1	[informated]
therefore	2	[there fore, threfore]
neither	6	[netheir, neather, nether, neiter, neigher, neather]
never	10	[nerver, nerver, nerver, neve, nerver, nerver, neven, nerver, nevers, nver]
there	90	[trere, thare, ther, ther, trere, the, the're, theare, thera, thre, thre, trere, ther, trhere, thera, ther, ther, tere, threre, theve, trere, trere, thare, theres, trere, thre, thee, ther, thare, thare, trere, thera, the, thera, the, trere, thete, thera, theres, ther, trere, thare, thare, ther, the, theres, ther, ther, thare, thera, thire, trere, ther, ther, trere, trere, threre, thera, theres, ther, ther, trhere, thee, thre, tehre, trere, trere, trere, trere, ther, ther, yhere, the, the, threre, thare, thare, trehe, ther, ther, ther, thare, trere, trere, tere, theres, ther, trere, trere, thera, theres, trhere, therfe, trehe, ther, theres, ther, ther]
approaching	4	[tsunami [[approching, approching, approching, approching]
patience	4	[patient, pacience, pacient, pacient]
categories	1	[cateories]
box	1	[boxe]
pineapple	8	[peneapple, peneaple, pinneapple, pineaple, pineaple, pineaple, pineaplee, pineaple]
contamination	1	[cotamination]
damaged	2	[demaged, dameged]
strangers	1	[stranges]
knowing	2	[hnowing, knorwing]
minimized	1	[minimazed]
tomato	9	[tomatos, tomate, tomate, tomatoe, tomatoe, tomatoe, tomatos, tomatoe, tomate]
somehow	1	[semehow]
suffers	1	[surfer]
uplifting	1	[uplifiting]
dressmaker	1	[dressmake]
programmer	7	[programer, programer, programer, programer, programma, programer, programer]
package	2	[packge, pakage, pakage]
involve	4	[envolving, envolved, envolve, envolve]
languages	31	[languanges, langauges, linguages, lenguages, linguages, linguages, lungueges, linguages, languanges, linguages, langages, laguages, langues, linguages, languagens, lenguages, languges, languanges, languanges, leanguages, languaglishges, laguages, linguages, lenguages, linguagens, leanguages, languates, langagues, llanguages, lenguages, lenguage]
retirement	1	[retiment]
hey	3	[hy, hay, hy]
zoo	1	[zoon]
awesome	12	[awsome, awsome, awsome, awsome, awsome, awsome, awsome, awsome, awsome, owesome, owesome, awsome, awsome]
desperate	2	[desesperate, desesperate]
her	5	[had, hers, the [[her's, ho, har]
everyone	10	[evereone, everone, evereryone, evere one, evereone, evreyone, evereyone, everyone's, everone, ereryone]
smile	5	[smille, smille, smily, smaille, smale]
itself	1	[itserf]
transfer	1	[transfor]
pediatric	1	[pediatrica]
bag	6	[bags, bak, bad, bad, bac, dag]
career	150	[carreer, carreer, carrer, carrer, carrer, carreers, carreer, carrier, carrer, carreer, carrer, carrer, carrer, carrer, carreer, carrer, carrer, carrer, carreer, carrer, carrer, carreer, carreer, carrer, carrer, carreer, carrere, carrier, carrer, carreer, carrer, carreer, carrer, carrer, carreer, carreer, carrer, carrer, carrer, carrer, carrier, carrier, carrier, carrer, carrer, carrer, carrer, carrers, carrer, carrer, caree, carrer, carrer, carreer, carrer, carree, carrer, carrer, carrear, carrear, carrer, carrer, carrer, in my [[carrer, carrer, carrier, carree, carreer, carrer, carrer, it's bad for your [[carrer, carreer, carrer, carrer, cerrear, carrer, carreer, carrer, carrer, carrer, carrer, carrer, carrer, carrer, carrer, carrer, carrer, carrer, carrer, carrer, carrier, carrer, carrer, carrer, carrer, carrer, carrer, carreer, carrer, carreer, carreer, carreer, carrer, carreer, carees, carrera, carreir, carrer, carrer, carrer, carrer, carrer, carrer, carrer, caree, carrer, carrier, carrer, carrer, carrear, carrier, carrer, carrer, careear, carreer, carrer, carrer, carrer, carrier, carrer, carreer, carrer, carrer, carreer, carrer, carees, carees, carrier, carrer, carrer, carrer, carrer, carrer, careear, carreer, carrer, carreer, carreer, carreer, carrer, carrer, carreer, carrear, carreer, carrer, carrer, carrer, carrer, carreer, carrer, carreer, carrer, carrer, carreer, carreer, carrer, carrer]
establishing	1	[stablish]
bad	4	[bed, bed, bed, bed]
volunteering	1	[voluntarying]
damages	1	[damange]
decisions	1	[decions]
scissors	1	[seasor]
albums	4	[albuns, albuns, albuns, albuns, albuns]
perfume	2	[perfurm, perfum, perfum]
performer	2	[perfomer, performace]
furthermore	18	[futhermore, futhermore, furthemore, furthemore, funthermore, futhermore, futhermore, futhermore, furthemore, futhermore, futhermore, futhermore, furthemore, futhermore, futhermore, futhermore, futhermore, futhermore, futhermore]
homosexual	1	[hommossexual]
vegetable	1	[vegeteble]
compensate	3	[compense, caompensate, compesate, compesate]
newspaper	2	[newpaper, newpaper]
supermarket	50	[supermaket, supermaket, supermaket, supermerket, supermaket, supermarkat, supermarkt, supermaket, supermark, supermaket, supermercat, supermarcket, supermaket, supermaket, supermaket, supermaket, supermerket, supermaket, supermaket, supermaked, supermaket, supermarked, supermaket, supermaket, supermerket, supermarke, supermakt, supermaket, supermerket, supermaket, supermerket, supermaket, supermaket, surpemarket, supermerkat, supermaket, supermark, supermaket, supermaket, supermerket, supermaket, supermaket, supermaket, supermaket, supemarket, supermake, supermaket, supermerkat, supermaket, supermaket]
placements	1	[placemente]
embarked	1	[emberked]
dolphins	2	[dolphings, dophins]
holidays	24	[holydays, hollidays, hollidays, hollidays, holiday, hollydays, hollidays, hollidays, hollidays, hollydays, hollidays, hollidays, hollidays, hollydays, hollidays, hollidays, hollidays, holydays, holyday, hollidays, holidyas, hollidays, hollydays, hollydays, hollidays, hollydays]
cartoons	4	[carttons, carttons, carttons, cartoon]
gossip	7	[gossips, gossips, cossip, gossips, gossipy, grossip, goship]
normally	24	[normaly, normaly, normaly, normaly, normaly, normaly, normaly, normaly, normaly, normaly, normaly, normaly, normaly, normaly, normaly, normaly, normaly, normaly, normaly, normaly, normaly, normaly, normaly, normaly, normaly]
inpatient	1	[impatiant]
feminine	1	[femenine]
dependable	1	[depandable]
hierarchy	1	[hierachy]
teenager's	1	[teenages]
listen	33	[linten, listem, linten, lesten, listern, list, linsten, list, lesten, llistem, iisten, listn, lissing, lister, listeing, listem, liten, listem, listining, listes, listem, lisen, liste, listenig, listem, lisaten, listem, listem, listem, listening, listten, listin, lisyen, listem]
products	8	[productos, producer, produsts, produtcs, produts, produtcs, produts, produtos]
airline	1	[airlane]
enthusiasm	3	[intusiasm, enthusiastc, enthusiasmy]
stay	8	[staing, saty, saty, saty, saty, saty, saty, saty, atay]
keyboards	95	[keyboars, kayboards, keiboards, keyborads, keyboars, keyborads, keyborads, keyborads, kyeboards, keybosrds, keybords, keyboasrds, keyborads, keyborad, kayboards, keyboars, keybords, keyboads, keyborad, keyboardes, keubords, keyboardes, reyboards, beyboards, keybords, keybords, keyboardas, keybords, keyborads, keyborads, keiboards, keboards, keaboards, keyboars, kayboards, keyboars, keeboards, keyabords, keyboars, keuboads, keyboardas, keyboardds, keiboard, keyvoards, keyboars, keaboards, keybords, keyaboards, keydoards, keyboars, keyborads, keiboards, keaboards, keybords, reyboard, keaboards, keybords, keyboads, keybords, keybords, keyborads, keyboars, keyboars, keyboars, keiboards, keyboars, keyboars, keyboars, keyboars, keyboaeds, keaboards, keybords, keyborads, keybords, kneyboards, keiboards, keyboars, keyboars, keybords, keyboads, keyborads, keyborads, keboards, keyboads, keyboars, keyboar, keyborads, keybords, keyaboards, keyboars, keyborards, keyborards, keiboards, ketboards, keiboards]
gallery	3	[galery, galery, galery, galery]
