Correction	ErrorFrequency	Errors
aggressive	2	[aggressives, agressive]
watches	36	[wachs, wash, watchs, waches, watchs, waches, watchs, watchs, waches, whathes, waches, wathes, wacthes, watchs, watchs, watchs, watchs, eatches, watchs, wach, watchs, watchs, watchs, watchs, watchs, waches, watchs, watchs, watchtes, watchs, wathc, watchs, watchs, watchs, waches, watchs]
billions	1	[billons]
options	1	[opcions]
authorized	1	[autorized]
networking	1	[networkig]
containers	1	[containes, containes]
applying	3	[appling, aplying, apply]
hippopotamus	1	[[[hippopotamus]
refrigerator	1	[refigerator]
confidence	1	[confidente]
remind	2	[remaind, remaind]
process	2	[proces, proccess]
broken	3	[broke, brokend, broked]
really	26	[realy, realy, realy, realy, relly, [[realy, realy, realy, realy, realy, eally, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realli, realy]
conjunctions	1	[congugation]
patty	1	[paty]
magazines	3	[maganizes, magazzines, maganizes, megazines]
brother	7	[brotrher, brohter, brother's, brother's, broder''s, broder, broter]
bowling	9	[bowlling, browlin, bowlin, bowllin, bowlling, bowlling, bowlling, bowlling, bowlling, boiling, bowligh]
reading	4	[rading, reed, reed, ready]
afterwards	1	[alter]
transaction	2	[transaccion, transaccion]
candies	1	[candys]
connected	2	[conected, coneccted]
beach	4	[beacj, bech, bech, beache]
finishing	2	[finished, finishig]
earring	1	[earing]
bicycle	1	[bicicle]
scripts	1	[scrips]
hear	2	[heard, ear]
police	1	[poli]
parties	2	[patries, partys]
there's	4	[ther's, theres, there're, there'is, there're, there're, there're]
splendid	2	[explendid, splendis]
head	1	[heat]
surf	2	[surt, surft]
cake	2	[kake, kake]
throughout	3	[troughout, througout, thoughout]
achievement	1	[achievemet]
nasty	1	[natsy]
permission	3	[permiss, permisson, permisson]
mark	3	[marke, marke, marke]
emails	4	[mailes, emalis, e.mails, amails]
son's	2	[song's, sun's]
comes	1	[cames]
hearing	1	[earing]
knows	2	[kwons, konws]
yell	1	[yeel]
advisement's	1	[advicements]
presentation	3	[presetnation, presetantion, presentación, presention]
cabins	1	[cusie]
town	3	[towm, towm, twon]
characters	7	[characteres, characteres, caracters, caracters, caracters, characteres, charasters]
administration	6	[adminsitration, adminstration, adminsitration, administracion, administracion, aministration, adminstration, administracion]
dissolve	1	[disolve]
pendents	1	[pendients]
increased	1	[incrased]
catering	1	[cathering]
breaks	4	[breks, breakes, brakes, breakes]
thrash	1	[thash]
achieve	7	[achive, achive, achive, achive, achive, archieve, achive]
superintendent	1	[superintandent]
outlining	1	[outlinging]
restaurant	41	[resturant, resturant, restaurante, restaurante, reataurant, restaurante, restorant, restaurante, restaurante, restarurant, restorant, restarant, restaurat, restaurante, right there is a [[restaurante, reastaurant, restaurante, restautant, restaurante, testautant, restaurante, reastaurant, reataurant, restautante, retaurant, restaurante, rstaurtant, restorant, restaurante, restaurante, restaurante, restaurat, restaurante, restaurand, restaurante, restautant, restorant, retaurant, restorant, restaurante, resturante, restaurante, restourant, restaurat, restuarant, restaurnat]
apartments	4	[appartments, aparments, apartaments, aparments]
disadvantage	1	[disvantage]
restrooms	1	[rest rooms]
let's	5	[les't, lets, lets, les't, les]
magazine	1	[magasin]
because	108	[becasuse, becose, becuse, becuase, beacuse, becuase, becuse, becasuse, beacause, becouse, becouse, becouse, becouse, becouse, becuase, becuase, bicouse, becouse, becouse, becouse, beacuse, beacause, becouse, becouse, becouse, bacause, beacuse, becase, because's, bacause, becase, beacuse, becouse, beacuse, becasue, becouse, becouse, becouse, becouse, becose, becouse, becaise, becuase, beacuase, becaue, becouse, becase, becouse, becouse, becouse, becouse, becasue, beacuse, becacuse, becuase, becouse, becase, becouse, becuase, becaosu, becuase, becauce, becouse, beacause, beacuase, bicause, becouse, becuse, be cause, be cause, becouse, becuse, becouse, reasons [[becouse, becuase, becuas, beacuse, becouse, becouse, becuase, bucause, becuase, becuase, becuase, becouse, beacuse, becaus, beacuse, becouse, ''cause, becouse, becuase, becouse, bacouse, becouse, becouse, beocuse, becase, becouse, becouse, becouse, becouse, becouse, becouse, beacuse, becouse, becuse, becasue, becouse, becasue, beacuse, becouse, becouse, becouse, becuase, becuase, becuase, becouse, becouse, becouse, beacuse, becuase, becuase, besause, becouse, beacouse, beacuse, 'couse, becase, becouse, becouse, becouse, becouse, becouse, becouse, becouse, beacause, beause, beacuse, becasue, becase, becouse, becouse, becuse, becuase, becasuse, becvause]
another	4	[auther, anothers, anoter, othey]
opponent	1	[oponent]
details	1	[detatils]
full	1	[ful]
designs	1	[desig]
leader	3	[lider, lider, lider]
noisy	3	[noiser, noisiers, noise]
extracts	1	[extract]
august	6	[agost, agust, agusto, agust, agust, agust]
making	2	[taking, makeing]
apparently	1	[aparently]
students	1	[stundents]
sixteen	27	[sisteen, sxteen, sixtenn, sisxteen, sexteen, sexteen, sexteen, sixting, sexteen, sexteen, sicteen, sixteend, sixtenn, sixtheen, sixten, sexteen, sisteen, seiteen, sexteen, sexteen, sixteeen, sisteen, sisteen, sisteen, sisteen, sixten, sisteen, isteen, sixten, sisteen, sexteen, sixtteen]
minutes	3	[minuts, minuts, minetes]
check	5	[cheak, chek, cheak, chek, ckeck]
ballads	1	[balads]
suitcase	1	[suitecase]
century	1	[centuary]
jeans	12	[jeanes, jeens, jeams, jens, yeans, janes, jens, yeans, jens, jens, jeanes, yeans]
painful	1	[paintful]
traditions	2	[traditons, traditionit''s]
came	1	[come]
terrifying	1	[terrifing]
addition	1	[adittion]
teach	1	[tech]
noise	1	[noice]
goals	2	[goles, gols]
beside	1	[biside]
address	42	[adress, addres, adrees, adress, adress, adress, adrees, adress, addreess, addres, adres, adress, adress, adress, andrees, adreess, adress, adress, adress, dres, adress, adress, addres, adress, adress, addres, adress, adress, adress, drees, adres, addres, adress, adress, adress, dress, addres, adress, adreess, addess, adress, adress]
vinegar	5	[vianager, vinagar, vinagar, vinager, vinager, vinegard]
thief	1	[sthef]
special	3	[speacial, especial, specia]
benefits	1	[beneficts]
turkey	1	[tuerky]
group	7	[groupof, grupo, gruop, gruop, gropus, grup, grup]
miss	1	[mis]
average	1	[averge]
total	1	[tatal]
iceberg	2	[isberg, isberg]
need	6	[ned, neet, ned, ned, ned, nedd]
jimmy	1	[jimy]
mountain	1	[mountaine]
benefit	1	[benefist, benefist]
fish	5	[fisho, fisehes, fishes, fishes, fhises]
discriminating	1	[discriminatig]
higher	1	[highger]
father's	2	[fahethe'rs, faather's]
visit	10	[visite, vist, visite, visite, visite, visist, visite, visite, visite, visir, visite]
wait	2	[waite, whait]
free	2	[fire, frre]
telecommunication	5	[telecomunication, telecomunication, telecomunication, telecomunication, telecomunication]
located	4	[locatel, locatell, locted, lacated, lacated]
disco	1	[disc]
she	4	[se, she's, shi, shi]
began	1	[beguin]
cathedrals	1	[catedrals]
partner	1	[patner]
something	14	[someting, someting, someting, someting, somethink, somethink, someting, somenthing, someting, somthing, someting, somthing, somethin, somthing, somthing]
black	21	[balck, balck, blak, blak, blak, blak, blak, blak, blank, blak, blak, blanck, blak, blakc, blakc, blakc, blak, blakc, blak, balck, blak, blak, blak, blakc]
exports	1	[exportación]
repaired	1	[reparied]
discrimination	10	[descrimination, discriminations, discriminations, disrimination, descrimination, descrimination, descrimination, descrimination, descrimination, discriminations, discrimintion, discrimation, descrimination, descrimination, descrimination, descrimination, descrimination, descrimination, descrimination, descrimination]
flashlights	1	[flaslights]
once	6	[one, onece, onece, onece, once's, one''s, unce, ones]
waiter's	1	[waiter]
discovers	1	[descover]
basement	1	[basemat]
demonstrated	1	[demostrated]
companies	2	[companys, companys]
number	9	[numbre, numer, nomber, nomber, nomber, nomber, number's, noumber, nomber, mumber]
psychological	4	[psycological, psycological, spychological, psicologic, psichological]
comparable	1	[and [[comprobable]
chimpanzees	1	[chimpances]
apart	1	[appart]
smoke	1	[somke]
salaries	1	[salarys]
further	1	[futher, futher]
cities	2	[citys, citys]
separately	3	[separatly, separatelly, separatedly]
soap	2	[soup, soup, soup]
explain	1	[explaint]
adverts	1	[abverts]
divorced	1	[divorcied]
computer	3	[coputer, cumputer, cumpures]
typically	1	[tipically]
she's	2	[she'r, shes]
malfunctions	1	[malfuntions]
before	1	[befor]
ocean	1	[osean, osean, osean, osean]
university's	1	[universidad]
disappointing	1	[dissapointing]
six	5	[sis, sex, sixs, sin, sex]
programming	2	[programmen, programation]
allergic	1	[alergic]
could	7	[cuold, cloud, clould, colud, coud, culd, coulkd]
refund	2	[refound, refound]
joining	1	[joing]
cookies	2	[coockies, cookes]
customs	3	[costums, coustums, costums]
skirt	3	[skir, skitr, sckirt]
keyboard	1	[keyboars]
monkeys	10	[monkyes, mounkeys, mokeys, monkes, mokeys, monkies, monkies, monkies, mokeys, monky, monkyes, monkyes, monkies, monkies, monkies, monkies, monkies, mokey]
anxiety	1	[axiety]
wrath	1	[warth]
girlfriend	8	[girldfriend, girlfrined, girfirend, girlfrend, girl friend, girlfiend, girfriend, girlfrend]
traditional	1	[tradicional]
o'clock	55	[o cloock, o cloock, o cloock, o''clok, o'clok, o'clok, o'clokc, oclock, o''clok, o' clock, oclock, o clok, o clok, o clok, "o""clock", o clock, oóclock, o' clock, o clock, o clock, o clock, o clock, o clock, o clock, o clock, o'clok, o'clok, ocloc'k, ocloc'k, ocloc'k, o'colck, o'cloock, oclock, o clok, 0'clock, o''clok, o'clok, o clock, o' clok, o''cloock, o'clok, o'clok, o’ clock, o’ clock, o''clok, o''clok, o'clok, o clock, o'clok, o'oclock, o'colck, o'clok, o'clok, o'clok, o'oclock, o'cloch, o'clok, o clok, o clok, o''clook, o''clock, o clock, o clock, o clock, o''clock, oclock, o'clok, o''clok, o'clok, o clock, o.clock, oclok, oclock]
living	3	[livin, liven, linving]
history	1	[hystori'es]
amazing	6	[amaizing, amasing, amaizing, amaizing, amaizing, amaizing, amaizing]
sit	1	[siting]
sir	3	[srta, sr, sr]
faithfully	1	[faihtfully]
parachuting	1	[parachutting, parachutting]
returned	1	[retourned]
comments	5	[coments, coments, coments, coments, coments]
nutritional	1	[nutricional]
redesigned	3	[redisigned, read disign, redisigned]
breed	1	[bread]
body	1	[bodye]
chilies	1	[chilis]
losing	1	[lossing]
curiously	1	[curiosly]
salsa	1	[sals]
impossible	2	[imposible, imposible]
enough	7	[enought, enought, enought, enought, enought, enought, enogh]
same	2	[same's, samefeed]
taste	2	[teste, teaste]
close	1	[clouse]
who	4	[how, ho, how, how]
doctor	1	[doctor's]
tribulation	1	[tripulation]
brainstorm	2	[brinstorm, braistorm]
opinion	3	[oppinion, oppinion, oppinion]
everybody	2	[eveybody, everibody, everybdoy]
robbing	1	[robering]
light	18	[ligth, ligth, ligth, ligth, ligth, ligth, ligth, ligth, ligth, ligth, ligth, ligth, ligth, ligth, ligth, ligh, ligth, ligth, ligth, ligth, ligth, ligth, ligth, ligth, ligth, ligth, ligth, ligth, ligth, ligth, ligth, ligth, ligth, lihgt, ligth, ligth]
think	13	[thing, thing, thing, things, thing, thing, yhink, tink, thing, o yo decide i' m going to work i [[tkink, tink, thing, tink, thing]
occasionally	11	[occacionally, ocasionally, ocassionally, occacionally, ocasionaly, ocasionally, ocasionally, ocassionally, ocasionally, occasionaly, ocacionally]
get	5	[gget, dget, gbet, ged, ger]
espresso	1	[expresso]
apology	1	[apologyze]
contractual	1	[contactual]
agent	2	[agen, agente]
mopped	8	[moped, moped, moop, moped, moped, mooped, moop, moped]
bracelet	1	[bracelete]
investigations	1	[investigacions]
cough	2	[cought, caugh]
executive	1	[excecutive]
near	1	[niar]
better	6	[[[beter, bether, bether, beter, beter, have a many place but the [[beter, beter]
gravy	1	[graivy]
against	6	[agains, againt, aginst, awainst, againts, againts]
asparagus	1	[sparragos]
example	5	[exemple, explample, exemple, exemple, exemple, exemple]
irresponsible	2	[irresponsable, irresponsabily]
meetings	8	[mettings, mettings, meettings, metings, mettings, mettings, meetigs, meetigs, metting]
walk	3	[wolk, waalk, walks]
thing	2	[think, think]
carefully	3	[carefuly, carfully, carefuly]
daddy	4	[dady, dady, duddy, dady]
set	1	[sep]
telephones	1	[phones]
department	45	[departament, deparment, departament, departament, deparment, departament, departament, deparament, departament, departament, departament, deparment, departament, departament, departament, deparment, departmet, deparment, departament, deparment, deparment, departament, deparment, deparment, departament, departament, departament, aparment, departament, deparment, apartment, departament, departemt, deparment, departament, deparment, departament, departmen, departament, departament, departament, deparment, departamet, departament, deparment, deparment, departament, deparment, deparment, deparment, deparment, departament]
weather's	1	[wather's]
understanding	1	[undertanding]
today	3	[to  day, to day, to day]
purchase	1	[pourchase]
congratulations	2	[congratilations, congratullations]
impolite	3	[unpolite, impoliti, inpolite]
flying	1	[fliying]
throw	5	[trow, trhow, thrown, trow, trown]
enhance	1	[enhace, enhace]
organization	2	[organizacion, organitation]
area	1	[are]
travelled	1	[traveled]
style	1	[stile]
demonstrates	1	[demostrates]
experience	36	[expirience, experince, experiece, experencie, experencia, esperience, experiencie, experince, expiriencie, expirience, expirence, experiencce, esperience, experiencie, expierence, expirence, expirence, experiencie, expirence, experiencie, experince, [[experince, experince, experince, expericen, experencies, expirience, expirience, experiece, experiance, experence, experiencie, experiencie, experinece, experince, experince, experince, expercience, experence, expirience, experiene]
artist	1	[artisa]
metallic	1	[metalic, metalic]
cheating	3	[cheatig, chating, cheting]
employee	2	[emplopyee, employes]
discipline	2	[dicipline, disipline]
prefers	1	[preferes]
restoration	1	[restauration]
five	5	[fife, fieve, fivee, fivi, fibe]
society	1	[socierity, socierity]
singers	1	[sigers]
communication	19	[comunications, comunication, comunication, comunication, comunication, comunication, comunication, comunication, comunication, comunication, comunication, comunication, comunication, comunication, comunication, comunication, communicacion, comunication, comunication, comunication]
shrimp	2	[shrim, shrinp]
touches	1	[touchs]
funny	5	[fony, funy, funies, fnny, funy]
sea	3	[see, sean, see]
still	1	[stil]
roast	1	[rost]
khaki	1	[kaky]
accessories	9	[accesories, accesories, accesories, accesories, accesories, accesories, accesorys, accesories, accsesories, accesories, accesorioes, accesories]
persons	1	[pesons]
reservations	1	[recervations]
message	7	[messege, menssage, menssage, mensage, messege, massage, menssage, mesage]
see	3	[swa, se, se]
sandwich	1	[sandwuich]
mission	5	[mision, mision, mision, mision, mision]
wedding	7	[medding, weeding, weeding, weeding, weding, weeding, weddding]
off	1	[of]
proposed	1	[propouse]
lions	1	[liones]
passport	1	[passaport]
provoke	1	[provoque]
stomach	1	[stomack]
why	2	[hy, way]
concert	1	[concerts]
they	6	[thay, thay, ther, they's, there, the, the, ther]
manager	9	[manage, managger, magneger, managger, managger, mannager, mannager, meneger, mannager]
you've	1	[you''ve]
nine	5	[nane, ninee, 9:00, nani, nane]
actor	1	[acter]
french	3	[franch, freanch, frenche]
birds	1	[birs]
hamburgers	9	[hamburguers, hamburguers, hamburguers, hamburguers, hamburguers, hamburguers, hamburguers, hamburguers, hamburgues]
break	11	[breake, breake, brake, breake, brake, breake, brake, breake, in time of [[breake, breik, breaka]
deliver	2	[dwlivery, del iver]
internship	11	[intership, intership, intership, intership, intership, inteship, intership, intership, intership, intership, intership, intership]
weekend	7	[week end, wekend, wekend, wekend, wekend, wekend, weeking, wekend, weekwnd]
occurrence	1	[ocurrence]
only	1	[anly]
youngest	2	[younges, jungest, joungest]
approximate	1	[aproximate]
chef	3	[cheff, cheff, cheef]
knife	1	[naife]
lesson	1	[leccion]
programs	1	[the [[prograns]
structure	1	[estructure]
exercising	3	[exersice, excercising, exercicing]
church	4	[church's, chuch, churc, churche]
windy	1	[winde]
saucepans	1	[saucepams]
submitted	1	[submited]
channels	1	[channes]
happiness	4	[happines, happyness, hapiness, hapinnes]
son	7	[soon, song, soon, sun, sun, sun, soon]
loaves	1	[lovet]
steps	1	[steppes]
museum	6	[museun, museam, museun, musuem, moseum, museu]
third	4	[thirt, thirth, thirth, thrid]
discount	2	[descount, discout]
traffic	1	[trafic]
sitting	2	[siting, siting]
flashlight	6	[flashlingth, flaslight, flasligth, flashligth, flaslight, flashlighter]
postgraduate	2	[posgrade, posgraduate]
them	4	[then, hem, then, then, then]
confident	1	[condifent]
experienced	1	[expirienced]
then	6	[tben, thent, the, them, them, them]
negotiation	2	[negotitation, negociation]
bringing	3	[brining, bringin, bringging]
gelatine	1	[gelatina]
delivery	1	[delivey]
different	97	[diferents, diferent, differents, diferent, diferent, diferent, differente, differents, differents, diferent, deferents, differents, diferents, diferent, diferente, diferentes, diferents, diferent, diferent, diferent, differents, diferents, diferent, diferent, diferent, differnts, differents, diferent, diferents, diferents, diferent, diferent, diferent, diferent, diferent, diferents, diferents, diferent, diferents, differents, differents, diferents, differnt, diferents, diferent, diferent, diferents, diferet, diferent, diferents, diferent, diferent, diferent, diferents, diferents, diferents, diferent, diferent, differents, differents, differentes, diferent, diferent, difrent, diferents, diferents, diferent, diferents, diferent, differet, differents, diferents, diferent, differents, differents, diferent, diferents, diferents, differnt, diferent, differents, differents, diferentes, diferent, diferent, differents, differents, diferent, diferents, make it the [[difrent, diferents, diferent, differents, diferents, differents, differents, diferent, diferrent, diferen, diferens, differents, diferent, deferent, diffentes, differents, differents, diferent, diferent, diferent, differents, diferent, diferents, diferents, diferent, differen]
satellite	1	[satelite]
spectacular	4	[espectacular, espectacular, espectacular, espectacular]
experiences	1	[experinces]
subject	3	[subjet, subjet, subjet, subjet]
moment	1	[momen]
plenty	3	[plenny, planty, planty]
pictures	1	[picturs]
closet	3	[closeth, closed, closset]
occurred	1	[occured]
protect	1	[proyect]
cute	2	[cuters, cut]
followed	1	[folowed]
hammer	1	[hamer]
looking	8	[loking, lookin, looka, loking, lookig, lookin, lokking, locking]
walks	1	[wolks]
heard	1	[heart]
buck	1	[book]
cooking	3	[coking, coock, coocking]
clinical	2	[clinic, clinica]
happiest	1	[hapiest]
aren't	1	[aren’t]
scholarships	1	[scholachips]
similar	3	[similiar, simliar, similiar]
desserts	3	[deserts, dresserts, deserts]
jacket	13	[jacketting, jaket, jaket, jaket, jcket, jaket, jacketh, jaket, jaked, jaket, jacked, jaket, jaket]
clock	8	[cloock, clok, clok, clok, clok, clok, clook, clook, clok, o]
economizing	1	[enonomizing]
scholarship	1	[schoolarship]
don't	71	[dont, dont, dont, dont, dont', dont, dont, dont, dont, dont, don'nt, dont, dont, dont't, dont'n, dont, dont, dont, dont't, dont, dont, dont'n, dont, dont, dont, dont, dont, dont, dont, don'l, dont, dont't, dont, dont, dont, dont, dont, do't, dont, dont, do''nt, do'nt, dont, dont, don''t, dont, dont, dont't, dont, dont, dont'n, dont, dont, dont'n, dont'n, dont, dont, dont, dont, dont, dont, dont, dont, don''t, do'nt, dont't, don''t, dont, dont, dont, dont, dont, don''t, do'nt, dont, don'd, dont, dont, dom't]
it's	22	[its, es, it''s, it''s, i'ts, ist, is't, its's, it''s, i'ts, ti's, i's, i's, i'ts, i'ts, its, its, i'ts, its, i'ts, i'ts, i'ts, its, its, i t's]
telephonic	1	[thelephone]
succeeds	1	[succed]
machines	2	[machins, [[machins]
flight	5	[fligth, fligth, fligth, fligth, fligth]
walls	1	[wals]
persistent	1	[persistant]
triangle	1	[triangole]
translator	3	[trasleator, trasnlatro, traslator]
interview	3	[entreview, intervew, interviu]
healthy	6	[healty, healty, haelthy, heakth, healty, healty]
within	1	[whitin]
design	12	[desing, desing, desing, desing, desing, desing, desing, desing, dessign, designe, disegn, desing]
cause	1	[cuse]
you're	4	[your, yo''re, you'r, you'r]
second	3	[secon, secon, secont, sencond]
location	1	[locación]
blondes	1	[blondies]
permit	1	[[[permitt]
deeply	1	[dreeply]
study	15	[stody, estudy, stady, studen, estudy, estudy, estudy, atudy, studing, studing, estudy, stody, sutdy, stady, sudy]
chat	1	[chatt]
middle	3	[midle, midle, midle]
niece	1	[nice]
baggy	1	[bagg]
mice	1	[maus]
shipping	1	[shippings]
looks	3	[lookes, look's, look's]
recuperate	1	[recuperted]
sets	1	[shets]
official	2	[oficial, oficial]
arctic	1	[artic]
certainly	1	[certanly]
childhood	4	[chilhood, chilhood, chilhood, childhood's]
shanghai	1	[shangahi]
republic	1	[republique]
isn't	9	[isn''t, isnt'n, isnn't, isn''t, is't, isn''t, isn''t, isn’t, isn’t, is int]
appropriate	6	[appropiate, appropiate, appropiate, appropiate, appropiate, appropiate]
objective	7	[objetive, objetive, objetive, objetive, objetive, objetive, objetive]
such	2	[sunch, shuch]
doubt	1	[dought]
offering	1	[ofering]
machine	1	[mechine]
professional	17	[profesional, profesional, profesional, profesional, profesional, profesional, proffessional, profesional, profesional, profesional, profesional, profesional, profesional, proffesional, proffesional, proffesional, profesional, profesional, proffessional]
comparison	2	[compartion, comparasion]
textile	1	[textil]
statement	2	[stetement, satement]
blouse	6	[bluse, bluse, bluse, [[bluse, blause, bluse, bluse, bluse]
mother	12	[mnother, mather, mather, mmother, monhter, monhter, mothe, mather, mather, mather, mather, mather, moder, mather, mrother]
pizza	1	[pizze]
likes	3	[lies, like's, like's]
called	2	[colled, colled]
thin	1	[thing]
controller	1	[controler]
included	1	[includded]
this	11	[this's, [[thi's, his, hhes, thi's, thise, tus, tus, thhis, thi, thease, dis]
cotton	1	[cooton, cooton]
accomplish	1	[complish]
appreciate	5	[apreciate, apreciate, apreaciate, apriciate, appreciaten]
reggae	2	[reggea, regae]
becomes	1	[becames]
way	1	[wat]
cheese	30	[chesse, chesse, chees, chesse, chese, chesse, chesse, chesse, chesse, chesse, chesse, chesse, chesse, cheesse, chees, chesse, chesse, chesse, chesse, chesse, chesse, chess, chesses, sheese, chesse, chesse, chesse, chesse, chesse, cheesse, chees]
from	37	[fron, form, form, fron, froom, fron, fron, frome, form, form, form, form, front, frmo, frome, fron, fron, froom, fom, frome, form, form, frome, form, form, fron, froom, form, frome, fom, fro, front, fron, fron, froom, fron, fron, form]
believe	17	[belive, belive, belive, belive, belive, belive, bealive, belive, belive, belive, belive, belive, belive, belive, belive, belive, belive, belive]
smaller	1	[smaler]
suffered	1	[sufered, sufered]
network	1	[netwotk]
sends	1	[send]
flourish	1	[florish]
daughter's	10	[daugher's, daugther's, daugter is, dauther's, daugther's, daugther's, daugther's, daugther's, daugther''s, daughtér's]
was	4	[wa, it's, ware, wa]
online	7	[on line, on line, on line, onilne, on line, on-line, onlineu]
swept	14	[sweeped, sweeped, sweept, sweept, sweeped, sweept, swepped, sweeep, sweept, sweeped, swep, sweept, sweeped, sweept]
staff	2	[staf, staf]
poverty	1	[poberty]
accessible	1	[accesible]
read	10	[reed, reed, readed, reat, reed, red, red, red, red, reade]
inconveniences	1	[inconvenients]
actors	1	[actores]
treated	1	[trated]
various	1	[varius]
apples	1	[aples]
receive	10	[recive, recive, recive, recive, recive, recive, recieve, recieve, recive, recive]
between	23	[betwen, betwen, betwen, betewn, betewen, betwent, betwen, bettwen, betwen, betwen, betwen, betwen, betwen, bettween, beetwen, betwen, beetwen, beetwen, beetween, betwen, betwen, betwen, betwen, betwen]
constructor	1	[constuccion]
application	1	[aplication]
standard	3	[standart, standar, standart]
thieves	1	[thiefs]
coach	1	[couch]
similarly	1	[similary]
important	16	[importart, importat, importat, importante, importan, importan, importan, importat, importantant, importan, importan, importat, importatn, importat, importan, importat, importan]
worst	2	[worse, worts]
conversations	1	[conversationes]
taught	2	[taughted, tought]
print	1	[prints]
eating	2	[eatings, eatings]
themselves	2	[they's selfs, himsalves]
worry	2	[warry, warring]
found	2	[finded, finded]
fight	1	[figth]
determines	1	[determinste]
received	7	[recived, eceibed, recived, recived, recieved, recived, recived]
fortunately	4	[fortunatly, fortunally, afortunatly, afortunatly]
turning	1	[turnig]
installation	1	[instalation]
merchants	1	[merchances]
forward	4	[foward, foward, foward, foward, foward, foward]
juice	2	[juce, juici]
greetings	11	[grettings, greettings, gretings, grettings., grettings, greentings, greatings, greatings, grettings, grettings, greentings]
receives	1	[recive]
points	4	[poins, pionts, poins, ponts]
invitation	3	[invitacion, invitatio, invitacion]
opportunities	8	[oportunities, opprtunities, oportunities, oportunities, oportunities, oportunitys, oportunities, oportunities, oportunities]
preparing	2	[prepating, prepare]
piece	1	[peace]
serve	2	[sirve, server]
turn	1	[tur]
sweaters	8	[sweters, sweters, sweather, sweters, sweter, sweters, seaters, sweters]
uncles	1	[ancles]
organized	4	[organiced, orginized, organizated, orgenized]
ants	1	[antz]
kitchen	5	[kitchenm, kutchen, kitcken, kitnchen, kithcen]
available	2	[avilable, avaliable]
favorite	29	[favorit, fovorite, favorit, favorit, faforite, faborite, faborite, favority, faborite, faborite, favorit, faborite, favorites, favority, favorit, favority, favorit, favority, favorit, favorit, fevorite, favorit, favoryte, favorit, favorit, favortite, favirte, favority, favote, favotire, favotite, fovorite]
conditioning	2	[condicioning, condtioning]
vessels	1	[vasseles]
graveyard	2	[graveyerd, braveyard]
price	1	[prices]
afraid	3	[affraid, affraid, affraid]
coming	15	[comming, comming, comming, comming, conming, comming, comen, comeing, caming, comming, cominng, comming, comming, comin, comming, comming, comming]
shower	12	[shawer, shawer, shawer, showaer, sowher, shawer, sower, shawer, shawer, showern, showe, shawer]
own	1	[oun]
twelve	18	[ttwelve, twelwe, tweve, twuelve, thelve, twelwe, tweleve, twelven, twulve, twelwe, twuelve, twel, twlve, tweve, twelvw, twuelve, twelves, tweve]
born	5	[bor, borned, bor, borne, borned]
invitations	3	[invitantions, inviting, inviattion]
onions	6	[onios, onnions, onios, onios, onios, onios]
common	5	[commun, comun, commun, comun, comun]
referring	1	[refering]
pounds	1	[pounts]
breakfast	26	[breakfas, freakfast, breackfast, freakfast, brakefast, brakfast, breackfast, breakfas, breaksfast, breaksfast, breackfast, breakefast, brekfast, freakfast, breacfast, breackfast, brekfast, breackfast, breaksfast, brekfast, breafast, breakfats, brakfast, breeakfast, frekfast, breackfast]
discriminated	1	[descriminate]
next	32	[nex, netx, nex, nex, nex, nexth, nex, nexts, nerx, nex, nex, nexto, nex, nex, nex, nest, nex, net, net, netx, nex, nexte, nex, nex, nex, nex, nexts, nex, nesto, nex, nex, netx, nex, nex, nex]
daughter	112	[dauhter, dauther, dougther, dougther, daugther, dauhgter, daugter, daugter, daugther, dougther, dauther, dauther, daugther, daugther, daugther, daugther, daugther, daugther, dougther, doughter, dougther, dauhgter, daugther, dougther, dougther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugter, daugther, daugther, daugther, daugther, dougther, daugther, daugther, daugter, daugther, daugther, daugther, dauhter, dougther, dougther, hundre, daugther, daugther, dauther, daugther, dauther, daugther, daugther, daugther, daugther, dougther, daugther, daugther, daugther, daugter, daugther, daugther, daugther, daudther, daugter, dougther, daugther, dauger, daugther, daugther, daugther, daugther, daugther, daugther, daugther, dougther, dother, dougther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, doughter, daugther, doughter, doughter, doughter, daugther, daugther, daugther, doughter, daugther, daugther, dougther, daugther, daugther, daugther, dounger, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, dougther, dougther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugther, daugter, daugther, daugther, dougther, daugther, daugther, daugther, daugther, daugther, daugther, doughter, doughter, doughter, daunger, daunger, daugther, dother, daugther, daugther, daugther, daugther, daugther, daugther, daugther, dauther]
desks	3	[descks, deks, descks]
consequently	2	[consecuently, consecuently]
differences	1	[diferentes]
headphone	2	[heardphone, hearphone]
unprofessional	1	[un professional]
wavy	1	[weavy]
surrounding	1	[sorrounding, sorrounding]
habit	1	[habbit, habbit]
punctual	5	[puntual, puntual, impuntual, puntual, puntual]
happy	13	[happies, hapyy, hapy, happies, hapy, hapy, hapy, happie, hapy, happly, happies, hapyy, happies]
assess	1	[asess]
itinerary	2	[intenerary, intinerary]
