Word	ErrorFrequency	CorrectFrequency	ErrorProbability
gorillas	1	31	0.03125
imposed	0	4	0.0
antidepressant	0	1	0.0
drunks	0	3	0.0
tremors	0	1	0.0
papyrus	0	2	0.0
physiological	0	79	0.0
calendars	0	1	0.0
barbequed	0	1	0.0
visualize	0	11	0.0
plenty	3	438	0.006802721088435374
mastiff	0	1	0.0
lures	0	1	0.0
gangsters	0	9	0.0
mansion	0	44	0.0
juridical	0	2	0.0
hawk	0	18	0.0
rivalry	0	1	0.0
cog	0	1	0.0
close	1	982	0.001017293997965412
accountability	0	1	0.0
chills	0	1	0.0
refreshed	0	7	0.0
cox	0	1	0.0
fiercely	0	5	0.0
inadequate	0	4	0.0
mechanical	0	261	0.0
announcing	0	3	0.0
clinically	0	1	0.0
attracted	0	41	0.0
absconded	0	1	0.0
lounges	0	3	0.0
fiancé	0	26	0.0
scientific	1	136	0.0072992700729927005
governments	1	7	0.125
teaspoon	0	13	0.0
necessities	0	32	0.0
presentation	3	1082	0.0027649769585253456
temperament	0	4	0.0
overreacted	0	2	0.0
perturbing	0	1	0.0
turtle	0	12	0.0
bikini	1	33	0.029411764705882353
empowering	0	1	0.0
scariest	0	5	0.0
seated	0	10	0.0
dale	0	2	0.0
parachutist	0	2	0.0
market	1	2727	3.6656891495601173E-4
employments	0	4	0.0
pounds	1	535	0.0018656716417910447
seaman	0	6	0.0
reduced	0	55	0.0
insightful	0	1	0.0
warmed	0	2	0.0
diamonds	0	12	0.0
styles	0	182	0.0
cultivated	0	1	0.0
mitt	0	1	0.0
columnist	0	1	0.0
antiquity	0	2	0.0
intransigent	0	2	0.0
period	0	491	0.0
asking	0	559	0.0
bum	0	1	0.0
exacting	0	15	0.0
rocked	0	2	0.0
outpatients	0	1	0.0
fresh	0	1207	0.0
joyful	0	20	0.0
descend	0	3	0.0
roles	0	53	0.0
vibrate	0	1	0.0
girl	1	1721	5.807200929152149E-4
forestry	0	8	0.0
envious	0	4	0.0
fodder	0	2	0.0
pay	0	3882	0.0
replies	0	9	0.0
hope	10	16669	5.995563283170454E-4
lyric	0	83	0.0
impressive	0	131	0.0
spices	0	16	0.0
establishments	0	2	0.0
functions	0	98	0.0
grass	0	83	0.0
stoves	0	2	0.0
rosters	0	1	0.0
grandfather	1	926	0.0010787486515641855
aquarium	0	26	0.0
replay	0	57	0.0
fiesta	0	9	0.0
date	2	1245	0.0016038492381716118
solemn	0	1	0.0
repainting	0	1	0.0
elegant	0	139	0.0
adorn	0	1	0.0
conspiracies	0	1	0.0
upkeep	0	1	0.0
notions	0	3	0.0
monopolies	0	1	0.0
headaches	0	22	0.0
unthinkable	0	2	0.0
tremble	0	4	0.0
wrapper	0	2	0.0
listener	0	29	0.0
assumption	0	4	0.0
wending	0	2	0.0
rename	0	1	0.0
mourn	0	5	0.0
procedural	0	1	0.0
abandon	0	10	0.0
convict	0	2	0.0
elves	0	3	0.0
fillets	0	2	0.0
ocean	1	297	0.003355704697986577
unwell	0	2	0.0
sire	0	2	0.0
helpfully	0	2	0.0
cutter	0	15	0.0
predominate	0	1	0.0
donations	0	22	0.0
baby	2	994	0.002008032128514056
gazes	0	1	0.0
petrochemicals	0	1	0.0
praying	0	11	0.0
hydraulic	1	10	0.09090909090909091
hateful	0	3	0.0
malfunction	0	2	0.0
attach	0	50	0.0
amphibian	0	2	0.0
marvel	0	27	0.0
retaining	1	13	0.07142857142857142
communicator	0	5	0.0
stairways	1	26	0.037037037037037035
cashing	0	3	0.0
hull	0	2	0.0
manorial	0	1	0.0
librarian	0	20	0.0
manufacturers	0	7	0.0
strike	5	2439	0.0020458265139116204
evidently	0	4	0.0
decorative	0	6	0.0
sufferings	0	3	0.0
delivery	1	1170	8.539709649871904E-4
unseasoned	0	1	0.0
laughed	0	35	0.0
caregivers	0	1	0.0
warrior	0	12	0.0
relationship	3	562	0.005309734513274336
experiencing	0	23	0.0
excel	3	202	0.014634146341463415
blocks	0	55	0.0
witchery	0	3	0.0
manually	0	2	0.0
earn	0	544	0.0
agronomist	0	36	0.0
reluctant	0	6	0.0
sermons	0	1	0.0
regret	1	187	0.005319148936170213
short	3	11831	2.535068446848065E-4
manifold	0	2	0.0
dowry	0	1	0.0
healers	0	1	0.0
faxes	0	5	0.0
preliminary	0	7	0.0
ills	0	6	0.0
shills	0	1	0.0
flowerpot	0	2	0.0
chauffeured	0	1	0.0
computing	0	188	0.0
reforested	0	1	0.0
serve	2	437	0.004555808656036446
far	0	2428	0.0
assertively	0	3	0.0
pivoted	0	2	0.0
seam	0	7	0.0
hype	0	2	0.0
listens	0	108	0.0
cosmetic	0	19	0.0
sequel	0	5	0.0
axle	0	1	0.0
approaching	0	293	0.0
excluding	0	6	0.0
quitting	0	21	0.0
foil	0	2	0.0
longboat	0	3	0.0
hos	0	1	0.0
mail	0	566	0.0
snoop	0	2	0.0
kidnapper	0	1	0.0
halo	0	3	0.0
backers	0	1	0.0
processor	0	18	0.0
federation	0	18	0.0
grammatically	0	1	0.0
accost	0	1	0.0
shrugged	0	1	0.0
tourist	2	138	0.014285714285714285
mesh	0	2	0.0
nevertheless	0	163	0.0
plateau	0	8	0.0
distribute	0	30	0.0
cameras	1	38	0.02564102564102564
lacrosse	0	2	0.0
alignment	0	2	0.0
studding	0	15	0.0
cafeteria	0	94	0.0
tackle	0	52	0.0
freezing	0	22	0.0
dash	0	1	0.0
anywhere	0	176	0.0
hernia	0	1	0.0
regarded	0	35	0.0
angular	0	1	0.0
contrast	0	157	0.0
simulations	0	2	0.0
vague	0	5	0.0
clinics	0	3	0.0
recover	0	86	0.0
presented	0	95	0.0
received	7	739	0.00938337801608579
internationals	0	11	0.0
exuberant	0	1	0.0
fondle	0	1	0.0
desert	2	251	0.007905138339920948
trendy	0	21	0.0
synthetics	0	4	0.0
regime	0	5	0.0
chic	0	10	0.0
maintained	0	23	0.0
affair	1	38	0.02564102564102564
mimes	0	1	0.0
implementation	0	41	0.0
carol	0	182	0.0
astronomical	0	2	0.0
rocker	0	2	0.0
coins	0	4	0.0
admired	0	16	0.0
infomercials	0	1	0.0
junk	1	54	0.01818181818181818
halved	0	2	0.0
tiger	1	89	0.011111111111111112
wrongfully	0	1	0.0
cleverly	0	2	0.0
drastically	0	4	0.0
taste	2	774	0.002577319587628866
greatly	0	38	0.0
piazze	0	1	0.0
oboe	0	1	0.0
studios	0	28	0.0
isle	0	3	0.0
surgeries	0	14	0.0
immediate	1	40	0.024390243902439025
tor	0	9	0.0
rots	0	1	0.0
paws	0	42	0.0
bumps	0	2	0.0
frog	0	12	0.0
inactive	0	1	0.0
silos	0	3	0.0
lieu	0	7	0.0
wholesaler	0	2	0.0
indecision	0	1	0.0
analyze	1	99	0.01
umber	0	1	0.0
specified	0	20	0.0
doc	0	7	0.0
carries	0	12	0.0
dryer	0	1	0.0
afterwords	0	3	0.0
undershirt	0	7	0.0
amends	0	3	0.0
hating	0	4	0.0
silence	0	48	0.0
pitfalls	0	1	0.0
organ	0	15	0.0
reclaims	0	3	0.0
chanted	0	1	0.0
amuse	0	8	0.0
flowering	0	4	0.0
smiles	0	60	0.0
genuineness	0	1	0.0
motocross	0	2	0.0
blowing	0	26	0.0
when	17	22348	7.601162530739995E-4
bookings	0	1	0.0
motivate	0	156	0.0
premisses	0	2	0.0
clicks	0	2	0.0
initiated	0	26	0.0
peoples	0	1276	0.0
robots	0	178	0.0
saviour	0	4	0.0
lovingly	0	14	0.0
recall	0	7	0.0
unprofessional	1	475	0.0021008403361344537
lot	1	8984	1.1129660545353366E-4
swatches	0	1	0.0
disposition	1	19	0.05
stoned	0	1	0.0
portfolio	0	22	0.0
wrongly	0	3	0.0
pants	26	7734	0.0033505154639175256
blended	0	4	0.0
trended	0	3	0.0
shabby	0	339	0.0
stronger	0	123	0.0
connotations	0	2	0.0
unchanged	0	3	0.0
torrential	0	4	0.0
nights	0	126	0.0
authorities	0	50	0.0
admires	0	2	0.0
finish	2	2410	8.291873963515755E-4
seed	0	16	0.0
dined	0	5	0.0
breaker	0	4	0.0
slipknot	0	4	0.0
fates	0	1	0.0
poorest	0	5	0.0
unavoidable	0	2	0.0
siesta	0	4	0.0
annoy	0	10	0.0
cliffs	0	3	0.0
coordination	0	26	0.0
shrimps	2	14	0.125
hawker	0	1	0.0
imitating	0	3	0.0
convinces	0	10	0.0
skins	0	8	0.0
bleak	0	26	0.0
hut	0	27	0.0
rocking	0	7	0.0
fragrance	0	7	0.0
smiths	0	2	0.0
leaders	1	82	0.012048192771084338
parameters	0	12	0.0
turquoise	0	10	0.0
drover	0	1	0.0
hierarchical	0	3	0.0
basements	0	10	0.0
vogue	0	1	0.0
dizzy	0	14	0.0
specie	0	7	0.0
torte	0	1	0.0
consigns	0	1	0.0
cures	0	6	0.0
diligence	0	11	0.0
eloquence	0	2	0.0
birthing	0	2	0.0
depicted	0	2	0.0
defining	0	9	0.0
halt	0	1	0.0
authentic	0	34	0.0
calamity	0	1	0.0
islands	0	70	0.0
deeper	0	47	0.0
precautions	0	6	0.0
psychopath	0	2	0.0
scallops	0	1	0.0
sissy	0	14	0.0
enhancement	0	6	0.0
capitals	0	2	0.0
yes	0	1678	0.0
growing	0	253	0.0
novas	0	5	0.0
rim	0	3	0.0
taking	1	3743	2.670940170940171E-4
abnegation	0	1	0.0
urging	0	9	0.0
traction	0	7	0.0
pronunciation	3	291	0.01020408163265306
springs	0	27	0.0
pool	0	1069	0.0
smoke	1	1021	9.784735812133072E-4
laughing	1	151	0.006578947368421052
fright	0	12	0.0
lets	0	187	0.0
polo	0	36	0.0
mold	0	9	0.0
display	0	58	0.0
holstered	0	1	0.0
relish	0	3	0.0
sawing	0	2	0.0
solitary	0	6	0.0
audio	0	41	0.0
prays	0	1	0.0
balling	0	1	0.0
outgoing	1	875	0.001141552511415525
fins	0	2	0.0
clasped	0	1	0.0
joyfulness	0	1	0.0
personalities	0	25	0.0
convincing	0	29	0.0
blown	0	40	0.0
ought	0	89	0.0
founding	0	2	0.0
relational	0	4	0.0
soundness	0	1	0.0
carrion	0	1	0.0
vigil	0	3	0.0
almond	0	1	0.0
downgraded	0	1	0.0
fanatic	0	3	0.0
impressed	0	106	0.0
optics	0	5	0.0
overlap	0	1	0.0
outsider	0	1	0.0
gusto	0	5	0.0
bazooka	0	1	0.0
commentators	0	1	0.0
abomination	0	1	0.0
ample	0	2	0.0
goldfish	0	35	0.0
settings	0	29	0.0
discredited	0	1	0.0
detention	0	25	0.0
robin	0	32	0.0
ballad	0	7	0.0
scaling	0	1	0.0
breach	0	44	0.0
float	0	11	0.0
sausages	0	18	0.0
formulations	0	3	0.0
lens	0	13	0.0
respondents	0	198	0.0
comes	1	562	0.0017761989342806395
ambitiously	0	1	0.0
accorded	0	2	0.0
accounting	2	345	0.005763688760806916
diurnal	0	1	0.0
loyal	0	163	0.0
convenience	0	80	0.0
packaged	0	3	0.0
find	2	5747	3.4788658897199514E-4
thief	1	1105	9.041591320072332E-4
occupants	0	1	0.0
spender	0	1	0.0
recurring	0	4	0.0
distraction	0	4	0.0
revive	0	1	0.0
photographs	1	20	0.047619047619047616
postgraduate	2	63	0.03076923076923077
hearsay	0	1	0.0
refrigerant	0	13	0.0
paralegal	0	3	0.0
chicken	38	6398	0.005904288377874456
donning	0	1	0.0
employed	0	100	0.0
rainbow	0	12	0.0
café	0	19	0.0
cultures	2	661	0.0030165912518853697
brass	0	7	0.0
tactile	0	1	0.0
pugilism	0	1	0.0
cuckoo	0	3	0.0
disseminating	0	1	0.0
alchemist	0	8	0.0
standardization	1	3	0.25
films	0	136	0.0
here	3	6577	4.559270516717325E-4
rescind	0	1	0.0
drawbacks	0	2	0.0
murderer	0	43	0.0
suburb	0	27	0.0
cooling	0	5	0.0
enrichment	0	4	0.0
experts	0	64	0.0
narrow	0	200	0.0
discriminated	1	538	0.0018552875695732839
envelop	0	1	0.0
fueled	0	1	0.0
additives	0	4	0.0
father	10	13643	7.324397568300008E-4
deduced	0	1	0.0
lows	0	9	0.0
warranted	0	1	0.0
melodious	0	3	0.0
compelled	0	5	0.0
documented	0	5	0.0
categorizing	0	1	0.0
sixty	13	746	0.017127799736495388
tic	0	1	0.0
corset	0	1	0.0
individual	0	199	0.0
pills	0	76	0.0
amplify	0	3	0.0
elastic	0	3	0.0
elucidated	0	1	0.0
transforms	0	2	0.0
ports	0	3	0.0
pass	0	1409	0.0
campfire	0	4	0.0
events	2	251	0.007905138339920948
loan	2	1106	0.0018050541516245488
impart	0	3	0.0
wolf	0	45	0.0
ghost	0	56	0.0
recesses	0	1	0.0
skirt	3	5096	5.88350656991567E-4
cook	0	4190	0.0
diplomatically	0	1	0.0
aforementioned	0	4	0.0
radiology	0	11	0.0
condemns	0	2	0.0
puzzles	0	15	0.0
vaccines	0	4	0.0
heated	0	10	0.0
voluntary	0	210	0.0
revolutionizing	0	2	0.0
publishes	0	3	0.0
grants	0	7	0.0
terrific	0	36	0.0
that	23	56505	4.068780073591848E-4
cookery	0	3	0.0
kilo	1	20	0.047619047619047616
knead	0	1	0.0
cracked	0	6	0.0
cinched	0	1	0.0
recurs	0	2	0.0
windowpanes	0	1	0.0
generation	0	71	0.0
reheat	0	1	0.0
snake	0	88	0.0
stall	0	10	0.0
hinterland	0	4	0.0
resigned	0	20	0.0
disturbs	0	4	0.0
trays	0	1	0.0
docs	0	4	0.0
instincts	0	1	0.0
warmly	0	15	0.0
bagels	0	1	0.0
busing	0	4	0.0
swallows	0	1	0.0
crystal	1	34	0.02857142857142857
analgesic	0	2	0.0
treatise	0	1	0.0
pawpaw	0	1	0.0
knows	2	501	0.003976143141153081
grandmas	0	10	0.0
fainted	0	10	0.0
cooperatively	0	1	0.0
outskirts	0	8	0.0
queer	0	2	0.0
mindless	0	1	0.0
vocalization	0	1	0.0
notch	0	1	0.0
magically	0	1	0.0
embellished	0	1	0.0
skater	0	2	0.0
parish	0	1	0.0
rebellion	0	3	0.0
marshal	0	5	0.0
hairstylist	0	3	0.0
entered	0	286	0.0
intellectual	0	66	0.0
sects	0	1	0.0
salvage	0	2	0.0
diving	1	2311	4.3252595155709344E-4
platforms	0	10	0.0
immoral	0	1	0.0
experiments	0	42	0.0
disorganized	0	67	0.0
mopped	8	1297	0.006130268199233717
grasping	0	2	0.0
popularity	0	41	0.0
bares	0	2	0.0
allocated	0	7	0.0
resuming	0	2	0.0
letterhead	0	1	0.0
liability	0	10	0.0
chances	0	210	0.0
summarized	0	12	0.0
regent	0	1	0.0
clamping	0	2	0.0
protest	1	341	0.0029239766081871343
choked	0	3	0.0
shorts	3	2712	0.0011049723756906078
gobbled	0	1	0.0
ping	0	93	0.0
usual	0	391	0.0
broadly	0	1	0.0
negotiate	3	77	0.0375
balancing	0	3	0.0
border	0	39	0.0
awe	0	2	0.0
playroom	0	2	0.0
agony	0	3	0.0
achieving	0	40	0.0
excepted	0	2	0.0
affinities	0	1	0.0
uproot	0	1	0.0
crepes	0	2	0.0
novels	0	57	0.0
deb	0	7	0.0
refresh	0	30	0.0
mountaineer	0	2	0.0
eloped	0	1	0.0
searchlight	0	3	0.0
fascism	0	2	0.0
radius	0	1	0.0
meditation	0	105	0.0
whirlpool	0	6	0.0
audacious	0	3	0.0
owns	0	15	0.0
workplaces	0	28	0.0
linnet	0	2	0.0
exemption	0	2	0.0
appraise	0	1	0.0
rationality	0	1	0.0
irrigate	0	4	0.0
budged	0	2	0.0
flayed	0	1	0.0
deals	0	112	0.0
mechanically	0	1	0.0
accept	0	733	0.0
sally	0	153	0.0
princes	0	8	0.0
blindfold	0	3	0.0
acrobats	0	1	0.0
concord	0	2	0.0
overlooks	0	4	0.0
mockingbird	0	1	0.0
aching	0	9	0.0
unhealthy	1	35	0.027777777777777776
matrimony	1	1	0.5
handouts	0	2	0.0
pitiless	0	1	0.0
forecast	4	226	0.017391304347826087
thieving	0	2	0.0
view	0	890	0.0
alcohol	0	85	0.0
uncivil	0	1	0.0
centimeters	0	263	0.0
confess	0	55	0.0
resilient	0	1	0.0
cream	5	3195	0.0015625
anticipation	0	6	0.0
prohibit	0	14	0.0
identifies	0	4	0.0
emitted	0	1	0.0
shogun	0	5	0.0
judged	0	5	0.0
assistants	1	67	0.014705882352941176
dependency	0	4	0.0
reporting	0	134	0.0
loved	0	610	0.0
weak	0	150	0.0
reconsider	0	53	0.0
disfavored	0	1	0.0
optically	0	1	0.0
rags	0	1	0.0
knickers	0	1	0.0
sorrow	0	8	0.0
winery	0	4	0.0
crabs	0	7	0.0
infiltrators	0	1	0.0
daytime	0	31	0.0
brooks	0	4	0.0
vices	0	2	0.0
inconvenience	0	30	0.0
insular	0	1	0.0
unpalatable	0	3	0.0
corrupted	0	4	0.0
lemur	0	2	0.0
quadrangular	0	1	0.0
suspicious	2	72	0.02702702702702703
kilometers	0	49	0.0
emotion	0	76	0.0
afternoons	0	46	0.0
beyond	1	131	0.007575757575757576
cited	0	10	0.0
allowable	0	5	0.0
runaway	0	6	0.0
transformed	0	15	0.0
biased	0	2	0.0
editorial	0	12	0.0
mobiles	0	5	0.0
doubles	0	8	0.0
interior	0	109	0.0
exhaustively	0	1	0.0
cam	0	58	0.0
shaping	0	6	0.0
glove	0	12	0.0
mouses	0	133	0.0
finals	0	3	0.0
quicker	0	14	0.0
defame	0	1	0.0
lifeline	0	1	0.0
resists	0	2	0.0
tea	1	2230	4.4822949350067237E-4
godlike	0	1	0.0
politically	0	1	0.0
visited	0	608	0.0
refreshments	0	1	0.0
gastronomic	0	2	0.0
pasted	0	4	0.0
coffee	78	2471	0.03060023538642605
pullover	0	51	0.0
pressured	0	2	0.0
overflowed	0	2	0.0
gin	0	6	0.0
lodged	0	1	0.0
forecasts	0	7	0.0
bucked	0	4	0.0
negotiation	2	49	0.0392156862745098
give	1	7616	1.312852829197847E-4
gotten	0	58	0.0
preaching	0	1	0.0
polls	0	14	0.0
fine	0	2812	0.0
eternity	0	10	0.0
insane	0	13	0.0
pose	0	10	0.0
underneath	0	12	0.0
telemarketing	0	8	0.0
salespeople	0	9	0.0
also	7	21274	3.2893191109440345E-4
sunblock	0	5	0.0
handsome	2	1122	0.0017793594306049821
moderns	0	3	0.0
tracks	0	19	0.0
descendent	0	1	0.0
bicentennial	0	1	0.0
washing	1	341	0.0029239766081871343
exchange	0	222	0.0
diplomat	0	8	0.0
collages	0	6	0.0
uplifting	0	123	0.0
basing	0	1	0.0
consignment	0	2	0.0
compute	0	11	0.0
snaps	0	3	0.0
necessary	43	1404	0.029716655148583276
westerns	0	1	0.0
lowers	0	3	0.0
chrome	0	33	0.0
economies	0	8	0.0
demolish	0	4	0.0
images	0	84	0.0
devised	0	3	0.0
utopia	0	3	0.0
packers	0	1	0.0
advantageous	0	10	0.0
packages	0	43	0.0
stay	5	5799	8.614748449345279E-4
responses	0	64	0.0
galore	0	1	0.0
seaboard	0	4	0.0
fireproof	0	1	0.0
felling	0	63	0.0
budgets	0	18	0.0
scratched	0	6	0.0
screeches	0	3	0.0
confectioner	0	1	0.0
auditory	0	10	0.0
swoop	0	2	0.0
misbehavior	0	3	0.0
behalf	0	44	0.0
explosion	0	12	0.0
flashiness	0	1	0.0
culinary	0	11	0.0
hassle	0	2	0.0
victimizing	0	1	0.0
germs	0	1	0.0
cite	0	22	0.0
zoom	0	4	0.0
flattery	0	2	0.0
blades	0	3	0.0
aggregation	0	1	0.0
wafted	0	2	0.0
risking	0	3	0.0
integrator	0	2	0.0
raincoats	1	14	0.06666666666666667
deferment	0	1	0.0
subjected	0	106	0.0
less	0	1410	0.0
desperate	0	46	0.0
fears	0	100	0.0
solves	0	14	0.0
canteens	0	1	0.0
sander	0	1	0.0
obtained	1	49	0.02
partial	0	8	0.0
unqualified	0	2	0.0
copy	0	189	0.0
manger	0	63	0.0
peppermint	0	2	0.0
physiotherapist	0	24	0.0
curdling	0	1	0.0
unhappy	1	481	0.002074688796680498
interviewer	0	16	0.0
perceptive	0	2	0.0
rivals	0	9	0.0
gleaming	0	3	0.0
oriented	0	59	0.0
wan	0	36	0.0
priority	0	74	0.0
competitively	0	1	0.0
grasp	0	13	0.0
misfortune	0	8	0.0
outward	0	4	0.0
domination	0	1	0.0
attentive	1	180	0.0055248618784530384
tiding	0	1	0.0
understands	0	44	0.0
oppression	0	4	0.0
receive	10	1241	0.007993605115907274
peed	0	3	0.0
disdain	0	2	0.0
grievances	0	1	0.0
lure	0	1	0.0
inherit	0	9	0.0
spitted	0	1	0.0
defrost	0	2	0.0
opus	0	2	0.0
personally	0	110	0.0
murder	0	189	0.0
savannah	0	8	0.0
negotiating	0	25	0.0
shows	1	2052	4.870920603994155E-4
translation	1	60	0.01639344262295082
lord	0	89	0.0
outcast	0	1	0.0
inverted	0	3	0.0
relativity	0	1	0.0
increasingly	0	31	0.0
marks	0	71	0.0
frolic	0	3	0.0
bulbs	0	8	0.0
hardwoods	0	1	0.0
lapping	0	3	0.0
clomping	0	1	0.0
swelled	0	1	0.0
holders	0	7	0.0
garrulous	0	1	0.0
accessories	9	179	0.047872340425531915
banked	0	2	0.0
partially	0	13	0.0
drumsticks	0	1	0.0
noticeable	0	10	0.0
jungle	0	85	0.0
manufacturing	0	1077	0.0
know	5	12744	3.9218762255863204E-4
repose	0	3	0.0
revolutionist	0	1	0.0
holy	0	40	0.0
computerization	0	1	0.0
gatherings	0	2	0.0
bongo	0	4	0.0
signs	0	27	0.0
displace	0	2	0.0
closures	0	1	0.0
holing	0	3	0.0
tingly	0	1	0.0
conquer	0	26	0.0
chessboard	0	1	0.0
cannot	8	536	0.014705882352941176
crate	0	2	0.0
pitiful	0	4	0.0
foreign	8	801	0.009888751545117428
love	0	17360	0.0
sociology	0	21	0.0
emotive	0	4	0.0
maroons	0	1	0.0
nick	0	118	0.0
recognizable	0	2	0.0
fearsome	0	3	0.0
jug	0	1	0.0
aftermath	0	4	0.0
adopted	0	35	0.0
delightful	0	20	0.0
discouraging	0	3	0.0
participatory	0	2	0.0
depicts	0	12	0.0
bolt	0	5	0.0
cried	0	50	0.0
abduct	0	1	0.0
sensitive	0	58	0.0
contribution	0	42	0.0
rinks	0	1	0.0
new	3	12594	2.3815194093831864E-4
aiming	0	16	0.0
broiled	0	3	0.0
wile	0	8	0.0
lamas	0	3	0.0
vendors	0	13	0.0
primed	0	10	0.0
inhabited	1	1	0.5
doth	0	1	0.0
nineteen	3	560	0.0053285968028419185
hack	0	5	0.0
purple	2	1791	0.0011154489682097045
uninterrupted	0	1	0.0
per	0	2556	0.0
setters	0	1	0.0
defective	0	6	0.0
chilli	0	18	0.0
admirers	0	1	0.0
atone	0	2	0.0
unharmed	0	3	0.0
suite	0	48	0.0
ordinary	0	124	0.0
huntsman	0	1	0.0
inseparable	0	3	0.0
studs	0	5	0.0
unmade	0	1	0.0
constriction	0	1	0.0
attempted	0	11	0.0
blabbermouth	0	1	0.0
modernizing	0	2	0.0
evacuated	0	12	0.0
unheard	0	1	0.0
hairdresser	1	36	0.02702702702702703
jellyfish	0	1	0.0
bookcase	0	31	0.0
possessing	0	4	0.0
fluids	0	9	0.0
blindness	0	2	0.0
commitments	0	39	0.0
offerings	0	3	0.0
goal	0	757	0.0
sung	0	124	0.0
bar	0	660	0.0
imperative	0	2	0.0
stooped	0	1	0.0
prompt	0	65	0.0
stiles	0	1	0.0
prototypes	0	1	0.0
selflessness	0	1	0.0
suggestions	2	422	0.0047169811320754715
resurrect	0	1	0.0
constellation	0	2	0.0
aisles	0	2	0.0
deem	0	3	0.0
anecdote	0	44	0.0
herded	0	1	0.0
rushed	0	36	0.0
hypnotic	0	1	0.0
foreigners	0	71	0.0
quad	0	1	0.0
patience	0	114	0.0
summertime	0	13	0.0
section	0	412	0.0
actualize	0	2	0.0
inwards	0	1	0.0
plus	0	361	0.0
brainy	0	1	0.0
medium	1	425	0.002347417840375587
earrings	6	1007	0.005923000987166831
addict	0	21	0.0
chemistry	1	202	0.0049261083743842365
latent	0	6	0.0
vat	0	1	0.0
summaries	0	3	0.0
chloride	0	2	0.0
abscond	0	3	0.0
satin	0	3	0.0
curious	0	118	0.0
windfall	0	1	0.0
ball	1	2054	4.8661800486618007E-4
hurl	0	1	0.0
meltdown	0	1	0.0
leadership	0	239	0.0
inventor	0	8	0.0
vulnerable	0	36	0.0
antennas	0	1	0.0
spaceship	0	3	0.0
fieldwork	0	1	0.0
fervor	0	3	0.0
meetings	8	2800	0.002849002849002849
sportsman	1	17	0.05555555555555555
criteria	0	38	0.0
fora	0	35	0.0
stabilizer	0	3	0.0
captors	0	2	0.0
endeavor	0	8	0.0
realistically	0	1	0.0
epoch	0	3	0.0
impressionism	0	52	0.0
unwelcome	0	3	0.0
dances	0	36	0.0
publicist	0	7	0.0
avenged	0	3	0.0
memberships	0	1	0.0
sleepwear	0	2	0.0
smallest	0	33	0.0
scheduling	1	27	0.03571428571428571
collared	0	4	0.0
infomercial	0	1	0.0
disabilities	0	10	0.0
disagreeing	0	1	0.0
incumbent	0	2	0.0
arises	0	6	0.0
emotions	0	70	0.0
cities	2	398	0.005
homosexuals	0	3	0.0
exhausting	0	29	0.0
arc	0	6	0.0
foster	0	18	0.0
hawks	0	2	0.0
diffusion	0	2	0.0
buffalo	0	8	0.0
prom	0	4	0.0
clarifies	0	1	0.0
kite	0	44	0.0
held	0	241	0.0
disagreements	0	3	0.0
center	0	899	0.0
criticisms	0	1	0.0
leakage	0	8	0.0
groom	0	70	0.0
gruel	0	1	0.0
hungrier	0	1	0.0
humors	0	5	0.0
loops	0	1	0.0
imitate	0	19	0.0
coup	0	4	0.0
seamen	0	5	0.0
pediments	0	1	0.0
athletics	0	13	0.0
whom	0	289	0.0
destroying	0	40	0.0
carrying	0	197	0.0
hokey	0	1	0.0
sofas	0	189	0.0
memorized	0	2	0.0
lads	0	1	0.0
skydive	0	98	0.0
hiccup	0	4	0.0
handlebars	0	1	0.0
professional	17	2172	0.0077661032434901784
stealthily	0	1	0.0
probing	0	3	0.0
undetected	0	1	0.0
tare	0	1	0.0
microscope	0	5	0.0
trundles	0	1	0.0
proportionally	0	2	0.0
organist	0	1	0.0
nightfall	0	1	0.0
defamatory	0	1	0.0
bull	0	13	0.0
dames	0	5	0.0
fertilizer	0	7	0.0
truffles	0	2	0.0
conflict	0	118	0.0
step	1	740	0.001349527665317139
deficit	0	3	0.0
inwardly	0	1	0.0
gases	0	12	0.0
males	0	84	0.0
unfavorably	0	1	0.0
foreplay	0	1	0.0
crunchy	0	3	0.0
sedan	0	2	0.0
commute	0	15	0.0
automate	0	4	0.0
ruff	0	2	0.0
rationalize	0	1	0.0
undermines	0	1	0.0
digit	0	6	0.0
warlocks	0	2	0.0
imagining	0	8	0.0
sanctity	0	1	0.0
compensation	2	134	0.014705882352941176
unexpected	0	91	0.0
extort	0	2	0.0
given	0	1458	0.0
adjustable	0	2	0.0
gays	0	22	0.0
settlements	0	2	0.0
runner	0	21	0.0
discounted	0	7	0.0
fascinate	0	1	0.0
meringue	0	1	0.0
raviolis	0	1	0.0
icy	0	12	0.0
thirteenth	0	7	0.0
righter	0	207	0.0
accessible	1	19	0.05
plasters	0	1	0.0
soon	5	7847	6.367804381049414E-4
tars	0	1	0.0
relatives	1	141	0.007042253521126761
asserts	0	3	0.0
faithful	0	29	0.0
mats	0	2	0.0
motorcyclists	0	2	0.0
fiancée	0	8	0.0
salts	0	2	0.0
consulate	0	6	0.0
enroll	0	42	0.0
mentions	0	10	0.0
commentaries	0	6	0.0
papers	0	181	0.0
equities	0	2	0.0
baseline	0	13	0.0
anger	0	25	0.0
plains	0	5	0.0
slumped	0	3	0.0
fastest	0	29	0.0
disposal	0	41	0.0
forwardness	0	1	0.0
maternity	0	207	0.0
covey	0	2	0.0
curator	0	4	0.0
slid	0	3	0.0
robbing	1	9	0.1
opposes	0	6	0.0
