sentiment,sentiment_score,tweet_text
sadness,0.547,The National Mall — Cleaning crew out but YALL NOT TIRED YET is still visible after 1 round of power washing at the Lincoln Memorial protests2020 GeorgeFloyd
trust,2.6950000000000003,Quad Dance Team is proud to support the Black Lives Matter movement a we donate to assist with the representation and bail cost of protestors whove been incarcerated
anger,2.081,Stop letting others convince you that vandalism rioting and looting is not a part of every revolutionprotest These people are ANGRY They got yall talking about rioting looting more than George Floyd People always gonna steal and vandalize FOCUS ON THE ISSUE
sadness,2.217,BlackLivesMatter I Sadness We call upon all member of our community to join u in the unrelenting fight against this ugly scourge on humanity Racism and violence have no place in any society BLACKLIVESMATTER
sadness,1.609,Ima just say this I AM AGAINST LOOTING PROTEST WITH PURPOSE However if you value tangible thing above LIFE you are sadly misguided Anyone trying to dismiss the assassination of George Floyd by magnifying the looting a being the issue YOU ARE IDIOT
joy,1.3039999999999998,Happy pride month yall BlackLivesMatter BLACKTRANSLIVESMATTER BlackGayLivesMatter blacklesbianlivesmatter Blackqueerlivesmatter
trust,0.883,FUCK WHAT SHIT this city is under construction 258 anyway so who give a fuck all that shit can be replaced black life can not FUCK THE SYSTEM FUCK DOWNTOWN BLACK LIVES MATTER
trust,1.6650000000000005,The Mayor each and every Councilmember every State Board Member all Appointees and ANCs should develop plan and policy that rise to meet this moment and should articulate through their work how the District will combat injustice and affirm that Black Lives Matter
trust,4.579,Powerful word of peace and unity spoken outside the Trenton Police Headquarters yesterday in the NJ Capital we have to uphold our excellence and not go low because thats exactly where they want u BlackLivesMatter nj Trenton
fear,1.745,When u see whats taking place in the city of Philadelphia and other place from the chaos stemming from the Murder of George Floyd All u can say is Al Hamdu lillah for Islam the Sunnah the Blessed Salafi Methodology AL HAMDU LILLAH
anger,0.735,CHANGE DOT ORG IS DELETING ALL TWEETS ABOUT THEM AND THEIR SERVER BEING DOWN THEYRE TRYING TO STOP US FROM SIGNING PETITIONS AND ENFORCING CHANGE WHICH IS THE WHOLE DAMN POINT OF THEIR EXISTENCE SPREAD THIS DONT LET THIS STAY SILENT BlackLivesMatter
trust,1.821,You cant separate peace from freedom because no one can be at peace unless he ha his freedom Malcolm X BlackLivesMatter
fear,3.961,The recent death of George Floyd a Black man who wa killed by a white police officer in Minnesota led to protest throughout the United States in response to a long history of police brutality injustice and killing of member of the Black community BlackLivesMatter
trust,1.734,There need to be a restructuring of civilian payouts for police misconduct Eventually there will be a large civil payout for the death of GeorgeFloyd Troublingly his family taxpayer money will be used to pay for the dehumanization of his body
trust,2.696,I just want the record to show that everyone with the BlackLivesMatter organization in the protest were peaceful until the tear gas went out I got more picture if yall need more proof 757blm VirginiaBeach oceanfront
trust,2.0940000000000003,ATTENTION ALL ALLIES IF YOU CAN DONATE MONEY IM TRYING TO PUT TOGETHER MEDICAL SUPPLIES FOR THOSE OUT PROTESTING BlackLivesMatter You can send the money to me via PayPal lanac127 Cashapp lanac94 Any little amount you can donate help the cause
trust,1.454,friendly reminder that black life matter all cop are bastard and yc fuck
fear,0.7190000000000001,life matter BlackLivesMatter And whats happening in Minneapolis and in demonstration across the country right now is to fight the country 400 year history that say they dont
trust,0.477,Summit people Lets do this BlackLivesMatter SummitNj Summit protest
sadness,2.5450000000000004,Protestors have taken to lying on the ground in a symbolic gesture to the 8 min George Floyd wa held down before he died
anger,1.4369999999999998,Just shared a message on ongoing challenge in America with my NA colleague BlackLivesMatter amp we will fight systemic racism amp inequality wherever we find it
anger,2.589,In the wake of the horrific death of George Floyd Breonna Taylor amp Ahmaud Arbery please see the statement A Call to RAISE Responsiveness for Equity amp Social Justice across Injustice Anywhere is a Threat to Justice Everywhere Dr Martin Luther King Jr
trust,1.415,DC 7PM curfew will suppress the Black vote in tomorrow primary Again Bowser BlackLivesMatter
fear,3.742,While Erdoğan condemns George Floyd murder Turkish police detained today those who wanted to commemorate on the seventh anniversary of Ethem Sarisuluk killed by police shooting during protest
sadness,1.1960000000000002,Tune in TOMORROW at 1pm on FB Live for another CrisisConversation to discus the current state of Black America a the world reacts to the death of AhmaudArbery BreonnaTaylor and GeorgeFloyd CrisisConversations WeAreDoneDying
trust,1.516,Our life matter regardless of what they say I refuse to live my life with my head held low and not organizing w my comrade for a better world For George for Breonna for Tony for Ahmaud for Nate for Sandra for my ancestor on the Middle Passage BlackLivesMatter
sadness,2.853,So sad to see what these thug have done to The District today I hope theyre proud they hurt people Poor GeorgeFloyd would be so sad to see what they have done using his name trampling on his grave from what I can tell shame
trust,2.7739999999999996,If yall going out tonight to protest please share your location with someone and remain texting one friend This shit is scary and the way it look shit just gonna get worse PLEASE STAY SAFE YALL BlackLivesMatter WhereAreDCProtesters
trust,1.024,so proud of my city BlackLivesMatter protest2020
trust,2.555,While across the Lehigh Valley westood up against police brutality and murder House Rep Peter Schweyer wa nowhere in sight How doe he expect to earn our vote on June 2nd when he cant be bothered to stand with u when we need it the most WheresSchweyer BlackLivesMatter
anger,3.62,Antifa is a terrorist organization hell bent on wreaking havoc in our street Theyve hijacked the peaceful protest in memory of George Floyd and are using it a a cover for their anarchy Dont let them get away with it
trust,2.6180000000000003,The below action will be led by Black youth As with any action for Black life we stand in solidarity with them Should you decide to atten Tongue sticking out cheeky playful or blowing a raspberry please utilize the safety measure we have provided on Facebook BlackLivesMatter BLMN BlackYouthLeadTheWay
trust,0.711,Asphyxia due to compression of tue neck and back PERIOD Muder in the motherfucking FIRST DEGREE JusticeForGeorgeFloyd BlackLivesMatter
sadness,2.241,BREAKING George Floyd died of asphyxiation due to neck and back compression after Derek Chauvin spent 8 minute and 46 second with his knee forced into the back of Floyds neck according to an autopsy commissioned by his family
trust,1.821,Educational Institutions love beating around the bush whats so hard about saying BlackLivesMatter Why is it so hard to say that your Black Students Matter
trust,0.4920000000000001,i wa asked a while ago to write blog for my church since we cant have mass i decided to use my voice BLACKLIVESMATTER
sadness,2.241,Independent autopsy find George Floyd died of asphyxia ABC News via
sadness,1.6789999999999998,George Floyd died of ‘asphyxia to neck family medical examiner report – at Fox News Washington Bureau
fear,1.44,White people in philly setting cop car on fire BlackLivesMatter GeorgeFloyd PoliceBrutality Riots Rebellion PhillyRiots Minnesota – at Philadelphia Pennsylvania
fear,1.76,Medical examiner who performed independent autopsy said GeorgeFloyd wa motionless after 340 minute and dead after the 4th minute GeorgeFloydMurder
joy,0.5,Lets remember to take a breath America Lets take a breath for George Floyd family lawyer
trust,1.7369999999999999,it a different feeling when you use art to giveback so far 49 BLM lighter have been sold and together we were able to donate 37260 between Black Lives Matter and the Minnesota Freedom Fund
fear,2.503,Let the record show that the independent autopsy that George Floyds family conducted concludes that his death wa caused by ASPHYXIA and loss of blood flow Not preexisting health condition or drug use
sadness,0.6409999999999999,The rioter organizing mutual aid v the guy they tell you not to worry about BLACKLIVESMATTER
sadness,2.241,So i just found out that the coroner falsified the report on George Floyds autopsy Im not surprised The Floyd family hired an independent coroner and found that George actually died from asphyxiation another word for suffocation But we knew that aleady
trust,3.1180000000000003,Bernie say demilitarize the police Biden say shoot them in the leg What a fucking glorious champion of black people Biden is right Someone give that man an MLK award You get what you vote for BlackLivesMatter
trust,1.656,Yes the police are kneeling but they are NOT kneeling because they feel for u they are kneeling because we had to tell them to a number of time Its NOT genuine and the protest will continue until they join u YouWillHearUs manassasprotest Blacklivesmatter
sadness,4.2810000000000015,An independent autopsy found that George Floyds death wa a homicide and the unarmed black man died of asphyxiation from sustained pressure More from
anger,1.935,NOW A fourth consecutive day of protest over George Floyds death is starting near the White House after a second night of clash and damage in downtown Washington Its calm in Lafayette at the moment with about a hundred chanting at armored Secret Service and Park Police – at The White House
trust,1.618,10 million plus signature and counting Justice for George Floyd Dont be silent
surprise,1.266,Incredible honoring the death of GeorgeFloyd and the BLM movement by blacking out programming on channel for 8 minute and 45 second With the text I cant breathe and way to donate to cause that need our help
anticipation,0.5,Protest in downtown Baltimore estimated more than 5000 in attendance NoJusticeNoPeace NoJustice NoPeace BaltimoreProtest BLACKLIVESMATTER BlackLivesMatter
trust,0.477,Black life Matter protest is gathering at Monroe Park blm Richmond richmondprotest GeorgeFloydProtests blacklivesmatter
trust,1.75,Black Lives Matter March in Stroudsburg perhaps 1000 strong taking over the street all the way to the courthouse GeorgeFloyd JusticeForGeorgeFloyd
fear,0.562,Near the protest community member have been donating large amount of water snack and mask to support demonstrator dcprotest BlackLivesMatter
fear,0.906,doe joe biden NOT KNOW HOW GEORGE FLOYD WAS MURDERED
trust,1.1720000000000002,Natl Guard taking back DC tonight Stay safe and dont disgrace the memory of GeorgeFloyd protests2020 DCProtests dcblackout
anger,1.382,We demand the arrest of ALL the officer involved in the murder of GeorgeFloyd WeAreDoneDying JusticeForGeorgeFloyd
surprise,0.883,Crowd shot of the youth led march for George Floyd in downtown Baltimore today
trust,0.477,Mr We dont need to crack down on protester but to Listen to the protester BlackLivesMatter
trust,2.438,The medium is all abuzz about the independent Ill Topsey paid for by attorney Benjamin Crump that say that George Floyd wa officiated It wa done by Michael Baden who worked for Crump on Michael Brown OJ Simpson Epsteins brother and affirmed single bill theory
trust,1.6880000000000002,A protester hold a Black Lives Matter sign in Lafayette Square Park near the White House The protester tell me theyre fed up with police brutality against African Americans in the US GeorgeFloyd BreonnaTaylor Photo edited with HDR Filter – at Lafayette Square Park
fear,0.938,While the BLACKLIVESMATTER protest going on through the nation and the concern is valid let not forget that we have democracy in the USA to practice our right amp protest But that doesnt mean Iranian regime amp it lobbyistsapologists can to use this to criticize USA
trust,2.8520000000000003,We are deeply concerned about insufficient police accountability across the country systemic racism and inequity that have led to our protest born of despair anger and hope VSU I could not be more proud NoJusticeNoPeace BlackLivesMatter
trust,2.7749999999999995,Volunteers from VA are lined up with countless others at a BlackLivesMatter and vigil for GeorgeFloyd We may be 6 apart but we are tightly unified in our resolve to be effective ally VaLEG
anticipation,0.383,George Floyd chant the crowd at Lafayette Park 40 minute to curfew
fear,2.516,To everyone in the street tonight sharing your anger pain and sadness over George Floyd and other victim of police brutality I hear you I see you Wear a mask and march on
anticipation,0.867,TRUMP Rose Garden remark happening at 615pm — CROWD here is learning of this now people worried he will heighten tension Hey hey ho ho Donald Trump ha got to go chant now GeorgeFloyd
trust,1.766,Ill be handing out bottle of water and protein bar and charging phone out of my apartment in Georgetown again this evening I just donated 500 to the Black Lives Matter DC Legal fund which assist in bailing protestors out of jail if theyre arrested
fear,1.281,Protestors chant Say his name GeorgeFloyd on the step of the White House in Lafayette Park DC GeorgeFloydWasMurdered BunkerDon dcprotests BlackLivesMatter
fear,3.1500000000000004,So many narrative to choose from but what I do know 1 George Floyd wa killed by police 2 Black men and woman are disproportionately victim of police brutality 3 Other country police dont have this problem which suggests it can be fixed 4 We can and should fix it
trust,1.643,My brother amp speaking up at the Miles Park protest about their feeling during this difficult time BlackLivesMatter – at Miles Park
trust,1.359,DONT LET THEM TWIST THE TV NARRATIVE FOR THOSE SITTING AT HOME WATCHING COMFORTABLY ON THEIR COUCHES FROM SOMEONE ON THE FRONT LINES OUR PROTEST IN PHILLY TODAY WAS PEACEFUL phillyprotest JusticeForGeorgeFloyd BlackLivesMatter protests2020
anticipation,0.633,8th Race The National Guard preparing to disperse in Philadelphia phillyprotest blacklivesmatter
trust,1.11,Take a moment to see this important video please BlackLivesMatter whiteprivilege
trust,1.9140000000000001,Watch these police officer and 2 white woman spray paint the window of this building with BlackLivesMatter smh They are taking this opportunity to destroy our community and blame it on the protester
trust,0.477,BlackLivesMatter UntilWeAllWin – at Ambrose Urbanic Field
trust,1.211,Philly police attempt to disperse crowd after hundred masedgassed on Parkway This wa a curfew nears Dude w white shirt provokes scuffle shove baton into civilian throat phillyprotest blacklivesmatter GeorgeFloydprotests protests2020 – at Park Towne Place Premier Apartment Homes
trust,0.922,Black Lives Matters protester make their way west on Main St blm BlackLivesMatter richmondprotest GeorgeFloydProtests GeorgeFloyd
trust,1.4609999999999999,This PrideMonth we must remember that the first pride wa a riot It wa Marsha P Johnson a black trans woman who threw the first brick at Stonewall amp spent most of her life advocating for LGBTQ right BlackLivesMatter BlackTransLivesMatter RememberTheirNames ΣΛΥ
trust,1.703,Trump did not mention George Floyd the police who killed him bringing people together or nothing about healing a a country AT ALL IN HIS FIRST PUBLIC STATEMENT AFTER THE PAST WEEK
anticipation,1.648,Watch white Philly officer in slow motion go directly for the jugular in middle of peaceful protest phillyprotest blacklivesmatter philadelphiaprotest
trust,1.9380000000000002,When Barr came out he inspected the DC National Guard a if he wa one of Trumps crooked general These protestors were exercising their Constitutional right to assemble DCProtest BlackLivesMatter
trust,0.477,BlackLivesMatter protester are heading down Main by Monroe Park and then up Franklin to Monument Ave protests2020 GeorgeFloydProtests richmond rva RVAProtest richmondprotests
trust,1.172,While were talking about optical allyship let hold institution accountable for their Superficial Activism a well MuseumsAreNotNeutral BlackLivesMatter – at Washington DC
trust,0.477,BlackLivesMatter – at Baltimore City Hall
trust,3.140000000000001,Everybody ha a role in fighting this pandemic The Polar Movement now ha protective mask available for preorder Affordably priced glass friendly of proceeds donated to UntilFreedom and George Floyd Stay strong stay safe and DoYourPart to fight for justice
trust,1.477,Let history never forget President Trump directly ordered HIS federal law enforcement to FIRE upon Americans so he could get a photoop Trump will NEVER be with u DCProtests BlackLivesMatter
trust,2.008,We took a direct hit pepper bullet just before the president wa speaking — Backpack with residue dust Were safe now a military vehicle are now in the street of the nation capital BlackLivesMatter
trust,2.82,The President of the United States ordered law enforcement to tear gas completely peaceful protestors so that he could have a photo op at St Johns What a joke DCProtests WashingtonDCProtest whitehouseprotest BlackLivesMatter
trust,1.3119999999999998,DoYourPart The Polar Movement stand in solidarity with the family of George Floyd Our company ha always been an advocate for black life and we want to give back in any way we can
surprise,1.359,Not once did Trump mention justice for George Floyd in his speech but I cant say Im surprised about that
trust,0.648,George Floyds brother If Im not over here blowing up stuff if Im not over here messing up my community what are yall doing
fear,2.172,This President is mobilizing the US military to suppress domestic dissent This is the move of dictator If we dont defend our constitutional right we will lose them BlackLivesMatter
trust,0.477,No caption needed BlackLivesMatter
anger,0.5,May 31 2020 we protested for GeorgeFloyd and many others who faced injustice Here are some picture I took in Norfolk VA
trust,2.5010000000000003,SO DID TRUMP JUST DECLARE MARTIAL LAW WITHOUT SAYING IT WHILE TEAR GASSING THE PROTESTERS IN FRONT OF THE WHITE HOUSE GOD PRAY FOR US BlackLivesMatter
trust,1.4460000000000002,Donald Trump continues to be disgusting and outrageous He may regretfully be a temporary Ward 2 resident but his action and statement are fundamentally antithetical to the value of our community BlackLivesMatter
trust,3.438,Asbury Park NJ we showed up About four thousand people came out in solidarity with the black community to demand JusticeForGeorgeFloyd and an end to police brutality white supremacy and racism BlackLivesMatter ICantBreathe
sadness,0.453,Protesters gone Businesses on You at are boarding up their business DCprotests DontLootDC BlackLivesMatter
trust,0.899,Today wa a vigil Friday we march Although people are marching today we continue until justicefreedom for black life asburypark BlackLivesMatter
sadness,1.218,I am unapologetically Black and I will always be down to peacefully do something with my people tear gas rubber bullet or not All life wont matter until black life matter too
sadness,1.5470000000000002,After the protester were gassed and violently dispersed from Lafayette Park and the White House many reconstituted and headed down Constitution Avenue We are now on the National Mall heading to the Lincoln Memorial They are chanting George Floyds name
sadness,1.531,Im cry BaltimoreProtest BlackLivesMatter
joy,2.432,Let the record show that this protest started out EXTREMELY peaceful and wa beautiful with family and kid This escalated when the national guardpolice started using flash bang and tear gas philadelphiaprotest BlackLivesMatter
trust,2.298,I wa down at the White House with my fiance this evening before curfew peacefully protesting when the cop just started marching on protestors It wa scary and no one communicated what wa happening And it wa for some garbage photo op Black life matter BlackLivesMatter
trust,1.938,In Richmond just now cop fire tear gas into a peaceful protest 20 minute before curfew BlackLivesMatter
trust,1.375,NEW — CLERGY member who wa at St Johns Church say I AM SO E Tongue sticking out cheeky playful or blowing a raspberry LETIVE OFFENDED They had NO idea President Trump wa coming No one knew about this stunt A clergy member is telling me right now that President Trump walked on holy groundsacrilege GeorgeFloyd
fear,1.984,House Armed Services Chair Adam Smith responds to Pres Trumps decision to deploy the military in response to protest of GeorgeFloyds murder Screenshots Embarrassed or blushing
trust,2.336,Another day of peaceful protest met by violent police at the White House Flash bang rubber bullet pepper spray baton mounted police using their full force all well before curfew started BlackLivesMatter dcprotest PoliceBrutality – at Lafayette Square Park
fear,1.1920000000000002,National Guard officer guarding the World War II Memorial right now GeorgeFloyd
trust,1.109,DEA officer guarding road near 17thConstitution GeorgeFloyd
joy,1.71,when my kid come home after learning about the blm protest i want to be able to tell them that i contributed A peaceful protest in Asbury Park BlackLivesMatter
trust,1.508,Oh fuck off No one wa doing this but you needed a narrative to tear gas a peaceful protest before curfew BlackLivesMatter acab
trust,0.383,Curfew WashingtonDC GeorgeFloyd
sadness,2.25,I am hurting not only for George Floyd but all my African American brother and sister My black life is beautiful and doe matter HEAR ME There is no room in the world for hate I will check you from the blatantly ignorant to microagressions final warning come correct
trust,0.477,The view from the corner of Baltimore and Light Street at today BlackLivesMatter protest
trust,1.571,All day protestors marched around Richmond peacefully and were inevitably met with tear gas from RPD 20minutes prior to Gov Northmans Curfew richmond JusticeForGeorgeFloyd BlackLivesMatter
sadness,0.547,The Daughters of the American Revolutions Memorial Continental Hall now bear grafitti with George Floyds name
joy,2.439,At 7 Happy face smiley 0 a Marine gave a peaceful speech the police arrive set up a barricade to block protester in the street a they chant Hands Up Dont Shoot Police proceed to throw tear gas and fire rubber bullet at peaceful protester richmond RVAprotests GeorgeFloyd RVA
trust,2.72,As an Episcopal priest I unequivocally condemn the display of militaristic white supremacy crap that just took place in front of St Johns Episcopal Church in Washington DC BlackLivesMatter protests2020 vile
sadness,0.703,James Chase president of the Arabber Preservation Society brought Ben the FriesianPercheron and a hearse to Baltimore City Hall for a symbolic last ride for GeorgeFloyd
trust,3.3819999999999997,The killing of George Floyd demand justice not a morally bankrupt president who take pride in inflaming racial tension using the military to suppress peaceful protest and trampling our nation fundamental principle of liberty and justice WashingtonDCProtest
fear,2.239,Instead of declaring war on American people why not try and understand why theyre upset Why not try and help fix the problem Why doe it have to end violently Heres an idea dont be closed minded racist If you are protesting please stay safe BlackLivesMatter
joy,1.766,tonight in Bay Ridge we had a wonderfully organized protest route and hundred of people came out it made my heart feel so full to see so much support from this historically red conservative trump obsessed community BLM GeorgeFloyd
fear,1.706,Richmond police just teargassed unarmed protestors that were on their knee with their hand up I know because I wa one of them This is UNLAWFUL AND UNJUSTIFIED WARFARE BlackLivesMatter richmondprotest
trust,1.9380000000000002,Peaceful protest just 2 mile from here and this wa 25 minute before curfew Tear gasing a peaceful crowd with child before curfew is fed up You set a rule and you dont go by them thats why people are standing up for themselves BlackLivesMatter RVAprotests
trust,0.477,Tonight we marched the street of Richmond Tonight we marched for George Floyd Tonight we marched because BlackLivesMatter amp PalestinianLivesMatter amp BedounLivesMatter مع الانسانية والعدالة، قلبًا وقالبًا
trust,1.188,Im not black but I see you Im not black but I hear you Im not black but I mourn with you JusticeForGeorgeFloyd BlackLivesMatter NoJusticeNoPeace
trust,0.648,the empire state building is going black at midnight in solidarity with GeorgeFloyd
trust,0.477,If youre latinx especially from the caribbean you arent standing withfor black life what are you doing NoJusticeNoPeace BlackLivesMatter acab nofreedomtillwereequal
trust,2.5469999999999997,Had a peaceful protest today in Edgewater Park NJ my hometown This is what our amazing police Lieutenant had to say blm BlackLivesMatter nj newjersey standtogether icantbreathe Peacefulprotest cop police
trust,1.6720000000000002,You ask for peaceful protest We do so peacefully You tell u use our voice rather than violence We use our voice abide by the law And still it is not enough So tell me what is BLM BlackLivesMatter GeorgeFloydProtests
trust,0.922,i wish i could post more but today i made a difference and my VOICE wa heard our black skin matter BlackLivesMatter GeorgeFloyd
sadness,0.75,The pandemic distracted from the dysfunction of Trump The protest distracted u from the Pandemic The looter distracted u from the Protests And now TyrantTrump distracted u from the looter Fucking Narcissist GeorgeFloyd COVID19
joy,0.7320000000000001,Protest in Asbury Park New Jersey broke out into Amazing Grace GeorgeFloyd
trust,2.336,The Police communicate exclusively with tear gas and intimidation Is this how police should address the polis protests2020 richmondprotest RichmondRiot BlackLivesMatter JusticeForGeorgeFloyd – at Robert E Lee Monument
sadness,0.6559999999999999,Fredericksburg Virginia June 1st 2020 Peaceful protester being met with tear gas GeorgeFloyd
fear,1.3219999999999998,Very grateful for the 2 hour we spent on zoom today a a lab talking honestly and openly about what is going on in our community and country And what we a a group can do in academia and outside of it to help combat discrimination and systemic racism BlackLivesMatter
trust,2.805,Without action our word are meaningless KIPP DC school will be closed tomorrow Tues June 2 in solidarity with our Black student staff and family Please stay safe and take care of yourselves and each other BlackLivesMatter
joy,1.858,Peaceful protest Vineland NJ We are stronger together The love for my city and people run deep BlackLiveMattters GeorgeFloyd SayHerName
fear,1.29,Peaceful protest outside of the Salisbury Police Department Protestors stopped shouting for an 8 and 12 minute moment of silence at the time George Floyd wa killed by police – at Salisbury Police Department
trust,0.8290000000000001,What the medium WONT show RVAprotests BlackLivesMatter BLM – at Monroe Park
anticipation,0.516,Now is not the time to be silent BlackLivesMatter
anger,0.485,IF YOU CAN READ THIS DC PROTESTERS NEED YOU TO TWEET AND DEMAND LET PEOPLE KETTLED AT 15th amp You NW AND 14TH amp SWANN NW GO NOW StopMPD
trust,0.477,Enough BlackLivesMatter BaltimoreProtest StrongerTogether
fear,2.406,Incredible photo This President isnt playin We WILL rebuild We WILL unite Those that take advantage of George Floyds death wont stand a chance in their destruction to tear this country further apart Riots2020 WeAllBleedRed
trust,1.204,Not so much a rumor any more The people never wanted war They wanted equality Unfortunately war wa the only language America spoke BLM BlackLivesMatter Richmond RVA RichmondProtest RumorsOfWar – at Richmond Va
trust,1.008,u guy wanna repost fucking black life matter shit on ur insta story for the trend but dont wanna call out the very people that live amongst u that made black people uncomfortable throughout high school that continuously say nggr amp are blatantly racist be about it
sadness,0.6910000000000001,White Privelage is a thing Use your Privelaged White Voice to make a CHANGE Always Remember Rip Antwon Rose Travon Martin Philandro Castile Ahmaud Arbery Micheal Brown Ezell Ford Tamir Rice Walter Scott Freddie Gray George Floyd Names of 10 amazing Human being Way 2 many
trust,1.5470000000000002,Were continuing to protest peacefully here in NJ I marched next to people of all different shade color size gender and orientation today along with my brother amp Were not just tweeting this shit WE ARE ABOUT IT BlackLivesMatter
trust,0.993,Just heard gunshot a couple block away Praying for everyone tonight This is such a dishonor to the memory of GeorgeFloyd BlackLivesMatter
trust,1.61,Keep in mind it is roughly 30 white men member of a hate group They will never be true Philadelphians BlackLivesMatter
joy,2.406,ODUs Greek Life share the sorrow and give their support to George Floyd and his family These picture are from the PHC MGC and NPHC with their respective member supporting the peaceful protest We stand together to have our voice heard blm georgefloyd icantbreath – at Old Dominion University
trust,3.688,The murder of George Floyd is more proof that this wa never a matter of evidence or truth A video that defines SO painstakingly what is wrong and right is STILL not enough to convince the majority of Americans that something here is gravely wrong
trust,0.477,Be the change you want to see BlackLivesMatter BLM
trust,2.1710000000000003,Extremely disappointed to see my high school care more about having an inperson graduation over the unjust criminal justice system How hard would it have been to postpone the grad protest one or two day and acknowledge Monday is about Asbury George Floyd amp social injustice
sadness,3.195,YOU ARE THE PROBLEM The black man that DIED NO you mean the black man that wa KILLED BY THE POLICE AND YOU DONT EVEN KNOW HIS NAME HIS NAME IS GEORGE FLOYD SayHisName GeorgeFloyd BlackLivesMatter – at Baltimore City Hall
anger,2.8229999999999995,Baltimore wa beautiful today Also notice how when cop dont incite violence and start riot there arent any BlackLivesMatter BaltimoreProtest
trust,0.477,No more silence GeorgeFloyd BlackLivesMatter
trust,1.6569999999999998,No justice no peace As close the White House a we can get Fuck Trump blacklivesmatter White House
trust,0.477,Black Lives Matter
trust,0.484,DC Police arresting all protester that did not want to leave on 15th and Sean Street in Washington DC For more GeorgeFloyd DCProtests protest2020
fear,1.411,This just happened in H between 4th and 5th firing flash bang and teargas at peaceful protester DCProtests Protests2020 BlackLivesMatter – at CVS pharmacy
fear,1.411,Part two of what just happened in H between 4th and 5th firing flash bang and teargas at peaceful protester DCProtests Protests2020 BlackLivesMatter – at CVS pharmacy
trust,0.477,BlackLivesMatter JusticeForGeorgeFloyd JusticeForTonyMcDade JusticeForBreonnaTaylor JusticeForAntwonRose JusticeforAhmaudArbery
trust,1.93,This is more than a protest now Its a fight for our life for our fuccin freedom BlackLivesMatter VAProtest JusticeForGeorgeFloyd
trust,1.79,no justice no peace Washington DC June 1 2020 BlackLivesMatter BlackLivesMatterDC
trust,1.663,Virginia Beach Oceanfront For George Floyd 13 So many strong black brother and sister were present 757
fear,1.881,I need these political leader to say BLACK PEOPLE Theyre so afraid to say it Why are you scared Its happening to Black people Dont erase u Also we want to know if you support Black Lives Matter Say it loud
fear,1.766,The moment peaceful became violent GeorgeFloyd BreonnaTaylor TonyMcDade AsburyPark Protest one of the officer tried taking my phone Watch on Periscope Riot gear
anger,2.766,Im truly sick of seeing my black brother and sister constantly murdered like our life arent worth it This hurt This is why we say BLACK LIVES MATTER If you dont see that shit still then you are part of the damn problem
joy,1.719,I love each and every one of you Today wa powerful Richmond Virginia that wa unforgettable RVA RVAProtest GeorgeFloyd
anticipation,0.594,today total wa 1712 will be posting where i donated a well a link for you to do the same let keep this momentum going we can be the change and we are going to make the difference BLACKLIVESMATTER
anticipation,0.8590000000000001,The one thing I do know is that Ill always stand with them and for them Phillies Bryce Harper share his thought on GeorgeFloyd and the racial issue in our country
trust,1.501,BlackLivesMatter protestors hoping to get to Lafayette Square Tuesday will be met with an even higher chain link fence installed late Monday night – at The White House
trust,1.875,donated to brave space allince 712 and chicago freedom school 1000 infographic from BLACKLIVESMATTER
anger,1.556,the protestors being arrested and harassed tonight are normal people They need sleep They have work tomorrow They are exercising their first amendment right to protest the murder of Black people End the curfew and let them go dcprotest BlackLivesMatter
trust,0.477,We the people BlackLivesMatter BLM757 VirginiaBeach
fear,1.777,RIP AhmaudArbery BreonnaTaylor GeorgeFloyd DavidMcAtee SayTheirNames And then fight like hell to change this racist country NoMOREBlackDeathHashtags
trust,3.806,Do you agree with the following statement The fact that the new autopsy paid for by the family of George Floyd wa done by the manMichael Badenwho also defended OJ Simpson Michael Brown amp the JFK single bullet theory give me more confidence in him
fear,0.812,George Floyd protest march in Asbury Park end in violence arrest GeorgeFloyd asburypark Gallery link
fear,2.765,Yall be like Dont get me wrong black life matter and yes black people are being killed by cop at alarming rate but the fact that a window wa broken is honestly the most disrespectful thing i have ever seen blacklivesmatter alllivesmatter
fear,1.609,WHAT AM I SEEING NYC need to fix this now This is no longer about GeorgeFloyd This is about violence and destruction if you agree
fear,1.829,Just spoke to 1 of the more than 40 people seeking refuge inside of a stranger house on 15th swann He say he chased the group w tear gas He doesnt know when hell be able to go blacklivesmatter MartialLaw amplifymelanatedvoices – at Swann Street
trust,1.547,Should be coming together a a town during these time We might not agree with everyones view but everyone should agree on the big picture to bring u together Fight for justice fight for the people who are vulnerable during these time and come together BlackLivesMatter
trust,1.743,At the end of the day this twitter shit is garbage to me I dont make money from it so I could give two shit about follow count However if we mutually followed each other and you unfollowed me due to BlackLivesMatter you will be blocked forever pussy
disgust,1.281,Pennsylvanias Montgomery County Commisioner Joseph Gale issue a press release call BlackLivesMatter a radical leftwing hate group An absolutely appalling message from Twitter please help in sending a few email to joe
trust,3.477,The frustration and grief wa palpable in the street of DC tonight But so wa the resolve and determination of a city committed to helping this country live up to it promise of JusticeForAll DCProtests BlackLivesMatter JusticeForGeorgeFloyd
trust,2.212,Ive reached out to and say just tried to break thru the backyard fence and then tried convincing u that we could leave out the back alley freely protests2020 BlackLivesMatter
trust,2.633,Im Safe Tonight the people of Swann St NW showed u exactly what community look like When we said Black life matter they agreed When we shouted who keep u safe The resounding response wa we keep u safe a they opened their home to dozen of protester
