tweet_created_dt,tweet_text,final_tweet_text,sentiment,sentiment_count,sentiment_score
2020-05-29 21:43:53,Black Political Empowerment Movement news conference in pittsburgh is Hill District. B-PEP is praising Pittsburgh Chief Scott Schubert who is condemning the action of Minneapolis officer Derek Chauvin. Chauvin wa charged today with the death of George Floyd. Tonight,"['black', 'political', 'empowerment', 'movement', 'news', 'conference', 'in', 'pittsburgh', 'is', 'be', 'hill', 'district', 'b', 'pep', 'is', 'be', 'praising', 'praise', 'pittsburgh', 'chief', 'scott', 'schubert', 'who', 'is', 'be', 'condemning', 'condemn', 'the', 'actions', 'action', 'of', 'minneapolis', 'officer', 'derek', 'chauvin', 'chauvin', 'was', 'be', 'charged', 'charge', 'today', 'with', 'the', 'death', 'of', 'george', 'floyd', 'tonight']",anger,2.0,1.399
2020-05-29 21:44:35,DEVELOPING 150 people shutdown 14 & You St. in DC over the death of #GeorgeFloyd. they are not satisfied with the arrest of former Minneapolis Police Officer Derek Chauvin. Some are outraged he is only facing 3rd degree murder nan manslaughter. Some want 1st degree charge. #DCProtest,"['developing', 'develop', '150', 'people', 'shutdown', '14', '&', 'you', 'st.', 'in', 'dc', 'over', 'the', 'death', 'of', 'georgefloyd', 'they', 'are', 'be', 'not', 'satisfied', 'with', 'the', 'arrest', 'of', 'former', 'minneapolis', 'police', 'officer', 'derek', 'chauvin', 'some', 'are', 'be', 'outraged', 'outrage', 'he', 'is', 'be', 'only', 'facing', 'face', '3rd', 'degree', 'murder', 'nan', 'manslaughter', 'some', 'want', '1st', 'degree', 'charge', 'dcprotest']",fear,5.0,3.2329999999999997
2020-05-29 21:55:29,"Announcements, updates, ACTION, next step in DC. #BlackLivesMatter #StopMPD THIS IS JUST THE BEGINING! WE GET OUR This is a marathon, organizing get the goods. #BlackLivesMatter #BlackLivesDC #WeStayReady are you?","['announcements', 'announcement', 'updates', 'update', 'action', 'next', 'steps', 'step', 'in', 'dc', 'blacklivesmatter', 'stopmpd', 'this', 'is', 'be', 'just', 'the', 'begining', 'we', 'get', 'our', 'we', 'this', 'is', 'be', 'a', 'marathon', 'organizing', 'gets', 'get', 'the', 'goods', 'blacklivesmatter', 'blacklivesdc', 'westayready', 'are', 'be', 'you']",anticipation,1.0,0.7340000000000001
2020-05-29 21:57:59,"NEW on MN police nan #GeorgeFloyd This wa a terrible insult to police and policeman. And I know the Justice Department well a you know it is a local, local case but I know the Justice Department is also looking at it very strongly enough.","['new', 'on', 'mn', 'police', 'nan', 'george', 'floyd', 'this', 'was', 'be', 'a', 'terrible', 'insult', 'to', 'police', 'and', 'policeman', 'and', 'i', 'know', 'the', 'justice', 'department', 'well', 'as', 'you', 'know', 'it', 'is', 'be', 'a', 'local', 'local', 'case', 'but', 'i', 'know', 'the', 'justice', 'department', 'is', 'be', 'also', 'looking', 'look', 'at', 'it', 'very', 'strongly', 'enough']",trust,3.0,1.6720000000000002
2020-05-29 22:20:04,"Not waiting for the toxicology report before floating the idea that George Floyd had potential intoxicant in his system is an unsubtle, early attempt to influence the jury pool.","['not', 'waiting', 'wait', 'for', 'the', 'toxicology', 'report', 'before', 'floating', 'float', 'the', 'idea', 'that', 'george', 'floyd', 'had', 'have', 'potential', 'intoxicants', 'intoxicant', 'in', 'his', 'he', 'system', 'is', 'be', 'an', 'a', 'unsubtle', 'early', 'attempt', 'to', 'influence', 'the', 'jury', 'pool']",anticipation,3.0,1.749
2020-05-29 22:20:14,La protesta de D.C. marcha hacia la Casa Blanca pidiendo justicia para #GeorgeFloyd #EricGarner #AhmaudAubrey #BreonnaTaylor ... #BlackLivesMatter,"['la', 'protesta', 'de', 'd.c.', 'marcha', 'hacia', 'la', 'casa', 'blanca', 'pidiendo', 'justicia', 'para', 'george', 'floyd', 'ericgarner', 'ahmaudaubrey', 'breonnataylor', 'blacklivesmatter']",,0.0,0.0
2020-05-29 22:20:52,"We can not look away nor remain passive. I am thankful that phone camera exist, forcing u to confront longstanding racial injustice & brutality. I am overwhelmed, but my dispair is nothing compared to the horror we witness. We are better than this. #floydgeorge #BlackLivesMatter","['we', 'can', 'not', 'look', 'away', 'nor', 'remain', 'passive', 'i', 'am', 'be', 'thankful', 'that', 'phone', 'cameras', 'camera', 'exist', 'forcing', 'force', 'us', 'we', 'to', 'confront', 'longstanding', 'racial', 'injustice', '&', 'brutality', 'i', 'am', 'be', 'overwhelmed', 'but', 'my', 'dispair', 'is', 'be', 'nothing', 'compared', 'compare', 'to', 'the', 'horror', 'we', 'witness', 'we', 'are', 'be', 'better', 'than', 'this', 'floydgeorge', 'blacklivesmatter']",anger,5.0,3.2090000000000005
2020-05-29 22:23:07,protester making their way down 14th chanting #BlackLivesMatter + #NoJusticeNoPeace,"['protesters', 'protester', 'making', 'make', 'their', 'they', 'way', 'down', '14th', 'chanting', 'blacklivesmatter', 'nojusticenopeace']",,0.0,0.0
2020-05-29 22:23:14,This photo wa taken in 2016 for the same reason i am posting it today. Just let that marinate a little bit... | #BlackLivesMatter – at Gallery Place Chinatown Metro Station,"['this', 'photo', 'was', 'be', 'taken', 'take', 'in', '2016', 'for', 'the', 'same', 'reason', 'i', 'am', 'be', 'posting', 'post', 'it', 'today', 'just', 'let', 'that', 'marinate', 'a', 'little', 'bit', 'blacklivesmatter', 'at', 'gallery', 'place', 'chinatown', 'metro', 'station']",,0.0,0.0
2020-05-29 22:32:08,"#NOW On the fourth day of nationwide protest after the death of George Floyd, hundred are setting out from dc is You Street for a march toward the White House. Their starting chant No justice, no peace. Later, it is Derek Chauvin, third degree—fuck that, it is first degree.","['#now', 'on', 'the', 'fourth', 'day', 'of', 'nationwide', 'protests', 'protest', 'after', 'the', 'death', 'of', 'george', 'floyd', 'hundreds', 'hundred', 'are', 'be', 'setting', 'set', 'out', 'from', 'dc', 'is', 'be', 'you', 'street', 'for', 'a', 'march', 'toward', 'the', 'white', 'house', 'their', 'they', 'starting', 'chant', 'no', 'justice', 'no', 'peace', 'later', 'it', 'is', 'be', 'derek', 'chauvin', 'third', 'degree—fuck', 'that', 'it', 'is', 'be', 'first', 'degree']",trust,3.0,1.657
2020-05-29 22:35:09,Peaceful protest happening on 14th street right now #DC #BlackLivesMatter,"['peaceful', 'protest', 'happening', 'happen', 'on', '14th', 'street', 'right', 'now', 'dc', 'blacklives', 'matter']",trust,2.0,1.125
2020-05-29 22:38:07,Marchers in DC protesting against the death of #GeorgeFloyd. Chants what is his name? George Floyd! – at McPherson Square Metro Station,"['marchers', 'marcher', 'in', 'dc', 'protesting', 'protest', 'against', 'the', 'death', 'of', 'georgefloyd', 'chants', 'chant', 'what', 'is', 'be', 'his', 'he', 'name', 'george', 'floyd', 'at', 'mcpherson', 'square', 'metro', 'station']",sadness,1.0,0.915
2020-05-29 22:41:49,"Harrisonburg, VA #BlackLivesMatter #JusticeForGeorgeFlyod – at Court Square","['harrisonburg', 'va', 'blacklives', 'matter', 'justice', 'forgeorgeflyod', 'at', 'court', 'square']",trust,2.0,1.188
2020-05-29 22:42:57,"dc is #GeorgeFloyd protest is a block east of the White House, but it did not make the turn to go there... still heading south toward Pennsylvania Avenue NW.","['dc', 'is', 'be', 'george', 'floyd', 'protest', 'is', 'be', 'a', 'block', 'east', 'of', 'the', 'white', 'house', 'but', 'it', 'did', 'do', 'not', 'make', 'the', 'turn', 'to', 'go', 'there', 'still', 'heading', 'head', 'south', 'toward', 'pennsylvania', 'avenue', 'nw']",trust,1.0,0.344
2020-05-29 22:45:02,Young protester in DC chanting I can not breathe and Don't shoot a they march down 14th St. #GeorgeFloyd,"['young', 'protesters', 'protester', 'in', 'dc', 'chanting', 'chant', 'i', 'can', 'not', 'breathe', 'and', 'do', ""n't"", 'not', 'shoot', 'as', 'they', 'march', 'down', '14th', 'st.', 'georgefloyd']",anticipation,2.0,0.883
2020-05-29 22:47:52,auction I am auctioning a signed copy of my child is book #TheMagicBeet bid start at $20 increment of $1 tag who you outbid 100% of proceeds will be donated to the #BlackLivesMatter movement Ends at 9pm est. #artistssupportBLM #ArtistsSupportingBLM,"['auction', 'i', 'am', 'be', 'auctioning', 'auction', 'a', 'signed', 'sign', 'copy', 'of', 'my', 'children', 'child', 'is', 'be', 'book', 'themagicbeet', 'bid', 'starts', 'start', 'at', '20', 'increments', 'increment', 'of', '1', 'tag', 'who', 'you', 'outbid', '100', 'of', 'proceeds', 'proceed', 'will', 'be', 'donated', 'donate', 'to', 'the', 'blacklives', 'matter', 'movement', 'ends', 'end', 'at', '9', 'pm', 'est', '#artistssupportblm', 'artistssupportingblm']",anticipation,3.0,1.8120000000000003
2020-05-29 23:07:29,George Floyd Protesters Marching to White House. Shomari Stone Reports LIVE from the scene. VIDEO #GeorgeFloyd,"['george', 'floyd', 'protesters', 'marching', 'march', 'to', 'white', 'house', 'shomari', 'stone', 'reports', 'report', 'live', 'from', 'the', 'scene', 'video', 'george', 'floyd']",joy,2.0,0.515
2020-05-29 23:13:01,George Floyd Protesters Marching to White House. NBC washington is Shomari Stone Reports LIVE from the scene. #GeorgeFloydProtest #DCProtest,"['george', 'floyd', 'protesters', 'marching', 'march', 'to', 'white', 'house', 'nbc', 'washington', 'is', 'be', 'shomari', 'stone', 'reports', 'report', 'live', 'from', 'the', 'scene', 'george', 'floyd', 'protest', 'dcprotest']",joy,2.0,0.515
2020-05-29 23:21:55,Hands up. Don't shoot. #GeorgeFloydprotest #BlackLivesMatter – at The White House,"['hands', 'hand', 'up', 'do', ""n't"", 'not', 'shoot', 'georgefloydprotest', 'blacklives', 'matter', 'at', 'the', 'white', 'house']",trust,2.0,0.821
2020-05-29 23:23:26,"Just to follow up on this, a White House cop gave a protestor a concussion. They carried him away while we all chased after them. WE DEMAND JUSTICE. WHAT BETTER PLACE TO DO IT THAN doorstep. #dcprotest #blacklivesmatter","['just', 'to', 'follow', 'up', 'on', 'this', 'a', 'white', 'house', 'cop', 'gave', 'give', 'a', 'protestor', 'a', 'concussion', 'they', 'carried', 'carry', 'him', 'he', 'away', 'while', 'we', 'all', 'chased', 'chase', 'after', 'them', 'they', 'we', 'demand', 'justice', 'what', 'better', 'place', 'to', 'do', 'it', 'than', 'doorstep', '#dcprotest', 'blacklivesmatter']",trust,4.0,1.9619999999999997
2020-05-29 23:27:32,#GeorgeFloyd Protest just outside of the White House. – at Lafayette Statue,"['george', 'floyd', 'protest', 'just', 'outside', 'of', 'the', 'white', 'house', 'at', 'lafayette', 'statue']",trust,1.0,0.344
2020-05-29 23:27:39,Happening now Sizeable crowd gathering outside of the White House protesting the killing of George Floyd and Ahmaud Arbery. – at The White House,"['happening', 'happen', 'now', 'sizeable', 'crowd', 'gathering', 'gather', 'outside', 'of', 'the', 'white', 'house', 'protesting', 'protest', 'the', 'killings', 'killing', 'of', 'george', 'floyd', 'and', 'ahmaud', 'arbery', 'at', 'the', 'white', 'house']",fear,1.0,0.9059999999999999
2020-05-29 23:39:24,"Protest is growing outside the White House. Protesters chant, Black Lives Matter, No Justice, No Peace. they are outraged over the death of George Floyd, Breonna Taylor and other unarmed African Americans in the United States. #GeorgeFloyd #BreonnaTaylor – at The White House","['protest', 'is', 'be', 'growing', 'grow', 'outside', 'the', 'white', 'house', 'protesters', 'chant', 'black', 'lives', 'matter', 'no', 'justice', 'no', 'peace', 'they', 'are', 'be', 'outraged', 'outrage', 'over', 'the', 'deaths', 'death', 'of', 'george', 'floyd', 'breonna', 'taylor', 'and', 'other', 'unarmed', 'african', 'americans', 'in', 'the', 'united', 'states', 'georgefloyd', 'breonnataylor', 'at', 'the', 'white', 'house']",trust,6.0,3.3209999999999997
2020-05-29 23:40:46,OPINION | The killing of George Floyd underscore why we need a police culture of peer intervention by via,"['opinion', 'the', 'killing', 'of', 'george', 'floyd', 'underscores', 'underscore', 'why', 'we', 'need', 'a', 'police', 'culture', 'of', 'peer', 'intervention', 'by', 'via']",fear,2.0,1.234
2020-05-29 23:41:27,Protesters in front of the White House. #GeorgeFloyd. – at Lafayette Square Park,"['protesters', 'in', 'front', 'of', 'the', 'white', 'house', 'georgefloyd', 'at', 'lafayette', 'square', 'park']",trust,1.0,0.344
2020-05-29 23:43:42,Protestors knock over the fencing outside the White House #DC #GeorgeFloydprotest #GeorgeFloyd – at The White House,"['protestors', 'protestor', 'knock', 'over', 'the', 'fencing', 'outside', 'the', 'white', 'house', 'dc', 'georgefloydprotest', 'georgefloyd', 'at', 'the', 'white', 'house']",trust,1.0,0.344
2020-05-29 23:47:03,Protest in front of the White House. #georgefloyd.,"['protest', 'in', 'front', 'of', 'the', 'white', 'house', '#georgefloyd']",trust,1.0,0.344
2020-05-29 23:49:41,"The scene tonight at the White House, #WashingtonDC. Crowds chanting #BlackLivesMatter in protest at death of #GeorgeFloyd in #Minneapolis","['the', 'scene', 'tonight', 'at', 'the', 'white', 'house', 'washington', 'dc', 'crowds', 'crowd', 'chanting', 'chant', 'blacklives', 'matter', 'in', 'protest', 'at', 'death', 'of', 'georgefloyd', 'in', '#minneapolis']",fear,2.0,1.109
2020-05-29 23:54:47,NOW A woman just climbed over the barrier outside the White House. Secret service officer took her into custody. Some protester tell me Trump ha not shown leadership over race relation in America. they are angry over death #GeorgeFloyd #BreonnaTaylor. – at The White House,"['now', 'a', 'woman', 'just', 'climbed', 'climb', 'over', 'the', 'barrier', 'outside', 'the', 'white', 'house', 'secret', 'service', 'officers', 'officer', 'took', 'take', 'her', 'she', 'into', 'custody', 'some', 'protesters', 'protester', 'tell', 'me', 'i', 'trump', 'has', 'have', 'not', 'shown', 'show', 'leadership', 'over', 'race', 'relations', 'relation', 'in', 'america', 'they', 'are', 'be', 'angry', 'over', 'deaths', 'death', 'george', 'floyd', '#breonnataylor', 'at', 'the', 'white', 'house']",trust,5.0,2.071
2020-05-29 23:55:44,Intersection of Light St. and Pratt St. is shut down. Chants of GEORGE FLOYD and I CAN'T BREATHE,"['intersection', 'of', 'light', 'st.', 'and', 'pratt', 'st.', 'is', 'be', 'shut', 'down', 'chants', 'of', 'george', 'floyd', 'and', 'i', 'ca', 'can', ""n't"", 'not', 'breathe']",,0.0,0.0
2020-05-29 23:59:24,"Manifestantes frente a la Casa Blanca gritando I can not breathe White silence is violence No justice, no peace, no racist police #BlackLivesMatter #GeorgeFloyd – at The White House","['manifestantes', 'frente', 'a', 'la', 'casa', 'blanca', 'gritando', 'i', 'can', 'not', 'breathe', 'white', 'silence', 'is', 'be', 'violence', 'no', 'justice', 'no', 'peace', 'no', 'racist', 'police', 'blacklives', 'matter', 'georgefloyd', 'at', 'the', 'white', 'house']",trust,5.0,2.6179999999999994
2020-05-30 00:01:17,"Calmer now with loud and ceaseless chanting at the White House, among the shout here George Floyd, say his name/No morals, no peace/Stop killing us/I can not breathe. None of u WANT to be here in the middle of a pandemic, a protester yell out from the crowd behind me.","['calmer', 'now', 'with', 'loud', 'and', 'ceaseless', 'chanting', 'at', 'the', 'white', 'house', 'among', 'the', 'shouts', 'shout', 'here', 'george', 'floyd', 'say', 'his', 'he', 'name', 'no', 'morals', 'moral', 'no', 'peace', 'stop', 'killing', 'kill', 'us', 'we', 'i', 'can', 'not', 'breathe', 'none', 'of', 'us', 'we', 'want', 'to', 'be', 'here', 'in', 'the', 'middle', 'of', 'a', 'pandemic', 'a', 'protester', 'yells', 'yell', 'out', 'from', 'the', 'crowd', 'behind', 'me', 'i']",fear,4.0,2.97
2020-05-30 00:05:52,"I apologize for my late response. i have been gathering my thought of how I could say exactly how I feel. Like most of you I have felt rage, fear, and disgust. #BlackLivesMatter #JusticeForGeorge","['i', 'apologize', 'for', 'my', 'late', 'response', 'i', 'have', 'been', 'be', 'gathering', 'gather', 'my', 'thoughts', 'thought', 'of', 'how', 'i', 'could', 'say', 'exactly', 'how', 'i', 'feel', 'like', 'most', 'of', 'you', 'i', 'have', 'felt', 'feel', 'rage', 'fear', 'and', 'disgust', 'blacklives', 'blacklive', 'matter', 'justiceforgeorge']",anger,3.0,2.013
2020-05-30 00:20:46,#BlackLivesMatter,['#blacklivesmatter'],,0.0,0.0
2020-05-30 00:23:23,"Nueva York, Washington y Atlanta se suman a la protestas. San Francisco y Denver también. Se decreta toque de queda en Mineápolis desde la 8pm. #GeorgeFloyd","['nueva', 'york', 'washington', 'y', 'atlanta', 'se', 'suman', 'a', 'las', 'protestas', 'protesta', 'san', 'francisco', 'y', 'denver', 'también', 'se', 'decreta', 'toque', 'de', 'queda', 'en', 'mineápolis', 'desde', 'las', '8', 'pm', 'georgefloyd']",,0.0,0.0
2020-05-30 00:28:09,Parts of Brambleton Ave blocked. March for George Floyd cont. in Norfolk,"['parts', 'part', 'of', 'brambleton', 'ave', 'blocked', 'block', 'march', 'for', 'george', 'floyd', 'cont.', 'in', 'norfolk']",,0.0,0.0
2020-05-30 00:31:28,RIGHT NOW Demonstrators gather outside of City Hall in protest to the death of #GeorgeFloyd. Protesters have been taking to downtown since 6p.,"['right', 'now', 'demonstrators', 'gather', 'outside', 'of', 'city', 'hall', 'in', 'protest', 'to', 'the', 'death', 'of', 'georgefloyd', 'protesters', 'have', 'been', 'be', 'taking', 'take', 'to', 'downtown', 'since', '6', 'p']",sadness,1.0,0.915
2020-05-30 00:33:39,Comparing the police response to the George Floyd protest to the lockdown protest,"['comparing', 'compare', 'the', 'police', 'response', 'to', 'the', 'george', 'floyd', 'protests', 'protest', 'to', 'the', 'lockdown', 'protests', 'protest']",trust,1.0,0.484
2020-05-30 00:42:59,BLACK LIVES MATTER,"['black', 'lives', 'life', 'matter']",trust,1.0,0.47700000000000004
2020-05-30 00:46:32,"Taking the cue from Please, please, my non-Black brother and sisters. Don't say ‘Black Lives Matter' if you are not ALSO going to push for reparation for those of u who descend from US chattel slavery. And do not say, But how are going to do it? #JusticeForGeorge","['taking', 'take', 'the', 'cue', 'from', 'please', 'please', 'my', 'non-black', 'brothers', 'brother', 'and', 'sisters', 'sister', 'do', ""n't"", 'not', 'say', 'black', 'lives', 'life', 'matter', 'if', 'you', 'are', 'be', 'not', 'also', 'going', 'go', 'to', 'push', 'for', 'reparations', 'reparation', 'for', 'those', 'of', 'us', 'we', 'who', 'descend', 'from', 'us', 'chattel', 'slavery', 'and', 'do', 'not', 'say', 'but', 'how', 'are', 'be', 'going', 'go', 'to', 'do', 'it', 'justice', 'forgeorge']",trust,4.0,2.219
2020-05-30 00:48:24,I Believe That We Will Win #SayHisName #GeorgeFloyd #NotOneAllFour – at The White House,"['i', 'believe', 'that', 'we', 'will', 'win', 'sayhisname', 'george', 'floyd', 'notoneallfour', 'at', 'the', 'white', 'house']",joy,2.0,0.836
2020-05-30 00:51:49,"Manifestantes gritan frente al Congreso de Estados Unidos los nombres de víctimas de los abusos policiales contra los afroamericanos. La última, George Floyd, en Mineápolis. Se reaviva el movimiento #BlackLivesMatter , iniciado en 2013. – at United States Capitol","['manifestantes', 'gritan', 'frente', 'al', 'congreso', 'de', 'estados', 'unidos', 'los', 'nombres', 'de', 'víctimas', 'de', 'los', 'abusos', 'abuso', 'policiales', 'policiale', 'contra', 'los', 'afroamericanos', 'la', 'última', 'george', 'floyd', 'en', 'mineápolis', 'se', 'reaviva', 'el', 'movimiento', 'blacklives', 'matter', 'iniciado', 'en', '2013', 'at', 'united', 'states', 'capitol']",trust,2.0,1.172
2020-05-30 00:56:33,"Les manifestation pour #GeorgeFloyd gagnent tous le . Ce soir à Washington, plusieurs centaines de personnes devant le US Capitol, dont Sophie qui « accuse de soutenir un meurtrier » et d'attiser la violence","['les', 'manifestations', 'manifestation', 'pour', 'georgefloyd', 'gagnent', 'tous', 'les', 'ce', 'soir', 'à', 'washington', 'plusieurs', 'centaines', 'de', 'personnes', 'devant', 'le', 'us', 'capitol', 'dont', 'sophie', 'qui', 'accuse', 'de', 'soutenir', 'un', 'meurtrier', 'et', ""d'attiser"", 'la', 'violence']",fear,2.0,1.343
2020-05-30 01:00:55,#BlackLivesMatter,['#blacklivesmatter'],,0.0,0.0
2020-05-30 01:02:03,BLACK LIVES MATTER,"['black', 'lives', 'life', 'matter']",trust,1.0,0.47700000000000004
2020-05-30 01:05:36,Protesting at the U.S. Capitol. #BlackLivesMatter,"['protesting', 'protest', 'at', 'the', 'u.s.', 'capitol', 'blacklivesmatter']",,0.0,0.0
2020-05-30 01:06:50,The Revolution Will Be Televised. #BlackLivesMatter #JusticeForGeorgeFlyod #dcprotest #BLM #GeorgeFloydprotest,"['the', 'revolution', 'will', 'be', 'televised', 'televise', 'blacklives', 'matter', 'justice', 'forgeorgeflyod', '#dcprotest', 'blm', 'georgefloydprotest']",trust,2.0,1.188
2020-05-30 01:11:22,I know most people do not have a fb so I am posting the information on here! This is for anyone IN PHILADELPHIA who want to come out and support!! #GeorgeFloyd #BlackLivesMatter #philly https//twitter.com/Jalaya_B/status/1266533263893561349,"['i', 'know', 'most', 'people', 'do', 'not', 'have', 'a', 'fb', 'so', 'i', 'am', 'be', 'posting', 'post', 'the', 'information', 'on', 'here', 'this', 'is', 'be', 'for', 'anyone', 'in', 'philadelphia', 'who', 'wants', 'want', 'to', 'come', 'out', 'and', 'support', 'georgefloyd', 'blacklivesmatter', '#philly', 'https//twitter.com/jalaya_b/status/1266533263893561349']",,0.0,0.0
2020-05-30 01:29:00,Wild. Explosion in CNN center. #cnn #GeorgeFloyd #AtlantaRiot,"['wild', 'explosion', 'in', 'cnn', 'center', 'cnn', 'george', 'floyd', 'atlantariot']",surprise,2.0,1.484
2020-05-30 01:31:11,Are we on the same page? #BlackLivesMatter,"['are', 'be', 'we', 'on', 'the', 'same', 'page', 'blacklivesmatter']",,0.0,0.0
2020-05-30 01:49:28,"STATEN ISLAND GATHERINGS THIS SATURDAY MAY 30, 1pm AND SUNDAY MAY 31, 12pm. #BlacklivesMatter #JusticeForGeorgeFlyod #TheyKilledEricGarnerHere #EndPoliceTerror","['staten', 'island', 'gatherings', 'gathering', 'this', 'saturday', 'may', '30', '1', 'pm', 'and', 'sunday', 'may', '31', '12', 'pm', 'blacklives', 'matter', 'justiceforgeorgeflyod', 'theykilledericgarnerhere', 'endpoliceterror']",trust,1.0,0.47700000000000004
2020-05-30 02:05:37,#blacklivesmatter,['#blacklivesmatter'],,0.0,0.0
2020-05-30 02:05:56,#blacklivesmatter,['#blacklivesmatter'],,0.0,0.0
2020-05-30 02:17:41,"Across the country, thousand plead for justice a chaos, unrest grows #GeorgeFloyd","['across', 'the', 'country', 'thousands', 'thousand', 'plead', 'for', 'justice', 'as', 'chaos', 'unrest', 'grows', 'grow', 'george', 'floyd']",fear,2.0,1.23
2020-05-30 02:19:49,"George Floyd and officer who kneeled on his neck had worked at same nightclub, former owner says. She said it appeared to her that Derek Chauvin, who worked off duty on security, wa always very nervous, especially on the venue is urban nights.","['george', 'floyd', 'and', 'officer', 'who', 'kneeled', 'kneel', 'on', 'his', 'he', 'neck', 'had', 'have', 'worked', 'work', 'at', 'same', 'nightclub', 'former', 'owner', 'says', 'say', 'she', 'said', 'say', 'it', 'appeared', 'appear', 'to', 'her', 'she', 'that', 'derek', 'chauvin', 'who', 'worked', 'work', 'off', 'duty', 'on', 'security', 'was', 'be', 'always', 'very', 'nervous', 'especially', 'on', 'the', 'venue', 'is', 'be', 'urban', 'nights', 'night']",trust,1.0,0.609
2020-05-30 02:26:03,Police appear to be AIMING rubber bullet at this clearly identifiable news crew in Louisville. This is what happens when we have a president that condones violence against journalists. #FreedomOfThePress #BlackLivesMatter,"['police', 'appear', 'to', 'be', 'aiming', 'aim', 'rubber', 'bullets', 'bullet', 'at', 'this', 'clearly', 'identifiable', 'news', 'crew', 'in', 'louisville', 'this', 'is', 'be', 'what', 'happens', 'happen', 'when', 'we', 'have', 'a', 'president', 'that', 'condones', 'condone', 'violence', 'against', 'journalists', 'journalist', 'freedomofthepress', 'blacklivesmatter']",trust,3.0,1.382
2020-05-30 02:32:06,My statement on the murder of George Floyd,"['my', 'statement', 'on', 'the', 'murder', 'of', 'george', 'floyd']",fear,1.0,0.9059999999999999
2020-05-30 02:35:04,"Mark Fuhrman, who pleaded no contest to perjury in connection with his use of racial slur during OJ Simpson trial, told Fox the video of George floyd is death is a slow and really painful thing to watch of somebody grinding somebody is face into the pavement until they are dead.","['mark', 'fuhrman', 'who', 'pleaded', 'plead', 'no', 'contest', 'to', 'perjury', 'in', 'connection', 'with', 'his', 'he', 'use', 'of', 'racial', 'slurs', 'slur', 'during', 'oj', 'simpson', 'trial', 'told', 'tell', 'fox', 'the', 'video', 'of', 'george', 'floyd', 'is', 'be', 'death', 'is', 'be', 'a', 'slow', 'and', 'really', 'painful', 'thing', 'to', 'watch', 'of', 'somebody', 'grinding', 'grind', 'somebody', 'is', 'be', 'face', 'into', 'the', 'pavement', 'until', 'they', 'are', 'be', 'dead']",fear,4.0,2.359
2020-05-30 02:35:49,PEACEFUL protest happening now in DC at Gallery Place #BlackLivesMatters #GeorgeFloyd,"['peaceful', 'protest', 'happening', 'happen', 'now', 'in', 'dc', 'at', 'gallery', 'place', 'blacklives', 'matters', 'george', 'floyd']",trust,2.0,1.093
2020-05-30 02:38:07,A man hold a Black Lives Matter sign outside the White House during a peaceful protest over the death of George Floyd. #PictureOfTheDay,"['a', 'man', 'holds', 'hold', 'a', 'black', 'lives', 'matter', 'sign', 'outside', 'the', 'white', 'house', 'during', 'a', 'peaceful', 'protest', 'over', 'the', 'death', 'of', 'george', 'floyd', 'pictureoftheday']",trust,3.0,1.4689999999999999
2020-05-30 02:41:35,#TRUTH #BlackLivesMatter,"['truth', 'blacklivesmatter']",trust,1.0,0.8440000000000001
2020-05-30 02:42:30,"Protests in D.C. #BLM #GeorgeFloyd #StopKillingUs #CrumpCam – at Washington, D.C.","['protests', 'protest', 'in', 'd.c.', 'blm', 'george', 'floyd', 'stopkilling', 'u', 's', ""'s"", 'crumpcam', 'at', 'washington', 'd.c.']",,0.0,0.0
2020-05-30 02:44:34,"The SC Democrat Party crossed a line tonight lying to SCians about record on race issues, capitalizing on the tragic death of George Floyd. you have got to be willfully ignorant to not see that Senator Scott ha been on the front line of these hard issues.","['the', 'sc', 'democrat', 'party', 'crossed', 'cross', 'a', 'line', 'tonight', 'lying', 'lie', 'to', 'scians', 'about', 'record', 'on', 'race', 'issues', 'issue', 'capitalizing', 'capitalize', 'on', 'the', 'tragic', 'death', 'of', 'george', 'floyd', 'you', 'have', 'got', 'get', 'to', 'be', 'willfully', 'ignorant', 'to', 'not', 'see', 'that', 'senator', 'scott', 'has', 'have', 'been', 'be', 'on', 'the', 'front', 'lines', 'line', 'of', 'these', 'hard', 'issues', 'issue']",sadness,4.0,2.617
2020-05-30 02:45:00,"Here is an apparently radical thing to say a a Republican #BlackLivesMatter. They always have and always will. As someone pretty influential once said, love one another.","['here', 'is', 'be', 'an', 'a', 'apparently', 'radical', 'thing', 'to', 'say', 'as', 'a', 'republican', 'blacklives', 'matter', 'they', 'always', 'have', 'and', 'always', 'will', 'as', 'someone', 'pretty', 'influential', 'once', 'said', 'say', 'love', 'one', 'another']",trust,4.0,2.157
2020-05-30 02:47:07,"Shout out to for giving more context to George floyd is life. I am glad that he wa able to explain why we riot and just make pointed commentary. Thank you, brother.","['shout', 'out', 'to', 'for', 'giving', 'give', 'more', 'context', 'to', 'george', 'floyd', 'is', 'be', 'life', 'i', 'am', 'be', 'glad', 'that', 'he', 'was', 'be', 'able', 'to', 'explain', 'why', 'we', 'riot', 'and', 'just', 'make', 'pointed', 'point', 'commentary', 'thank', 'you', 'brother']",joy,3.0,1.688
