tweet_id,content,sentiment,tweet_text
613675563308437504,@DyingMatters Lessons in Death and Living @NationalGallery reflects on relevance of paintings of death for us today http://t.co/fS8dtBot3Z,nocode, Lessons in Death and Living reflects on relevance of paintings of death for us today 
614016152612786176,@CarolineLawrenc @britishmuseum They're so cute!,happy, Theyre so cute
611543759545856000,@britishmuseum @thehistoryguy Gosh periscope is definitely on trend. High profile people using it and I have not even tried it yet.,surprise, Gosh periscope is definitely on trend High profile people using it and I have not even tried it yet
611922717428813825,Breathtaking display @britishmuseum but nothing makes me swoon like the Barberini Faun #DefiningBeauty http://t.co/gInGd7Vcel,happy,Breathtaking display but nothing makes me swoon like the Barberini Faun DefiningBeauty 
611620385813966848,"@eguilbs I forget the correct hashtag, but was about how the @britishmuseum could move towards a better future in the digital age. Was cool!",happy, I forget the correct hashtag but was about how the could move towards a better future in the digital age Was cool
612643045146636290,@BonVoyageurs @britishmuseum Beautiful post!,happy, Beautiful post
615141532065234944,The @NationalGallery - a perfect haven on a rainy London Sunday,happy,The a perfect haven on a rainy London Sunday
611577913431982080,@HistoryLibya @britishmuseum الله اكبر علي الليبين,nocode, الله اكبر علي الليبين
611094972775931904,Blog post: #AsktheGallery how not to engage with an angry audience. @NationalGallery brushes questions aside http://t.co/kfTCCyxFAD,angry,Blog post AsktheGallery how not to engage with an angry audience brushes questions aside 
613920998761467904,The Astronomers of Babylon (explorable website) by @britishmuseum http://t.co/XSyJcM1ua8 http://t.co/NqoViXK22h,nocode,The Astronomers of Babylon explorable website by 
611529505824481280,"@PenguinUKBooks @aroberts_andrew @britishmuseum Did Napoleon's uniform survive... &amp; if so, where is it now?",nocode, Did Napoleons uniform survive amp if so where is it now
610574870339022849,Day 1 of filming today... I will be visiting @tateliverpool @SlaveryMuseum @MuseumLiverpool and many more places! #vlog #day1,happy,Day 1 of filming today I will be visiting and many more places vlog day1
614964696899305472,@britishmuseum Great update! It's now featured on on http://t.co/3r5WPxT0Jc http://t.co/vBECDK2bj5,happy, Great update Its now featured on on 
611536375205232640,"@britishmuseum  '　　,⌒ 、 ＿／/＿_\＼＿ '乛彡ㅎ_ㅎ 乛 ,,= 乀_-丿=,、 ／/ \＼^　\＼ ＼二:\ ＼:)/／ 　/' ／^＼ \ （／\ ｜ /＼) .　/二｜二\ 　　_|｜|_ 　（＿/\＿) #Waterloo200",nocode, 　　⌒ 、 ＿／＿＼＿ 乛彡ㅎㅎ 乛 乀丿、 ／ ＼　＼ ＼二 Skeptical annoyed undecided uneasy or hesitant ＼ Skeptical annoyed undecided uneasy or hesitant ／ 　 ／＼ （／ ｜ ＼ 　二｜二 　　｜ 　（＿＿ Waterloo200
610573518774870016,Take a virtual tour of 18 rooms at the @NationalGallery http://t.co/zqKc4oIAnZ #museos,nocode,Take a virtual tour of 18 rooms at the museos
614345905555251200,Exhibition sounds fab - #photographs #indigenous #Siberia #Mongolia @MAACambridge #sensory #relational #knowledge https://t.co/VGC0o9HHpA,happy,Exhibition sounds fab photographs indigenous Siberia Mongolia sensory relational knowledge 
611897165867286528,More on Napoleon by @aroberts_andrew at the @britishmuseum tonight at 6.30pm @KingsCollegeLon @kingshistory http://t.co/U0E1kRX9GO,nocode,More on Napoleon by at the tonight at 630pm 
612338324041302016,@vexxxed yes please! Saw his show @_TheWhitechapel years ago.,happy, yes please Saw his show years ago
615476596229730304,Wimbledon join @Disney and the @NationalGallery in the list of destinations that are clamping down on selfie sticks http://t.co/gQH8PSmn4A,nocode,Wimbledon join and the in the list of destinations that are clamping down on selfie sticks 
611798292582821888,@CamUnivMuseums to take part in Subject Taster Week in Sept for post 16 students https://t.co/zvUIt6wGpk http://t.co/BpK9x0TWGV,nocode, to take part in Subject Taster Week in Sept for post 16 students 
611813165534461952,@BMAGcurators @NationalGallery @artfund @HelenHillyard @BM_AG,nocode, 
614183552159207426,#donottouch @britishmuseum (not the real one - promise!) http://t.co/FCZSLOixQr,happy,donottouch not the real one promise 
612600345085095936,@elginism does it mean the @britishmuseum justifies Elgin's theft as he was protecting the #Sculptures from the Ottomans occupation of #GR?,nocode, does it mean the justifies Elgins theft as he was protecting the Sculptures from the Ottomans occupation of GR
613976048229838848,.@Bobstaah @NationalGallery thanks Bobby. I'm heading to London in a couple of weeks - I'll take a look. ELC,happy, thanks Bobby Im heading to London in a couple of weeks Ill take a look ELC
614440956088164354,#DefiningBeauty at @britishmuseum looks at how ancient Greeks used human body as object of beauty &amp; bearer of meaning http://t.co/Rb5NMTLYql,nocode,DefiningBeauty at looks at how ancient Greeks used human body as object of beauty amp bearer of meaning 
614418538820993024,"@britishmuseum Omg, he looks totally like Al Pacino! http://t.co/jHgsdUsFCn /@schriftart",surprise, Omg he looks totally like Al Pacino 
610391914622357504,Are the Rothschild bronzes by #Michelangelo?@FitzMuseum_UK is holding a conference to find out http://t.co/X11IZD0uts http://t.co/QM0K31ZmTM,nocode,Are the Rothschild bronzes by Michelangelo is holding a conference to find out 
611443712686706688,We hope that Y12 history of art pupils enjoy their visit to @kettlesyard today,happy,We hope that Y12 history of art pupils enjoy their visit to today
614453256945803264,@britishmuseum Thank you very much!,happy, Thank you very much
613755654436712448,"@NationalGallery If you studied the OU's Introduction to Humanities, you'll know this painting well",nocode, If you studied the OUs Introduction to Humanities youll know this painting well
613621888040992768,Researcher @Mona3Dimaging discussed 3D imaging cultural heritage on our #engineering pod https://t.co/XAkzb1Ikzw @3D_Digi_SI @britishmuseum,nocode,Researcher discussed 3D imaging cultural heritage on our engineering pod 
611533211928240128,@britishmuseum @CFontainebleau @MuseeArmee  I picture it waiting to be rescued from an ancient attic....thank you!,happy, I picture it waiting to be rescued from an ancient atticthank you
611239444046327808,I just told @tate @britishmuseum @NPGLondon &amp; @RoyalOperaHouse to #DropBP Sponsorship. Join me: http://t.co/gmbtUDKh6m,angry,I just told amp to DropBP Sponsorship Join me 
613115872434094080,"War, by Henri Rousseau 1891 Oil on Canvas (@NationalGallery) http://t.co/Pxkw82CFln",nocode,War by Henri Rousseau 1891 Oil on Canvas 
613728108491968512,"St Botolph's Priory, remains of Tudor #Colchester “@britishmuseum: Henry VIII was crowned king #onthisday in 1509."" http://t.co/CuwQ06J2Nw",nocode,St Botolphs Priory remains of Tudor Colchester Henry VIII was crowned king onthisday in 1509 
611531981696946177,@TessaK3 @britishmuseum The shit of kings frightened by Napoleon.,nocode, The shit of kings frightened by Napoleon
611618374133661696,@britishmuseum thank you for a fascinating scope,happy, thank you for a fascinating scope
611619022472355840,@britishmuseum interesting #periscope broadcast with @thehistoryguy - but landscape format very difficult to view on phones - please amend,happy|sad, interesting periscope broadcast with but landscape format very difficult to view on phones please amend
613302757110452224,Pretty cool #curator up right now at the Polar Museum in Cambridge @CamUnivMuseums http://t.co/4nPmeW5we7 (pun semi-intended...),happy,Pretty cool curator up right now at the Polar Museum in Cambridge pun semiintended
614166092777439232,I've won two free tickets to the private viewing of the Jackson Pollock exhibition @tateliverpool can't wait!!!!! 😊,happy,Ive won two free tickets to the private viewing of the Jackson Pollock exhibition cant wait smilingfacewithsmilingeyes 
615469080980664320,Who's going to the Jackson Pollock PV @tateliverpool tonight? Great @Guardian piece on why he gave up painting: http://t.co/VnN7vZK1af,happy,Whos going to the Jackson Pollock PV tonight Great piece on why he gave up painting 
614840376877318144,QT“@britishmuseum: New on the blog: Richard Parkinson discusses sexual identity #Pride2015 http://t.co/yJrbgstgeB http://t.co/nxi8KZc9tY”,nocode,QT New on the blog Richard Parkinson discusses sexual identity Pride2015 
611949953301282816,"Now for the keynote of the Piero della Francesca conference, by James R. Banker @NationalGallery @CourtauldStudy",nocode,Now for the keynote of the Piero della Francesca conference by James R Banker 
610743773128228865,It's a great day to #AskTheGallery with both @NationalGallery &amp; @Tate opening their Twitter doors for live questions&gt; http://t.co/tYH5tk8k4x,happy,Its a great day to AskTheGallery with both amp opening their Twitter doors for live questionsgt 
614730474192281601,@DorothyJonesDJ @Gilleeece @Arch_Archive If open &amp; I was in London I would have a nose at http://t.co/PlXdJbfnR1 or always  @britishmuseum,nocode, If open amp I was in London I would have a nose at or always 
611453812591595520,@NationalGallery @CMorosiere real sisters,not-relevant, real sisters
613321178829168640,@SassyClyde We won't stop til @britishmuseum dumps #BP. Fill in a feedback form when you're there &amp; watch this space: http://t.co/o2JlUnGi1y,angry, We wont stop til dumps BP Fill in a feedback form when youre there amp watch this space 
608313651393646592,@CamUnivMuseums hurry up and email us your contact number &amp; age for a chat! Time is running out...! E: claire.gellard@shiver.tv! Pls RT!,not-relevant, hurry up and email us your contact number amp age for a chat Time is running out E clairegellard Pls RT
611913769128587264,@britishmuseum Here #Buddha cutting his hair in renunciation #Gandhara @AshmoleanMuseum http://t.co/5DJCGvk9Mw,nocode, Here Buddha cutting his hair in renunciation Gandhara 
612579017443680256,All I can say is WOW - @britishmuseum: Your groundbreaking #8mummies exhibition is fantastic http://t.co/zlty9A4srL,happy,All I can say is WOW Your groundbreaking 8mummies exhibition is fantastic 
608297265770340352,"Save the date for Artist Talk: Svend Bayer @PlymouthMuseum http://t.co/0GkwYNNgm4 Tues 14 July, 1.10pm",nocode,Save the date for Artist Talk Svend Bayer Tues 14 July 110pm
615195105872494592,Really enjoyed the #GlennLigon talk @tateliverpool earlier today. His exhibition is truly stimulating!,happy,Really enjoyed the GlennLigon talk earlier today His exhibition is truly stimulating
613775850073403392,Currently @RAMMuseum to discuss #DefeatingDepression with @UofE_Research. Should be interesting.,nocode,Currently to discuss DefeatingDepression with Should be interesting
610200429906018307,@VictoriaRance @kettlesyard @V_and_A these are so beautiful! #GaudierBrzeska,happy, these are so beautiful GaudierBrzeska
615254779216986112,A great @BritishMuseum exhibit is the Lewis Chessmen.Terrific artistry - want to pick up a replica &amp; learn the game! http://t.co/cYjsDCMB1T,happy,A great exhibit is the Lewis ChessmenTerrific artistry want to pick up a replica amp learn the game 
613321314154078208,@britishmuseum   Statue of Poseidon - National Museum Athens,nocode, Statue of Poseidon National Museum Athens
614397492449423360,@stockleyacademy students are a joy to be spending a day with @NationalGallery #stockleyart http://t.co/q7IKWrQh6q,happy, students are a joy to be spending a day with stockleyart 
615182481394913284,@britishmuseum Is he holding an orange? Someone had better watch out!,surprise, Is he holding an orange Someone had better watch out
610388812166901760,Get ready for @FL_FLAMIN the Artists Present w/ Beatrice Gibson+ Sarah Turner @_TheWhitechapel http://t.co/HgWldChrCF http://t.co/fSEXRX6pla,nocode,Get ready for the Artists Present w Beatrice Gibson Sarah Turner 
612574989305425921,Supercool @britishmuseum !! You seriously rock :D,happy,Supercool You seriously rock Laughing big grin or laugh with glasses 
611417689865777152,Frames in Focus: Sansovino Frames ... and so much more at the National Gallery #London  @NationalGallery,nocode,Frames in Focus Sansovino Frames and so much more at the National Gallery London 
613054144732098560,"The Emperor #Napoleon in His Study at the Tuileries, (1812), Painted by #Jacques_Louis_David,@NationalGallery of #Art http://t.co/g3aKAnanrS",nocode,The Emperor Napoleon in His Study at the Tuileries 1812 Painted by JacquesLouisDavid of Art 
615185741786783748,@LondonArtCritic's Top 5 Art Shows to 2C in London this week http://t.co/L8MqhHE3nw @LaceyContemp @britishmuseum http://t.co/vlshGgaDou,nocode, Top 5 Art Shows to 2C in London this week 
614720185904312320,It would have been great to see that material approached using queer theory. @foxvertebrae @britishmuseum,sad,It would have been great to see that material approached using queer theory 
611158837438099456,"Blind Spots, #Pollock black paintings @tateliverpool sounds fascinating, hope I can make the journey north @thetimes http://t.co/V2Y5lPiq2p",happy,Blind Spots Pollock black paintings sounds fascinating hope I can make the journey north 
610112969364484096,Practising Artist required to run workshops @PlymouthMuseum http://t.co/WKfkJusLWX Quote required. Deadline: Fri 26 June #artopps,nocode,Practising Artist required to run workshops Quote required Deadline Fri 26 June artopps
613434802574749696,From The Tomb Of #Nebamun — 1350 BC | #Egyptology #Archaeology #AncientEgypt @britishmuseum http://t.co/moqNQANDZb,nocode,From The Tomb Of Nebamun — 1350 BC Egyptology Archaeology AncientEgypt 
614437147576279040,@psframes @NationalGallery a much welcomed change.,happy, a much welcomed change
614032842721394688,.@_TheWhitechapel's triennial London Open celebrates creativity across the capital 15 July http://t.co/zkGhAvEBrA http://t.co/A6Ep3JRsLb,nocode, triennial London Open celebrates creativity across the capital 15 July 
610747654046355456,@NationalGallery #AskTheGallery Why do you appear to support privatisation? Why don't you value your staff more and support them?,angry, AskTheGallery Why do you appear to support privatisation Why dont you value your staff more and support them
612437359909564416,#QueenVictoria's Jubilee Souvenir Badge @britishmuseum http://t.co/52QRZx0QXM,nocode,QueenVictorias Jubilee Souvenir Badge 
610673649440456704,The Ratzingeriana is out! http://t.co/MWZJMC4rcF Stories via @LB2S @FitzMuseum_UK,happy,The Ratzingeriana is out Stories via 
613361932704305152,@ICIABath FABulous :-),happy, FABulous 
611624459129237504,Thanks @EmmaHiggCN for lovely review! @kettlesyard  https://t.co/3rMImVpqHJ,happy,Thanks for lovely review 
614335844535640064,"@NationalGallery in Italian ""Still Life"" is ""Natura  Morta""= ""Dead Nature,""while they are more alive than ever....",nocode, in Italian Still Life is Natura Morta Dead Naturewhile they are more alive than ever
611600636107456512,@liveatlica collection in excellent company @LeedsArtGallery - thanks to all involved. @Tate_StIves @newlynexchange http://t.co/fQ34sgf0v6,happy, collection in excellent company thanks to all involved 
613801260886675456,@CUBGEducation @MAACambridge ooh sounds good!,happy, ooh sounds good
612929870675476480,"@NationalGallery The 2rd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland",not-relevant, The 2rd GENOCIDE against Biafrans as promised by Buhari has begun3days of unreported aerial Bombardment in Biafraland
613386271751294977,Rosalba Carriera's Portrait has also retained its original Venetian 18th century frame @NationalGallery http://t.co/ZqyC4HLsFV,nocode,Rosalba Carrieras Portrait has also retained its original Venetian 18th century frame 
613249812633403392,#musicalinstruments in art. Johannes Vermeer 1632-1675 A Lady seated at a Virginal @NationalGallery #genre #oil http://t.co/M7l6pfS56y,nocode,musicalinstruments in art Johannes Vermeer 16321675 A Lady seated at a Virginal genre oil 
610046847026118657,Thresholds poet @CamUnivMuseums @classarch Sean Borodale's Bee Journal R3 listen again : http://t.co/TIgagP3M9A”,nocode,Thresholds poet Sean Borodales Bee Journal R3 listen again 
518717559278153730,Tomorrow at #cheltlitfest @CraigClunas talks about @britishmuseum exhibition on Ming dynasty http://t.co/6jU9D1nYv3 http://t.co/LqefFzebQr,nocode,Tomorrow at cheltlitfest talks about exhibition on Ming dynasty 
612573129257394176,"@redhead262 @Tate_StIves @Tate In the garden, yes!  But not in the gallery. How will I restrain myself from patting #Tides 1946 ?",happy, In the garden yes But not in the gallery How will I restrain myself from patting Tides 1946 
611861273068834816,@britishmuseum w/ @bquentin3 &amp; zada_beda feeling like 21st Century is underperforming &amp; not sure… https://t.co/Q0Dmt8MPZU,sad, w amp zadabeda feeling like 21st Century is underperforming amp not sure… 
613675928527470592,@MooseAllain I look forward to congratulating you in person :-) @roshvarosha @LisaLooly @newmanmpaul @DrawntoDevon @ThelmaHulbert,happy, I look forward to congratulating you in person 
610749427729498112,"@nationalgallery Nicholas Penny, how does it feel to get a knighthood?!",nocode, Nicholas Penny how does it feel to get a knighthood
613743976064122880,@NationalGallery One of my favourite paintings!,happy, One of my favourite paintings
611551278263611393,#painting #inprogress #GerardDavid @nationalgallery #oil so much Thursday fun! https://t.co/4YTblNpLaz,happy,painting inprogress GerardDavid oil so much Thursday fun 
611782969410371584,"@johnmbrampton @CambridgeNewsUK @kettlesyard Thank you, John!",happy, Thank you John
615501672299761664,"@Needforcaffeine @lisaj2108 @FitzMuseum_UK Had a personal tour, no less... ;)",happy, Had a personal tour no less 
611206696371908608,Thanks for an inspiring day + warm welcome @FitzMuseumEduca @carreno_k @RachelSinfield @CamUnivMuseums,happy,Thanks for an inspiring day warm welcome 
614357853583839232,#FF follow Friday! @britishmuseum @Hellena7007 @CreateHistorian @indianamonts @DrVictoria01,nocode,FF follow Friday 
612198309344768000,"A ‘sparkling show’ of Turner, Singer Sargent, Cézanne watercolours @FitzMuseum_UK, Cambridge http://t.co/VJnko74IO5 http://t.co/WLJSb0s1qe",happy,A ‘sparkling show of Turner Singer Sargent Cézanne watercolours Cambridge 
610420583684292608,@NationalGallery When will you reinstate Candy Udwin? #AskTheGallery,nocode, When will you reinstate Candy Udwin AskTheGallery
612194281994846208,@britishmuseum @sovonstar We should share this with DAN BAIRD ~ GOTHIC ARTIST this drawing is by artist SALVATOR ROSA born 1615 ~ ETCHING!,happy, We should share this with DAN BAIRD GOTHIC ARTIST this drawing is by artist SALVATOR ROSA born 1615 ETCHING
615440593452421120,Relics and experiments at Barbara Hepworth's studio in St Ives @Tate_StIves #artiststudio # cornwall #scupture http://t.co/3aJLxm05Zg,nocode,Relics and experiments at Barbara Hepworths studio in St Ives artiststudio cornwall scupture 
614008056104534016,@NationalGallery What a beauty! #Baroque,happy, What a beauty Baroque
614423212466810881,"""@corneliagracchi: @PSmirn @britishmuseum Approximately 25% less than he/she once ""urned"""" Precisely!",nocode, Approximately 25 less than heshe once urned Precisely
612800174839042048,ATTN: Museum of stolen property. Hand back our culture. @britishmuseum http://t.co/KNfY53G7Gt #SOSBLAKAUSTRALIA #NOconsent,angry,ATTN Museum of stolen property Hand back our culture SOSBLAKAUSTRALIA NOconsent
615113126753734656,"@ColinGoffin @imagineinquiry Hi, from the @britishmuseum queue. http://t.co/xkZAjuCXlL",nocode, Hi from the queue 
613450071061852160,"@adelegeras @FitzMuseum_UK never heard of it , next time i'm in uk will happy to visit:)",happy, never heard of it next time im in uk will happy to visit Embarrassed or blushing 
611799460159619072,"Sunset in the Auvergne, by Théodore Rousseau.  Thought to be completed 1844  (@NationalGallery) http://t.co/q5C4d0xWfF",nocode,Sunset in the Auvergne by Théodore Rousseau Thought to be completed 1844 
612216254967980036,@Tate_StIves great to hear her talk about the event. I definitely left with a 'feeling of madness' #materialhistories,happy, great to hear her talk about the event I definitely left with a feeling of madness materialhistories
614371180343099392,"So pleased our fav artist Richard Long wins @_TheWhitechapel award, incredible body of work in 'Time and Space' http://t.co/8uO9ecyeGK",happy,So pleased our fav artist Richard Long wins award incredible body of work in Time and Space 
614347166711218176,The chorus of @MedeaNX @Britishmuseum http://t.co/rFdRA7lHOc,nocode,The chorus of 
614844941332803584,Great afternoon at @britishmuseum #DefiningBeauty exhibition with @RiaSarantaridou and @brownie72 :),happy,Great afternoon at DefiningBeauty exhibition with and Embarrassed or blushing 
613323324387688448,Rock art can be helpful in learning about different ways in which camels were used in 1st mill CE http://t.co/yJ7uqCDr6V @britishmuseum,nocode,Rock art can be helpful in learning about different ways in which camels were used in 1st mill CE 
611191638094970882,"@artfund @NationalGallery @HelenHillyard Hi, is it possible to make it clear that the Baroque Galleries open to public Fri June 19? Thanks!",nocode, Hi is it possible to make it clear that the Baroque Galleries open to public Fri June 19 Thanks
611521989577154560,"@britishmuseum @BBCTwo Great news, I've been taping the series and listening to BBC4 as well - fascinating and informative, many thanks!",happy, Great news Ive been taping the series and listening to BBC4 as well fascinating and informative many thanks
612938450547904512,"“@britishmuseum: Born #onthisday in 1898: artist M C Escher, representation of Tower of Babel http://t.co/YhiLc4svUw http://t.co/8sfOWxmL1q”",nocode, Born onthisday in 1898 artist M C Escher representation of Tower of Babel 
609317733402939393,Volunteers needed for ARTIST ROOMS: Gerhard Richter @PlymouthMuseum http://t.co/8leTEA8rUs Deadline: Thurs 3 Sept #artopps,not-relevant,Volunteers needed for ARTIST ROOMS Gerhard Richter Deadline Thurs 3 Sept artopps
615494949686145024,@britishmuseum So much teeth problems un ancient Egypt!!! 😁,surprise, So much teeth problems un ancient Egypt grinningfacewithsmilingeyes 
613773576605446144,"@Kateprintmaker @ComptonVerney This is a real treat, full of inspiration from the @britishmuseum Curious Beasts http://t.co/Gbw1snPRLW",happy, This is a real treat full of inspiration from the Curious Beasts 
614790196329103360,Thrilled to listen to erudite Neil MacGregor from @britishmuseum talking about Germany @CVHISTORYFEST http://t.co/zalas08jDb,happy,Thrilled to listen to erudite Neil MacGregor from talking about Germany 
612176324183126016,@gilescolborne speaking at the @britishmuseum is pretty exciting / daunting... Still trying to decide whether to bring my Mummy or not! 😉,happy|surprise, speaking at the is pretty exciting daunting Still trying to decide whether to bring my Mummy or not winkingface 
611839637691052032,@britishmuseum by Nicholas Hilliard?,nocode, by Nicholas Hilliard
612324752649228288,What lies beneath: drapery and the suggested form @britishmuseum  http://t.co/GCUs1yOBHP,nocode,What lies beneath drapery and the suggested form 
610345145486209024,Director @NationalGallery Nicholas Penny is hosting twitter Q&amp;A on Tue 16th June 10.30am-11.30am #AskTheGallery info: http://t.co/IyiGgvW22C,not-relevant,Director Nicholas Penny is hosting twitter QampA on Tue 16th June 1030am1130am AskTheGallery info 
610586863783530497,"@artinsociety Thanks, good article @NationalGallery @NeilKC41 #BertheMorisot's dau #JulieManet's diary re her family http://t.co/tlj0vPPM35",happy, Thanks good article BertheMorisots dau JulieManets diary re her family 
613425301985607680,Also enjoyed James Richards speaker-bombarding Francis Bacon with soundscape @_TheWhitechapel http://t.co/83UWPwtaiR,happy,Also enjoyed James Richards speakerbombarding Francis Bacon with soundscape 
613435114098274304,From The Tomb Of #Nebamun — 1350 BC | #Egyptology #Archaeology #AncientEgypt @britishmuseum http://t.co/NhMPGK787R,nocode,From The Tomb Of Nebamun — 1350 BC Egyptology Archaeology AncientEgypt 
615229119157022720,@_TheWhitechapel Please follow contemporary conceptual paintings @royalacademy 2005 Visitor artist @ChitraRamnathan http://t.co/aqu0bfvzO2,nocode, Please follow contemporary conceptual paintings 2005 Visitor artist 
615493292105576448,Will someone take me to see the mummies at the @britishmuseum please please please??? 🙏🏼,happy,Will someone take me to see the mummies at the please please please foldedhands mediumlightskintone 
615439528120160256,Whale move again http://t.co/qoWiqtA4LP via @camunivmuseums @zoologymuseum @migratorymatt @whale_whispers #raisethewhale,nocode,Whale move again via raisethewhale
613783942911651840,Engaging work from @opticalmeg at @RAMMuseum #photography #art #wellcometrust http://t.co/yyuw27UH7v,happy,Engaging work from at photography art wellcometrust 
615444235869941760,Morning folks! Last week left for 13-18 year olds to win 2 free tix to Defining Beauty at @britishmuseum. Go to our Facebook page for info,nocode,Morning folks Last week left for 1318 year olds to win 2 free tix to Defining Beauty at Go to our Facebook page for info
614818209762574336,Being good at hunting pays off. King kisses Tristram as a reward @britishmuseum #pride #Pride2015 #PrideinLondon http://t.co/rvUzN5vnpG,happy,Being good at hunting pays off King kisses Tristram as a reward pride Pride2015 PrideinLondon 
611857553316839424,A good idea to refresh the perception of the @NationalGallery collection or a modish attempt at trendiness? http://t.co/HHiHr1CXVa,nocode,A good idea to refresh the perception of the collection or a modish attempt at trendiness 
610432213998551040,@Tate #markgodfrey speaking to the #cca #rca students at @_TheWhitechapel this morning #christopherwilliams http://t.co/dkBrmSxCP9,nocode, markgodfrey speaking to the cca rca students at this morning christopherwilliams 
614860091536371712,The 2 things that most moved Angela Merkel at the @britishmuseum Germany show: Luther's Bible &amp; the model of the Friedrichstrasse station.,nocode,The 2 things that most moved Angela Merkel at the Germany show Luthers Bible amp the model of the Friedrichstrasse station
613363637244157952,@annietrev @britishmuseum Two Britons held over Auschwitz theft http://t.co/kA4d2igJxo,not-relevant, Two Britons held over Auschwitz theft 
611451135057076224,"@NationalGallery This is one of my favourite paintings at the National Gallery, I know where it's hung. Beautiful!",happy, This is one of my favourite paintings at the National Gallery I know where its hung Beautiful
612182594428514304,"Today, find us at Castle Hill Open Day 2015 @kettlesyard at the Methodist Church. #CastleHill15   Serving 12-4. http://t.co/pMO3b0vZOY",nocode,Today find us at Castle Hill Open Day 2015 at the Methodist Church CastleHill15 Serving 124 
611631778055516161,@britishmuseum that was a marvelous @periscopeco broadcast on Napoleon just now. Great use of this new service.,happy, that was a marvelous broadcast on Napoleon just now Great use of this new service
615250438078787584,"These two men in @BritishMuseum from Jebel Sahaba died 13,000 years ago, their bodies riddled with arrows. http://t.co/xJNjmKjB87",nocode,These two men in from Jebel Sahaba died 13000 years ago their bodies riddled with arrows 
611550853619527682,@britishmuseum @thehistoryguy at what time?,not-relevant, at what time
610858366089457664,Find out how @TateCollectives @tateliverpool worked with #camhs FRESH with Tate Collective Liverpool | Circuit https://t.co/p9KT6DHP5h,nocode,Find out how worked with camhs FRESH with Tate Collective Liverpool Circuit 
612553579187052544,"I'm at @BritishMuseum in London, Greater London http://t.co/eLzYpV0p08",nocode,Im at in London Greater London 
611530882189524992,@britishmuseum do you think that Napoleon lost because of Russian campain or Waterloo?,nocode, do you think that Napoleon lost because of Russian campain or Waterloo
614876306870784002,@UofE_Research thank you for following me back. Well done for gathering such an interesting panel for #DefeatingDepression @RAMMuseum,happy, thank you for following me back Well done for gathering such an interesting panel for DefeatingDepression 
613405874426650624,The exquisite #Waddesdon Bequest @britishmuseum is absolutely exceptional. Not to be missed. &amp; it's free! #museumhour http://t.co/Et4h7kRLCr,happy,The exquisite Waddesdon Bequest is absolutely exceptional Not to be missed amp its free museumhour 
613345005705527296,Had a wonderful time @britishmuseum with @JLMcAleer. Thank you for having me! @SOCLtweet http://t.co/MecWvVlR7E,happy,Had a wonderful time with Thank you for having me 
611222257277362177,PLUS:) WILL MAKE RAINS in CALIFORNIA please CLEAN yours STREET  DRAINERS  AVOID FLOODS my HONEY$ HASKELL ART @NationalGallery  THANK YOU RT,not-relevant,PLUS WILL MAKE RAINS in CALIFORNIA please CLEAN yours STREET DRAINERS AVOID FLOODS my HONEY HASKELL ART THANK YOU RT
614081272290394112,@tateliverpool Hi there! We've just created this guide of #Liverpool and mentioned you. http://t.co/erjPmVbNMD,nocode, Hi there Weve just created this guide of Liverpool and mentioned you 
610838857483857920,@NationalGallery #lovely,happy, lovely
615197838386069505,The Ligon/Pollock exhibition .@tateliverpool that opened today is one of the best in ages. Glenn  Ligon also seems such a nice guy #pollock,happy,The LigonPollock exhibition that opened today is one of the best in ages Glenn Ligon also seems such a nice guy pollock
612914480683577344,"Book for Making &amp; Promoting British Art @PlymouthMuseum http://t.co/gZePLgdc95 Tues 23 June, 1.10pm, £2",nocode,Book for Making amp Promoting British Art Tues 23 June 110pm £2
615223494155051008,@britishmuseum He looks so happy......not.,nocode, He looks so happynot
614363920757866496,@psframes @NationalGallery # I #LOVE The National Gallery!,happy, I LOVE The National Gallery
613667956627779584,@NationalGallery brought son to see Stubbs - v disappointed by room closures re strike action- why close the most popular rooms?,sad|angry, brought son to see Stubbs v disappointed by room closures re strike action why close the most popular rooms
615275784719175680,The Alchemist by Pieter Bruegel the Elder  #art for #StrangeandNorrell in @britishmuseum http://t.co/WMyG34ieii,nocode,The Alchemist by Pieter Bruegel the Elder art for StrangeandNorrell in 
611875644222386176,@Libby_Brodie @NationalGallery interesting variety,happy, interesting variety
613277342237106176,Delicious Dorset crab with avocado and gazpacho @ the beautiful @NationalGallery with @EventConcept #gailsmithflowers http://t.co/sJOfm6E66y,happy,Delicious Dorset crab with avocado and gazpacho the beautiful with gailsmithflowers 
613637339794042880,Looking forward to our public engagement event #DefeatDepression  @RAMMuseum @UofE_Research this evening http://t.co/GAG3iJveaC,happy,Looking forward to our public engagement event DefeatDepression this evening 
614416742203412480,@britishmuseum @emussj Greatest car park attendant this country has ever seen.,happy, Greatest car park attendant this country has ever seen
614447641771003904,At @RAMMuseum listening to @chrisrwatson Ebb &amp; Flow summer with @Paul4Cowick &amp; Gerald http://t.co/NrW8xmehgc,nocode,At listening to Ebb amp Flow summer with amp Gerald 
614006783795970048,Early morning viewing of Defining Beauty at @britishmuseum quite the inspiration for the rest of the day. What a complete treat.,happy,Early morning viewing of Defining Beauty at quite the inspiration for the rest of the day What a complete treat
