sentiment,tweet_text
joy,Looking forward to Amelia Smith speaking in ‘CDA innovation showcase cdavalue
joy,A second day of inspiration for our AS artists and
anger,Commercial not collegial Why are fees for art loans to Abu Dhabi not disclosed under UKs FOI law
joy,Looking forward to Glenn Ligon amp Jackson Pollock opening tonight
joy,Congratulations to our trainee on a fantastic Baroque redisplay
surprise,how weird you should say that when Ive been at barberinstitute and took this pic
surprise,Cod piece made of armor
joy,we would LOVE if you could attend our DIY poetry amp illustration bookLaunch this Sunday ThankYou
joy,A work of art Enjoying my Jackson Pollock cupcake at press view today Tastes as…
joy,Excited for an evening of Shakespeare a large canape recep Banqueting House amp our 2nd eve in a row
joy,thanks a visit is on the cards smilingfacewithsmilingeyes
joy,thats a treat Didnt see names until closer look Amazing textile survivor
joy,Looking forward to the sleepover tomorrow Not so much carting sleeping bags around London Embarrassed or blushing
joy,Heres me trying a spot of life drawing at fabulous in Cambridge
joy,Hahaha When you showed me and that woman eavesdropped then we saw her go over to the spot right after
joy,Day dreaming about my date with these fine fellas at the AdventureswithTuck…
joy,How lovely What a thoughtful young woman Amazing the grace with which many bear their disabilities
joy,New gallery exhibit is a hit with visitors
joy,preciosas y muy representativas
joy,Excited about Castle Hill Open Day tomorrow Loads of great stuff for families and all free too
joy,Thank you very much
joy,TATE This is also one of our favourites from the via Twitter …
anger,People who lt3 amp care about paintings VS cheap temporary contracts and unknowledgable staff AskTheGallery
anger,AskTheGallery Will you recommend trustees end oil sponsorship amp making people complicit in climate change to see public art
joy,I remember how the experience of is defined by pairs of chairs throughout Peaceful but sociable
joy,We are looking forward to the unveiling of the JacksonPollock exhibition tonight CorporateSupporter Liverpool Culture
joy,Lovely to sketch w as part of Julie Jacksons wksp
joy,I love this Wow Really interesting
joy,dont be messing with Curatorial Kittygods Sekhmet and Bastet
joy,The new wing of by night stunning
anger,if no drinks are permitted in museum them this should clearly be displayed at entrance
joy,Calling all art teachers Great opportunity to see forthcoming exhibitions art Liverpool
joy,Fantastic afternoon exploring the
joy,Fantastic opening night for Sir Terry Frost Wonderful curation by
joy,radiant and certainly worth another look on Jackson Pollocks late works
joy,Our events team has been visiting today in preparation for our forthcoming event
joy,Longest day yet it has neither the earliest sunrise nor the latest sunset
joy,Huge East London art wander today Keeping art local
joy,Indigenous Australia is really worth a look
joy,Delighted that our work has been selected for the Evolver Prize 2015 and looking forward to the show
joy,Looks like my kind of party Im there
joy,Capital day with being reminded of everything we used to know bout statues amp vases DefiningBeauty SusanWoodford
joy,Thank you Andrew Nairn Director of for sharing his insights with students today
joy,Incredible innovation on the part of the by using 3DPrinting to uncover the past history tech
joy,A glorious site a darkroom ready for use with film
joy,St Ives beautiful whatever the weather booking now for October
joy,Thank you for my book I won in the prize draw
joy,Beautiful Our immerisive new exhibition Soundscapes opens on 8 July
joy,great pub very fond holiday memories
joy,one of my proudest moments
joy,Very good unobtrusive use of technology in revamped WaddestonBequest esp Palmer Cup
joy,The sun is out Time to do some holiday planning Summer at the Museums programme ready for browsing
joy,For art enthusiasts this should not be missed I love every minutes in this… at pic —
joy,It is a lovely museum
joy,Congratulations to on their last day before a thrilling renovation Delighted have shared some of the journey with them
joy,Truly lovely evening at DefiningBeauty at the with thanks for everything youre a superstar
joy,Thanks for a great afternoon on Saturday fascinating films and conversation TheArtistsPresent
joy,Great to be at the tonight to hear about defeatingdepression Lots of personal stories amp hope for the future timetochange
joy,This afternoon is going to be a good one
joy,Had such a wonderful morning thank you for having us From Learning Team Cornwall
joy,So enjoyed the demonstration It must take years to master this beautiful artistry
anger,AskTheGallery Dr Penny facing public outcry and a petition with nearly 45000 signatures will you halt privatisation at
joy,I was there in May and it was a stunning exhibition
joy,Perfect weather for this weekends Armed Forces Day plymouth
joy,That looks amazing Ill be there with Cece and Fifi Beau is 12 so probs a bit old
anger,Solidarity to those striking at the National Gallery NO TO PRIVATIZATION TUCLGBT15
joy,Hedge bindweed out in force in Peckham The same plant grows around St Helen on this amazing pendant
joy,thank you so much David
sadness,Lots of questions about privatisation and sacking of our rep on AskTheGallery V disappointing they werent addressed
joy,Love it Surely the Royals hadhave way too much money Embarrassed or blushing
joy,I have been enjoying the British Library Crime Classics series that I bought at Hatchards
joy,Workshop today on Manchu Money was more than great Money does not stink Thank you
joy,the longest day then new beginnings and big positive changes in the coming days
joy,thank you that looks great
joy,The National Gallery loved our training We can help with your accessibility too
joy,Piero della Francesca One of my favourite pieces ever
sadness,Since a few of these were included it would be nice to see more it felt like a concessionary nod gt
joy,Really enjoyed early morning visit to definingbeauty lots of works Id over even seen in books BMImagescom
joy,supporting this great event for the 3rd year Sat 20th June 12pm to 5pm
joy,Studio work done off to the JOY
joy,Looking forward to Jackson Pollock Blind Spots Never Mind the Pollocks Dripping Not Pouring
joy,and a fav from for the birfday boy
joy,Thankfully able to view definingbeauty statuary from all sides 3D is often neglected in displays callipygian
disgust,it should work the link is ok on my browser Perhaps its the Xrated content
joy,PedagooFriday trip to being given a 1010 by students plus they loved my treasure hunt resource
joy,That looks amazing GetInMyWellie
joy,Off to with 30 KS3 tomorrow hope they dont forget to bring water with their pack lunch hotWeather
joy,Enchanted by in Cambridge which is now my favourite art gallery amp my favourite house
joy,Terry Frost soft sculptures looking fantastic
joy,I love this idea I am going to suggest it to some day
joy,James Richards extraordinary instln is a brilliantly obliquely piece of critical interpretation Sonic art theory Lush
joy,So cool to play w these today Thanks to the v clever amp Informatics Lab team for coming to
joy,Pollock Ligon amp Bratescu Great time to visit Thanks for a lovely day
joy,Stunning Congratulations to all who have made a home for learning and investigating the past Prince A
surprise,hmmmmis it a teapot smilingfacewithsmilingeyes
joy,How paintings sound Nice concept Looking forward to going to this soundscapes audio art
joy,Really really looking forward to this
joy,Cant beat the view over rooftop amp dome from restaurant
joy,perfect choice for today thank you blueheart
joy,Just seen one of my fave conservation teams On bbc2 well done team Embarrassed or blushing
joy,Priceless stunning The Rosetta Stone helped the hieroglyphs of ancient Egypt to be deciphered WoW
joy,Great to hear from Penny promoting the great work already occurring with MH Collections amp Identities DefeatingDepression
joy,I loved this learned a lot
joy,A treat for a Tuesday afternoon Visiting IndigenousAustralia at Enduring civilisation in both senses of word
anger,help usamp Shell sponsors where we work amp they want to privatise us ShellNo
joy,will be looking forward to updates Embarrassed or blushing
joy,agreed lovely day with ARS Next cultural outing to be planned soon
joy,Year 4 checking out some Ancient Egypt artefacts schooltrip learning funtimes
joy,Seriously sweet location amp building
joy,I finally saw the frames sansovino Beautiful
joy,A few of my loves from today Thank you for sharing art with the public Its a beautifulthing
joy,Sculpture from the Parthenon w amp zadabeda Wow
joy,A big shout out amp huge congratulations to for the newly displayed Baroque Galleries launch
joy,During your tenure really improved environmental performance amp achieved Carbon Trust Standard Whats next AskTheGallery
joy,no problem I am enjoying the amazing at least for another 10 minutes Embarrassed or blushing
joy,Had to snap You ridiculous pretty That caged glass ceiling thing you got going on def…
joy,Rehousing the Inuit art was a big hit with our work experience students
joy,is the most brilliant museum And Friends of the Museum are v nice toothanks Sarah and Jane
surprise,So the Swiss Army knife is really a Roman army knife Im going to engrave SPQR on mine
joy,I had sneak preview of other delights delegates to conference can sample
joy,Make a great BBC4 TV documentary
joy,Went to this lovely show last week Now the laterunning catalogue has made an appearance
joy,We are happy to Looks like a good event Embarrassed or blushing
joy,This is one of my favourites have a copy from the NG framed amp hanging right next to me
joy,on the Tube thanks to Completely thrilling
joy,Makeway for Noddy Enjoying new EnidBlyton exhibition SevenStories
joy,Setting up at St Peters Cambridge for CastleHill open day Looks to be a great day
joy,I knew that working only in graphite would one day pay off
joy,Todays fun taking a museumselfie whilst photographed me in socialfabric exhibition
joy,Excited to have a FLASH Residency at this Summer starting next month
joy,Had the most amazing morning at the emptyNG event such a privilege Big thanks to and the for having us smilingfacewithhearteyes
joy,curated a superb show of paintings by Terry Frost now on terryfrost leeds painting
sadness,Im trying to book the members curator talk or guided tour for pollock but the links dont work Are they sold out
joy,A new look at ancient Egyptian textiles via
joy,Looking forward to a workshop on working with older people exploring diversity amp sustainable partnerships agefriendlymuseums smilingfacewithsmilingeyes
surprise,that one looks so real
joy,Little bit excited about this tomorrow Its a BIG weekend for and friends CastleHill15
joy,Today and I are off to look at some mummies at happysuday
joy,Enjoyed the excellent artist talk by Glen Ligon
surprise,Did Napoleon really say Britain was a nation of shopkeepers
sadness,yes mermaid wonderfully scary for the kids but now seems to have gone last time we looked
joy,We popped to at lunch today to see this lovely exhibition Highly recommended MOOi cambridge
joy,Unmissable Summer Show opens tonight En route via
joy,Its beautiful the colours are so lush and vibrant
joy,Its amazing amp uplifting to visit in London Art is the way to purify the soul
joy,the Herakles one Yes found it very interesting
joy,Lost in the exquisite crosshatching of this Hendrik Goltzius silverpoint selfportrait on view
joy,Loving the Monets at in London inspiration creativity
joy,Great visitor services from who sent me a new bag for life when mine was faulty will muss you dearly thankyou
joy,DefiningBeauty stunning See it while you can awe inspiring and uplifting
joy,Another lovely visit to Im always delighted amp uplifted by the Childrens Commission showing the wonderful school projects
joy,Definitely one our our favourite places too Were absolutely thrilled were now a short walk away
joy,Minipotter around galleries I rarely see love the Clocks gallery amp the incredible automata museums
joy,Saw these and thought of you AnimalMummies EA 6773 11134 6752 26847 GiftsForTheGods
joy,artnews for your Sunday afternoon fantastic new exhibit We lt3 DCmuseums
joy,Just a little bit excited The Castle Hill Open Day 2015 schedules have arrived …
joy,FINALLY its DefiningBeauty day Cant wait to feel overwhelming awe
joy,A ‘sparkling show of Turner Singer Sargent amp Cézanne watercolours Cambridge
joy,So and are responsible for trending SummerSolstice in America Hell yeah
joy,Another wonderful day At the Castle St Methodist Church Please come by
joy,I only really know the de Hoochs in the Thanks for posting these
surprise,Wait no is there a secret Leonardo drawing slipped inside one of the books
joy,Always my first stop in London
joy,Many thanks for that
joy,Today Im at my favourite museum pictures to follow
joy,Had a fantastic day at the managed to get into both 8mummies and IndigenousAustralia exhibits Both great
joy,Taking the day off work to go to the GaudierBrzeska exhibition at Just in time too closes on Sunday
joy,Gorgeous Look at the craftsmanship Repost with repostapp ・・・ Born onthisday in…
joy,Fancy And lucky Dont forget to let me know if the Haka workshop gets booked in Embarrassed or blushing
joy,Our favourite is cos of all the oldschool videogames they have for you to play amp the ancient computers
sadness,Hi been trying to phone for two days and no one ever picks up are your phones down
joy,Got my train ticket booked already cantwait
surprise,Yes it is Its hard to believe that Bernard Berenson disparaged Reni
joy,yes see you all EvolverPrize2015 Art southwest
joy,Very interesting conference coming up artmarket
surprise,Gold finger ringarmillary sphere German 17thc Curious to know how this is worn on the finger
joy,Review of a super workshop at looking at Canalettos Festival of St Roch from my art diary
joy,Last weekend to go to in Cambridge for two years this weekend GO GO GO art culture refurbishment
joy,Undoubtedly one of the most beautiful museums in Europe missing a few marbles though Greece
joy,Lovely reception at the on Monday eventprofs
joy,Looking forward to volunteering for with a visit to today
joy,One of my favourite galleries in
joy,Excited for our SummerSchool session tomorrow With speakers from and
joy,Such a lovely space and nice to perform in too x
joy,Itll be fun
joy,no worries Good to hear we might see you on 4th I wondered from some tweets if you might
joy,Were feeling very Enid Blyton today an Enid expo starts today try for Famous 5 action
joy,Now thats art
joy,So happy that my work has been selected to exhibit for the EvolverPrize2015
joy,Favourite picture of the day
joy,Thanks so much for fave today much appreciated Have a good weeke Tongue sticking out cheeky playful or blowing a raspberry
joy,Excellent Christopher Williams
anger,After staff privatisation next selling off donated works Councils can do this without consultation Ask about missing art
joy,thank you for coming Helen it was lovely to meet you and I am so glad you enjoyed it
joy,Fascinating exhibition coming to Stay tuned for details
joy,Very intense and well written on LGBT history and exhibition DefiningBeauty on of RBParkinsson
joy,AncientLives exhibition Wow
joy,Wonderful landscapes too
surprise,Hang on that building has only just been renovated and at very great expense
joy,Were really excited about the Jackson Pollock exhibition at the end of the month
joy,Been talking clay pipes and pottery with today The beginnings of a fab collaborative project
joy,Doing research about the British Museum one of the most fabulous places for archaeology
joy,Within a day I realised we needed to buy two of Titians greatest painting via
disgust,I know so disgusting should be ashamed
joy,Late Pollock set to be one of the most provocative amp absorbing shows
joy,Showing your workings The Production Line of Happiness Really interesting hang and subject
joy,always manage to be fresh and unexpected amp theyve done it again with pollock Brilliant
sadness,Wish would help more with improvements to Bloomsbury Sq where hundreds of visitors to the museum pass through every day
joy,The Cantabridgia Daili is out Stories via
joy,What a treat Exhibited for the first time in 15 years Ruskins Turners are on cont
joy,Patients of Sharp Ward are enjoying historic views of the city thanks to
joy,The crowds were out in force at the today Lovely warm afternoon
joy,My favorite museums in London are and artifacts in MilitaryHuman Civilizations and Geology
joy,Looking forward to Honiton Ice cream shop visit on the way to in July to see Prize 2015 Glad to be showing too
joy,Odin blesses you 0 FF
joy,Checking on the archive the HamiltonKerrInstitute thank you for showing us around
joy,Gaaf het gebruikt periscope om rondleidingen te streamen
joy,Saw this on visit with daughterHistory of zar ceremonies where used fascinating SudaneseLyre
joy,A marvellous piece on amp rightly so Jackson Pollock exh opens June 30 so make your way to Liverpool
anger,Now in Parliament whistles banner leaflets confiscated 3 managers here on time noprivatisation reinstatecandy
sadness,lots of disappointed people at the gallery today strike sadface
joy,Off to see s first solo exhibition tonight
joy,Thank you for this interesting information have a nice day
joy,Beautiful Roman period statue of girl playing knucklebones tucked away where I hadnt seen it before
joy,Cool thing to stumble upon tween meetings yearofpercussion persepolis
joy,Delighted to have work selected for the EvolverPrize2015 on July 4th
joy,And two works from are part of the rather thrilling story of Hepworth and Ben Nicholson in London in the 30s Hepworth
joy,thanks for faving I spent 40m in yr place b4 a biz meeting and you know what my heart soared artforthesoul
joy,BritishMuseum LOVED Ancient Lives amp New Discoveries so fascinating and ama…ht…
joy,superb Great to see you educating people My personal all time favourite Carravagio
joy,The craftsmanship is so stunningly beautiful hope to see it in person soon
joy,Thank you Dr Doria Tichit and for a facinating afternoon
joy,the could keep you busy for so long its packed with history
joy,Thats my favourite bit Its got a mermaid and everything
joy,Cant wait to go to the AudreyHepburn Exhibition icon Idolised this lady since I was a little girl
joy,Looking forward to tonights talk on my hero Napoleon with
joy,GLORIOUS PERSPECTIVE OF KIDS they see things in such a twinkly way rt kid
joy,Wow theyre 3dprinting a very ancient museum pot for the millionth visitor Exeter technology history
joy,oh wow Thats fantastic
joy,‘The Park is Open… via lt AWESOME
joy,Great collection preserved for the future by
joy,My favourite painting at was Noli me tangerine by an unknown 14th C artist I could see Jesus but not a single orange
joy,thank you for this excellent tour of Waterloo200 from Columbus Ohio
joy,Spent my afternoon admiring the enchanting objects in the new Waddesdon bequest display A must visit
joy,In case I dont love the enough check their swoony coffee cup design HT
joy,Defining our beauty amazing group of creative older people perform tomorrow eve creativeaging thank you
joy,welcome to Kerepakupai Vena
joy,Excited to be enroute to this nighttrain artistnetworks
joy,Looking forward to the Pollock show opening at tonight Looks like an incredible show JacksonPollock blindspots
joy,Just because its Monday An Old Woman The Ugly Duchess by Quinten Massys art
joy,Judging by DefiningBeauty the Greeks had a good go at just that I have AlexanderTheGreat hair envy
joy,Boulevard Montmartre at Night by Camille Pisarro FavouritePaintingFriday
surprise,A veteran priest could probably whip out a heart in about 30 seconds with that redheart ️ kitchenknife facescreaminginfear
joy,Looking forward to attending DefeatDepression at this evening
joy,Look at our great fun we had today Thank you Deena
joy,Regal Frans Hals is so deserving of this frame
joy,Really looking forward to visiting this weekend to see Corin Sworns awardwinning installation gtgtgt
joy,BritishMuseum Spent the morning learning about 8mummies Fascinating and wellpres…
joy,2 very special places we loved going to the when I was training in London and now were regular visitors to the
joy,Go if you can is a beautiful and inspiring place
joy,Quina enveja Gaudeix moltíssim
joy,not forgetting world class art amp stunning exhibits at at the Fitzwilliam Museum Scott Polar Institute and Zoology Museum
anger,AskTheGallery Will Candy Udwin be reinstated and she and her colleagues be paid a living wage
anger,and thanks to the Tories no one can get close to see itlet alone have a festival remembering 85
joy,One of the few items delivered in your post that will make you smile lets head back to
joy,The Nereid Monument was built in Ancient Lycia Turkey Pinched by 19th Century tourist now at
joy,Uccellos The Battle Of San RomanoLoved it when I learnt abt it and even more when I actually saw it at Nat Gall
joy,Especially looking forward to hearing and from on the panel at Circuit2015
joy,Loved hearing from Stephanie Straine cocurator Pollock sharing her joy amp passion for his genius
joy,you are very welcome and see you in July
joy,Fully agree huge congratulations Embarrassed or blushing
joy,Wow Great work Jackson Pollock exhibition is going to be amazing
joy,this is real art a great inspiration
joy,One of my favourites Napoleon as a comet with a hat
joy,Excited to see students from perform dance pieces inspired by New Rhythms exhib on Sat
joy,Yes you heard right theres a new Jackson Pollock exhibition opening at
joy,Streetons The National Game1889 on cigar box lid
joy,artists present their work 27 June looks pretty darn good
anger,AskTheGallery Dr Penny Will you reenter negotiations with staff who have been on strike for 35 days
joy,thanks for the RT
joy,A gallery in Glasgow could save the union glowing review of warm amp imaginative
joy,It was on Friday and we did not know in Brazil But today we share their kisses Beautiful we love
joy,He may have destroyed the Jewish Temple though he did also lay the foundations of Carlisle so he wasnt all bad
surprise,How did the British double line formation and squad fire work surely not the entire battalion in one long line 2 deep
joy,Absolutely loved my first visit to such a beautiful collection so thoughtfully and imaginatively curated
joy,What an amazing facility is the on a par with the Uffizi and the Louvre well worth a visit
joy,Feeling closer to home IndigenousAustralia Great av displays doesnt shy from big issues art
joy,Our incredible small object store which we share with and
joy,Thanks to Napoleons Egyptian Expedition we the world nowadays know a lot about ancient Egypt One very good achievement
joy,eek Need to put this date in the diary amp get down to the love soundscapes art music life
joy,this is art as nervous breakdown and its majestic Pollock
joy,I love showing off in when friends cant see Holbeins skull in The Ambassadors you just need to stand there skull
surprise,well I never knew that
joy,I still get a shiver of delight and excitement every time I walk up to the place 0
joy,This is also one of our favourites from the
joy,Managed a last visit if you need extra storage for a couple of my favourites Id be happy to oblige
joy,favourite summer art is Seurat Bathers at Asnieres
joy,new Jackson PollockBlind Spots exhibition opens to the public tomorrow excited Liverpool art Not to be missed
joy,IloveMuseums because every time I visit I find out something new
joy,Very good exhibition of WM Turner watercolour works donated for John Ruskin collection culturaldayforanortherner
joy,I agree it is so exquisite twohearts
joy,The Jackson pollock exhibition coming to is a must see I cant wait to see it
joy,all about the world history but they should learn about the real summer Hahaha
joy,Looks like my kind of place
joy,Good meeting the team of and here at Wrexham Museum for the opening of the new Egyptian exhibition
joy,Its such a wonderful evoking exhibition DefiningBeauty
joy,Looking forward to starting my residency at today
joy,yes is one of my favourite galleries Very relaxing atmosphere Embarrassed or blushing
joy,Thanks so much for doing this I absolutely love it artistpalette videocamera
anger,Stop the privatisation of services at the Sign the petition now via
joy,Inspiring article Now Im wishing or Cambridge University Museum of Zoology might put on a show
surprise,The cropped image in the timeline looks like something entirely different anyone else see it
joy,Townsend also designed with its beautiful mosaic illustrated here architecture
joy,Very imposing excellent visit
joy,Very impressive I would certainly be inspired each day entering the RA
joy,Fabulous Greek Statues exhibition Learnt so much Including physical beauty being a sign of inner goodness Struth Im evil
joy,So pleased I was able to see Ancient Lives New Discoveries exhibition before it closes on 57 Fascinating use of tech
joy,Caros tribute to Duccio is a wonderfully mysterious thing all edges and spaces in waxed wood
joy,Art does you good Also there are lovely flowers
joy,Off to shortly to hear Lindsay AllasonJones in a lecture and see fab collection there
joy,Early photoshoot now off to to shoot the amazing jacksonpollock for US magazine
joy,Looking forward to watching the BAFTANominated tonight at with ahead of
joy,Had a chat with a guide in about baby Jesus being big in paintings We decided its because Jesus was King Of The Babies
anger,Why at the British Museum Highwayman return the stolen goods to its owners All its colonial pillage
joy,Rediscovering my love of PreColumbian America Jago Coopers Inca Masters of the Clouds Awesome
joy,Really enjoyed hearing talk with such enthusiasm about pollock at this afternoon
surprise,two of those I would have never thought that theyre his
joy,Excellent postclassical classicising graffito outside SenecaRules
joy,Loved this exhibition egyptian mummies
joy,Thanks for showing us this event death paintings yes
joy,Great photos Definitely going to visit over the summer
joy,I bet is good Search for all your favourite art institutions Bye for now
joy,To celebrate new Pollock exhibition has amazing ticketed event of live Pollock jazz on 4 July Visit website for tickets
joy,The DefiningBeauty exhibition at the is fantastic Closes on 2nd July so hurry hurry Taster here
joy,I certainly did I didnt get a chance to look round the gardens so will definitely be back soon
joy,Teruel ham an excellent choice Definitely on my to visit list
joy,courtauldsummerparty tickets booked Whoop Courtauld letthegoodtimesroll
anger,GO visit or amp take photos of art instead of where you cant take photos amp waste your time
joy,thanks We gad a good day
joy,Seems reasonable Embarrassed or blushing
joy,Love the exhibition of Kangas inspired
joy,looking forward to the private view today what time does it start
joy,Theres tours of our gardens 3pm amp art collection 2pm as part of Castle Hill Open Day tomorrow with Hope to see you there
joy,Cambridge is spoilt for choice
joy,Cambridge lovely cat souvenir of gaudierbrzeska drawings With Monmouthcoffee
joy,This one of my favourites sothere
joy,No doubt is one if the best attractions in London
sadness,Yes but not as Rembrandt his paintings makes me weep DUTCH 17th c golden age paintings ahhhhhhhh
joy,A frame makes such a differenceUp close Klimt Pallas Athene frame is beautiful
joy,Learning photography history and respect for the dead yesterday AncientLives my son loved it homeed
joy,NOW Experience the masters at work lovecambs
joy,and my son and I were excited to be at your beautiful museum in February
joy,Really looking forward to seeing this Watercolour exhibition Turner Sargent Whistler
joy,A lunchtime view doesnt get better than this
anger,The stupid French prick was crushed by my Russian Imperial ancestors facewithtearsofjoy Waterloo200
joy,BritishMuseum All I can say is WOW Your groundbreaking 8mummies exhibition is fan…
joy,Ketaki Sheths photos of the Sidi people are absolutely amazing
anger,Today I decided not to renew my membership after being shouted at by one of their spaniards
joy,Booked on to Whats it Worth The Value and Potential of the CDA 27 July Shld be an interesting day
joy,French 18th century room 33 reopened with reinstated dome and natural light fantastic
joy,hearingaccess inspires role models for people with hearing loss
joy,In Conversation with Alan Cotton amp David HemplemanAdams next Thursday via Come along
sadness,Distance makes the heart grow fonder but already heartbroken shutting for 2 yr refurb on 21Jun go now redheart ️
joy,River Stars Reindeer exhibit at taking photos back to community amp getting their responses is great
joy,Im a music artist who loves her food If u ever come to London have one of these foodie eat
joy,Spent the day getting lost in the museums of Cambridge especially what an amazing collection
sadness,View of LEstaque by Cézanne at risk of being exported unless a buyer can match the £13m asking price
joy,Top work by the exhibitions team and all on a great summer season Check out Pollock Ligon and Bratescu PV tonight
joy,More beauties from trafalgarsquare londonvacation artgoestotheheart
sadness,Unfortunately the transition narrative parts of those stories were handwaved away in the commentary
joy,its very beautiful and creative painting
joy,Lovely to see the house at this morning for a final peek cambridge art
joy,Looking forward to the soundscapes exhibition at the in July
joy,Happy Birthday Rubens Samson and Delilah sexiest painting in the world That purple drapery
joy,Enjoyed our visit to the today
joy,Ancient beauty is much more dependable thank you for retweeting
joy,this looks like a brilliant summer programme
joy,IndigenousAustralia exhibition is powerful and moving Importantly it doesnt gloss over the evils of colonialism See it
joy,Face the Music 100s contrib inc
joy,thanks just got on IG yesterday as Thats a mustfollow
joy,Our review of new Rothschild Renaissance gallery Challenging amp intriguing
joy,Very excited for the Jackson Pollock press viewing today sneakpeek
joy,Hello and thank you for the warm welcome
anger,askthegallery How much public money have you spend on brining in CIS scabs during the current PCS dispute
joy,Great opportunity to see Russian artist Arseny Zhilyaev at this Thurs whos on show
joy,Please still come down we are open until 5pm today we would love to see you CastleHill15
joy,visually striking compilation great blog on RiverStarsReindeer
joy,Finally made it to AncientLives 8mummies Another stunning triumph of the fab studio
joy,As a visitor low on cash I was glad to see this prominent but tasteful texttogive sign at the
joy,Pebble fancier and Tate curator in the 30sJim Edes collection of stray objects and art beautiful
joy,Great end to my time cake a performance from the Zugubal dancers of the Torres Strait and these
joy,enjoyed the Sansovino Frames
joy,Thank you Sir
joy,Thank you for the information its a very beautiful painting artistpalette
joy,DefiningBeauty wonderful exhibition 5 stars Thank You X
joy,Nice info it is election night in Denmark so it was difficult keeping the concentration but it looked interesting
joy,I bought this copy from your museum last summer Love it beauty artlovers
joy,Great to see the newly rehung Baroque galleries in association with make sure you dont miss out
joy,this image more like it thanks for highlighting amp africanrockart work
joy,A truly great museum Drinking a London Lager by at — photo
joy,sooooo wish I was there I did my Art GCSE on him a very long time ago hes the man
joy,Good day thanks regarding the follow
joy,Great morning ruskinturners watercolours
joy,A Gril luring quicksilver from a mine by her beauty Mughal
joy,The show Inventing Impressionism has left London for US but fascinating to read about even after
joy,Great to be at the tonight Looking forward to the Main event next week with and bestinshow
joy,After visiting it has got me even more excited for Uni if thats possible cant wait to visit again HistoricalArchaeology
joy,Thanks for the support
joy,Tasty lunch in St Ives Inn before a visit to
surprise,surely that statue wd be cold Is that the originator of the saying about freezing brass balls off
joy,thank you for your wonderful activity today Waterloo200 will you put together your tweets in Storify or similar
joy,Our HIV 50 group had a great time Saturday eve at the Defining Beauty exhibition Big thanks to
surprise,Its got to be a little mummified croc
joy,DefiningBeauty excellent a highlight of 2015 your guy in the exhibition shop fantastic service asset to your museum
joy,Today at I went into the store to see these amazing Peruvian pots
joy,was fab last night amp Southbank was cool todayall in all a good weekend in London with
joy,Tough times see Defining Beauty show at if you can on into July Classical views that human form fine godlike and moral
joy,Nice picture worthy of the national gallery
joy,thanks to and many people and places for their support CastleHill15
sadness,I wish you had something on bankruptcy in the ancient world
anger,or here … An in house solution proposed to meet flexibility needs Come on its time to TALK
joy,What the British press thought of Napoleon great inspiration for COMICSTRIP Sat art club
joy,WOW 3653 sunrises over St Ives Bay and counting
joy,The Wilton Diptych willowy serene angels gorgeous gold portable balm for the soul
disgust,No they look like silly putty
joy,My favourite oilpainting Tiger Tiger Burning Bright by Rousseau love going to visit it in the
joy,Astounding sweetness really made me feel happy inside she inspired me
joy,I will Its just magnificent
joy,Saw this for the second time on Sunday I find it incredible
joy,Isnt it amazing
joy,Also been to the to see the Napoleon propaganda exhibition Absolutely brilliant
joy,Ah will do Embarrassed or blushing
joy,lovely informative short film by all about Ædwens Brooch AngloSaxon Viking
joy,Our current project working with is going well so far The work of Henri GaudierBrzeska is providing enjoyment all round
joy,Construction underway Exciting new cultural community potential hope helps finances too
joy,ok Thank you
joy,Slightly more pertinently his works great Ligon Encounters and Collisions opens next week
joy,hi Interesting stuff so far Im sat with and Susie from Embarrassed or blushing
joy,The excellent Teaching History with 100 objects by LOVE the poster sent to schools CCConf2015
joy,they look stunning Wish I had smellyvision britishgarden rose flowers summer
sadness,The last selfie with
joy,Early exhibition at in London Greater London
joy,Really interesting Must visit Thanks
sadness,After 29 yrs Cézanne painting to leave UK unless funds raised via
joy,This looks great wish I could be there
joy,Fabulous feature on in a definite must read folks if youre planning a visit
joy,DefiningBeauty stunning celebration of the body in Ancient Greek art 5 glowingstar ends 27 3min video backhandindexpointingdown
joy,thanks for the tour Just amazing purpleheart from Madrid
joy,A pleasure to meet you all last week
joy,see you all there
joy,Excellnt exhibition BENEDICT RUBBRA Eye to Image until 2 Aug 2015 art Africa nature Devon observation
joy,Lovely blog from about our first ever Volunteer Awards scheme well done everyone amp thanks for sharing
anger,BobandRoberta I am angry more artists that have a profile r not speaking up foundationcourses
joy,Its all happening today Pop in to see some wonderful art liverbuilding
joy,Great idea amp great pics love this use of Instagram InstaMuseum
joy,excited to see the start of the redevelopment HLFsupported Visit now amp return in 2 year to be wowed
joy,Great to learn more from Informatics Lab people today and Richard Hogben at
joy,Its sunny I was just given an cupcake and Im planning on going to the later lifeisgood fridayfeeling
joy,It was a good selection of sculptures I was familiar with many of them from AS level and my BA
joy,And to top the visit off Boilers on the rooftop Well played X
joy,set up information stall at Ancient World Discovery Day Come over for some fun and have a chat with us deaf
joy,That Rembrandt selfportrait is one of my favourite pictures I visit it yearly around my birthday its taught me so much
joy,Full on day first up Pollock then invigilating amp now Antony Gormley Amazing
joy,Off to the press preview of the new Pollock Ligon and Bratescu shows this morning A rather good lineup Articles to come
joy,Thank you for fascinating talk on art and synaesthesia
joy,thats fighting talk that is but since youre so lovely ill let it pass Embarrassed or blushing
