text,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,anger,disgust,joy,sadness,surprise,fear,esn_sentiment,esn_sentiment_count
"when ALL 50 states AND other countries are protesting, there’s a big problem and people still have the audacity to say “all lives matter”. yes all lives matter but they will NOT all matter until BLACK LIVES MATTER.","['when', 'all', '50', 'states', 'and', 'other', 'countries', 'are', 'protesting', 'there', 'is', 'a', 'big', 'problem', 'and', 'people', 'still', 'have', 'the', 'audacity', 'to', 'say', 'all', 'lives', 'matter', 'yes', 'all', 'lives', 'matter', 'but', 'they', 'will', 'not', 'all', 'matter', 'until', 'black', 'lives', 'matter']","['when', 'all', '50', ""'"", 'state', 'and', ""'other"", 'country', 'be', 'protest', 'there', 'be', ""a'"", 'big', 'problem', 'and', 'people', 'still', 'have', ""the'"", 'audacity', ""to'"", 'say', 'all', 'life', 'matter', 'yes', 'all', 'life', 'matter', 'but', 'they', 'will', 'not', 'all', 'matter', 'until', 'black', 'life', 'matter']",sadness,2.0,0.719,inspired,17.0,2.8389696729496663,0.0,0.0,13.0,3.0,0.0,1.0,joy,13.0
#whiteoutwednesday #blacklivesmatter ,"['whiteoutwednesday', 'blacklivesmatter']","[""whiteoutwednesday'"", 'blacklivesmatter']",,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
#whiteoutwednesday #blacklivesmatter ,"['whiteoutwednesday', 'blacklivesmatter']","[""whiteoutwednesday'"", 'blacklivesmatter']",,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
#whiteout #blacklivesmatter ,"['whiteout', 'blacklivesmatter']","['whiteout', 'blacklivesmatter']",,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Because that's where the Kochs and Mercers spent their money? #GeorgeFloyd #PresidentDeath #TrumpIncitesViolence #TrumpOrAmerica,"['because', 'that', 'is', 'where', 'the', 'kochs', 'and', 'mercers', 'spent', 'their', 'money', 'george', 'floyd', 'president', 'death', 'trump', 'incites', 'violence', 'trump', 'or', 'america']","['because', 'that', 'be', 'where', ""the'"", 'koch', 'and', 'mercer', 'spend', 'they', 'money', 'george', 'floyd', 'president', 'death', 'trump', 'incite', 'violence', 'trump', 'or', 'america']",fear,3.0,2.1710000000000003,dontcare,14.0,2.4108284528698625,1.0,0.0,7.0,1.0,1.0,0.0,joy,7.0
#whiteout #blacklivesmatter ,"['whiteout', 'blacklivesmatter']","['whiteout', 'blacklivesmatter']",,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"P R O P H E T I C. Yes...his did baby girl. Unfortunately, he had to died to show the world that, the WORLD OF HATE MUST CHANGE. #georgefloyd #blacklivesmatter #video #giannafloyd.","['p', 'r', 'o', 'p', 'h', 'e', 't', 'i', 'c.', 'yes', 'did', 'baby', 'girl', 'unfortunately', 'he', 'had', 'to', 'died', 'to', 'show', 'the', 'world', 'that', 'the', 'world', 'of', 'hate', 'must', 'change', 'georgefloyd', 'blacklivesmatter', 'video', 'giannafloyd']","[""'p"", ""r'"", ""o'"", 'p', ""h'"", 'e', ""'t"", ""i'"", 'c.', 'yes', 'do', 'baby', 'girl', 'unfortunately', 'he', 'have', ""to'"", 'die', ""to'"", 'show', ""the'"", 'world', 'that', ""the'"", 'world', 'of', 'hate', 'must', 'change', 'georgefloyd', 'blacklivesmatter', 'video', 'giannafloyd']",sadness,4.0,3.062,inspired,12.0,2.0671418485739665,0.0,0.0,8.0,1.0,0.0,0.0,joy,8.0
"#georgefloyd @Fairton, New Jersey https://www.instagram.com/p/CA-cIgngPhv/?igshid=1nxo99vdnyevu","['georgefloyd', 'new', 'jersey']","['georgefloyd', 'new', 'jersey']",,0.0,0.0,amused,2.0,0.33005470496687006,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
“ George Floyd Challenge “ shit is beyond me ,"['george', 'floyd', 'challenge', 'shit', 'is', 'beyond', 'me']","['george', 'floyd', 'challenge', 'shit', 'be', 'beyond', 'i']",anger,2.0,0.9369999999999999,dontcare,5.0,0.9738633346765793,1.0,1.0,2.0,0.0,0.0,0.0,joy,2.0
How do you take what you like? Njani guys? Thereafter they posted hashtag black lives matter - messsss!,"['how', 'do', 'you', 'take', 'what', 'you', 'like', 'njani', 'guys', 'thereafter', 'they', 'posted', 'hashtag', 'black', 'lives', 'matter', 'messsss']","['how', ""do'"", 'you', 'take', 'what', 'you', 'like', 'njani', 'guy', 'thereafter', 'they', 'post', 'hashtag', 'black', 'life', 'matter', 'messsss']",trust,2.0,0.9610000000000001,amused,12.0,2.385867609440952,0.0,0.0,5.0,0.0,2.0,0.0,joy,5.0
a billion #BlackLivesMatter posts and not one of them mentions the pioneer of anti-racism fat albert ,"['a', 'billion', 'black', 'lives', 'matter', 'posts', 'and', 'not', 'one', 'of', 'them', 'mentions', 'the', 'pioneer', 'of', 'anti-racism', 'fat', 'albert']","[""'a"", 'billion', 'black', 'life', 'matter', 'post', 'and', 'not', 'one', 'of', 'they', 'mention', ""the'"", 'pioneer', 'of', 'anti-racism', 'fat', 'albert']",disgust,1.0,0.617,inspired,13.0,2.1892161176392033,0.0,0.0,8.0,2.0,0.0,0.0,joy,8.0
#BlackLivesMatter ,"['black', 'lives', 'matter']","['black', 'life', 'matter']",trust,1.0,0.47700000000000004,inspired,4.0,0.8267681235777357,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
"The truth can cost you your life. #SandraBland #GeorgeFloyd #TamirRice #EricGarner #FreddieGray just a few, when does it Stop! #BlackLivesMattter","['the', 'truth', 'can', 'cost', 'you', 'your', 'life', 'sandra', 'bland', 'george', 'floyd', 'tamir', 'rice', 'eric', 'garner', 'freddie', 'gray', 'just', 'a', 'few', 'when', 'does', 'it', 'stop', 'black', 'lives', 'mattter']","[""the'"", 'truth', 'can', 'cost', 'you', 'you', 'life', 'sandra', 'bland', 'george', 'floyd', 'tamir', 'rice', 'eric', 'garner', 'freddie', 'gray', 'just', 'a', 'few', 'when', 'do', 'it', 'stop', 'black', 'life', 'mattter']",trust,1.0,0.8440000000000001,happy,16.0,2.546402400305546,0.0,0.0,10.0,0.0,0.0,0.0,joy,10.0
This story out of #Richmond from Monday night. Gone are the days of believing that the police won't bother you as long as you do the right thing. Jordan @nomoniker_ I am so sorry you had to go through this when all you were doing was trying to help. #protests #BlackLivesMatter ,"['this', 'story', 'out', 'of', 'richmond', 'from', 'monday', 'night', 'gone', 'are', 'the', 'days', 'of', 'believing', 'that', 'the', 'police', 'will', 'not', 'bother', 'you', 'as', 'long', 'as', 'you', 'do', 'the', 'right', 'thing', 'jordan', 'i', 'am', 'so', 'sorry', 'you', 'had', 'to', 'go', 'through', 'this', 'when', 'all', 'you', 'were', 'doing', 'was', 'trying', 'to', 'help', 'protests', 'black', 'lives']","['this', 'story', 'out', 'of', 'richmond', 'from', 'monday', 'night', 'go', 'be', ""the'"", 'day', 'of', 'believe', 'that', ""the'"", 'police', 'will', 'not', 'bother', 'you', 'as', 'long', 'as', 'you', ""do'"", 'the', 'right', 'thing', 'jordan', ""i'"", 'be', ""so'"", 'sorry', 'you', 'have', ""to'"", ""go'"", 'through', 'this', 'when', 'all', 'you', 'be', 'do', 'be', 'try', ""to'"", 'help', 'protest', 'black', 'life']",trust,2.0,1.2109999999999999,inspired,25.0,4.424214059411418,0.0,0.0,15.0,2.0,1.0,2.0,joy,15.0
"FUCKING DISGUSTING PIG. WOULD BE ARRESTED, SPITTING IS ASSAULT! #BlackLivesMatter #PoliceThePolice https://www.facebook.com/104744777935015/posts/106571304419029/","['fucking', 'disgusting', 'pig', 'would', 'be', 'arrested', 'spitting', 'is', 'assault', 'black', 'lives', 'matter', 'police', 'the', 'police']","['fuck', 'disgusting', 'pig', 'would', ""be'"", 'arrest', 'spitting', 'be', 'assault', 'black', 'life', 'matter', 'police', ""the'"", 'police']",fear,3.0,1.7029999999999998,angry,14.0,2.362433556471475,1.0,1.0,3.0,0.0,0.0,3.0,,0.0
Blickeyed up would be an UNDERSTATEMENT on how much Artillery dese ppl got to all my good folk out in the field #Protesting &amp; Seeking Justice for #GeorgeFloyd thru Assmebly plz be CAREFUL in #DC because these… https://www.instagram.com/p/CA-cp6rHD9l/?igshid=1xq59holpjtry,"['blickeyed', 'up', 'would', 'be', 'an', 'understatement', 'on', 'how', 'much', 'artillery', 'dese', 'people', 'got', 'to', 'all', 'my', 'good', 'folk', 'out', 'in', 'the', 'field', 'protesting', '&amp', 'seeking', 'justice', 'for', 'george', 'floyd', 'thru', 'assmebly', 'plz', 'be', 'careful', 'in', 'dc', 'because', 'these']","['blickey', 'up', 'would', ""be'"", ""an'"", 'understatement', 'on', 'how', 'much', 'artillery', ""dese'"", 'people', 'get', ""to'"", 'all', 'my', 'good', 'folk', 'out', 'in', ""the'"", 'field', 'protest', '&amp', 'seek', 'justice', 'for', 'george', 'floyd', 'through', 'assmebly', 'plz', ""be'"", 'careful', 'in', 'dc', 'because', 'these']",trust,3.0,1.9059999999999997,inspired,20.0,3.088597986991939,0.0,0.0,9.0,0.0,1.0,1.0,joy,9.0
" THIS 17-YEAR-OLD WOMAN IS NOT TO BLAME FOR GEORGE FLOYD’S MURDER, THE COPS WHO MURDERED HIM ARE ","['this', '17', 'year', 'old', 'woman', 'is', 'not', 'to', 'blame', 'for', 'george', 'floyd', 'is', 'murder', 'the', 'cops', 'who', 'murdered', 'him', 'are']","['this', '17', 'year', 'old', 'woman', 'be', 'not', ""to'"", 'blame', 'for', 'george', 'floyd', 'be', 'murder', ""the'"", 'cop', ""who'"", 'murder', 'he', 'be']",anger,2.0,1.381,angry,10.0,2.024648676820946,0.0,0.0,3.0,3.0,2.0,2.0,,0.0
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/h98Qs6FZ via @Change,"['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', 'the', 'petition', 'via']","['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', ""the'"", 'petition', 'via']",trust,1.0,0.711,dontcare,9.0,1.534940365683796,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
I had not heard of Bigly Politics before today. Huh. #BlackLivesMatter #FreeRealityWinnerNOW #Resistance,"['i', 'had', 'not', 'heard', 'of', 'bigly', 'politics', 'before', 'today', 'huh', 'black', 'lives', 'matter', 'free', 'reality', 'winner', 'n', 'o', 'w', 'resistance']","[""'i"", 'have', 'not', 'hear', 'of', 'bigly', 'politics', 'before', 'today', ""huh'"", 'black', 'life', 'matter', 'free', 'reality', 'winner', 'and', 'of', ""w'"", 'resistance']",joy,3.0,1.6179999999999999,inspired,13.0,2.3934690282709754,1.0,1.0,10.0,1.0,1.0,0.0,joy,10.0
https://youtu.be/8vrRgnrz08E #icantbreathe #music #originalmusic #newmusic #musicianlife #musicproducer #musicproduction #songwriter #nojusticenopeace #blacklivesmatter #justiceforgeorgefloyd,"['icantbreathe', 'music', 'originalmusic', 'newmusic', 'musicianlife', 'musicproducer', 'musicproduction', 'songwriter', 'nojusticenopeace', 'blacklivesmatter', 'justiceforgeorgefloyd']","[""'icantbreathe"", 'music', 'originalmusic', 'newmusic', 'musicianlife', 'musicproducer', 'musicproduction', 'songwriter', 'nojusticenopeace', 'blacklivesmatter', 'justiceforgeorgefloyd']",joy,1.0,0.531,dontcare,2.0,0.47096625348780974,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
What’s going on? If you say George Floyd and David Dorn shouldn’t have died we’re losing followers?,"['what', 'is', 'going', 'on', 'if', 'you', 'say', 'george', 'floyd', 'and', 'david', 'dorn', 'should', 'not', 'have', 'died', 'we', 'are', 'losing', 'followers']","['what', 'be', 'go', 'of', 'and', 'if', 'you', 'say', 'george', 'floyd', 'and', 'david', 'dorn', 'should', 'not', 'have', 'die', ""we'"", 'be', 'lose', 'follower']",sadness,4.0,2.782,amused,12.0,1.9192428488081734,0.0,0.0,4.0,3.0,1.0,0.0,joy,4.0
"Pardon the language, but this is not acceptable. This man is no threat, and they arrest him and pepper spray his friends when they try to protect him. How is this helping!? #BlackLivesMatter ","['pardon', 'the', 'language', 'but', 'this', 'is', 'not', 'acceptable', 'this', 'man', 'is', 'no', 'threat', 'and', 'they', 'arrest', 'him', 'and', 'pepper', 'spray', 'his', 'friends', 'when', 'they', 'try', 'to', 'protect', 'him', 'how', 'is', 'this', 'helping', 'black', 'lives', 'matter']","['pardon', ""the'"", 'language', 'but', 'this', 'be', 'not', 'acceptable', 'this', 'man', 'be', ""no'"", 'threat', 'and', 'they', 'arrest', 'he', 'and', 'pepper', 'spray', 'he', 'friend', 'when', 'they', 'try', ""to'"", 'protect', 'he', 'how', 'be', 'this', 'help', 'black', 'life', 'matter']",joy,3.0,1.409,inspired,18.0,3.1380283121966084,0.0,0.0,13.0,1.0,1.0,2.0,joy,13.0
#Overwatch cause #ModernWarfare delayed I'm live on Twitch - Watch me at http://twitch.tv/jessepyro And #BlackLivesMatter,"['overwatch', 'because', 'modern', 'warfare', 'delayed', 'i', 'am', 'live', 'on', 'twitch', 'watch', 'me', 'at', 'and', 'black', 'lives', 'matter']","[""'overwatch"", 'because', 'modern', 'warfare', 'delay', ""i'"", 'am', 'live', 'on', 'twitch', 'watch', ""me'"", 'at', 'and', 'black', 'life', 'matter']",sadness,3.0,1.3880000000000001,inspired,11.0,1.946616894647527,1.0,1.0,6.0,2.0,0.0,0.0,joy,6.0
"I am white, my siblings are not. My nieces & nephews are not. I pray EVERYDAY for their protection. The looks people give when they call me Auntie is disgusting. We HAVE to do better! I will stand w/any of you, I want these babies to not have feel scared. #BlackLivesMatter","['i', 'am', 'white', 'my', 'siblings', 'are', 'not', 'my', 'nieces', '&', 'nephews', 'are', 'not', 'i', 'pray', 'everyday', 'for', 'their', 'protection', 'the', 'looks', 'people', 'give', 'when', 'they', 'call', 'me', 'auntie', 'is', 'disgusting', 'we', 'have', 'to', 'do', 'better', 'i', 'will', 'stand', 'w/', 'any', 'of', 'you', 'i', 'want', 'these', 'babies', 'to', 'not', 'have', 'feel', 'scared', 'black', 'lives']","[""'i"", 'be', 'white', 'my', 'sibling', 'be', 'not', 'my', 'niece', '&', 'nephew', 'be', 'not', 'i', 'pray', 'everyday', 'for', 'they', 'protection', ""the'"", 'look', 'people', 'give', 'when', 'they', 'call', ""me'"", 'auntie', 'be', 'disgusting', ""we'"", 'have', ""to'"", ""do'"", 'better', ""i'"", 'will', 'stand', 'with', 'any', 'of', 'you', 'i', 'want', 'these', 'baby', ""to'"", 'not', 'have', 'feel', 'scared', 'black', 'life']",joy,4.0,1.5159999999999998,inspired,27.0,5.5885096152809,0.0,0.0,16.0,3.0,1.0,0.0,joy,16.0
Sleepy Joe is very desperate and now he is using the death of George Floyd to further his campaign there is Been no better president since Roosevelt you are what made America great and you will continue to do so we cannot let the Dems win,"['sleepy', 'joe', 'is', 'very', 'desperate', 'and', 'now', 'he', 'is', 'using', 'the', 'death', 'of', 'george', 'floyd', 'to', 'further', 'his', 'campaign', 'there', 'is', 'been', 'no', 'better', 'president', 'since', 'roosevelt', 'you', 'are', 'what', 'made', 'america', 'great', 'and', 'you', 'will', 'continue', 'to', 'do', 'so', 'we', 'can', 'not', 'let', 'the', 'dems', 'win']","['sleepy', 'joe', 'be', 'very', 'desperate', 'and', 'now', 'he', 'be', 'use', ""the'"", 'death', 'of', 'george', 'floyd', ""to'"", 'further', 'he', 'campaign', 'there', 'be', 'be', ""no'"", 'better', 'president', 'since', 'roosevelt', 'you', 'be', 'what', 'make', 'america', 'great', 'and', 'you', 'will', 'continue', ""to'"", ""do'"", ""so'"", ""we'"", 'can', 'not', 'let', ""the'"", 'dem', 'win']",sadness,1.0,0.915,amused,22.0,3.853159733201338,1.0,1.0,15.0,3.0,1.0,0.0,joy,15.0
How did the tl switch from black lives matter to completely about rape allegations . Did I miss something ?,"['how', 'did', 'the', 'tl', 'switch', 'from', 'black', 'lives', 'matter', 'to', 'completely', 'about', 'rape', 'allegations', 'did', 'i', 'miss', 'something']","['how', 'do', ""the'"", ""tl'"", 'switch', 'from', 'black', 'life', 'matter', ""to'"", 'completely', 'about', 'rape', 'allegation', 'do', 'i', 'miss', 'something']",sadness,3.0,1.5350000000000001,angry,12.0,1.9389249651284197,1.0,1.0,8.0,1.0,2.0,1.0,joy,8.0
This nigga tried to say he don’t like what’s going on in America right now he said black people need to stop bashing and killing each other but screaming black lives matter.... but you jus... nevermind ,"['this', 'nigga', 'tried', 'to', 'say', 'he', 'do', 'not', 'like', 'what', 'is', 'going', 'on', 'in', 'america', 'right', 'now', 'he', 'said', 'black', 'people', 'need', 'to', 'stop', 'bashing', 'and', 'killing', 'each', 'other', 'but', 'screaming', 'black', 'lives', 'matter', 'but', 'you', 'jus', 'nevermind']","['this', 'nigga', 'try', ""to'"", 'say', 'he', ""do'"", 'not', 'like', 'what', 'be', 'go', 'of', 'and', 'in', 'america', 'right', 'now', 'he', 'say', 'black', 'people', 'need', ""to'"", 'stop', 'bashing', 'and', 'killing', 'each', ""'other"", 'but', 'scream', 'black', 'life', 'matter', 'but', 'you', 'jus', 'nevermind']",fear,3.0,2.4059999999999997,amused,23.0,4.0041276315847165,0.0,0.0,11.0,2.0,1.0,0.0,joy,11.0
"The private coroner that the family of George Floyd hired said he definitely died from asphyxiation. BUT, it could’ve been from the dickhead on his neck for 8 minutes OR it could’ve been the assholes on his back literaly decompressing him.","['the', 'private', 'coroner', 'that', 'the', 'family', 'of', 'george', 'floyd', 'hired', 'said', 'he', 'definitely', 'died', 'from', 'asphyxiation', 'but', 'it', 'could', 'have', 'been', 'from', 'the', 'dickhead', 'on', 'his', 'neck', 'for', '8', 'minutes', 'or', 'it', 'could', 'have', 'been', 'the', 'assholes', 'on', 'his', 'back', 'literaly', 'decompressing', 'him']","[""the'"", 'private', 'coroner', 'that', ""tha'"", 'family', 'of', 'george', 'floyd', 'hire', 'say', 'he', 'definitely', 'die', 'from', 'asphyxiation', 'but', 'it', 'could', 'have', 'be', 'from', ""the'"", 'dickhead', 'on', 'he', 'neck', 'for', '8', 'minute', 'or', 'it', 'could', 'have', 'be', ""the'"", 'asshole', 'on', 'he', 'back', 'literaly', 'decompressing', 'he']",sadness,2.0,1.6789999999999998,amused,21.0,3.956122138347215,1.0,1.0,9.0,1.0,1.0,0.0,joy,9.0
"With so many people jumping on the BLM social media train, this petition should have met its goal by now. Sign it now!! Justice for George Floyd - Sign the Petition! http://chng.it/C7CKgYY9 via @Change","['with', 'so', 'many', 'people', 'jumping', 'on', 'the', 'blm', 'social', 'media', 'train', 'this', 'petition', 'should', 'have', 'met', 'it', 's', 'goal', 'by', 'now', 'sign', 'it', 'now', 'justice', 'for', 'george', 'floyd', 'sign', 'the', 'petition']","['with', 'so', 'many', 'people', 'jump', 'on', ""the'"", 'blm', 'social', 'media', 'train', 'this', 'petition', 'should', 'have', 'meet', 'it', ""'s"", 'goal', 'by', 'now', 'sign', 'it', 'now', 'justice', 'for', 'george', 'floyd', 'sign', ""the'"", 'petition']",trust,1.0,0.711,inspired,15.0,2.3576225210415283,0.0,0.0,13.0,0.0,0.0,0.0,joy,13.0
I signed this because this racist shit needs to stop now! Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/Gzcybph9 via @Change,"['i', 'signed', 'this', 'because', 'this', 'racist', 'shit', 'needs', 'to', 'stop', 'now', 'mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', 'the', 'petition', 'via']","[""'i"", 'sign', 'this', 'because', 'this', 'racist', 'shit', 'need', ""to'"", 'stop', 'now', 'mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', ""the'"", 'petition', 'via']",disgust,1.0,0.82,annoyed,15.0,2.4503228260722416,2.0,2.0,8.0,1.0,0.0,0.0,joy,8.0
"If you don’t recognize that there is a problem, then you’re part of the problem. It’s that simple. #BlackLivesMatter","['if', 'you', 'do', 'not', 'recognize', 'that', 'there', 'is', 'a', 'problem', 'then', 'you', 'are', 'part', 'of', 'the', 'problem', 'it', 'is', 'that', 'simple', 'black', 'lives', 'matter']","['if', 'you', ""do'"", 'not', 'recognize', 'that', 'there', 'be', ""a'"", 'problem', 'then', 'you', 'be', 'part', 'of', ""the'"", 'problem', 'it', 'be', 'that', 'simple', 'black', 'life', 'matter']",sadness,2.0,0.719,inspired,8.0,1.6458198862699183,0.0,0.0,6.0,1.0,0.0,1.0,joy,6.0
"June 2, 2020 #BlackLivesMatter ","['june', '2', '2020', 'black', 'lives', 'matter']","['june', '2', ""'"", '2020', 'black', 'life', 'matter']",trust,1.0,0.47700000000000004,inspired,5.0,0.9324483994398032,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
"So now is a better tim than ever to arrest ALL those officers involved. Either of those were enough to kill George Floyd, they did both. Not only did they kill Floyd, they were doing enough to kill him multiple times over.","['so', 'now', 'is', 'a', 'better', 'tim', 'than', 'ever', 'to', 'arrest', 'all', 'those', 'officers', 'involved', 'either', 'of', 'those', 'were', 'enough', 'to', 'kill', 'george', 'floyd', 'they', 'did', 'both', 'not', 'only', 'did', 'they', 'kill', 'floyd', 'they', 'were', 'doing', 'enough', 'to', 'kill', 'him', 'multiple', 'times', 'over']","['now', 'be', ""a'"", 'better', 'tim', 'than', 'ever', ""to'"", 'arrest', 'all', 'those', 'officer', 'involved', 'either', 'of', 'those', 'be', 'enough', ""to'"", 'kill', 'george', 'floyd', 'they', 'do', 'both', 'not', 'only', 'do', 'they', 'kill', 'floyd', 'they', 'be', 'do', 'enough', ""to'"", 'kill', 'he', 'multiple', 'time', 'over']",fear,1.0,0.9620000000000001,angry,15.0,2.273636443259649,0.0,0.0,11.0,1.0,1.0,1.0,joy,11.0
"#GeorgeFloyd opened up difficult conversations that for decades were just swept under the rug. Not just in America, but worldwide. For example, Arab Anti-black racism is slowly, but surely, taking center stage. It started in America, but now everywhere. It’s about damn time!","['george', 'floyd', 'opened', 'up', 'difficult', 'conversations', 'that', 'for', 'decades', 'were', 'just', 'swept', 'under', 'the', 'rug', 'not', 'just', 'in', 'america', 'but', 'worldwide', 'for', 'example', 'arab', 'anti-black', 'racism', 'is', 'slowly', 'but', 'surely', 'taking', 'center', 'stage', 'it', 'started', 'in', 'america', 'but', 'now', 'everywhere', 'it', 'is', 'about', 'damn', 'time']","['george', 'floyd', 'open', 'up', 'difficult', 'conversation', 'that', 'for', 'decade', 'be', 'just', 'sweep', 'under', ""the'"", ""rug'"", 'not', 'just', 'in', 'america', 'but', 'worldwide', 'for', 'example', 'arab', 'anti', 'black', 'racism', 'be', 'slowly', 'but', 'surely', 'take', 'center', 'stage', 'it', 'start', 'in', 'america', 'but', 'now', 'everywhere', 'it', 'be', 'about', 'dam', 'and', 'time']",anticipation,2.0,1.266,inspired,31.0,5.090497530818722,0.0,0.0,14.0,1.0,1.0,0.0,joy,14.0
"i don’t like the violence , we have to stay peaceful or else they will use even more force #BlackLivesMatter ","['i', 'do', 'not', 'like', 'the', 'violence', 'we', 'have', 'to', 'stay', 'peaceful', 'or', 'else', 'they', 'will', 'use', 'even', 'more', 'force', 'black', 'lives']","['i', ""do'"", 'not', 'like', ""the'"", 'violence', ""we'"", 'have', ""to'"", 'stay', 'peaceful', 'or', 'else', 'they', 'will', 'use', 'even', 'more', 'force', 'black', 'life']",anger,2.0,1.16,inspired,11.0,1.8582004037669395,1.0,0.0,8.0,2.0,0.0,0.0,joy,8.0
Okay it wasn’t permanent but it was for blackout Tuesday... and then had a personal station for BLM & in memory of George Floyd .. still big tho ,"['okay', 'it', 'was', 'not', 'permanent', 'but', 'it', 'was', 'for', 'blackout', 'tuesday', 'and', 'then', 'had', 'a', 'personal', 'station', 'for', 'blm', '&', 'in', 'memory', 'of', 'george', 'floyd', 'still', 'big', 'tho']","[""'okay"", 'it', 'be', 'not', 'permanent', 'but', 'it', 'be', 'for', 'blackout', 'tuesday', 'and', 'then', 'have', ""a'"", 'personal', 'station', 'for', 'blm', '&', 'in', 'memory', 'of', 'george', 'floyd', 'still', 'big', 'though']",trust,1.0,0.5,annoyed,13.0,2.152844609126439,0.0,0.0,9.0,2.0,0.0,1.0,joy,9.0
"Philly Restaurants Express Solidarity With Protesters, Black Lives Matter Movement ","['philly', 'restaurants', 'express', 'solidarity', 'with', 'protesters', 'black', 'lives', 'matter', 'movement']","['philly', 'restaurant', 'express', 'solidarity', 'with', 'protester', 'black', 'life', 'matter', 'movement']",trust,2.0,1.125,dontcare,12.0,2.011200806361989,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
"What breaks my heart the most is that my friends 13 year old daughter asked if her friends don’t like her because of her skin color. #BlackLivesMatter Racism is taught, EDUCATE","['what', 'breaks', 'my', 'heart', 'the', 'most', 'is', 'that', 'my', 'friends', '13', 'year', 'old', 'daughter', 'asked', 'if', 'her', 'friends', 'do', 'not', 'like', 'her', 'because', 'of', 'her', 'skin', 'color', 'black', 'lives', 'matter', 'racism', 'is', 'taught', 'educate']","['what', 'break', 'my', 'heart', ""the'"", 'most', 'be', 'that', 'my', 'friend', '13', 'year', 'old', 'daughter', 'ask', 'if', 'she', 'friend', ""do'"", 'not', 'like', 'she', 'because', 'of', 'she', 'skin', 'color', 'black', 'life', 'matter', 'racism', 'be', 'teach', 'educate']",joy,7.0,2.8710000000000004,inspired,21.0,4.385776207781816,0.0,0.0,11.0,3.0,1.0,0.0,joy,11.0
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/LLCk9pB4 via @Change,"['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', 'the', 'petition', 'via']","['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', ""the'"", 'petition', 'via']",trust,1.0,0.711,dontcare,9.0,1.534940365683796,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
"#aboutlastnight #blacklivesmatter #peacefulprotest #rva @Richmond, Virginia https://www.instagram.com/p/CA-esQigMJW/?igshid=x9ll3egspurb","['aboutlastnight', 'blacklivesmatter', 'peacefulprotest', 'rva', 'virginia']","['aboutlastnight', 'blacklivesmatter', 'peacefulprotest', ""rva'"", 'virginia']",,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/kkmxbcF5 via @Change,"['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', 'the', 'petition', 'via']","['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', ""the'"", 'petition', 'via']",trust,1.0,0.711,dontcare,9.0,1.534940365683796,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
Minnesota Attorney General Ellison: Rescind the Minneapolis Medical Examiner’s report of George Floyd - Sign the Petition! http://chng.it/B9wsGV4p via @Change,"['minnesota', 'attorney', 'general', 'ellison', 'rescind', 'the', 'minneapolis', 'medical', 'examiner', 'is', 'report', 'of', 'george', 'floyd', 'sign', 'the', 'petition', 'via']","['minnesota', 'attorney', 'general', 'ellison', 'rescind', ""the'"", 'minneapolis', 'medical', 'examiner', 'be', 'report', 'of', 'george', 'floyd', 'sign', ""the'"", 'petition', 'via']",trust,3.0,1.235,annoyed,14.0,2.319109437651182,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
