Correction	ErrorFrequency	Errors
granite	1	[grantile]
yours	14	[your's, yonr, your's, yous, your's, you's, your's, your's, your, your, your, yous, your, your]
law's	1	[low's]
delivered	2	[deliveried, delieved]
advantages	2	[advangages, adavantages]
forecast	3	[forcast, forcast, forcast, forcast]
strength	2	[strenth, strengh]
engineer	22	[enginner, engnieer, enginneer, engeneer, engneer, negineer, eigneeer, engneer, engneer, enginer, engeneer, enginner, enganeer, angineer, enginer, einnger, engneer, engneer, engineener, enginner, engineerer, engineerer, engeneer]
helped	2	[holped, helpped]
soon	5	[sonn, soo, sonn, soo, noon]
chili	2	[chilli, chilli]
general	3	[jeneral, gengeral, generla]
appointment	1	[appionment]
clerical	1	[clercal]
personally	1	[personly]
representative	2	[represntative, rpresentative]
alarm	2	[alerm, alrm, alrm]
foods	1	[foods's]
seven	13	[senen, senven, senven, senven, senven, senven, senen, sevevn, sevean, sesen, senven, seve, sevev, sever, serven, sevene]
seasons	1	[seanons]
foreigners	4	[forigner, forigners, foreigner, foreigns]
performances	1	[perfomances]
watermelon	3	[watermelom, wather melon, watermalen]
high	14	[hight, hight, hight, height, hight, hight, hight, hight, hign, hight, higth, hagh, hight, higt, hight]
universities	1	[unveristies]
cashier	2	[casher, casher, casher]
very	38	[vreay, vey, vevry, vey, vert, ver, evry, verry, vey, ver, veary, vey, wery, evry, wer, vear, vevy, vary, ver, veruy, wery, vey, vesy, wery, ery, v ery, cery, vey, vrey, vevy, veryy, vey, vey, vevy, evry, vary, vear, vrey]
transmitter	1	[transmiter]
rectangular	1	[rectanglar]
sad	1	[said, said]
everything	12	[everyting, everthing, everyting, everthing, everhthing, everythinf, everthing, everythink, everyting, everying, evrything, everthing]
towards	1	[toward]
outgoing	2	[outgiong, outgoint]
draw	1	[drow]
apologize	4	[appolygize, aplogize, appologize, aplogize]
pins	2	[bins, bins, bins, bins, pis]
friend's	2	[frieads, friends's]
sadly	1	[saddly]
can't	34	[cann't, cann't, cann't, cann't, cann't, cant't, cann't, cann't, cann't, cann't, cann't, [[cann't, cann't, cann't, cann't, cann't, cann't, cann't, couldn'd, cann't, cann't, con't, con't, cann't, cann't, cann't, can'n, [[cann't, cann't, cann't, con't, cann't, cann't, cann't, cann't, cann't, cann't, cann't]
milk	3	[milkes, miks, mike]
drive	5	[dirve, dvier, dreve, dirive, dirve]
pink	7	[pind, qink, pank, pingk, pinky, pint, prink]
yourself	16	[youself, youself, youself, youself, youself, yoursell, youself, youself, youself, youself, youself, youself, yoursely, youself, youself, youself]
arrived	4	[arrieved, arrivaled, arried, arriveled]
industry	8	[industory, indursty, industrition, industy, induntry, indutry, industury, industy]
working	7	[woking, woring, woking, wroking, wroking, woking, woking]
exchange	1	[exhcnage]
sold	2	[saled, saled, soled]
insisted	1	[insistet]
attracts	1	[attrack]
leaning	1	[leanning]
continuous	1	[contitious]
yellows	1	[yeallows]
customizing	1	[sutomizing]
raspberry	5	[reapberry, respberry, raspcherry, respberry, raspherry]
singing	4	[sing, sing, sining, singsin]
again	6	[[[agian, agian, agin, agin, agin, agian, angain]
insecurity	1	[unsecurity]
celebrities	3	[celerities, celeberities, celebrites]
overseas	2	[oversea, oversea]
like	17	[linke, lide, likes, liek, lke, llike, lke, lile, lik, lilike, llike, lieke, ike, liky, liek, likes, liake]
receiving	3	[recieving, recieving, receising]
teeth	18	[teesh, teech, teech, teetch, teehe, teeths, teath, teech, teeh, teech, teech, teech, teath, theeth, teeh, teech, teech, teech]
not	4	[no, no, no, no, net, bot, no]
many	9	[meny, mang, mang, mang, meny, mant, mary, mang, mang]
soldiers	1	[soliders]
haven't	6	[havn't, havn't, havn’t, hanven't, have'nt, hanen't]
happened	10	[happend, happend, hapened, happend, happed, happend, hanppend, hoppend, happed, happend]
start	4	[star, strat, sart, stat]
sat	1	[sitted]
myself	4	[my self, my self, mysefl, mysels]
saw	1	[asw]
years	46	[yeras, yerars, yeard, yrs, yeas, yours, yesr, yers, year, yeas, yers, yaers, yers, yaers, yeras, yesrs, yeas, yeard, yesrs, yeas, yeas, yeas, yrs, yrs, yers, yeasr, yeae, yrs, yeas, yrs, year's, yaer, yeras, yeas, yeras, yeard, yeare, yesrs, yeaers, yeas, yeasr, yeals, yers, yeas, yeaes, yeas, yeas, yeras]
approaches	2	[approachs, approachs]
strict	2	[strick, strick]
some	7	[same, somen, somg, smoe, somer, sme, smoe]
dance	6	[dane, sance, dancd, dace, dace, danc]
outside	1	[outsite]
culture	2	[cutrue, cultrue]
vacuuming	3	[vacuumming, vacuuning, vacumming]
stream	1	[srream]
range	1	[rang]
physics	1	[phiecs]
uncomfortable	5	[unconfortable, uncomfortabe, uncomfatable, uncomforteable, uncomforteble]
line	3	[lind, lined, ling]
techniques	3	[technics, teachniques, techine]
fortunate	1	[futunately]
bathe	1	[bath]
attitude	1	[attiude]
computers	16	[coputers, comprters, compurers, copmters, conputers, compyters, comprters, compputers, compuers, cumputers, compurters, compers, compuers, compuers, computres, comptuers]
circumstance	1	[circumatance]
museums	1	[musum]
upset	1	[upsad]
reminded	2	[remided, remindered]
casual	2	[causual, cacual]
buying	2	[buiying, btuying]
starting	1	[starding]
probably	2	[probabaly, probabily]
mine	1	[mine's]
mind	1	[mid]
aggressive	2	[aggresive, aggresive, agrressive]
watches	59	[watchs, watchs, watchse, watchs, watchs, wathes, watchs, watchs, watchs, watchs, watchs, watchs, watchs, watchs, wathes, watchs, watchs, watched, watch, wacthes, watchs, watchs, watchs, watchs, waches, watchs, watchs, watchs, watchs, watchs, watchs, watchs, watchs, watchs, watchs, wathes, whatches, watchs, watchs, watchs, wathc, watchs, watchs, wathes, watchs, watchs, watchs, watchs, watchs, watchs, watchs, watchs, watchs, waatches, watchs, watchs, waches, watchs, watchs]
options	1	[opthions]
unemployed	2	[unemplyed, unemployer]
untidiness	1	[untidyness]
resolve	1	[reselve]
applying	2	[appling, appling]
corner	1	[corter]
humorous	2	[humerous, humourous]
refrigerator	8	[refrigerater, refrigeratory, refrgerator, refrigerate, fridgerator, refirigerator, refrirator, refrigeratore]
already	7	[alreay, alreadly, aready, alreadly, aleady, alread, alreadly]
pros	1	[prons]
remind	1	[remaind]
process	1	[peocess]
broken	5	[booken, kroken, brocken, borken, boken]
arrange	1	[arrage]
suburbs	1	[suburds, suburds]
really	22	[realy, realy, relly, realy, realy, realy, readlly, realy, realy, reall, realy, realy, relly, realy, raally, realy, reall, relly, rellay, realy, realy, realy, realy, realy]
chair	1	[chaie]
lily	1	[liy]
successfully	4	[seccessfully, sucessfully, sucessfully, sucessfully]
magazines	3	[magazin, magizens, magzine]
bloody	1	[bloodly]
bowling	20	[bowing, biwling, biwling, biuling, blowling, bowing, bowing, boeling, blowling, bowing, bowing, bowing, boling, bow, blowling, blwling, boowing, 'boling, blowling, bwling, bowing, bowing, bowing, bowfing, bowlin, bowin, blowing, blowing]
brother	31	[brothe, borther, borther, brohter, borther, borther, broher, broyher, brohter, borther, borther, brothe, brothe, brothe, borther, borther, borther, borther, trother, brothe, brither, brohter, brather, brther, broter, borther, borther, baother, byother, brather, brotyte, borther, broter]
tour	1	[toure]
possesses	1	[posseses]
reading	8	[reaing, reding, read, readind, reding, raeding, reaing, redding]
candies	1	[candys]
overcome	2	[overcomed, overcom]
beach	6	[teach, beath, beath, beatch, beache, heach]
earring	4	[earing, earing, earing, earing]
function	1	[fuction]
habits	5	[habies, habbits, hobits, habite, habbits]
bicycle	2	[bycycle, byecicle]
hear	3	[here, hera, hera]
police	7	[plice, poliec, poliec, polices, plice, poilce, polici, pollice]
maddening	1	[madding, madding]
doorknob	1	[doornob]
there's	1	[there'r]
etiquette	1	[etiquettes]
surf	7	[sulf, sufe, suf, sufe, sruf, suf, surfs]
chief	1	[cheif]
sure	1	[suer]
cake	2	[cakr, cate]
achievement	1	[an excellent [[achivement, achivement]
dream	2	[drame, drem, drem]
visitors	2	[vistors, vistors]
intellectual	1	[intellecture]
permission	5	[permisson, perssion, premission, perrmission, permision]
mark	2	[marke, make]
emails	21	[eamils, emais, emils, emalis, enails, eamails, eamils, emalis, eamils, emalis, emalis, emils, eamils, eamils, eamils, eamails, e'mails, e-maails, enails, emials, emalis]
son's	1	[sun's]
wants	2	[wangt, want]
presentation	5	[presetation, presentatin, persentation, presention, dresentation]
voices	1	[vioces]
surprising	1	[surpring]
town	3	[twon, twon, twon, twon, twon]
known	2	[knowned, kown]
media	1	[midia]
senior	1	[senious]
golden	1	[goden]
administration	3	[adminstration, adminstration, adminstration]
characters	7	[charactes, chracaters, charactors, charachters, charaters, charaters, charatcters]
calm	2	[clam, clam]
decide	3	[dicide, dicided, deciede]
increased	1	[increaed]
paper	1	[peper]
breaks	3	[breakes, bereaks, breakes]
virus	1	[virtus]
thrash	1	[thash]
achieve	6	[achive, acheive, acheive, archieve, archieve, acheve, achive]
currently	3	[curretly, curenntly, currectly]
apartments	1	[apparments]
restaurant	103	[resturant, restuarant, restaurent, reataurent, resterant, restaurt, resturant, restarent, restarent, bestaurant, restautant, resetraunt, resturant, resturant, resturant, resturant, restauran, reataurant, restaurand, restaurand, restiraunt, resterant, reataurant, restaruant, resturant, restarant, restaurate, restaurate, restautant, resturant, resturant, resturant, resturant, reatrant, restruant, restruant, rastuarant, resterant, restaruant, restuarant, restrant, restrant, restaustant, restaustant, restrutrant, restauant, restaruant, restourant, reastaurant, restuarant, restraunt, rentaurant, resturant, resturant, restruant, restautant, restuarant, resturant, resterant, restrount, restauant, reataurant, restrurant, rastaurant, restrant, restarant, resturant, restaurent, restautant, restrant, restrant, resturant, restauant, restrant, restraunt, restaurent, restaurent, restrant, resurant, resurant, resurant, restang, restaraut, reastaurant, restanrant, restrant, resterant, resterant, retaurant, restraurant, restaraunt, reasturant, restauran, resraurant, resterant, restautant, reataurant, restraunt, reataurant, testaurant, restanrant, restaurent, resturant, resturant, restuarant, restuarant, retanrant, resturant, resturant, resturant, restanrant, resturant, resturant, resterant, restautant, restrant, retaurant, restraunt, restruant, reaustraunt, resteraus, resturant, restaurent, restaurent]
outlining	1	[outling]
let's	3	[les't, let't, leat's]
because	185	[beacuse, becaiuse, beacause, becuse, beacuse, beacuse, beause, becouse, becouse, beacuse, beacause, becuse, becasuse, beacause, becaues, beause, becase, becausse, beacuse, beacause, beacause, becasue, becaus, becasue, beacuse, beacuse, beacuse, beacuse, beacause, beacuse, beacuse, becuase, bucause, bacause, becuse, becasue, beacuse, beacause, beacause, becasue, beause, beause, beacuse, becuse, becease, becuase, beacuse, bacause, beacuse, beacuse, beacuse, beacuse, bucause, beacuse, becaues, beause, becuase, bacause, becuase, beacause, bucause, bucause, beacuse, beacuse, beacuse, beacuse, becuse, becase, beacuse, bucause, becuse, becaude, beacause, bacause, becuase, beacause, becuse, bucause, beacuase, becasue, beacurs, beacurs, becouse, beacuse, becasue, beacuse, becuase, beacuse, becaust, becaust, beacuse, beacuse, becaused, becuser, bescuse, beacause, becuase, becasue, beacuse, beacuse, beacuse, beacuse, beacuase, beacause, beacaus, beacuse, becuse, besause, becaus, becouse, becaus, beacause, beacuse, beacuse, beacuse, becuser, becaused, becuse, becsuse, becaue, bause, becouse, beacuse, becauce, becouse, bucause, becaude, beacause, beacause, beacause, beacause, becauce, beacuse, beecause, becouse, becasue, becaues, beacause, becauce, becuase, becuase, beacuse, becauce, bacause, beacuse, becaues, becaues, beacause, becarse, becanse, beacuse, beacause, becuase, becaues, beacause, becusers, bacause, beacuse, becaused, becouse, beacause, cos, beacuase, beacasue, becase, beacase, bucase, beacuse, beacause, becauce, beacuse, becase, becaues, beacuse, bucuse, beacause, beacuse, becauce, becouse, bucause, bucause, bucause, becuse, becsuse, becuase, becuse, becuase, becauce, becauce, becauese, beause, becuase, beacuse, beacaus, beacause, beacause, beacause, beacaus, becaus, beacuse, beccause, beacuse, beacause, becouse, becase, becase, becanse, bececause, beacuse, becaus, beacuse, becuse, beacuse, beacuse, beacuse, bucause, beacuse, beacuse, becouse, becouse, becouse, beacuse, beacause, becuse, beacause, beacuse]
magazine	1	[magzine, magzine]
sofa	6	[sofe, sofe, sofe, sofe, sofe, sofe, sofe, sofe]
another	13	[aother, anther, anphter, anthoer, anonther, anther, an other, onther, aother, other, anthother, aonther, aother]
full	1	[fall]
inspections	1	[inspectiong]
leader	1	[leadel]
believing	1	[beliving]
glass	2	[glas, glussed]
noisy	3	[nosy, nosiy, noisey, noisey]
recruitment	1	[recuriment]
august	24	[augest, auguest, augest, augest, augst, auguest, agu, augest, auguset, augest, agust, ausgust, augst, aug, auguest, augest, auguet, augest, angust, auguest, augest, augest, augst, augest]
making	2	[makeing, makeing]
won	1	[wan]
certificates	2	[certificats, ceificates]
negotiated	1	[negociated]
students	6	[sudent, sudent, studants, srudents, studends, studends, studends, studengts, studengts]
sixteen	12	[sixten, sisteen, siteen, sisteen, sisteen, sisteen, sisteen, sisteen, sixtee, sisteen, sisteen, sinteen]
minutes	5	[minitues, minites, minites, minututes, minites]
check	6	[chech, chek, chek, chech, chack, chech, chack]
vision	1	[vsion]
chains	1	[chanirs]
century	2	[centure, centry]
jeans	15	[jeams, jens, jeas, peans, jeants, jaens, jrans, jneas, jneas, jeanss, jeas, juens, jean, jears, jeanes, jeants]
greatest	1	[greastet]
oranges	1	[orangeres]
tasks	1	[tasts]
petrochemical	1	[petrochemal]
came	2	[cae, canme]
terrifying	1	[terryfing]
addition	3	[additon, addtion, addtional]
searches	1	[searchs, searchs]
teach	2	[theach, teath]
soft	1	[solf]
beside	1	[besite]
address	6	[addres, adress, adress, adress, adree, disdress]
vinegar	8	[vinger, veneager, vineger, vnegar, vineger, vinger, vinger, vinger, vinega]
struggles	1	[stuggles]
thief	3	[theif, thelf, theif]
benefits	9	[benafits, benfits, benifts, benifits, benifits, benifits, benifits, benifits, benfit]
need	4	[meed, neet, nend, needs]
iceberg	3	[iceburg, icebery, icebery]
total	3	[totle, tatol, tatol]
mountain	11	[montain, moutain, moutain, moutants, moutaint, moutain, moutain, montion, mounatin, moutain, montain, moutain]
jimmy	1	[jommy]
benefit	4	[benifit, benifi, benifi, benifit, benifit, bebefit]
fish	3	[fishs, fishs, finshing]
shipment	1	[shippment, shippment, shippment, shippment]
higher	1	[highter]
visit	12	[vist, visist, vist, vist, visite, visite, vist, vist, visite, vist, visist, visist, vist]
father's	3	[farther's, fahter's, father']
actualization	1	[actualizaition]
wait	3	[waite, wati, waite]
over	1	[overt]
free	2	[freer, ree]
search	1	[seach]
memorize	1	[memerize]
camping	12	[claming, capimg, capming, comping, cambing, comping, comping, comping, comping, campling, cimping, campling, campimg]
located	1	[locats]
accompanied	1	[accomopanied]
contribution	1	[contrubution]
she	6	[sje, shi, shi, shie, shi, shes]
began	6	[bagin, begain, bagan, bagan, begain, bagan]
partner	4	[partiner, parter, parner, parter]
something	21	[sometihing, do [[somthing, somthing, somethimg, somenting, someting, someing, have [[someting, somthing, somtthing, somthing, someting, somthing, someting, some thing, smoething, sth, someting, someting, somthing, someting, someting]
manful	1	[meanful]
black	40	[blck, blak, blak, blank, blake, blacd, balk, blck, balck, balck, block, blace, balck, blacke, blace, blac, blck, blck, blank, balck, balck, balck, bland, bland, brack, blak, biack, blun, balck, blake, blacke, balck, balck, balck, biack, balck, blake, blcak, blank, balck, balck, balck, blcak]
discrimination	7	[discriminations, discriminaiton, discriminattion, discriminattion, discriminattion, discriminattion, discriminattion, discimination, discimination, discriminations, discriminations, descrimination, descrimination, descrimination, descrimination, descrimination, descrimination, discriminations, discriminations]
flashlights	1	[flaslights]
creative	1	[creaive]
once	2	[ones, onec]
basement	2	[basament, bedroom]
unnecessary	1	[unnecessaries]
companies	8	[companys, companys, companys, complany's, companty, componies, company, companys]
cleaned	3	[cleande, cleamed, clealy]
psychological	1	[sychological]
number	27	[nume, numder, munber, numler, mumber, numble, namuber, numeber, nuber, numeber, mumber, nuber, nomber, mumber, nuamber, nonbjj, namuber, unmber, nemer, munber, nomber, mumber, nubmer, numer, namber, namber, numbere]
attract	2	[attrack, attact]
smoke	4	[somke, somke, somke, somke]
further	5	[futher, farhter, furthur, furthur, furthough]
tortoise	1	[tortise]
cities	2	[citys, citys]
soak	1	[soake]
soap	2	[soup, soup, soup]
explain	1	[explian]
recruiter	1	[recruitor]
adverts	3	[advers, daverts, averts]
deserve	1	[derserve]
computer	28	[comeputer, camputer, comptuer, conmputer, conputer, comeputer, computer', comture, coputer, compute, computy, compuer, comeputer, comptuer, camputer, comptuer, comtuter, competer, compurter, comuter, comprter, comeputer, compuer, compter, complay, conputer, comeputer, cumputer]
she's	2	[shi's, she 's]
before	12	[befor, befron, befor, befor, befor, befroe, befor, befor, befor, befire, befor, befor]
ocean	2	[occean, ocrean]
horrible	2	[horrorable, horriable]
geometric	1	[geomatric]
disappointing	1	[disappionting]
six	1	[sis]
traveled	2	[travled, traved]
trouble	3	[troube, truoble, troble]
warmer	2	[warmmer, warmmer, warmmer]
division	2	[divison, divission.]
could	4	[couble, couls, coud, coudy]
smoking	4	[smorking, amoking, smokinig, somking]
joining	2	[jioning, joinning]
leaking	1	[leakaging]
customs	4	[custmos, coustoms, costoms, castoms]
skirt	8	[skitr, skitr, skrit, skirk, skirk, stirt, skir, skir, skert]
thorough	1	[thorought]
keyboard	2	[kerboard, kayboard]
monkeys	9	[moneys, mongkeys, mankeys, mlnkeys, mokey, monley, mokeys, monkays, monkey, monkey]
firm	1	[fimly]
girlfriend	8	[friendgirl, girlfried, grilfriend, girlfirend, girfriend, grilfriend, girl friend, girfriend]
wed	1	[web]
tightened	1	[tighted]
forestry	1	[foresty]
o'clock	52	[o'olock, o'olock, o'colck, oh clock, o'clcok, o'colock, olock, o'colck, o'colck, o'olock, c'clock, c'clock, c'clock, o'clcok, o'clcok, o'clcok, o'clcok, o'ccok, o'oclok, o'clook, o'colck, o'colck, o'clocle, o'clocle, o'colck, o'clcok, o'clcok, o'lock, o'clcok, o'clcok, o'colock, o'colck, o'colck, o'clok, o'clokc, olcock, oclock, oclock, o'colck, o'colock, o'clcok, o'clcok, o'clcok, oclock, o'clcok, o'colck, o'colock, o' colock, o'lock, o'lock, o'lock, colck, o'colck, 'o clock, 'o clock, 'o clock, 0'clock, o'clockon, o'clcok, o'oclock, o'oclock, o'oclock, o'lock, o'colok, o'colok, o'clcok, oclpck, oclock, p'clock, o'chock, o'colck, o'colck, o' colck, o'clcok, o'clcok, o'cllock, o'clork, o'clork, o'clork, o'clork, o'clork, o'clork, o'clork, o'clokc]
traditional	2	[tranditional, trasditional]
boat	2	[boate, boact]
living	4	[liveing, livin, liveing, liveing]
negotiations	1	[negociation]
solving	2	[soloving, sovling]
history	6	[histroy, histotry, histry, hitory, histroy, histroy]
sit	1	[set]
amazing	6	[amzaing, amaing, ammazing, amzing, amaizing, zmazing]
sir	1	[si']
forever	1	[forover]
titanic	1	[titannic]
background	4	[backgroud, back ground, backgrand, backgrouds]
intern	1	[intership]
wealthy	1	[weathy]
clever	2	[cever, clver, cleve]
scenery	3	[senery, secenery, sceneries]
faithfully	2	[faithly, fairthful]
returned	2	[returened, retured]
methods	1	[mothods]
redesigned	2	[redisigned, redesighed]
body	2	[bady, boday]
communicating	2	[commucating, communcatied]
same	1	[some]
enough	5	[enouth, enogh, enouhg, enugh, enought]
taste	4	[tast, tast, taset, tase]
who	2	[whos, wo]
doctor	10	[docter, docter, dactor, dictor, docter, dorctor, doctoer, docter, docyor, doctor's]
begged	1	[beged]
troublesome	1	[toublesome]
brainstorm	6	[braistorm, blainstorm, brainstrom, brainstrom, birainstorm, bringstorms]
opinion	10	[oppion, opion, opions, opnion, opnion, opion, opnion, opionion, opion, opinon]
everybody	3	[everbady, everyboy, everybady]
light	4	[ligh, lingh, ligh, ligh, ligh, lignt, lighet]
think	11	[tink, fink, thinkt, thind, thinnk, thank, tink, thinkd, thing, thank, thingk, thnik]
occasionally	10	[occasionary, occasionaly, occasunaily, occationally, occtionally, occasionly, occationally, occasianally, occasionaly, occationally]
get	2	[gut, gat]
apology	1	[applogy]
mopped	7	[moped, moped, moped, moped, moped, moped, moped]
sale	2	[sell, sall]
bracelet	1	[bracelt]
executive	1	[excutive]
cough	3	[caugh, caugh, caugh]
oral	1	[orla]
near	3	[neer, naer, neare]
immigrate	1	[imigrate]
better	2	[bettr, batter]
neat	1	[neta]
against	3	[agaist, agaist, againast]
bible	1	[bable]
example	7	[exampal, examlp, excemple, exemplar, examp, explem, excemple]
meetings	4	[meetting, meeting, mettings, meettings]
walk	6	[wakl, work, walke, wak, wakl, walke]
wall	1	[walls]
flies	2	[flys, flys, flys]
salty	2	[saily, saulty]
shareholders	6	[shareholds, shareholde, sharedholds, shareholds, shareholds, shareholds, shareholers]
saying	1	[saing]
carefully	2	[nucarefully, carefuly]
daddy	2	[dady, dady]
set	1	[sets]
sake	1	[sack]
department	12	[deparment, departmant, departement, departmen, deparment, partment, departent, deparment, departerment, [[deparment, depatment, deportment]
virtuous	1	[virtous]
consensus	1	[consensuse]
weather's	1	[wether's]
employer	2	[empolyer, emplorer]
understanding	1	[unerstanding]
today	7	[today's, taday, taday, taday, touay, taday, taday]
purchase	1	[purchacing]
congratulations	16	[congradulations, congradulations, congraduations, congradulations, congraduations, congradulations, congratulationgs, congratulation, congraduations, congratunations, congraduatons, congratuations, congrutulation, congraduations, congratuations, congruations]
impolite	2	[inpolite, inpolite]
throw	1	[tow]
organization	3	[prganization, organazation, orgnization]
carrying	3	[carring, carriing, carring]
area	10	[aera, aera, arera, aera, arean, aren, aera, arae, arae, aarea]
tiles	4	[tlles, files, files, tlies, tlles]
travelled	1	[traved]
style	6	[stytle, stytle, syle, syle, atyle, stely]
woolen	1	[woollen]
wonderfully	1	[woundfully]
sushi	1	[sush]
arguing	1	[argruing]
experience	42	[exprience, experinece, experence, experinecen, expericence, experince, experiece, experiece, experiece, exeperience, expirence, exprience, experice, experice, experiece, expierence, expierence, experence, experence, experence, expeience, experisence, expeirence, exerperience, expierence, experient, exprience, experence, expeirence, exprience, experence, experince, experiece, experiance, experince, exprience, esperience, experiens, expeience, exprience, experiece, exprience, experiece, experence, expeience]
employee	3	[empolyee, exployee, emloyee]
individuals	1	[indiduals]
employed	1	[emploeed]
skate	1	[skat]
five	9	[fivr, sive, fifve, fove, fiv, fvie, fife, sive, fine]
communication	11	[communciation, comunication, communiaction, communicaion, conmunication, communicaiton, comunicating, comunication, comunication, comunication, commuication, comunicate]
society	5	[socity, sesiety, scoiety, scioty, sociaty]
happening	1	[happing]
funny	4	[funy, funning, funnu, funy]
sea	2	[see, see]
still	1	[sill]
accessories	4	[accesories, accessorie, accessores, accessaries]
persons	2	[persones, persens]
message	2	[massgae, massgae, massege]
skydive	1	[skidive]
see	3	[se, c, sas]
sandwich	1	[sandswith]
mission	2	[misson, misson]
advertisements	4	[advers, advertisments, advertisments, adervisements]
wedding	4	[medding, weding, medding, weding]
off	1	[of]
forecaster	1	[forcastor]
opponent's	1	[oppenet's]
arrival	1	[arrivel, arrivel]
savers	1	[saffers]
lions	2	[linos, lines, lines]
passport	5	[pasport, passort, passort, passort, passort, possport, passprt]
stomach	1	[stomache]
why	1	[nwhy]
they	16	[thy, thery, thay, the, the, the, the, the, the, thery, thay, theu, thay, the, then, thery, ther, thay, thye, thy, thay, thy]
bands	1	[bonds]
clay's	1	[clays's]
fell	3	[falled, falled, falled]
manager	20	[manerger, manger, manger, mananger, mnanger, mamager, manger, magr, mananger, managner, maneger, maneger, mamager, maneger, manage, manage, mangager, mananger, manger, maneger]
you've	1	[you’ve]
nine	2	[night, night]
inception	1	[inceptiong]
score	5	[scored, sore, scorde, socre, scroe]
bizarre	1	[dizarre]
french	9	[franch, franch, frence, franch, franch, frence, frech, franch, franch]
roughly	1	[roughtly, roughtly]
council	3	[concil, concil, coucil]
birds	11	[brids, brids, bire, birlds, birds's, birdes, brids, brids, birs, brids, birds's, brids, dirds]
hamburgers	2	[hamburg, hamburgs]
break	5	[breake, breack, breaked, borke, brak]
confirmed	1	[conformed]
convenience	1	[conveninence]
deliver	2	[deliever, delieve]
grabbing	2	[grabing, grabing]
apparatus	1	[appratus]
buyer	1	[buer]
internship	8	[intership, intership, intership, intership, intership, intership, intership, intership]
weekend	25	[weeken, weeken, weeked, weedend, weeken, weeked, weeken, weeked, weekned, weekned, weekeng, weeken, weenkend, weeded, wenkend, weeked, weeken, weeked, weeken, weeked, wenkend, weekneed, weedend, weken, weedend, weeknd]
combine	1	[combines]
occurrence	1	[occurence]
only	4	[noly, olny, noly, noly, olny]
confined	1	[comfined]
anybody	1	[anyboday]
import	2	[im, inport]
central	1	[centrol]
chef	1	[cheaf]
branches	1	[brounches]
lesson	2	[lessong, lession]
programs	7	[programme, programms, frograms, progmas, progrems, progames, progammar]
twelfth	1	[twelveth]
services	1	[sevices]
structure	1	[structre]
heart	1	[heartly]
suitable	11	[sutable, suitble, suitbale, suitalbe, suitbale, sutiable, suitbale, suitabkle, suitble, suit, stuitable, sutible]
calculations	1	[culculations]
windy	1	[windey]
soy	1	[soya]
son	11	[sun, sun, sun, som, sun, sun, sun, sun, sun, sun, som, sun, sun, sun]
happiness	9	[happyness, happness, happyness, happyness, happyness, happieness, a open course’s name is the [[happines, happyness, happniess]
loaves	2	[loavies, floaves]
museum	12	[museun, meseum, meseum, museumm, musuem, miseum, museun, musem, museus, museam, meseum, musuem]
stripes	1	[strip]
flexible	2	[flexbile, flexibale]
third	2	[thrid, thrid]
guaranteed	1	[guarrantteed]
emotion	1	[emtion]
include	4	[incude, inculde, clude, includs]
destination	1	[distination]
discount	4	[discouts, discound, disacount, disacount, dicounted]
managed	2	[mangemened, manageded]
traffic	1	[traifc]
sitting	6	[seating, setting, stting, seating, siting, sititing]
earlier	8	[eariler, earlyer, earlyer, earier, ealier, earilier, earier, earlierly, earily]
skill	1	[skil]
considerate	2	[cosiderate, consiterate]
flashlight	9	[fleshlight, flashligh, flishlight, fashlight, falshlight, flshlight, frashlight, flighling, flshlight]
confident	2	[cofident, cofident]
them	4	[htem, tham, tehm, then, tehm]
experienced	2	[experinced, experenced]
then	9	[athen, t hen, than, than, than, than, than, than, than, than, than]
launching	2	[lauching, lauching]
bringing	6	[brining, brining, brining, brining, brining, binging, briging, binging]
delivery	2	[delievery, deliever]
novel	1	[nevol]
different	26	[diffrent, diferent, diferent, didffrent, deferent, diffent, diffient, diffierent, diffrece, defferent, diffent, diffent, diffrent, diffrent, diffrent, diffirence, diffferent, diffirent, difficent, difirent, diffent, diffrent, differend, diffrent, differnt, differernt, differernt, differernt, differrent, diffrent]
incoming	1	[in-comming]
sportswear	3	[spotswear, sportster, isportswear]
raised	2	[rise, rised]
experiences	5	[expeirences, experinces, experieces, experience, experices]
cupful	1	[capful]
moment	4	[moument, monent, monent, monment]
subject	3	[subjict, sbuject, subjet]
plenty	1	[planty]
influence	3	[infulence, influnce, enfluence]
pictures	4	[picutres, pitures, picutes, piacters]
closet	4	[cloest, cloest, cloest, cloest, cloest, closee]
protect	1	[protectes]
cute	3	[qute, cut, cuit]
occurred	4	[occured, occured, occured, occoured]
looking	2	[loking, lookin]
heard	14	[heared, heared, heared, heared, heared, heared, heared, heared, heart, heared, heared, heared, heared, heared, heared]
unpredictable	1	[inpredictable]
cooking	3	[cookking, cookiing, ooking]
dollar	1	[dolar, dolar]
cheaper	2	[chaper, cheepter]
clinical	1	[clincal]
similar	5	[sililar, simiar, similler, similiar, simillar]
teammates	2	[teammats, teamcates]
jacket	21	[jekeat, jecket, jecket, jeckt, jack, jaket, jeckt, jackey, jacke, jecket, jaket, jecket, jaket, jeket, jeaket, jecket, jecket, jackt, jaket, jackt, jaket]
usual	1	[uaual]
decorate	1	[dacorath]
clock	5	[colck, colck, colck, colck, clcok, cloch, ciock]
