Correction	ErrorFrequency	Errors
years	74	[yares, yeas, yares, eyars, yeards, yeards, yeards, yars, ears, yers, yares, yers, yeard, ears, yrs, ears, yesrs, yeares, yaers, yers, yers, yers, yers, yers, yeasr, eyars, yers, yers, yard, yeas, yeas, yeas, yeas, yars, ears, ears, ears, yeath, yars, yers, yeare, yers, yaers, ears, yers, yers, y?ars, ears, yeas, yeas, yers, yers, yeas, yeas, yers, yers, yars, yers, yaers, yaers, yers, yearls, yers, yeors, yers, yeras, yeras, yers, yars, yrs, yars, yers, yers, yers, yes, yea.rs, youes, yeare, yers, eyars, eyars, yeras, yeares, yers, ears, ears, yeas, yaers, yeares, ears]
approaches	3	[aprocahs, approachs, approches]
coordinator	1	[coordinater]
dance	16	[danse, danse, dans, danse, danse, danse, dans, dansing, danse, danse, danse, danse, danse, dans, danse, danze, dans]
some	10	[same, come, shome, same, sone, soom, somme, spme, same, same, same]
supervisor's	1	[superviser's]
outside	1	[outsied]
culture	2	[culrure, cultire]
athletics	1	[atletics]
physics	1	[phisics]
range	2	[rage, rang]
uncomfortable	3	[uncomfrtoble, unconfortable, uncomportable]
lilies	1	[lillies]
purposes	4	[purpouses, purporses, perposes, perpouse]
techniques	6	[technics, technics, technics, technics, tecniques, technics]
overcrowded	1	[overcrowd]
computers	13	[compuners, computes, competrs, competers, cjmputers, coumputers, computres, komputers, computrs, copmuters, compuners, competers, copmuters]
blanket	1	[blancket]
museums	1	[musems]
upset	1	[upseted]
casual	1	[kazhual]
buying	6	[bying, bying, buing, buing, buing, buing, bying]
starting	1	[sterting]
aggressive	6	[agressive, agressive, agressive, agressive, agressive, agressive, agressive]
watches	42	[watchs, watchs, watchs, watchs, whatchs, watchs, watchs, wathes, whatches, whatches, watch's, wathes, watchs, watchs, wathes, watchs, watcher, wotches, watchs, watchs, watchs, watchs, wathes, wathes, watchs, watchs, wathes, waches, wathes, watchs, matches, watchs, watchs, waches, watchs, watchts, wathes, watchs, whatches, watchs, watchs, watchs, watchs]
end	1	[and]
unemployed	2	[unemployer, unamployed]
hippopotamus	1	[gippopotamus, gippopotamus]
embarrassment	1	[embarassment]
corner	2	[coner, coner]
spicy	1	[spisy]
refrigerator	2	[refrigirator, refrigirator]
prestigious	1	[prestigiouses]
already	4	[alredy, alredy, allredy, alredy]
pros	1	[prons]
keeper	1	[skipper]
jumper	2	[jamper, jamper]
process	3	[prosses, proccess, proccess, prosses]
arrange	1	[arange]
broken	7	[brosen, i saw  [[bloken, brocken, brocken, brocken, brocken, broren, brocken, brocken]
chair	3	[chiars, chiar, chaire]
really	51	[realy, realy, revely, realy, realy, realy, make [[realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, relly, realy, reallly, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, realy, reallly, realy, realy, we had a [[realy, realy, realy, realy, realy, realy, realy, realy, reali, realy, realy]
tendencies	1	[[[tendenteces]
represents	1	[represente]
successfully	3	[succesfully, successfuly, succesfully]
magazines	2	[magazins, magazins]
beacon	1	[beacone]
bowling	15	[bowlling, boling, bowing, bolling, bowilng, bouling, bolwing, bawling, bouling, bowlling, bowlling, bouling, bouling, bowlings, bolwing, bowlin]
brother	9	[brosther, brather, brather, brothes, brather, brouther, broher, brather, brouther, brather]
reading	3	[eading, reeding, riding]
decline	1	[declain]
trumpet	1	[trumper]
beach	4	[deach, beatch, baech, beash]
finishing	1	[fishining]
earring	1	[earing]
bicycle	3	[bysikle, bicykle, bycicle]
habits	4	[habbits, habbits, hobits, habbits, habbits]
hear	1	[haer]
police	2	[pollice, pollis]
there's	2	[there're, there're]
surf	11	[serf, serfing, starf, serf, serf, surt, surfing, surt, syrf, s?ft, surfe]
presently	1	[preasent]
chief	4	[cherf, chef, chife, cheef]
sure	1	[shure]
throughout	3	[throughtout, throughtout, throught]
cake	3	[cace, cfke, kake]
achievement	1	[achiviement]
dream	3	[dreem, dreem, dreames]
intellectual	1	[intellectial]
permission	1	[permition]
mark	5	[marke, marke, make, marke, marke]
emails	6	[imails, emals, emailes, e'mails, emeils, emailes]
son's	1	[san's, san's]
comes	1	[cames]
wants	2	[wonna, want's, want's]
hearing	1	[tearing]
presentation	1	[prestation]
voices	1	[voises]
fountain	1	[foutain]
surprising	1	[suprising]
policy	2	[police, polisy]
town	3	[toween, tawn, tawn]
characters	1	[cheracters]
senior	2	[sinior, seniour]
calm	1	[carm]
decide	4	[desided, deside, desided, dicide]
call	2	[coll, coll]
increased	2	[incresed, encreased]
breaks	7	[breakes, breakes, breakes, breakes, breks, breakes, braeks, braeks]
temporary	2	[tamporary, temprorary]
achieve	9	[achived, achive, achive, achive, achive, achive, archieve, archieve, achive, acieve]
currently	1	[currantly]
restaurant	98	[restaraunt, resraurant, rastaurant, restourant, restaraunt, restoraunt, restautant, restaraunt, restaraunt, restaraunt, restoraunt, restoraunt, restauran, restarant, restarant, restourant, restourant, restoraunt, restourant, restraunt, restauront, restoraunt, restarant, reastaurant, restoraunt, restau?ant, restorant, reataurants, restauraunt, restorant, restarant, restouran, restraunt, restraunt, restraunt, restoraunt, restaurante, restaraunt, restaraunt, restaraunt, restorsnt, restaraunt, restaraunt, restorant, restourant, restorant, restorant, restarant, restarant, restorant, reustarant, restaraunt, restoraunt, restorant, restourant, restaraunt, restorant, restorant, restorant, restourant, restaraunt, restourante, restourante, restorant, restoran, restoran, restauraunt, restourant, restourant, restrarunt, restourant, restourant, restourant, restorant, restorant, rstaurant, restaraunt, restaraunt, restourant, restourant, restorant, restorant, resraurant, restourant, reustaurant, restran, restoraunt, restaraunt, resaurant, restourant, restourant, restourant, restautant, restaurent, restourant, restoraunt, restourant, restaraunt, restaraunt, restautant, restourant, restaraunt, restoran, restourant, restaraunt, restaurnt, restaraunt, restaraunt, restaraunt, restaraunt, restraunt, restaraunt, restorant, restorant, restorant, restourant, reataurant, restorant, restautant, restourant, resturant, restorant, retaurant, restaurent, restourant]
apartments	10	[appartments, appartments, appartment, appartments, apratments, appartments, appartments, appartments, appartments, appartments]
sunbathing	1	[sunbuthing]
let's	2	[let^s, let^s, get's]
because	160	[beacause, becuse, becose, becouse, becous, becaus, becose, becouse, becouse, becouse, becouse, becouse, becouse, becouse, beacouse, becouse, beacause, becouse, becouse, becouse, becouse, becase, becouse, becouse, becouse, becouse, becouse, bacause, becouse, becouse, becouse, becouse, becouse, becouse, becouse, becouse, becouse, becouse, beacause, becouse, becouse, becouse, becouse, becaose, becouse, becouse, becouse, becouse, becouse, becouse, becouse, becouse, becouse, becausse, cause, becouse, becouse, becouse, becouse, becouse, besause, becouse, becouse, becouse, becouse, becouse, beacause, cause, beause, becaurse, becaurse, becaurse, becaurse, becouse, beacause, be?ause, becouse, becouse, becouse, becouse, becouse, becouse, becours, becouse, becours, becouse, becouse, becouse, becouse, becouse, becauce, beacause, beacause, becouse, becouse, becaus, becous, becouse, bacause, bacause, becouse, becouse, becous, becouse, becouse, becouse, becouse, becouse, becouce, beacouse, beacouse, bacause, becouse, becouse, becouse, becouse, becouse, becouse, becouse, besause, becaus, becouse, becouse, becouse, beacose, becorse, becouse, becouse, becuse, becouse, becouse, becouse, becouse, becouse, bucause, beause, becuase, becase, bacause, becaus, beacouse, beacause, becouse, beecose, beacouse, becouse, beacuse, becouse, becouse, becouse, becouse, becous, beause, beause, becouse, becouse, becouse, beacouse, bacause, becaus, beacose, becouse, becouse, becaude, becouse, cause, cause, becouse, becouse, becouse, becaus, becouse, becouse, becous, cose, becouse, becouse, becouse, becouse, becouse, becouse, becouse, becouse, becouse, becouse, becouse, becouse, becous, becaus, becouse, becouse, becouse, becouse, becouse, becouse, becouse, becaus, becurse, becouse, becose, beacous, becouse, becaus, becouse, becouse, becouse, becouse, becouse, becouse]
another	7	[anouth, anogther, anothere, auther, enother, anither, anither, anouther]
details	3	[detailes, ditiles, detailes]
leader	4	[letter, lider, lider, lider]
glass	1	[glasse]
noisy	1	[noicy]
august	2	[auguest, augist]
making	1	[baying]
apparently	1	[apparantly]
easiest	1	[eseast]
certificates	1	[sertificates]
sixteen	13	[sixsteen, sexteen, sexiteen, sexteen, sexteen, sexteen, sexteen, sisteen, sexteen, sexteen, sexteen, sexteen, sexteen, sixsteen, sixsteen, sixsteen, sixsteen]
students	3	[studends, student's, studens]
minutes	6	[minets, mimutes, minets, minuties, minuts, minuts, minits]
check	9	[chek, cheak, chek, cheks, cheak, chack, chek, chek, chack]
lasagna	1	[lasagne]
vision	1	[visio]
volunteers	1	[wolonteers]
unacceptable	1	[unaccectable]
jeans	11	[jaens, jeanse, jeanses, jeanse, dgeans, jeants, jans, geans, jians, jeanse, jeanse]
century	5	[centure, centure, centure, centure, centure, centure, centure, sentury]
terrifying	2	[terryfying, terrifyng]
addition	3	[addicion, eddition, addtition]
teach	1	[tearch]
noise	1	[noice]
address	25	[adress, adress, adress, adress, adress, adress, adress, adress, adress, adress, adress, adress, adress, adress, adress, adress, adress, adress, adress, next [[adress, adress, adress, adress, adress, adress, adress]
vinegar	4	[vineger, vineger, venegar, viegar, veneger, veneger]
typhoons	1	[tyrhoons]
special	4	[spesial, especial, spesial, a especial]
thief	2	[theif, theif, theif]
sunbathe	2	[sunborth, sunbath]
benefits	5	[benifits, benifits, benifits, benifits, benifits]
turkey	3	[tyrkey, turky, turkay]
group	6	[groupe, groop, grop, gruop, groop, goup]
specialty	1	[speciallity]
average	2	[avarage, awerage]
need	4	[nead, neen, nead, nedd, nedd]
iceberg	2	[aisberg, isberg]
total	2	[tota, tootal]
cozy	1	[cosy]
mountain	1	[mounting]
jimmy	1	[jimm]
prospector	1	[prospekt]
fish	6	[feesh, fiah, fihs, fich, fich, fich, fisn]
threatening	2	[threating, threating]
higher	2	[hihger, hihger, highter]
visit	8	[vizit, vizit, vising, vizit, vizit, vizit, visite, visite]
wait	2	[wate, weght]
telecommunication	2	[telecomunication, telecom]
located	3	[lokate, locatied, lokated, lokated]
runway	1	[ranway, ranway]
began	2	[begind, bigan]
she	5	[shi, shi, shi, shi, shi, shi, shi, shi, shi, che, he, shi, shi]
something	4	[somthink, someting, somthing, somthing]
black	10	[blake, bluck, blak, blak, blach, lack, dack, blacr, blask, blak, blak]
asked	1	[tasked]
laughs	1	[laugs]
discrimination	22	[discriminations, descrimination, descrimination, discriminaton, discrimation, discriminination, discriminination, discriminination, discriminations, dicrimination, dicrimination, dicrimination, dicrimination, discrimanation, disrimination, discriminations, descriminations, descriminations, discriminations, descrimination, descrimination, descrimination, descrimination, dicrimitation, discrimanation, discriminarion, disrimination, descrimination, discriminations, discriminations, dicrimination, dicrimination, descrimination, discriminations, discrimintion, dicrimination]
once	4	[onse, ones, onse, ones]
balconies	2	[balkonies, balkinies, balkinies]
basement	1	[basemant]
unnecessary	1	[unnucessary]
convention	1	[convection]
companies	5	[companys, companyes, companys, companys, companys]
psychological	2	[psyhological, psyhological]
number	34	[mumber, namber, namber, namber, namber, namber, numbtr, namber, namber, namber, namber, numper, namber, namber, namber, nomder, nomder, namber, numer, namber, namber, naber, nimbler, namber, numder, nambe, namber, namber, namber, namber, namber, namber, nomber, numder, namber, numer, nomber]
comparable	1	[compareable, compareable]
attract	2	[atract, attrect]
smoke	1	[smock]
further	1	[feather]
cities	1	[citys]
soak	1	[soke]
endangered	2	[endengered, endangerous, endangerous, endangerous, endagerous]
adventures	1	[adventuries]
soap	2	[soup, soup, soup]
view	2	[veiw, veiw]
explain	5	[explane, explane, explaine, explaine, explein]
adverts	2	[averts, advets]
letters	1	[laters]
recruiter	1	[recrutier]
divorced	4	[deverced, divorsed, divorsed, divorsed, devorced]
computer	6	[conputer, computure, computure, competer, conputer, compyters]
before	20	[befoure, befor, befor, befor, befor, befor, befor, befor, befor, befor, befor, befor, befor, befor, befor, befor, befor, befor, befor, befor]
horrible	1	[horible]
dumbbells	1	[dumbbels]
handling	1	[hadling]
disappointing	2	[dissapointing, dissapointing]
six	3	[sixe, si, sixe]
division	2	[givision, devision, devision]
giraffe	1	[giraff]
could	1	[coud, coud]
converter	1	[conventor]
joining	1	[joing]
wet	1	[wer]
leaking	1	[leacking]
customs	2	[cusstomes, customes]
skirt	7	[skitr, skitrt, scert, scirt, scirt, wkirt, ckirt, scirt, scirt]
keyboard	1	[keybourd]
monkeys	4	[mokeys, monkyes, monkyes, monkys, mankeys, mankeys]
phenomenal	1	[phenominal]
anxiety	1	[axiety]
girlfriend	6	[girlfrend, girlfriens, girlfiend, girlfrend, gorlfrind, gerlfriend, girlfrind]
web	1	[veb]
traditional	1	[tradional]
o'clock	18	[o'clok, o clock, o'ckock, o'clok, o'click, o clok, "o""clock", o'ckloc, oc'lock, oc'lock, o'clok, o'clok, oclock, oclok, o clok, j clock., o'ckolck, 10 [[o'clok, o clok, oclock, o c'lock, o'click]
shy	1	[shu]
living	3	[livig, liveng, livin]
boat	2	[bout, boath]
sank	1	[sunked]
solving	1	[sloving]
represent	1	[represente]
amazing	6	[amasing, amasing, amasing, amasing, amaizing, amaizing, amizing]
sit	3	[seat, seat, set, set]
dissatisfaction	1	[disatisfaction]
titanic	1	[titanik]
forever	1	[forver]
cleverness	1	[clenerness]
background	1	[backgraund]
clever	1	[clevers]
parachuting	1	[parashuting]
elderly	1	[eldery]
faithfully	1	[faitfully]
mushrooms	2	[muchrooms, mushroomes]
redesigned	3	[redesing, redisigned, redesing]
body	2	[bady, bodyes]
constructed	1	[costructed]
stupid	2	[stuped, stuped]
enough	14	[enouth, enouth, enought, enoght, enouth, enogh, anough, anough, enought, enouf, enought, enought, enouth, enought]
taste	1	[teste]
who	1	[how]
doctor	6	[dactor, docter, doktor, doktor, doktor, doctore]
packaged	1	[packaget]
brainstorm	1	[brainatorm]
opinion	2	[oppinion, openion]
everybody	2	[evrybody, evrebody, evrebody]
paying	1	[paing]
light	9	[ligth, lidht, lighte, lignt, ligth, lite, ligth, ligth, ligth, ligth, lite]
think	12	[thik, thinl, thnk, thing, thik, thing, thougth, thing, thihk, thihk, thinkg, thing, thing]
occasionally	13	[[[occasualy, occasionaly, occasionaly, occasionaly, occasionaly, occationally, occasionaly, occasionaly, occasionaly, occationally, ocassionally, ocassionaly, accasionally, occesionaly]
get	3	[gets, ged, ged, gat]
bedside	1	[bedsite, bedsite]
wallpaper	1	[wallpeper]
apology	1	[appology]
contractual	2	[contructial, conrtactual]
mopped	16	[moped, moped, moped, moped, moped, moped, moped, moped, moopped, moopped, moped, moped, mooped, moped, moped, moped, moped]
portrait	1	[portret]
sale	1	[saile]
cough	1	[couth]
near	6	[neare, neare, neare, nearst, neer, nier, hear]
internships	3	[interships, interships, interships]
better	2	[beter, beter]
against	6	[againtst, againts, againts, againts, aganist, aganst, agains]
merits	1	[merrits]
lightweight	1	[lightweights]
example	3	[exmaple, exemple, exemple, examle]
meetings	6	[meetihg, miteengs, meetins, mettings, mettings, miteeng's]
walk	13	[wolk, welk, wolk, wolk, wilk, wolk, wakl, wolk, wolk, wolk, wolk, wallk, wolk a]
wall	1	[woll]
salt	4	[solt, solt, sault, salat]
thing	2	[think, think]
shareholders	2	[shereholders, shearholders]
neck	1	[nake]
carefully	2	[carfully, carrefuly, carrefuly]
daddy	2	[dady, dady]
yogurts	1	[yoghurts]
department	8	[departmemt, departament, derpartment, departmen, dapartment, departmen, deparmen, depatment]
cubicles	1	[cubicules]
employer	2	[emploer, employeer]
understanding	1	[anderstanding]
today	4	[torday, tooday, taday, to day]
former	1	[fomer]
purchase	1	[purchas]
congratulations	3	[cogradulations, congradulations, congraulations]
impolite	2	[unpolite, unpolite]
throw	1	[through]
organization	2	[arganization, oranization, oranization]
tiles	1	[titels]
area	1	[aria]
carrying	1	[carring]
travelled	1	[teavelled]
style	5	[styly, stale, stile, stile, stile]
arguing	1	[argueing]
wake	1	[make]
traveller	1	[treveller]
experience	68	[experiense, expirience, expirience, experiance, expereince, experiance, experiance, expirience, expirience, experiense, expirience, expirience, experince, experiance, expiriance, expirience, expierence, exierience, exsperience, experiense, expirience, expirience, experiency, expirience, expirience, expirience, expirience, expirience, expirience, experiens, experence, experence, expirience, expereince, experince, expierence, experiens, expirience, expirience, expenience, experians, experians, experiance, expirience, experiece, expirience, expierence, expirience, expierence, experiense, experiense, experiense, expirience, expirience, expiriens, experince, experince, expierence, expirience, expirience, experince, experince, experince, experiance, experince, expirience, experiance, exprience, expierence, expierence, expirience, expeience, experiense, experiense, experiance, experiance, expirience, expirience, expreince, expirience, experiance, expierence, expierence, inpiriense, expirience]
employee	1	[emploee]
types	3	[tipes, tipes, typse]
voting	1	[vouting]
catching	2	[thatching, caughting]
chronicles	1	[cronicles, cronicles]
five	16	[faive, faive, fifve, fife, fife, eight nine two six zero three two [[fife, fife, fife, fife, fife, fife, fife, fihyf, fife, sive, fife, feif, fave]
communication	7	[communicational, comunication, communiation, communicational, communcation, comminication, comunication]
happening	1	[happend]
touches	1	[thouches]
funny	9	[fanny, fanny, fanny, fanny, fanny, fanny, fanny, funni, funy]
sea	5	[see, see, see, see, see, see]
still	1	[stilly]
win	1	[winne]
khaki	1	[haki]
accessories	2	[acessuaries, accesories, accesories]
persons	1	[personnes]
message	1	[messange]
see	6	[sey, se, se, se, sea, se, se]
sandwich	4	[sandwitch, sandvich, sandwiche, sendvich]
advertisements	1	[advertisments]
mission	1	[misson]
wedding	4	[widding, weedind, weddind, wadding]
suit	1	[suite]
off	2	[of, of]
arrival	1	[arrivel]
ecologically	1	[ecologicaly]
mischievous	1	[mishievous]
passport	6	[pasport, passort, pasport, passpot, passpot, pasport, pasport]
thoroughly	1	[thoughroughly]
why	1	[wh]
stomach	1	[stomack]
they	12	[thay, thay, whey, they're, thay, thay, thay, thay, thay, thay, hey, the, ?hey, thay]
concert	3	[consert, concerts, consert]
relieves	1	[relievies]
fell	1	[falled]
recipe	2	[recepy, receipe]
manager	28	[meneger, manegers, manadger, meneger, menedger, menager, manadger, meneger, maneger, menager, meneger, mahager, maneger, menedger, menager, meneger, menager, menedger, manadger, maneger, maneger, manger, magager, maneger, manger, manger, maneger, maneger, maneger]
paragraph	2	[paragrath, pargraph]
collar	1	[colar]
concern	1	[consern]
nine	2	[nein, nane]
score	1	[skore]
actor	2	[acter, acter]
french	10	[franch, franch, franch, franch, franch, frentch, franch, franch, franch, franch, franch, franch, friench]
council	4	[counsil, counsil, counsil, councel, concil]
birds	2	[beards, beards, berds]
break	8	[brake, breake, brake, breake, brake, brake, breake, breake]
confirmed	1	[confirmes]
convenience	1	[convinience]
weekend	9	[weakend, week-end, week-end., weekehd, weakend, weekends, wheek-end, wekeend, weekand]
internship	8	[intership, intership, intership, intership, intership, intership, intership, intership, intership]
says	1	[sais]
youngest	2	[yongest, yangest]
occurrence	3	[occurance, occurence, occurence]
worth	1	[worths]
chef	1	[shef]
knife	1	[nife]
cassette	1	[cassete]
programs	17	[programms, programms, programms, programms, programms, programes, programms, programms, programms, programms, programm, programms, programms, programms, programms, programms, programsrj, programms, programms, programm, programms]
grandmother's	1	[grandmather]
exercising	1	[excercising]
services	7	[servises, serveces, servises, servises, servises, serves, servises, servises]
structure	1	[sructure]
suitable	1	[sutable]
windy	5	[windly, windly, windly, windly, windly, windly]
submitted	1	[submited]
channels	1	[chanals]
son	19	[sun, sun, sohn, sun, sun, sun, sohn, sun, sun, sun, sone, san, san, som, san, san, sun, sin, sone, sone, sun, sun, sun, sun]
happiness	2	[happines, happinnes]
loaves	2	[leafs, loafs]
museum	10	[musium, museam, musem, museun, museun, musium, musem, musiem, musseum, meusium]
flexible	1	[flaxible]
raccoon	1	[racoon]
third	2	[3ird, theard]
guaranteed	2	[garanteed, guaranted]
discount	1	[discout, discout, discout]
include	2	[includ, includ]
gas	2	[gaz, gaz]
collaborators	1	[collaboratories]
sitting	1	[siting]
flashlight	2	[flashlate, flashligth]
considerate	1	[cosiderate]
postgraduate	1	[posgraduate]
confident	1	[cofident]
them	4	[then, they, whem, tham]
experienced	4	[expirienced, experiensed, experiensed, expiriensed, expereinced]
then	31	[than, than, thet, than, than, than, than, the, than, theh, than, than, tnen, the, than, than, than, than, than, than, than, than, than, than, [[tham, than, than, than, futher, than, than, htn, tehn, than, the, than]
bringing	6	[brining, brining, brining, brining, briging, ringing]
novel	2	[novell, novell, novell]
different	21	[diffrent, differend, differend, differents, diffrent, differents, diffrient, differtnt, diferent, diffrent, differenet, difrent, differetn, diffrent, differents, differents, differend, defferent, differend, differenr, differrent, differrent, diffirent]
humanity	1	[humaty]
dictionaries	1	[dictinaries]
spectacular	1	[spectatular]
experiences	1	[experienses]
subject	2	[subgect, subjekt]
recipes	1	[receipts]
plenty	3	[planty, plently, plently]
influence	1	[influnce]
pictures	1	[pitures]
breathtaking	1	[brethtaking]
cute	2	[cuty, cutie]
occurred	3	[occured, occured, occured, occured]
looking	13	[loking, loocking, lookong, loocking, loocking, loking, loking, looing, looig, loking, loking, loking, loking, lookinf]
heard	5	[heared, heart, heared, heared, heared]
prospectus	1	[prospect, prospect]
cooking	5	[cocking, coocing, ckooking, cookoing, coocking]
cheaper	5	[cheeper, cheeper, cheper, chepear, cheper]
aren't	3	[arn't, are't, arent]
similar	4	[similiar, simular, simular, similiar]
usual	1	[usial]
jacket	23	[jaket, jaket, jaket, jaket, jaket, jaket, jaket, jeket, lacket, jaket, ja?ket, jakcet, jasket, jaket, jaket, jaket, jaket, jaket, ja?ket, ja?ket, jaket, jaket, ja?ket, jakett, jaket, jaket]
decorate	1	[de?orate]
hotter	1	[hatter]
clock	1	[cllock]
don't	50	[dont, dont, dont, dont's, don', dont't, don, dont't, do't, dont, dont, dont, do'nt, dont, dont, dont, dont, didn't, dont, dont, dont, dont, dont't, dont, do't, don^t, dont, dont, dont', dont, dosen't, dont, doesn't, don t, dont, dont, dont''t, dont, din't, don t, dont, dont't, dont, dont, dont, dont, dont, dont, dont, dont, dont, dont, dont, dont, dont, dont]
it's	17	[it', it si, it', its, i't, it', i's, 's, i's, i'ts, i'ts, it 's, it''s, it''s, it''s, it''s, i'ts, i't s, it^s, its]
machines	2	[mashines, mashines, mashines]
dazzling	1	[dazzing]
musicians	1	[musicions]
flight	6	[fligt, fligtht, fligh, fligh, fligt, fligt, flyght, flyght]
walls	5	[wal, walles, waals, wolls, w?lls]
residence	1	[residance, residance]
interview	1	[intervew]
translator	3	[translater, translater, translater, translater, translater, translater, tranlator]
accommodation	6	[accomodatin, accomodations, accommodstion, accomodation, accomodation, accomodation]
waivers	1	[wievers]
attached	2	[attaches, attaches, aqttached]
healthy	1	[helthy]
muesli	1	[musli]
within	2	[whithin, whithin]
stunning	2	[stuning, stuning, stunding, stunding]
standing	1	[standig]
design	8	[disign, disign, disign, disign, disign, desig, desing, desing, desing, desighn, desing]
defeated	1	[undevoted]
acquainted	3	[acguainted, acquanted, aquaintance]
you're	2	[your, you'r]
cause	2	[couse, couse]
equity	1	[[[aquity]
second	4	[secont, secong, 2ond, secong]
location	2	[locateon, locaition]
fragile	1	[frangile]
nursery	1	[nersery]
study	14	[stady, studdy, stude, stugy, stady, studing, studing, stady, studen, stady, stady, stady, lern, stydy, stady]
computing	1	[computering]
niece	1	[neice]
middle	6	[midl, midle, midel, midle, midle, midle]
baggy	1	[bagyy]
barriers	1	[barrers]
mice	1	[mouses]
baseballs	1	[baseballes]
sky	1	[skt]
instruct	1	[instract]
results	1	[resaults]
someone	1	[somone]
developing	1	[develope]
sets	2	[seats, saets]
childhood	1	[childfood]
certainly	6	[certanly, certanly, certainky, certaintly, certanly, sertainly]
faults	1	[faulty]
ski	1	[skai]
horrific	1	[horrofic]
republic	1	[republik]
isn't	4	[is't, is't, is't, aren't]
appropriate	1	[apporopriate]
such	2	[sush, sush, sush]
invincible	1	[invincibles]
favorites	1	[favorits]
heavy	1	[heave]
machine	1	[mashines, mashine]
professional	17	[proffecional, prifessional, profeccional, proffesional, profesional, porfessional, profesional, profesional, profesional, professinal, proffesional, proffesional, proffesional, profesessional, professiona, proffesional, proffesional, proffesional, profeccional, proffesional, proffesional, profesional]
comparison	1	[comparisen]
academy	1	[acadimy]
describing	1	[descripting]
terrace	1	[terrase]
mother	36	[mather, mather, mouther, mouther, mather, morther, moter, mather, muther, muther, mohter, mather, mather, mather, moghter, mather, mather, mather, mather, mather, mather, mather, mouther, morher, mather, mather, moter, mother's, mather, mather, mather, mather, mather, mather, mjther, mouther, moter, monther, mather, mather, mather, mouther, mouther, mover]
blouse	1	[bloose]
likes	4	[lakes, like's, like's, lakes, liks]
executing	1	[exeiceting]
embodiment	1	[embodytment]
called	6	[colled, colled, colled, calles, colled, colled]
thin	1	[thing]
controller	1	[controler]
bridge	2	[brige, brige]
included	1	[icluded]
release	1	[reliase]
this	9	[tis, thise, thise, this's, this's, thise, tis, tis, tis, thise]
appreciate	1	[oappreciate]
stick	1	[stik]
cheese	18	[chees, chees, sheese, chees, chees, chees, chesse, chees, sheese, chees, chees, chees, chees, chees, chees, chesse, chees, chees, chees]
from	22	[fom, fre, fron, fom, froma, fron, fom, form, form, frome, fron, form, frorm, ffom, fom, frome, frome, frome, form, frome, frome, frome]
believe	34	[belive, belive, bielive, belive, belive, belive, belive, belive, belive, belive, belive, belive, belive, belive, belive, belive, belive, beleive, belive, beliefe, belive, belive, belive, belive, belive, belive, belive, beleive, belive, belivieve, belive, beleive, belive, belive, belive, belive, belive, belive, belive, belive, belive, beleive]
includes	3	[incudes, includs, incliudes]
episodes	1	[episods, episods]
stage	1	[strage]
awful	5	[afull, awfull, aweful, aufull, aweful]
online	1	[onlane]
daughter's	9	[dother's, daugter's, dauther's, doughter's, dauther's, douther's, doughter's, douther's, dauther's]
cheery	1	[cherry]
real	1	[rally]
swept	16	[sweeped, sweept, sweeped, sweeped, sweepped, sweeped, sweepped, sweeped, swapt, sweeped, sweeped, sweept, swep, sweeped, sweept, swep]
sausages	1	[sauseges, sauseges]
spacious	1	[spasious]
mutually	1	[mututally]
purchasing	3	[purchesing, pirchasing, purchsing, purchsing]
read	9	[red, riad, reed, reed, reed, red, red, reed, reed]
stuck	1	[sticked]
treated	1	[treaded]
apples	2	[appels, appeles]
exhibition	2	[exibition, exebition]
receive	16	[recive, recieve, recieve, recieve, recieve, recieve, recieve, resive, recieve, recive, resive, recieve, recieve, recieve, recive, recieve]
between	9	[beetwen, betveen, beetwen, beetwin, betven, betwen, beetwen, betwin, beetween]
ourselves	1	[ourselfs]
standard	15	[standart, standart, standart, standart, standart, standart, standart, standart, standart, standart, standart, standart, standart, standart, standart]
thieves	1	[thievs]
loneliness	1	[lonelyness]
important	21	[importent, importent, imporant, importaint, imortant, impotant, imponant, impotant, impotant, impotant, importent, inportant, impotent, ipotant, importent, inportant, importend, inportant, impotartent, importhtant, inportant]
worst	1	[wost]
growing	1	[groving]
taught	1	[tought]
communists	1	[comunists]
gizmo	1	[gizmos]
stuffy	1	[styffy]
print	1	[printe]
reception	1	[reseption, reseption]
organizational	1	[organisatinal]
felt	2	[feeled, feelled]
evacuate	1	[avacuate]
eating	1	[eiting]
revolutionary	1	[revolitionary]
themselves	6	[themself, theirselfes, themself, themself, themself, themself]
worry	3	[wory, warry, wory]
found	3	[finde, founded, finded]
constitute	1	[constitude]
conservatory	1	[conservatorie]
specialist	4	[spesialist, spesialist, speialist, specialistt]
they'll	1	[there'll]
wrote	1	[wrot]
received	4	[recieved, recieved, resived, resived, recieved]
passes	1	[pases]
fortunately	3	[fortunatly, fortunatly, fortunalety]
associate	1	[assosiate]
installation	1	[installition]
whirls	1	[whril]
scheme	1	[sheme]
packaging	1	[packeging]
reduced	1	[redused, redused]
forward	8	[forvard, foward, forvard, forvard, forvard, foward, foward, farward, foward]
presidential	1	[presidental]
greetings	1	[greating]
