ori_sentiment,tweet_text,sentiment
anger,"I am a school teacher. One of the classes does not obey me at all, keeps on talking, does no work. One afternoon, everything went wrong, and I got exceedingly angry.",anger
sadness,"A young, close relative of mine died, leaving behind a baby a few months old.",sadness
disgust,"A series about Freud was shown on TV. In it, a tampon had been set in the nose of a woman, and forgotten there. After great pain it was taken off close-up picture, the woman was bleeding from the nose and the mouth.",disgust
joy,I started a new branch of studies after having failed a former one. When I got back my exam papers I was very happy to know that I almost had full marks.,joy
fear,"I was diving below the ice, in a cave, at a depth of 26 metres. Visibility was almost zero and the oxygen level decreased threateningly. There were three of us divers on one safety rope.",fear
anger,My mother carried on using mental pressure concerning something which was serious and a real burden to me.,anger
sadness,"My grandfather died, I went to the mortuary and saw the corpse.",sadness
disgust,The same as in anger.,disgust
joy,My girlfriend sent me a letter with a shiny picture in it.,joy
fear,I was about to begin a journey in a car with an acquaintance of mine.,fear
anger,On the TV news I heard that Nicaragua had complained about the increasing threat of war with the USA.,anger
sadness,My girlfriend gave me the mitten left me.,sadness
disgust,Watching a violent movie.,disgust
joy,"When, to my surprise, I got to know about having got ""very good"" high school graduation marks.",joy
fear,"My grandmother was about to die, and it had the effect that at night, after having read a book, and once in bed, in perfect darkness, the fear arose that I too may suddenly die.",fear
anger,"When I checked my examination paper and realized that I had been careless, thoughtless, lazy and hasty so as to make unnecessary mistakes concerning things I know and understand.",anger
sadness,"When we decided, my boyfriend and I, that we would separate, I realized that he would have wanted to continue our relationship and the coming separation hurt him.",sadness
disgust,"When an acquaintance of mine told me about the way his parents treated their sons in an unequal manner. The most successful of them got continuous encouragement, and the youngest was not encouraged and was rejected.",disgust
joy,"I am not especially good at English, and after the high school graduation exam in English I tensely waited for the result the whole day. In the evening, when I heard that I had done excellently, I became very happy and the anxiety vanished. My family was at home.",joy
fear,"I feared that I was pregnant. It was not planned and I would have been compelled to have an abortion, which I would not have liked at all. Fortunately, after a week is anxiety, I got to know that I was not pregnant.",fear
anger,"A member of a religious sect tried to convert me, using really evil tricks to persuade me. After he had left, I was anxious and angry for a long time. After the event, I was alone.",anger
sadness,"When my boyfriend wanted to leave me, I felt sad and melancholic.",sadness
disgust,"In a film, there was an episode where they used a chain saw to cut a man. I could not look at it, but I could not avoid listening either. I sought shelter in my boyfriend is arms.",disgust
joy,"When I got an unexpected letter from a guy, who had been my school mate.",joy
fear,"When my brother went to shoot wild ducks, I feared that the boat would overturn and he would drown or that the gun would accidentally go off.",fear
anger,My father had once again told me that I should be careful and try to seek admission to other places also apart from the faculty of Social Sciences at the university of Helsinki. I was not at all interested in any other place and had no time to study for other entrance exams.,anger
sadness,"I would have liked to go out to chat with some acquaintances, but I realized that I was not wanted. I felt hurt, disappointed, lonely and deserted.",sadness
disgust,"When an acquaintance he was drunk of my room-mate vomitted on the kitchen carpet. It was past mid-night and my room-mate had just moved in, this acquaintance had helped her move in.",disgust
joy,"When I got 21/30 points in an exam of statistics. The result was unexpected and it made me realize that statistics do not surpass my abilities, as I have sometimes thought.",joy
fear,When a big angry dog put its snout on my arm and had I made one movement it would have bitten me.,fear
anger,When my room-mates were watching video-tapes and prevented me from watching the news. The first feeling I had was that I was being treated unfairly and then came the feeling of anger.,anger
sadness,"When after a night of sleeping in another is arms, one wakes alone and knows that the lonely arms of the night are not the same that one meets in the morning.",sadness
disgust,"When an unpleasant person tried to make friends with me. A subtle, small, insignificant, grey being whose helplessness and neutrality evoked the feeling of disgust in me.",disgust
joy,When my friend told me that he would come and meet me in a moment.,joy
fear,My father had been drinking and I feared him when we went to bed at night.,fear
anger,My friends promised me that they would definitely call me to tell me if they were visiting me or not.,anger
sadness,A close friend of mine had not contacted me for a long time.,sadness
disgust,A friend of mine came to see me when he was quite drunk.,disgust
joy,"When I felt that an exam, which I had feared, was an easy one and went well.",joy
fear,I was afraid when my dog ran out through a crack in the fence when a train was coming.,fear
anger,"When a friend of mine was drawn into a fight because of the stupid gang he belonged to. I felt angry with him and his friends. They could not think about anything sensible, but would fool around without taking into consideration the feelings of other persons.",anger
sadness,I felt sad after having had an argument with my boyfriend. I felt that he did not understand me and that there was no point in carrying on with the relationship.,sadness
disgust,"I detested my father who was a drunkard. He would rave, threaten and blame my mother and me. He finally drove us away from home.",disgust
joy,"When I got home from a pleasant trip abroad, I got to know that I had been accepted at university.",joy
fear,"At school, I had acted against the will of the group, and the next day they promised to take revenge on me.",fear
anger,"My mother had for some time been trying to separate me from a good friend who, she thought, was not good company for me. Finally, at breakfast one day, we had an argument and I tried to defend my friend.",anger
sadness,I got to know about the death of a close friend.,sadness
disgust,"When I was watching a movie with many violent episodes. They accurately showed the cutting of corpses, etc...",disgust
joy,When I was pressing figures on the curtain cloth. I had bought the cloth after months of hindrances.,joy
fear,I am a kindergarten teacher and I am thoroughly weary of my job. After having taken the university entrance exam I suffered from anxiety for weeks as I did not want to carry on with my work studies were the only alternative.,fear
anger,"My life-partner, who was drinking more and more, spoke about kicking the cat. He had never done anything of the kind, but I knew that he would do so one day, without thinking about it.",anger
sadness,"Estrangement from my best woman friend. We have been going different ways for quite some time now, but the break was total when she got married as her husband is unreasonably jealous of me.",sadness
disgust,"My life-partner is going through a crisis way of life, old-fashioned values and can only get out of it by talking bold decisions. I have noticed his cowardice and attempts to escape his problems by drinking. I detest his drinking and his being full of self-pity.",disgust
joy,"Begining the week-end with my girlfriend : cozyness, beer and wine.",joy
fear,"The fear about my future : work, making ends meet and health. Coping.",fear
anger,"A friend of mine ridiculed me, telling me that I would never accomplish anything. I felt that he had interfered with my life.",anger
sadness,I felt sad at having to leave my girlfriend after constant problems and failed attempts at reconciliation. My sadness was caused by the irreversibility of the decision.,sadness
disgust,A man spat on the wall of a house.,disgust
joy,"When after an overwhelming anxiety and enquiry, I understood something about why I exist and what my task in life is.",joy
fear,"At the railway station, while waiting for the last train at night I noticed that a drunk young man was appraching me in a purposeful mannner.",fear
anger,"While having a discussion with my mother, I realized that she does not for a moment doubt the justification of her making the decisions concerning my life.",anger
sadness,When I think that I will probably never have a genuine contact with my parents.,sadness
disgust,"While reading Olli jalonen is new book, the distant, cold and selfish relationships between people in the book made me feel disgusted.",disgust
joy,"The day I got to know that I would get a shared dwelling with my boyfriend. My parents place was getting a little crowded with my growing bother wanting a room to himself. I first felt doubt, then joy, but also sadness. The feeling of joy was the strongest.",joy
fear,My grandfather had lung-cancer and was being nursed at home. I felt fear when I was alone with him and he almost choked on mucus secretions.,fear
anger,The outrageous conduct of a relative towards me and those close to me.blaming us and lying,anger
sadness,We had to finish the life of our 8 year-old dog.,sadness
disgust,A very drunk person.,disgust
joy,A chat on the telephone with a friend.,joy
fear,"Meeting some new unpleasant people or some new, demanding situation.",fear
anger,"For example, unfair pushing in a bus.",anger
sadness,"When I am, in my opinion, not understood correctly.",sadness
disgust,When some people act very important in any situation.,disgust
joy,"I was in a dancing-tavern and the atmosphere was one of waiting for the end of the world. Suddenly people began dancing wildly, inspired by the band. An unbelievable experience : wonderful that even Finns sometimes flare up and forget to think ""what others are thinking of me"". It was delightful to dance to one is heart content.",joy
fear,"I was travelling back home by boat with two friends of mine after a lovely holiday trip. The night and the sea were dark, and the wind was blowing. I feared that death was there on the boat, I somehow felt sure about it. I feared being left alone.",fear
anger,"I was at home, filling my tax report. Nobody had time to help me. I would have liked to do it quickly so that I could go and meet a friend of mine who had just returned from hospital. I got angry as both my brother and my father refused to give me their calculator as I had not asked for it nicely. I could not leave as I had to wait for help and the tax report had to be done.",anger
sadness,"I tried to talk to my parents over the phone, as I wanted to go home for the week-end and I knew that I would not be able to bear it. I tried to reduce the gulf and the conflict between us by talking in order to unite our worlds. Result : hysterical mess, blinding and blaming.",sadness
disgust,"My mother called me because she had read through the enveloppe a letter addressed to me. She denied having read it intentionally and said ""the words just popped out through the enveloppe as the sun was shining on it"". Hah Hah.",disgust
joy,The inflammation of the ear of my child got cured and the doctor said that the ear was completely all right.,joy
fear,My husband suddenly fell ill seriously and during the medical examinations we did not know what would follow.,fear
anger,The housing council asked the city to cut 40 linden trees so that the inhabitants of the lower floors would have a view to the sea.,anger
sadness,"My child, unexpectedly started acting in a restless and disturbing way at school. In addition his performance at school weakened.",sadness
disgust,"On a trip abroad, a lady-like member of our group turned out to be an alcoholic. She spoilt many days of my holidays because of her behaviour and paranoia.",disgust
joy,When a student of mine at music performed and played remarkably well.,joy
fear,When climbing up the stairs to the top of a ski-jumping hill.,fear
anger,My boy-friend came home late one night without having told me about it before.,anger
sadness,The breaking up of a long lasting relationship.,sadness
disgust,"While watching the movie called ""Deer hunter"" on TV, when it showed how prisoners were treated.",disgust
joy,When I made up with a girl-friend of mine after having been on unfriendly terms with her my fault. I cried with joy that evening.,joy
fear,"While cycling in the country, I came across a large herd of cows.",fear
anger,When I heard that my step-mother had treated my mother in a wrong manner.,anger
sadness,When my friend did not pass the high school graduation examinations.,sadness
disgust,"When I heard about the advances an acquaintance of mine had made to my friends, who did not approve of them.",disgust
joy,"During lectures, I sensed an unexpressed understanding with a boy I did not know. We exchange glances ; I think he likes me, and I like him too. Perhaps he has fallen in love with me .........",joy
fear,"At night, I walk home past a forest. Once, somebody got stabbed in the forest. I imagine someone attacking me and I hurry up.",fear
anger,"In a tram, the ticket seller was commanding, taking the role of a leader, trying to emphasize her non-existent authority with undue strictness towards a good-humoured drunk who could not find his ticket at once.",anger
sadness,"A relationship in which I had put my trust, broke up. I was sad when I realized how easy it is to forget something that one had once regarded as great and significant.",sadness
disgust,"A nightmare. I was dreaming about bloodsuckers, which I tried to shake off from my body, they are everywhere, they get glued, they suck. And there are a lot of them. I panic.",disgust
joy,"During inter-rail-trip, after troubles, I met my little sister.",joy
fear,Traveling as the only female in a railway carriage in the middle of the night in Italy.,fear
anger,"A male, Honduran acquaintance of mine despised my opinions.",anger
sadness,When our dog died.,sadness
disgust,"While walking on the street with a good friend of mine, we met an acquaintance of hers. My friend started showing off and telling false stories about herself and praising herself.",disgust
joy,"After having at last finished my master is thesis, I felt great joy and relief. I had been haunted by the thesis during the whole of my studies.",joy
fear,"While preparing my master is thesis, I was scared that I would not accomplish anything as the subject was rather difficult.",fear
anger,"During the Summer, at my workplace, a person kept interfering with my tasks and making unfounded remarks. I felt hatred for him but it stopped when I realized that he just longed for attention.",anger
sadness,"The last time I felt sad and disappointed was when I did not do as well as I had hoped in one of the final exams. As compared with the earlier exams, the questions, I think, were unjust.",sadness
disgust,"After the first of May, I detested my fiance is friends, who had piled on to our party and spoilt it completely.",disgust
joy,When I met a good friend of mine after a long time.,joy
fear,I was camping with a friend of mine and we spent the night in the forest. I could not fall off to sleep and could clearly hear noises from outside steps ? approaching our tent.,fear
anger,When I quarelled with my parents.,anger
sadness,"Being away from a very close friend, I was away from Finland for a year as an exchange student.",sadness
disgust,When I saw a spider.,disgust
joy,"While having a discussion with a colleague of mine, I realized that her conception of man and work were similar to mine.",joy
fear,"While he was drunk, my life partner tried to hit me. I felt scared and fled to the bathroom.",fear
anger,"A ""higher status"" colleague of mine despised my attitude and organization of work.",anger
sadness,"I could not meet my love, after having waited for a month, due to illness.",sadness
disgust,"Once again, my life partner came back home drunk at midnight.",disgust
joy,I had just moved to the town where I study and I got a postcard from a good friend from my home town.,joy
fear,"My boyfriend hinted over the phone about wanting to ""be free"". He thus did not say it point blank, silence followed.",fear
anger,They had returned much less of my taxes than I had expected.,anger
sadness,After my boyfriend and I had separated.,sadness
disgust,"In the morning, the cat of my landlady had vomited on the floor, near the staircase I take to go to the bathroom.",disgust
joy,"I got a letter from my best friend, whom I had not heard from for a long time a good letter.",joy
fear,Someone knocked on the door when I was alone at home though there was a door bell. I looked through the peep hole but it had been covered. I called my sister but she could not help me as she was hundreds of kilometres away.,fear
anger,"My parents put pressure on me to buy clothes, when I would not have liked to do so.",anger
sadness,"When my grandfather died, I saw my grandmother crying against my aunt is shoulder I had never seen my grandmother cry before.",sadness
disgust,"At school, I detested the spinach gruel which had lumps of flour in it.",disgust
joy,When I got a letter from home.,joy
fear,"While cycling in the country a dog started running beside me, growling and barking, and trying to bite my foot.",fear
anger,"Disagreements with mother. When I moved from KankaanpSS, she had promised to help me move but broke her promise because of some hindrance.",anger
sadness,"When I had to move away from home to study, and I knew that I would not be coming back home for a long time.",sadness
disgust,When I noticed two spiders running on the floor in different directions.,disgust
joy,I found myself a place after looking for one for a long time.,joy
fear,In an aeroplane.,fear
anger,I was angry at my boyfriend who had promised to come to see me but did not because he spent the evening with his pals.,anger
sadness,"The breaking up of a relationship. We decided that the relationship could not carry on, so it was no surprise to me. And anyhow, I had known it would happen sooner or later.",sadness
disgust,The disgust I feel towards a certain person.,disgust
joy,I went to see the entrance examination results at university. I rejoyced at my success.,joy
fear,"I borrowed a car which was supposed to be used for a long journey a few hours later, and one of the tyres burst in the middle of the town and I did not know what to do.",fear
anger,"An utterance, which I had intended to be a joke, was taken as an offence. In my opinion, this was stupid, and I got angry.",anger
sadness,My best friend had a relatively severe illness. I was sad because she was suffering.,sadness
disgust,"A man tried to have sexual intercourse with me, though I had communicated my unwillingness. Later on, I felt disgust at that person as well as myself because I had partly submitted.",disgust
joy,A good report card a scholarship in primary school.,joy
fear,I was walking home with a friend at night along a quiet street. Something started rustling in the bush : it was an exhibitionist.,fear
anger,I got angry at a friend of mine whom I caught reading my notebook almanach.,anger
sadness,When my grandmother died of cancer.,sadness
disgust,"In a lift a drunken, fat and untidy man tried to make advances at me.",disgust
joy,When I made the acquaintance of a certain person.,joy
fear,"When abroad, while driving a car along a dark, winding road.",fear
anger,When my sister took my things without having asked for my permission first.,anger
sadness,When my grandfather died.,sadness
disgust,"When I was working, I got treated in a way which I felt was not democratic.",disgust
joy,"When I went to a job interview, I met a person who was very nice, and his attitude made me glad.",joy
fear,"My episode of fright happened when I came to study. I had to stand in front of my still unknown fellow students and talk about myself. My hands shook, I flushed and became tongue-tied.",fear
joy,"I was in a restaurant with my boyfriend when I saw my best female friend after not seeing her for two weeks. We rejoyced, hugged and had a long talk.",joy
fear,"One evening, while going to meet a friend of mine, I had to cross a meadow by a dark road. There were bushes on the other side of the road. The weather was damp and a bit foggy. I heard steps behind me and kept speeding up my steps all the time.",fear
anger,"My brother told me that a person whom I know had insulted him. I am very fond of my brother, and as he himself can not get angry or hurt, my protectiveness was aroused and I got angry.",anger
sadness,"My guinea-pig had been ill for a couple of days. One evening, when I came home I enquired as to how it was doing. My mother is expression told me that it had died. My knees refused to support me and I began to weep convulsively.",sadness
disgust,"I happened to see two boys fighting, one of them fell down and hurt his head. The other one used this to spank the head of the boy on the ground.",disgust
joy,When I was sick my husband bought me a piece of cake.,joy
fear,I saw a man who had had a heart-attack and who was being treated for it. I feared that my own father could have been there.,fear
anger,"When I saw a big man hit another one, and nobody did anything.",anger
sadness,"When my sister left to go home, in Sweden, after the Christmas Holidays.",sadness
disgust,"I once watched the series called ""Dynasty"" on TV, and I detested it.",disgust
joy,"When my red-cheeked, content child runs to meet me in the yard of the kindergarten and gives me a moist kiss on my cheek.",joy
fear,A neighbour is girl had disappeared and many people were looking for her. Someone had gone to notify the police. Something had certainly happened to her.,fear
anger,"Without my permission, my son had made popcorn after coming back from school. The consequences were a spoilt kettle and chaos in the kitchen but what could have happened with the hot grease ?",anger
sadness,The death of a close relative.,sadness
disgust,One of my fellow students used questionable and unfair means to advance her studies faster than others. I detested her.,disgust
joy,"After my vacations, one day after a lecture it occured to me to buy a rose for my mother. We went together to a pub and my mother told me that she would be getting married next Spring. I did not known about it and so was all the more glad.",joy
fear,"I work at a day care centre, and one day when the children were outdoors a four-year old boy disappeared from the yard. I was not looking after them then, but as the manager it was me who was responsible.",fear
anger,"I was on vacation, and therefore I did not attend a meeting of the day care centre. Nevertheless, the very day I came back they called me early morining to ask me ""what are you going to do about the matter ?"" which had been discussed in the meeting. Then I got angry.",anger
sadness,"The fact that my mother is getting married again my mother and father divorced about 15 years ago means that she will probably move to Turku, and our home, which is a one family house, will be sold I myself have not been living at home for the past six years.",sadness
disgust,"While travelling in a bus, there were three people sitting behind me two men and a woman. They were drunk and the conversation was unbelievable about fucking, fellatio, etc.... They tried to get others to take part in the conversation. I loathed it and felt like crying.",disgust
joy,"I had been away from home for a long time and when I came home I was delighted. It was wonderful to see familiar, dear people and I was rejoycing in advance. I had been feeling very lonely.",joy
fear,"I awoke at night and did not remember dreaming about antthing in particular. I just felt oppressing fear, it was dark and all the others were sleeping.",fear
anger,"One winter day I, unwillingly, was outdoors with my younger brother 10 years younger than me. I lost my temper on him and wanted to throw my brother down the snow bank we were on. I pushed him but not as hard as I had wanted to. We were alone the two of us.",anger
sadness,"I was on a class excursion, by boat to Stockholm. At night my class mates prepared to clebrate their motive in life which was ""life is merriment"". I felt depressed about the way they sought happiness.",sadness
disgust,"I was on my way home by bus. A man who had drunk a fair amount of alcohol started talking, trying to hug and pat a woman sitting next to him. Fortunately it was not me.",disgust
joy,"When, after a long time, I saw a girl with whom I was in love.",joy
fear,When I was walking on a fairly out-of-the-way street.,fear
anger,"A friend of mine had promised to arrange me some tickets for a concert which I considered important. He could not get them the way he thought he would, so he gave up the whole thing.",anger
sadness,I was sad when I saw that a beautiful girl was not attainable.,sadness
disgust,"I heard somebody talk about studies in a highly enthusiastic ""student-like"" way.",disgust
joy,While watching an entertainment program in which there was a clever and amusing sketch.,joy
fear,"When I was in the army, a room mate of mine came back from furlough and threatened another fellow with a knife.",fear
anger,"The last day of school is traditionally celebrated by singing a song about all the students who are leaving. In the song about me, there were things which irritated me a lot.",anger
sadness,"I worked for seven months in a factory, and made friends with a fellow worker. Later, I visited my former fellow workers and was told that, while in the army, my friend had shot himself.",sadness
disgust,The behaviour of a fellow towards me and some others in the army was really mean. I detested this.,disgust
joy,"In the army, my result at the shooting exercises got me a three day furlough.",joy
fear,"When I was 8 years old, I would usually come home from school with my mother in a car. For the first time I had to take the school bus, and I mistook the bus stop and found myself two kilometres away from where I lived. I was very scared, wondering how I would get back home.",fear
anger,I read in the newspaper that the Student Lodging Fund was going to build new appartments for refugees in my opinion this is the state is affair. This is when only a fractoin of the students can find an appartment.,anger
sadness,I lead a rather secure life. The only thing I can remember is a song from the nineteenth century which is against alcohol. Both the melody and the word although naive effected my emotions.,sadness
disgust,"Yesterday in the elevator a man started smoking, this is something I just can not tolerate.",disgust
joy,When my favourite football team made a goal and was about to win the Cup of England.,joy
fear,I was less than 10 years old when our neighbour is dog chased me to the roof of a small shed and there seemed to be no hope of getting away from there.,fear
anger,"While playing a ball game, I was just about to make a goal when I was thrown off my feet, and I failed to score the goal.",anger
sadness,"When I heard about the death of Frantois Truffaut, the French motion picture director, on the radio. I had planned to go and see his last film.",sadness
disgust,"I saw a movie called ""The Thing"", the film directed by John Carpenter. The monster in the film made me feel disgusted.",disgust
joy,When I was in the sauna bath.,joy
fear,I had a dream in which I was an African elephant.,fear
anger,"When I came for the lesson, it was cancelled and I had to fill in a questionnaire instead.",anger
sadness,"When my car froze, and I could not start it.",sadness
disgust,When I saw our computer teacher.,disgust
joy,I passed an exam which I thought I had failed.,joy
fear,My mother had not come home at midnight. She had forgotten to tell me about it. I was very young and all alone at home.,fear
anger,My girlfriend started singing she can not sing and did not stop despite my asking her to do so.,anger
sadness,When my grandmother died of cancer.,sadness
disgust,"When I was still a child, I saw a horror film on TV in which there was a rotten human skull.",disgust
anger,"New year is Eve party in the country, I hardly knew a person; my partner spent most of the time at the bar. I had little opportunity to get to know people because our table was separated and my boyfriend is parents were present.",anger
sadness,"Christmas Eve: there was a tension between my parents, they did not even try to restore a harmonic atmosphere. Mother stayed in her room almost the whole day. I felt alone and was very sad.",sadness
disgust,"Father said: If you are pregnant, you will have to procure abortion. I was filled with disgust against my father.",disgust
joy,"After one year of searching, my friend and I have found a flat we are able to pay for.",joy
fear,Car accident in the middle of the night.,fear
anger,"At the weekend I wanted to be absent from school because of a sports event, but my teacher refused to give me the day off because he did not like me.",anger
sadness,"When I was six years old, my favourite cat died.",sadness
disgust,A gigantic spider climbed over my face and what is more in my own flat.,disgust
joy,"I won a car in a prize-competition. The moment I was informed about it, I felt joy.",joy
fear,"My sister had to undergo a very complicated operation, her eyesight was at stake.",fear
anger,I had a quarrel with my parents,anger
sadness,"I heard that a friend had died in an accident; group situation: suddenly a friend came in and said ""Have you already heard that...""; there was a terrible consternation, silence, then everybody shouted excitedly ""How could that happen..."".",sadness
disgust,"Scuffle in a carriage of the underground in Vienna, three drunk men thrashed a man in a wheel chair I watched the scene from another carriage.",disgust
joy,"In order to be admitted to my final examination, I had to pass two examinations. As I had not studied very much, I resigned myself to be left behind. Nevertheless I succeeded in these examinations.",joy
fear,"I had not told my parents about my bad marks in school. One day, my father wanted to speak to the teachers. Fortunately I could influence my parents to take it easy.",fear
anger,"I wanted to go to a friend of mine who had a party; at the moment I wanted to leave, my father said I could not go because he needed me for some work in the afternoon.",anger
sadness,"A friend of mine, who had repeated a year at school once before, did not pass the final examination and had to take it again half a year later.",sadness
disgust,"Eco-activists demonstrated against a project to build a power station at the Danube in the middle of a lowland forest Hainburg and the government decided to delay it for another year. When my father heard about it, he said that we needed another Hitler.",disgust
joy,My boyfriend returned after a long absence.,joy
fear,My car skidded on the wet street.,fear
anger,"I wanted to see a friend, I had been looking forward to it and had certain expectations, but he did not pay any attention to me, played cards with other people.",anger
sadness,A good friend quitted me after he had behaved in a strange manner.,sadness
disgust,In broad daylight I saw an untidy old man pissing and playing with his penis in the middle of the town.,disgust
anger,"Recently a good friend only called me when he needed something. He never said ""please"" or ""thank you"" or any other kind word.",anger
sadness,"My favourite horse died. We had tried our best to save him, but it was hopeless, he had to be shot.",sadness
disgust,I read a book about the sexual phantasies of women; I read about a woman having sexual intercourse with a dog.,disgust
joy,When I met a good friend after a long time. We had had a quarrel but after two weeks I was really glad to see him again.,joy
fear,"When we stayed in Vienna with our class, my friend and I behaved incorrectly. Our teacher threatened us with exclusion from school.",fear
anger,When I lost my driving license because I had been driving while under the influence of alcool.,anger
sadness,My mother is death.,sadness
disgust,When I entered the dissecting room for the first time. I think I felt disgusted mainly because of the bad smell of formaline.,disgust
joy,My father stayed abroad for one year. He does not like to write letters because he makes ortographic mistakes. I never had a good relation to him. He wrote me a letter in which he said that he loved me.,joy
fear,"When I was a child, I was always afraid of my father. Just when he looked at me, I felt frightened.",fear
anger,A colleague asked me to study with her. I could not explain things as perfectly as she had expected. So she reacted in an aggressive manner.,anger
sadness,"During the Christmas holidays, I went to see my parents and stayed with them for two weeks. After two or three days, we had the same conflicts we had had ten years before when I had lived with them. They were glad when I left.",sadness
disgust,"Old man in hospital, hollow-cheeked, only one half of his nose and glass-eye, rattling breath.",disgust
joy,When I met my girlfriend I had not counted on that.,joy
fear,"One night I had a feeling that somebody was stealing my car, but I was too frightened to go and see.",fear
anger,When we rearranged furniture in our flat and got stuck in a chair.,anger
sadness,A person died not really a friend.,sadness
disgust,"Several weeks ago, I had problems with friends, I felt disgusted by a friend.",disgust
joy,"In Southern Tyrol, I was gathering apples, it was a fine day, I was not thinking about anything, I felt an overwhelming joy.",joy
fear,"My girlfriend and I slept in a lonely hut we had drunk alcool. Suddenly some soil fell on us, then some water. Although we tried hard, we could not find out the cause.",fear
anger,I helped my little sister 13 years learning mathematics. Obviously she did not want to understand what I explained and started to cry. I grew angry.,anger
sadness,When my girlfriend told me that she wanted to leave me.,sadness
disgust,"On a trip I passed by a cellulose factory. It was a fine day, beautiful landscape; I observed this factory with disgust.",disgust
joy,A friend I had missed very much came to see me unexpectedly.,joy
fear,On my way through lonely streets I met with a huge stray dog. It stopped at some distance and looked at me. I tried to ignore it but I was very frightened.,fear
anger,"A friend of mine tried to persuade me to go at her place to act as a model because she felt too tired. It was a quarter of an hour before the appointed time, I had just lied down and did not want to go because it was too late anyway. She said that I only was talking about looking for work, but if it was possible I would not accept it. I was angry about this unjust judgment.",anger
sadness,"After I had lived with my boyfriend in a foreign country for half a year, I saw that it was impossible for me to stay with him for economic reasons. We separated although I loved him.",sadness
disgust,In a certain book I read about cruelties and violence in prison and souteneur circles; I felt especially disgusted when I read detailed descriptions of physical and mental torture of less powerful people.,disgust
joy,"When I worked as an ""au-pair-girl"" in London, I received a call from a good friend who told me that she was in London too and wanted to see me. I was very glad after that call and especially when I saw her.",joy
fear,It was on St. Claus Day when I was five years old. St. Claus and his Devil Servant came to see me. St. Claus' Devil Servant rattled with his chain and bowled terribly. I was so frightened that my parents had to ask him to leave.,fear
anger,A friend called me and told me that she wanted to come and see me. She lived in a village at 50 km distance fom my home town. Next morning I expected her but she did not arrive. As I got impatient I called her but her parents told me that she had gone skiing. I was very angry because I had cancelled an appointment to be able to see her.,anger
sadness,When I was eight years old my father was run over by a car. When I saw his body I was sad beyond words.,sadness
disgust,A friend prepared a soup with chicken heads and invited me to eat it. I saw the eyes staring at me and the tongues hanging out of the bills. I was so disgusted that I felt nausea and had to leave the room.,disgust
joy,I had the unexpected possibility to see a friend I like very much.,joy
fear,I was afraid of a certain examination although I was relatively well prepared.,fear
anger,"At the hairdresser is, I got two stains of dyestuff on my new trousers. These stains are not removable, so I can not put on the trousers again.",anger
sadness,"In 1977, my grandfather, to whom I had a very close relationship, died.",sadness
disgust,A drunken man forced me to kiss him.,disgust
joy,"After a one year is stay abroad, I returned home. I was even more glad to see how much my family was pleased to see me.",joy
fear,"I went home all alone from a restaurant. It was dark, I went very fast. Behind me, there were some drunk men who shouted at me. By chance, I met some friends who accompanied me.",fear
anger,"A friend who shares the room with me, opened the window in the morning and left the room the whole day. When I came home in the evening, the room was so cold that I could not stay there.",anger
sadness,"When my aunt, whom I had loved very much, died. When I heard about her death, I was not as touched as at the funeral. I really became conscious of her death at that moment.",sadness
disgust,A friend told me how he managed to win the sympathy of as many people as possible. He said he first listened to what they said and then he tried to only say things they would like to hear. He would never express his own opinion. I felt really disgusted when he told that.,disgust
joy,"On our way to France, my girlfriend and I went to Verona. By chance we met an Italian couple they gave us two tickets for the dress-rehearsal of ""Aida"". It was a different world for us full of fascination. After the representation we ate a phantastic pizza in a restaurant near the ""Arena"".",joy
fear,"On a mountain tour, my girlfriend and I passed by an inn. Near the house there was a big dog which began to follow us. As my girlfriend is afraid of dogs, I had to draw his attention to me. He jumped towards my shoulders and wanted to play with me but I really did not like that.",fear
anger,I arrived in Vienna in the middle of the night. I asked for some silly information as I realized myself afterwards and the inquiry clerk reacted in a very arrogant manner.,anger
sadness,I had to leave my girlfriend for 4 weeks because of my studies. This happens frequently. The last 24 hours before my departure are always very depressing.,sadness
disgust,"When I stayed in the house of friends, I washed my face and wanted to dry it with a towel. This towel seemed to have been used over a long time already. It smelled indefinably awful.",disgust
joy,When I was informed that a short story I had written had been accepted for publication.,joy
fear,Some friends and I were crossing a street when one of my friends was seized by a car and thrown aside. I had seen the car coming in our direction but I did not have enough time to react and prevent the accident.,fear
anger,"I wanted to clear up a misunderstanding with a friend that I had caused. A third person meddled in our conversation, turned my efforts to ridicule so that I did not succeed in what I had intended.",anger
sadness,Death of my grandmother.,sadness
disgust,"In school I had difficulties mith mathematics. When I had to work for an examination, I really felt disgusted.",disgust
joy,After 3 weeks I saw my girlfriend again.,joy
fear,"One evening, in the tramway, I was afraid of two drunk men molesting my girlfriend and me.",fear
anger,"I went singing with a group of young people on January 6th The three Magi, a local custom called ""star singing"". One of the girls, my girlfriend, broke the star. Being the accompanying person, I felt very angry thinking of the consequences.",anger
sadness,"When the grandmother of my friend died in a hospital. My friend was crying and I was sad, too.",sadness
disgust,I saw a physically handicapped young man whose spittle ran out of his mouth while speaking.,disgust
joy,"I went shopping with my parents my father payed everything for me, I was very glad.",joy
fear,"When I was a child, I heard the floor cracking and I thought there was a burglar in our house; I hid under the blanket and trembled.",fear
anger,"During a lecture, a colleague who did not know anything about the subject, got on my nerves asking silly questions.",anger
