Correction	ErrorFrequency	Errors
cousin	17	[cousine, causin, coined, coined, cousing, cousi, cuisen, consin, cousen, cusin, cousine, colsin, cosign, cuzn, cosin, cousing, cousing]
cooked	7	[cookend, maked, cook, kooked, coocked, coocked, coocked]
love	25	[loe, lo, lol, law, lovem, ljve, live, iove, lowe, lo, looove, lave, lovo, live, live, iove, loje, lova, vove, loveli, lvoe, live, ove, live, live]
versatile	1	[versitale]
eclectic	1	[ecletic]
we'd	2	[we''d, we'de]
perfectly	10	[perfectely, percfectly, perfect, perfect, perfecly, prefectly, prefectly, perfektly, percfectly, perfetly]
train	20	[traim, thrain, traain, trian, tain, trai, tain, trein, trainment, trainn, tain, tain, trainning, tran, trian, trein, trainning, trean, trian, trian]
noble	1	[nobel]
televisions	6	[televisons, televisons, télévisions, televisons, tvs, tvs]
combining	2	[combinig, combinig]
everywhere	13	[everwhere, every where, everywere, evey where, anywere, evry where, evereywhere, everythere, everwhere, evrywhere, every where, everwhere, everywere]
challenges	14	[challanges, challanges, chalenge, challanges, changelle, challeges, challeng, challenger, challanges, chalenges, chanllege, changes, chalenges, challanges]
lots	18	[lot's, losts, lot's, lot, lot's, losts, lost, lot's, lost, lot, lost, lot''s, lot's, alots, los, lot's, let, lote]
hometown	9	[hometow, homtown, home thown, home town, houmtown, home town, homeown, hometwon, hometomn]
remembering	10	[remerber, remenbering, remenber, remmber, remember, remebering, rember, remeber, menbering, remeber]
glance	1	[glace]
punctuality	3	[ponctuality, ponctuality, puntuality]
fascists	1	[facists]
pursued	2	[persued, persued]
loud	8	[louge, laud, laud, lout, lound, lound, lound, load]
enjoys	4	[enjosy, enjoies, enjoyes, enjoyes]
homework	41	[homeworks, home work, homeworks, home work, homeworks, homeworks, homeworke, homeworks, homeworks, homewor, homeworks, houswork, homeworks, homwork, homeworks, homeworks, homeworks, homeworks, houswork, homeworks, homeworks, homwork, homeworks, homeworks, homeworks, womehork, homeworks, homwork, homeworks, homeworks, homeworks, homewaks, homeworks, homeworks, homeworks, homeworks, homeworks, homeworks, houeswork, homeword, homeworks]
trampoline	1	[trampolin]
vanilla	7	[vanila, vanila, vanille, vainilla, vanila, vanila, vanlla]
fluctuation	1	[flactuation]
parents	49	[parants, parentsa, parentes, parants, parentes, parent's, parens, pearents, parentes, parentes, parentes, perents, parets, parentes, parentes, partents, parants, parens, perents, parentes, perens, prrents, parentes, parent's, perents, parentes, pparents, parentes, parentes, perants, parants, perents, parentes, partens, parants, parets, parentes, parrents, parentes, parentes, paraents, prants, prants, prants, partents, panents, partens, parents', parenths]
lost	4	[losted, loose, lose, losed]
loss	2	[lose, lose]
catastrophic	2	[catastrophical, castatrofic]
suppresses	1	[supresses]
referral	1	[rreferal]
commando	1	[comando]
ain't	1	[amn't]
partners	14	[parters, partiners, pathers, patners, partnes, parteners, patners, partnes, partness, patners, parters, parthers, parners, parners]
nausea	24	[nauseas, nause, nauseas, nasea, nasea, nause, nauseas, nusea, nauseas, nauseas, nauseas, nauseas, nausa, nauseas, nauseas, nauseas, nouseas, nauseas, nauseas, nauseas, nause, nauseas, nuasea, nusea]
diamond	7	[dimonts, diammond, diamont, diamon, diamant, daimond, diamon]
cooperation	8	[colaboration, coporation, cooporation, coopertion, corperation, coorperation, cooparation, coorperations]
celebrate	31	[s elebrate, celebrat, celebate, celereate, celabrate, celebrete, ceberate, selebrate, celebrite, selebrate, clelebrate, celerbrate, celebrat, celebrete, calebrate, selebrate, celabrate, selebrate, selebrate, clcebrate, celebrete, selebrait, selebrait, selebrate, celebrat, celeberate, celebraty, celebrare, celerate, celebrite, cebrate]
agenda	1	[ageda]
fluctuating	1	[flutcuating]
ill	1	[hill]
afternoon	609	[afeternoon, afertnoon, aftenoon, afternon, afternoom, aftenoon, afteroon, afteroon, afternun, afterrnoon, aftenoon, afttenoon, afernoon, affeternon, afernoon, afternnoon, affeternon, affertnoon, afternoong, aftenoon, aftermoon, afernoon, afternoom, arfternoon, afeternoon, afterno, aternoon, afferternom, aftenoon, afernoon, afrenoon, afeternoon, afernoon, afternon, afteer noon, affternoon, afternoor, aftenon, afternoom, aftermoon, afternoom, aftenoon, afternoom, afternoom, aftertnoon, aftertnoon, afternon, aternoon, afternnon, aftenoon, afernoon, aftenoon, afternnon, afternoor, afternoonn, aftenoon, aftenoon, aftermon, afternooon, afternoom, afternon, afterday, atternoon, afternon, afternon, affternoon, affternon, afeternoon, afternoom, affeternoon, afernoon, affernoon, afternoom, atfernoon, afternon, aftermoon, aftenoon, afternoo, afternoom, afernoon, afernoon, afertnoom, afternoom, afternum, afertenoon, afternnon, afternon, affternoon, afternoom, efternoon, afternnon, afternoom, afternonn, afernoon, afternon, afternoom, ofternoon, affternon, afernoon, aftenoon, afternon, afternon, aftenoon, afternoom, afternnon, afternonn, aftrenoon, afetrnoon, afternun, afternoom, affternoon, affternoon, afternoom, afternoom, afternoom, afterenoon, afteernoon, afternoom, afernoon, afeternoon, afetnoon, afternon, affternoon, aftermoon, aftenoon, aftenoon, afternon, afternnon, aternoon, afternoom, afternown, afternoom, afertnoon, aftrnoon, afternoom, afetrnoon, afternon, afternoom, afternnon, afernoon, afternoom, efternon, afternon, afternon, afrernoon, afternon, afernoon, afternoom, aftertoon, afternoom, afternon, afertnoon, affernoon, afternnon, afternnon, afternon, afternun, afternon, afternoom, afternoom, afternon, afternoom, afeternoon, aftenoon, afthernoon, afternoo, aftermoon, afternon, alfernoon, afternoong, afternon, aftenoon, aftenoon, afernoon, afrernoon, afternoom, afernoon, aftenoon, afteernoon, aternoon, afternonn, aftenoon, aftenoon, afternoom, afernoon, aftenoon, afternon, aftenoon, aftenon, afternoom, after noon, afertnoon, afternon, afternon, afrernoon, aftenoon, affternoon, afternoom, aftermoon, afetrnoon, affternoon, afternooon, afeternoon, afternoom, afternnon, afternoom, afternon, afternoom, afternoom, afternon, afternun, aftermoon, afertnoon, aftenoon, afternoom, afternnon, afternoom, afternonn, affternoon, afertnon, afernoon, afternon, afternon, afternon, alfternoon, afternonn, affternoon, aftenoon, afternnon, afernoon, afternoom, afternoom, afeternoon, afertenoon, afternonn, afternon, afteernoon, afternoom, afternoom, afternoom, aternoon, afteroon, afnernoon, aftenoon, afternoom, aftenoon, afternnon, afternnon, afternoom, afteternoon, afernoon, afternun, afternonn, afternoom, aftenon, afternoom, afthernoon, afernoon, afternoom, afternoom, affternoon, afternon, aftrnoon, afternon, afternoom, aftnernoon, afternnon, afternom, arternoon, afternoom, afternnon, afternnon, aftenoon, aternoon, afeternoom, afternonn, aftornoon, afternon, afeternoon, afternon, aftenoon, afternoom, affternoon, aternoon, afternon, afeternoon, afternon, afternooon, afternoom, afternon, afteroon, aftenoon, afternoor, aftrenoon, aftrenoon, afternoom, afternon, aftermoon, afternon, atfernoon, afernoon, afternom, afternoom, afternoo, atternoon, afternoom, arternoon, afternoom, afternan, aftenoon, efternun, after noon, afternoom, afternon, afternoom, afternoom, afternoom, afternon, afertoon, affenoom, aftrenoon, afternonn, efternoon, aftenoon, affernoon, afeternoon, afternon, affternoon, aftermoon, afternoom, arternoon, afterneoon, afternon, afernoon, afternon, efternoon, afternoom, afternon, afteen, afternoun, afternon, aftenoon, aftenoon, afeternoon, aflternoon, afternnon, afternoom, afertnoon, afternon, afternon, affternoon, afetrnoon, afternoom, aftenoon, aftnoom, aftermoon, afternnon, aftarnoon, efternoon, afernoon, afternoom, afternon, aftermon, afernoon, ofternoon, afternoom, afrernoon, afternons, afteernoon, aftenoon, afternoom, aafternoon, afteernoon, afrernoon, alternoon, ofternoon, afternoonm, afertenoon, afternoom, afternon, aftenoon, afternoo, afternon, afternon, afternoom, affternon, afteroon, afetrnoon, afternun, aftternoon, afternnon, aternoon, aftrenoon, afternoom, afternon, afternonn, afetenoon, afternnon, affeternoon, aftenoon, afernoon, aftenoon, afternon, afternnon, afternoom, affternoon, afternonn, aftreenoon, afternoog, aftenoon, aftenoon, afternnon, affeternoon, afternnom, aftrnoon, afteroom, afternnon, afternnon, afternon, afernoom, afternoom, aternoon, afteronn, affternoon, afternoom, afternnon, does mops the floor every daydoes gardening in the [[afternon, afternonn, aftenoon, afernoon, afnernoon, afternoom, arfernoon, afternoom, afternoom, afternon, aftertoon, aftertoon, afternon, afternoom, afternoom, afeternoon, affternoon, afternoom, affeternoon, afternoom, afetrnoon, afternon, afternon, aftertoon, afternon, aftenoon, afternoom, afternun, afteroon, afternnon, avternoon, avternoon, afternoo, affternoon, afernoon, aftenoon, affeternoon, afternoom, afternoo, afternnon, aftenoon, affternoon, afternnon, aftermon, afternon, oftermoon, ofternoon, affternoon, affternoon, aftrnoon, afernoon, afteroon, afertnoon, avternoon, afternon, afternon, affternoon, afternoom, aftermoon, afternon, afternon, efternoon, efternoon, afternon, afternnon, afternoom, afternon, aftenoom, afternoom, afhernoon, faternoon, afternon, afternon, aftenoon, afternoo, afternomgo, afthernoon, aftertoon, afertonn, afternon, afternoom, afternonn, afternonn, efternour, afertnoon, afertoon, affternon, afthernoon, afternooon, afernoon, afternon, afernoon, afernoon, afernoon, aftenoon, afternoom, afternon, afteroon, afternnon, affternoon, affternoon, afternoom, afternon, afternon, afternon, afeternoon, aftenoon, aferinoon, afternnon, afernoon, affternoon, afternoom, afteroon, afternonn, afthernoo, afternoom, afternnon, afternoom, afertnoon, afthernoon, afternoom, adternoon, affternon, afernoon, afternoo, aternoon, aternoon, afteroon, afternoom, affternoon, aftrernoon, aftermoon, afternon, afternonn, aftrnoon, aftroom, aternoon, afernoon, afernoon, aftenoon, aftnoon, afernoon, afernoon, afterning, afternoom, arfternoon, arternoon, afernoon, atfertoon, aternoon, afernnon, afernoon, afterternoon, affternoon, affternoon, afternoo, afteroon, afternon, afernoon, afternon, afernoon, aftertoon, afternon, afternoo, afternoo, afternoom, aftermoon, afeternoon, afteroon, afernoon, afternong, afternnon, affternoon, afternon, afternoom, aftenoon, aftenoon, afernoon, afternoom, affernoon, afernoon, affernoon, aftermon]
pubs	1	[pub's]
agency	7	[agancy, agancy, agancy, agancy, aggency, agengy, agencie]
know	117	[kwow, known, now, knew, knows, no, kown, no, knwo, knwo, konw, konw, now, now, kow, kwon, kow, now, now, now, kwo, kwon, no, kown, konw, hnow, now, now, konw, knew, konw, kown, konw, knwo, now, no, konw, now, konw, now, no, kown, now, konw, kmow, knout, konw, konw, now, knowed, konw, now, now, kwon, kow, ology, konw, nou, no, konw, now, known, kwow, now, now, nkow, knou, kwon, kown, knwo, no, no, now, konw, kwow, now, kwon, konw, no, kwon, kow, kwon, now, now, kown, now, kwnow, konw, kown, kown, now, khow, kown, kwon, now, known, now, knaw, now, kwon, konw, konw, kown, konw, konw, konw, konw, knowd, konw, konw, konw, konw, konw, konw, konw, kwon, knou]
rapid	6	[rapids, repid, radid, repid, ripid, rapit]
lose	13	[loose, loose, loose, loose, loose, loes, losse, lost, loose, loose, loose, loose, loose]
suppressed	1	[supressed]
twenty	318	[tweny, twety, twentee, twinty, tweenty, twety, twelty, thenty, twenth, ywenty, twent, wenty, twety, twety, twent, twent, twent, twenthy, twent, twent, twelty, tewnty, tewnty, twent, twent, twent, twent, twnty, tuenty, twety, twety, tewnty, twene, tventy, tweenty, tewnty, twentty, twinty, thwenti, twety, twent, twent, tweenty, twent, tweny, twnty, tweny, towinty, twanty, twenyty, tweny, twnty, tweenty, tweny, tweety, twent, tweenty, tuewty, tventy, twentey, twenny, tweenty, twent, tweny, tventy, twentey, tweny, twety, twnty, twety, twemty, twoty, tewenty, twney, twente, twety, twenteen, twenteen, twnty, tweenty, twinty, twanty, zwenty, twuenty, twoeny, tuwnty, twety, twent, twentey, tweny, twnety, twenti, twenity, thenty, twelve, tweenty, towenty, twety, twinty, twent, tuenty, twenteen, twnty, tewnty, twentey, twentry, tewenty, twent, twent, tventy, twenthy, twnty, twinte, twnety, twent, trynty, tweenty, tweenty, thenty, treerty, twinthy, thuenty, twent, twente, tweny, twety, twety, twuenty, twnety, tweety, tewenty, towenty, twenth, twant, twant, twent, twnty, tewnty, tweenty, twinty, twente, twent, twent, twent, twety, twnty, twnty, twenly, tewnty, twerty, twent, twenteen, tweny, tewnty, twanty, twanty, twety, thuenty, twenti, twerty, twety, twnty, twent, tventy, tewnty, ttwenty, twetny, twent, twanty, tweny, tewnty, twoty, tenty, twentee, tweny, tweny, twent, twnty, tventy, tweenty, twelty, twelty, tewnty, tqenty, twent, twent, twent, twety, twebty, tenty, twoty, twnty, twonty, twety, twnety, twent, twent, twnity, twenthy, tenty, twent, twent, tweenty, tenty, tewnty, tweinty, tuwenty, twuenty, wenty, tewenty, tweenty, ftwenty, tweny, twety, twnety, twoenty, twoenty, twenthy, tenty, tenty, tventy, twnty, twuenty, twony, tewnty, twent, twerty, twety, thwenty, tuenty, wenty, treenty, townty, twinty, wenty, tuenty, tuenty, twentt, thenty, towenty, twentey, tewnty, twenthy, twente, twety, townty, townty, twenten, tewty, tventy, tventy, tweny, tventy, tventy, twethy, twehty, townty, thenty, thwenty, tventy, tventy, tewnty, twenth, thuenty, twent, tventy, tweenty, twety, twnety, twent, twnety, tuenty, tewenty, twety, twety, twerty, twerty, tweny, twety, twety, twety, twety, twent, twent, wenty, twety, tewnty, twent, twinty, twenti, wenty, twent, twnety, twent, twentee, tweny, thenty, twuenty, tweety, tewenty, twety, twent, tewnty, twelty, twety, twelty, tweny, tewntly, tweny, tweety, twety, tweny, twenteen, tweny, twent, twent, tweenty, tewnty]
dormitories	1	[domitories]
fixes	1	[fixs]
blue	167	[bule, bleu, bluen, blues, blu, blu, bue, bule, bule, blu, blu, bue, blu, blu, bleu, blu, blaue, blu, blu, bleu, blee, blu, dlue, bule, blu, bleu, bule, bule, brue, bule, bule, blur, blu, bule, bleu, bule, blu, blu, bue, bleu, blu, blu, blu, blau, blu, bule, blu, bleu, blu, blu, blus, blye, blu, bleu, bule, bleu, blu, blu, blou, blu, blues, bule, bly, bule, bule, blu, blu, blu, bleu, blu, bluo, blu, bluo, bluo, bule, bule, bleu, blu, bleu, bule, bleu, blu, blu, bue, bue, bule, blu, bleu, blu, blues, blues, bleu, bluse, bue, blu, bluo, blu, blu, blie, blu, bule, bule, iblue, bule, blu, bleu, bule, bleu, ble, ble, blu, blu, bue, blu, bule, blu, bule, blu, bule, bule, ble, bkue, lue, plue, plue, plue, bleue, plue, bule, bule, bule, blu, bleue, bleu, bleu, blu, bule, blu, blu, bule, bule, bule, blud, blud, bule, bule, bule, bule, bule, bule, bule, bule, bule, bule, bule, bule, bule, bule, bule, bule, bule, bule, bule, biue, bleu, bllue, blu]
hostile	1	[hostil]
smart	6	[smarts, smoart, smort, smarth, amart, smarth]
greater	1	[grethear]
metropolitan	2	[emetropolitan, metropolitana]
statues	1	[statures]
knew	10	[new, knowed, kenw, knwe, knowed, kewn, kwen, knewm, knowed, knowed]
winner	55	[winnner, winer, winer, winnter, winer, win, winnes, winer, winer, winer, winnes, winer, winer, winer, winnes, winer, winwer, winer, winnner, winer, winer, winer, winer, winnter, winer, wins, winer, wins, wiiner, winer, winer, winer, winer, winnner, winer, winer, winer, winer, winer, winers, winer, winnier, winnig, winer, winer, winer, winers, winer, winneer, winer, winer, winer, winer, winer, winer]
advisable	1	[advisible]
ready	4	[redy, read, really, reday]
encouraging	4	[uncouraging, incouraging, encoutage, ecouraging]
rhythms	2	[ritms, rythms]
amours	1	[amous]
touchy	1	[tuohy]
measurable	1	[mesurable]
forgot	16	[forgor, forget, fogot, forgete, forghot, foget, fogot, forgat, forgotten, forget, forget, forget, forget, forgat, fogot, fogot]
commercialize	1	[commercilize]
place	37	[palce, plase, plase, pleace, plase, plece, palce, pllace, palce, pleace, pleace, palce, pleace, plece, pleace, pleace, police, plase, plase, please, pleace, plance, places, pleace, palce, plase, plat, palce, blace, plase, places, palce, please, palce, palac, plac, palce]
serious	40	[serius, seriouse, serius, seriuos, looking for a new company for a [[serius, serius, seriosly, seriouse, seriious, serius, serius, serius, rerious, serios, serius, seious, seriuos, serius, seriou, serios, seriosly, serios, seriuos, serius, serius, seriod, unserious, serius, cerious, serius, serius, serius, serius, seriuos, serius, seriuos, serius, sérius, seriours, serios]
knee	1	[knew]
how	55	[hjw, hou, hou, hou, yow, hou, hou, hou, hou, hou, hou, haw, haw, who, haw, ho, hwo, whow, haow, hou, gow, ho, whow, haw, haw, hou, haw, hou, haw, hwar, hoe, wow, hot, ho, hou, hou, haw, hom, haw, haw, hou, jow, haw, haw, hou, haw, haw, haw, haw, hou, hou, hwo, hao, haw, hou]
acrobatics	1	[acrobaties]
transmits	1	[transmitis]
loan	6	[load, lona, load, ioan, load, load]
agronomy	1	[agronomo]
reads	22	[read's, reades, read's, read's, reades, reades, reeds, reades, reds, eads, read's, reds, read, read, red, reades, 11:30 am go swimming12:30 pm eat lunch 4:00 pm [[reas, reds, read's, read, reak, reds]
loaf	7	[loave, loaves, lof, loav, lauf, lafe, loaft]
chores	34	[shores, clores, chroes, cohres, choeres, chorse, cores, clores, chourses, clores, chors, chares, choses, clores, choreqs, cheres, shores, shores, choses, shores, chroes, chories, chorse, chires, chorse, choires, shores, choores, shores, chorse, clores, chors, chorse, chorest]
outdoors	10	[outdoor, outdoor, ourdoors, outdoor, outdoor, outdor, outdore, outdor, ourdoors, outdor]
hot	14	[hou, hut, ho, hat, hut, not, hor, hat, shot, tomorrow is going to be very [[hoy, hoy, ho, hpt, hott]
abandoned	1	[bandoned]
reasonably	1	[resonably]
climb	15	[climp, clim, climbe, clibe, clim, cimb, clime, clime, clime, climp, clime, climib, clim, climp, climd]
give	15	[gine, guive, gove, given, gie, gove, gove, guive, gived, gibe, givo, five, gitf, gvie, gvie]
events	2	[evets, eventes]
theaters	6	[theathers, teathers, thatres, theather, theathres, teathers]
desk	34	[disk, desc, desc, disc, disk, dest, dest, desck, desck, desck, dask, deks, desc, [[desck, desck, deak, tesk, dask, dest, dest, disk, disk, desc, disk, deck, dask, dask, dask, desck, desck, dask, desh, dest, dest]
brought	21	[brougt, brougth, buought, brough, brouht, brougth, brougth, brouhgt, brouhgt, broght, brougth, bringed, bringed, brough, brouth, bougth, brougt, brougth, broutgh, broutht, brough]
eats	37	[easts, sats, eates, eates, eat's, eates, eates, eates, eates, eates, eates, eat, eat, eates, eates, eates, aets, eat, eat, aet, eat, easts, eates, eates, eag, eates, eates, eates, eates, sats, eat's, eat's, ests, ests, dats, eates, eates]
punk	2	[pune, pank]
havoc	2	[hvac, hvac]
executed	1	[excecued]
critical	2	[[[criticals, [[criticial]
easy	15	[esay, esay, esay, esay, esay, esay, easily, esy, esay, esay, eisy, esay, eathy, ease, eazy]
straps	1	[strops]
discourse	1	[discouse]
initiative	6	[inniatiative, intiative, iniziative, iniciative, initiativ, iniciative]
scratch	1	[scracht]
solitary	1	[solidary]
entitled	2	[entiled, entled]
catches	5	[catchs, catchs, catchs, cacth, catchs]
catcher	1	[cather]
previous	5	[pervious, pevious, previus, previus, previos]
park	41	[parc, oark, pack, parc, bark, pick, parc, parc, parck, parc, parc, parc, bark, bark, parc, part, perk, paark, parc, parck, part, parle, partk, parc, parc, pork, parc, paek, parke, parck, parck, pak, pak, parck, parke, pard, prak, part, oark, parc, parc]
trips	20	[treeps, tripe, tips, trios, trip's, tripes, tripes, tirps, tri, trip, tryp, tripes, tirps, thips, tripsm, tirps, tirp, tirps, tripes, strip]
consciousness	1	[conscioussness]
front	27	[from, frot, fornt, frount, fron, frot, fron, fornt, fromt, from, frent, frot, fornt, frot, fron, from, from, frot, frot, fornt, from, fount, font, fron, fron, frond, frond]
speaks	6	[speack, speak, speak, speek, speack, skeaks]
reasonable	4	[resonable, reasonbale, reasonnable, rasoable]
ambiguous	2	[ambigrous, ambigous]
weeks	6	[week, weaks, weaks, weeaks, weaks, weekd]
field	27	[filed, feld, feild, feild, fild, fild, fild, feild, fild, feild, fild, feild, fiel, fild, filed, filed, fiels, feild, filed, feild, fiel, fiel, feild, filed, feald, flied, filed]
enterprises	13	[enterpresis, enterprisers, enterprices, enterprices, entreprises, entreprises, enterpises, enteprises, enteprises, enterprices, eterprises, enterprices, entreprises]
rivalry	1	[rivalship]
pistol	1	[pistole]
weapon	2	[veapon, wappon]
toilets	3	[toilettes, toilettes, toilettes]
impressive	4	[impressionnant, imressive, impressiv, impresive]
part	4	[place, pat, prat, par]
bittersweet	1	[bettersweet]
happens	10	[happen, as below often [[heppens, [[happend, happends, hapens, happends, happend, hapining, happen, happends]
optical	1	[opotic]
maternity	6	[mariternity, maternatiy, matenity, maternitu, matrnity, maternaty]
decreasing	1	[decreaseng]
hug	2	[hugh, hugh]
sipping	1	[suping]
disappearing	1	[disapperence]
round	4	[rond, around, around, roung]
bathroom	40	[barthroom, bethroom, bethroom, bathromm, fathroom, bethroom, bathrum, bathroon, [[bathroon, bathroon, bathoom, bethroom, bathromm, bathroon, batroom, bethroom, bathorrom, bathroon, bethroom, badroom, bethroom, bathroon, bethroom, bathroon, batroom, bothroom, bethroom, batrrom, bathrom, bethroom, bathroon, bathdroom, barthoom, bathroon, bathroon's, bath room, bathroon, bashroom, batchroom, barthroom]
inspection	1	[inspeccion]
messenger	4	[mensager, mensager, mesenger, massenger]
eligible	20	[elligible, eledgible, allegable, allegible, eligiable, elegible, elegible, eligeable, elegible, eligibel, eligable, eligable, eligibed, elegeable, elegible, elegible, elegible, elegible, eligable, eligiable]
amount	9	[ammount, ammount, ammount, ammount, ammount, amoun, amounth, amouth, disponibility]
synthetics	3	[sintetics, sinthetics, sintetics]
divinely	1	[devinely]
shirt's	1	[shirt 's]
welcome	193	[welcom, wellcome, wellcome, wellcome, wellcome, welcom, welcom, welcom, welcom, welcom, wlcome, wellcome, welcomen, wecome, welcom, welcom, welkome, wellcome, welcom, welcom, welecome, welcom, wellcome, welcom, wellcome, welcame, well come, welcom, welkome, wellcome, welcom, wellcome, welcom, welcom, welcom, welcom, wellcome, wilcome, wellcom, welcom, wellcome, elcome, wellcom, wellcome, wellcome, welcom, wellcome, welcom, welcom, welcom, wecome, welcom, wellcome, welcom, wellcome, wellcome, wellcome, wellcome, wellcome, wellcom, wellcome, wellcome, woelcome, welcom, welcom, wellcome, wellcome, welcom, welcom, welcom, weclome, weclome, wellkom, wellcome, wellcome, wellcome, welcmoe, well come, welocome, wellcome, welcame, welcom, wecome, wellcome, welcom, wellcome, wellcome, welcame, well come, wellcome, welcom, welcom, wellcome, welcom, welcom, wellcom, well come, welcom, wellcome, welcom, welome, welcom, welcom, welcom, welcom, wellcome, wellcome, wellcome, wellcome, wellcome, wellcom, wellcome, wellcome, wellcome, wellcome, welkom, welcom, wellcome, wellcome, wellcome, wellcome, welcom, welcom, wecom, welcom, welacome, welcom, welcom, welcom, wellcome, wellcome, wellcom, welcolme, wellcome, wellcome, wellcome, welcjm, welkom, welcom, wellcome, wellcome, wellcome, wellcome, wellcome, wellcome, welcom, wellcome, wellcome, wellcome, wecome, welcom, welcom, welcom, wellcome, wellcome, wellcome, wlcome, wlcome, wellcome, wellcome, wellcom, wellcome, welocme, welcom, welcom, wellcom, welcom, wellcome, wlcome, wlecome, wellcome, welcom, wellcome, wellcome, wellcome, wellcome, welcom, wellcome, wecome, welcomcome, welcom, wellcom, welocme, welocome, wellcome, welcomw, wellcome, wellcom, wellkome, wellcome, welome, wellcome, welcom]
tickets	21	[ticets, tikets, tikets, tikets, tockets, tikects, thickets, tickert, tikets, ticktes, tickest, tikets, tikets, tichets, tikets, tikets, tichets, tikets, tickes, tikets, tict]
suggests	1	[sugests]
text	1	[tex]
submit	7	[submitt, submite, submitt, sumbit, submitt, submmite, submite]
impression	1	[imperssion]
mysteries	1	[misterious]
pump	1	[bump]
intended	1	[intendend]
guarantor	1	[garantor]
reduce	2	[resuce, reduse]
windsurfing	1	[windserfing]
palm	4	[pallm, plam, pal, puml]
openness	1	[openess]
input	1	[imput]
counting	2	[couting, conting]
coughed	1	[coughted]
scuba	78	[scuva, scube, suba, scube, scubber, suba, skuba, skuba, suba, scuva, csuba, scub, ckuba, scuva, suba, suba, scba, scube, scubs, tuba, scuva, scuva, skuba, skuba, skuba, skuba, escub, scube, scube, suca, scube, skuba, suba, scubar, skuba, scauba, scuva, sucuba, skuba, scube, sucba, scruba, scuda, suba, scuda, sduba, skuba, scubba, suba, scub, escuba, skuba, scube, scube, suba, sucuba, scriba, skuba, cuba, sguba, scuby, scube, scoba, scuva, scube, sucba, scuga, scube, scube, scube, subca, subca, scube, sguba, scoba, scube, scube, scube]
something's	1	[somthing's]
natural	25	[natutal, notural, natual, natoural, natual, nartual, naturel, natura, natual, natursl, natual, naturale, natuaral, naturel, natrual, natual, batural, nature, natual, natral, natual, natual, naural, natual, natura]
festive	1	[festiv]
