tweet_text,sentiment,sentiment_score,tweet_text_tmp
John Walls birthday is a day before mine wait for star to align facewithtearsofjoy smilingfacewithhearteyes,anticipation,1.625,wait align 
Im very interested in redoing the Philip Experiment but I really hope I get different result than what they did in that Tom Felton movie,anticipation,1.9469999999999998,redoing hope get did 
When I wa a child sometimes my mother would forget to feed me for day,anticipation,0.929,wa forget feed 
When I wa a child sometimes my mother would forget to feed me for day,anticipation,0.929,wa forget feed 
Every time I dream about you I wake up feeling gross,anticipation,1.0710000000000002,dream wake 
I hope john ocallaghan still ha that pair of underwear I threw at him on my 18th birthday,anticipation,1.406,hope ha threw 
On thanksgiving I poured orange soda on my notebook filled with everything about you but here I am sitting on my hand waiting for ur reply,anticipation,1.187,poured filled sitting waiting 
I lost my virginity 3 time technically but I always say your name when anyone asks because you deserve it the most baby,anticipation,1.649,lost say asks deserve 
I lost my virginity 3 time technically but I always say your name when anyone asks because you deserve it the most baby,anticipation,1.649,lost say asks deserve 
Baltimoreans make your way to a house of worship tomorrow Pray for humanityand then pray again FreddieGray,anticipation,1.617,make pray 
Holding hand with you when were out at night youve gotta girlfriend say it isnt right amp Ive got someone waiting too,anticipation,1.187,holding got say got waiting 
Holding hand with you when were out at night youve gotta girlfriend say it isnt right amp Ive got someone waiting too,anticipation,1.187,holding got say got waiting 
Every time I wear flannel my dad call me a dyke Hes not far off,anticipation,0.93,wear call 
Pray for my uncle he out here risking his life everyday for these idiot and now he a standing target PrayForBaltimore,anticipation,1.125,pray risking 
Bta start planning this trip to Vegas eye smirkingface,anticipation,1.8430000000000002,planning 
When you wanna be with someone but youre just patiently waiting for them to get there shit together so Yall can be a power couple again personbowing mediumskintone,anticipation,1.187,wan waiting get personbowing 
you still not trying to get married to me or nah Cause we can make this happen,anticipation,1.0779999999999998,trying married make happen 
The bourbon is the only thing that ha made this situation better I wa not waiting on you at the door,anticipation,1.187,made waiting 
See talk at Broccoli City tomorrow I rarely get out to DC so Im excited,anticipation,1.507,see get 
cant wait for pitch perfect 2 smirkingface,anticipation,0.968,wait 
If youre a good person you wouldnt watch your coworker do that fuck shit and pretend it cool,anticipation,0.906,watch do fuck pretend 
i swear i really cant wait until my birthday facewithstuckouttonguewinkingeye facewithstuckouttonguewinkingeye persontippinghand,anticipation,1.156,swear wait 
My sister going to prom tomorrow now I can finally say somebody SLAYED smilingfacewithhearteyes smilingfacewithhearteyes raisinghands seenoevilmonkey peoplewithbunnyearspartying,anticipation,1.218,going prom say slayed raisinghands 
My mother getting a snow ball and cotton candy machine for everybody who coming to see me off raisinghands raisinghands raisinghands raisinghands facesavouringdeliciousfood facesavouringdeliciousfood,anticipation,1.039,getting coming see raisinghands raisinghands raisinghands raisinghands 
no thats so real Its time to have fun You going to Water Street Tavern later,anticipation,1.078,have going 
Rachel you coming to DC tomorrow,anticipation,1.281,coming 
Im hoping morgan cancel class tomorrow,anticipation,1.421,hoping cancel 
Patiently waiting for my man to come home clappinghands clappinghands speaknoevilmonkey ring,anticipation,1.187,waiting come clappinghands clappinghands 
I HAD A MINI REVIVAL WATCHING THAT BALTIMORE VIDEO I keep telling people we been asking for year,anticipation,1.148,had watching keep telling asking 
I cant wait grinningfacewithsmilingeyes from what I hear you have nothing to worry about OKhand mediumdarkskintone,anticipation,1.015,wait hear have worry 
I hope this is the first and last time Baltimore get like this,anticipation,1.289,hope get 
Wont catch me around yall when summer start nah,anticipation,1.0390000000000001,catch start 
Awwwwww my baby growing up we all preparing for her prom seenoevilmonkey seenoevilmonkey seenoevilmonkey smilingfacewithhearteyes persongettingmassage persongettingmassage persongettingmassage,anticipation,1.1880000000000002,awwwwww growing preparing persongettingmassage 
Profiles Baltimore will be closed tomorrow Reach out via email with any inquiry,anticipation,1.187,closed reach 
People only add on to my stress Im Rey just start cutting mother fucker off Im over it r,anticipation,1.156,add start cutting 
Todays game is a tough ticket So watch here Orioles at 2pm Go Os openforbusiness Spirits Tavern,anticipation,1.054,watch go 
Im talking bout herI know Im waiting on a response to that question eye eye,anticipation,1.187,talking know waiting 
Its such a blessing to be surrounded by individual who are focused ambitious and genuinely want to see you grow,anticipation,1.5779999999999998,surrounded focused want see grow 
I guess Trust me Im not thrilled being shackled to Comcast this time but today is Working p good,anticipation,1.579,guess trust shackled working 
Im hungry a hell but Ima watch my Brucie blueheart luv this guy BruceJennerABC,anticipation,1.07,watch luv 
Had a fun time boxing with Erroll today even though he couldnt remember his own combination Boxing…,anticipation,1.078,had remember 
Early morning facing one watching A Different World good way to start my day off,anticipation,1.656,facing watching start 
Mural on Billie Holiday row where she grew up streetart baltimore Baltimore Billie Holiday Project,anticipation,1.227,grew 
Get paid tomorrow clappinghands moneybag moneywithwings smilingfacewithsmilingeyes raisinghands,anticipation,1.109,paid clappinghands 
I know it Beltrans birthday today but man Young need to be in the lineup nightly right now playing RF Yankees,anticipation,1.133,know need playing 
So far so good Hopefully there will be no need for the boarded up store front I saw in my hood…,anticipation,0.969,be boarded saw 
Cant wait until I meet the man who treat me like this waitingformyprince husbandsearch,anticipation,1.039,wait meet treat 
not ready for school tomorrow or any day after that for that matter loudlycryingface,anticipation,1.148,loudlycrying 
not ready for school tomorrow or any day after that for that matter loudlycryingface,anticipation,1.148,loudlycrying 
nothing last foreverbut we have life Experiencethat make u wisei would never change my bad time or the knowledge Ive gained,anticipation,1.172,have make change gained 
hi Im patti aka Patricia Bopsti hope to get back to youor you can get back with meok watching show nowlater,anticipation,1.296,hope get get watching 
Always a fun night with this one faceblowingakiss Top of the Word,anticipation,0.96,
Hardest time to let go is not when you want to but when you have to Everything happens for a reason and something even better will happen,anticipation,1.0,let go is want have happens happen 
Excited But Ah Lor Nervous To Start My New Job Wednesday grinningface smilingfacewithsmilingeyes heavydollarsign,anticipation,2.211,start grinningface 
Waiting for his vet coughing dogface khakyboy DocSide Veterinary Medical Center,anticipation,1.625,waiting coughing 
Getting ready to kick off the parade for Fair Development stoptheincinerator cleanair,anticipation,1.062,getting kick 
Its been a long time thehorseyoucameinon The Horse You Came in on,anticipation,0.922,came 
the Bruce Jenner interview is the best birthday present anyone could give me BruceJennerABC,anticipation,1.149,present give 
Will never forgive Ed for telling Dems not to vote in 2010 We will be paying for the consequence of that for a long time,anticipation,1.93,forgive telling vote paying 
Cant wait till summer time Swear umma be on my ish hundredpoints,anticipation,1.039,wait swear 
It be different watching college football when you in college Maybe it because I could end up playing them nigga,anticipation,0.992,watching end playing 
Waiting for this to happen to Vinny facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,anticipation,1.671,waiting happen 
Hoping I wont have to explain what racism is to my child,anticipation,1.296,hoping have explain 
Plans after graduation should be fun graduationcap smilingfacewithopenmouthclosedeyes airplane ️ palmtree sun ️ waterwave,anticipation,2.21,
Strive for justice not revenge policecarlight,anticipation,1.258,strive 
Emotional amp Inspiring moment watching Inauguration of 11th Pres Dr José Antonio Bowen receive standing O from Goucher Comm,anticipation,1.015,watching receive standing 
3 type of nigga out here exclamationmark Niggas that make it happen Niggas that watch it happen amp Niggas Who dont know wtf is going on exclamationmark Choose one,anticipation,1.007,make happen watch happen know going choose 
tomorrow going be fun facewithstuckouttongueclosedeyes twowomenholdinghands,anticipation,1.21,going 
Lol no Fear Adventure Dental amp Vision,anticipation,1.383,
Things are finally starting to seem right smilingfacewithsmilingeyes,anticipation,1.3199999999999998,starting seem 
Its going down the stadium is full of cop just waiting Baltimore in Baltimore MD,anticipation,1.187,going waiting 
You Cant Hold Down A Group Of People And Expect Nothing To Happen Baltimore Will RiseBLACK…,anticipation,1.226,hold expect happen 
I hate white racist people been dealing with them since I wa a child BaltimoreUprising,anticipation,1.159,hate dealing wa 
lmaoo Ard But Imma let you know the plan for my birthday,anticipation,1.2029999999999998,mm know 
he betrayed her but she wa prepared,anticipation,1.071,betrayed prepared 
PSPA RAMS 2017s go 50 at the 3stripes showcase at spooky nook prospect adidasUprising,anticipation,1.399,go showcase 
So what happens when we dont go in at 10 im GROWN,anticipation,1.039,happens go grown 
Just waiting on something worth getting lol,anticipation,1.187,waiting getting 
Im So Baltimore subscribe like amp reshare this video with out your view there is no buzz 4MyCityBaltimore410,anticipation,1.0,subscribe reshare is 
All I know is money so I been stop feeling,anticipation,1.141,know stop 
Been waiting to be able smack the shit outta some white ppl,anticipation,1.421,waiting smack 
Young nigga got money damn good look,anticipation,1.469,got 
Im about to watch for the sixth time I cant find nothing else on that can hold my attention,anticipation,1.039,watch find hold 
All the feeling that I thought were gone came rushing back to me at once,anticipation,0.969,thought gone came rushing 
I forgot mother day coming soon,anticipation,1.039,forgot coming 
I see all these police when it time to protest but who is watching the street if they all following u,anticipation,1.039,see protest watching following 
wearyface why havent I been eating this Indian shit a long time ago,anticipation,0.922,eating 
I like going on the explore page on IG and look at all the prom pic sparkle yall look good most of the time seenoevilmonkey DEFINITELY cant wait for mine flexedbiceps,anticipation,2.6010000000000004,like going look look wait 
Opened request via Android at 1325 E Fayette St Baltimore Belligerent homeless man waiting for salvation army foo,anticipation,2.031,opened waiting 
Praying that everything go well with my babe in court foldedhands mediumdarkskintone,anticipation,1.039,praying go 
cant wait to get drunk with my favsamp watch the Orioles play tn,anticipation,1.046,wait get watch play 
Cocaina heavily cooking dope excessively heavy risk activity my god given ability whiteexclamationmark whitelargesquare ️ whitemediumsquare ️ whitesmallsquare ️,anticipation,1.0619999999999998,cooking given 
He look like someone I would punt across a football field,anticipation,0.93,look punt 
Mothers day coming up got something special for my mother smilingfacewithhearteyes,anticipation,1.039,coming got 
Waiting for my newblack background check to clear then Im out of here Yall nigga dont listen,anticipation,1.187,waiting check listen 
All men meet at the church shouldve met up somewhere a long time ago BaltimoreRiots,anticipation,1.234,meet met 
My grandmother house had 56 female mom at least 3 most at all time with just me or another grown man for the most part at both,anticipation,1.0710000000000002,had grown 
Waiting for the news,anticipation,1.187,waiting 
A tree grows in Baltimore baltimore charmcity Court Square Building,anticipation,1.274,grows 
I dont plan staying in Baltimore too much longer I love my city to death though,anticipation,0.968,plan staying love 
waiting for my aunt,anticipation,1.187,waiting 
I think get more fun every time I see her,anticipation,1.078,think get see 
just waiting for a growth spurt,anticipation,1.187,waiting 
Yea but most people wasnt raised right Everybody money hungry thinking they gotta watch out for the next person etc,anticipation,1.656,raised thinking got watch 
Tonight the team had a successful rehearsal and we are ALL ready for tomorrow The…,anticipation,1.617,had 
we like visitor almost a much a we like day drinking sun ️ clinkingbeermugs Tigerfest is the best tigerface,anticipation,0.976,like like 
Note to self 5 hour motorcycle ride in 4550° weather will result in feeling like absolute shit facewithmedicalmask,anticipation,1.149,result 
Ugh Im really not feeling school tomorrow,anticipation,1.203,feeling 
Finally got to school on time raisinghands mediumdarkskintone facewithtearsofjoy,anticipation,1.086,got raisinghands 
Working with my bos today for the first time on a shift pray I dont internally combust for being scared of messing up foldedhands lightskintone,anticipation,1.0630000000000002,working pray combust messing 
Tracy Chapman Talkin About a Revolution wa playing a I walked into Rite Aid Bless you Tracy,anticipation,1.133,talkin playing walked 
imma be up all night trying to get ready for tomorrow,anticipation,1.148,trying get 
How many time doe this have to happen for me to just stop letting this happen,anticipation,1.0,have happen stop letting happen 
I cant belive you bitch cant spell 3 letter word other than sex smfh,anticipation,1.1789999999999998,belive spell 
Finally discovered The Art Room The Art Room,anticipation,0.961,discovered 
him treating me tomorrow faceblowingakiss,anticipation,1.164,treating 
More excited about the possibility of drunken subway than actually drinking,anticipation,1.5,drinking 
I took you to nyc for your birthday and wasnt even invited to your partyclassy,anticipation,1.2029999999999998,took invited 
Love watching my boy pitch redheart ️ familyties lovehim gotigers Towson University,anticipation,0.929,love watching 
Happy tigerfest tigerface Towson University,anticipation,0.961,
Soo happy I got to meet the amazing instagramlessyasmine last night Thank you for coming out to…,anticipation,1.1880000000000002,got meet thank coming 
I just voted for THE ROAR movement for SGA They have a solid vision for a stronger more student…,anticipation,1.1800000000000002,voted have 
Results fella craftyvets youngGuns,anticipation,1.094,craftyvets 
So excited After only having my credit card for 2 month and my 2 loan for 1 month my credit score is already 650,anticipation,1.3359999999999999,having 
Theres no way my body is ready for tomorrow,anticipation,1.148,s 
Its game day Caps fan let get ready to rumble and send the Isles on summer vacation,anticipation,1.4919999999999998,let get rumble send 
in Baltimore for the afternoon w a buddy but no plan after Ill text you when I get back You going out after fancy dinner,anticipation,1.226,text get going 
they keep saying okay let get these award started but I dont see them starting anytime soon unamusedface,anticipation,1.391,keep saying let get started see starting 
But when I went to jail am not nobody write me amp thats the reason money excite me smilingfacewithsunglasses,anticipation,1.3279999999999998,went write excite 
Press wait patiently for 4pm Baltimore Police update on FreddieGray death investigation at 5 for detail,anticipation,1.507,
Just posted a photo American Visionary Art Museum,anticipation,0.993,posted 
Revolutionary visionariesloveismagic1stdance American Visionary Art Museum,anticipation,0.993,
Museum time with Special Ladyfriend American Visionary Art Museum in Baltimore MD,anticipation,1.5090000000000001,
Great day of inspiring art in Baltimore American Visionary Art Museum,anticipation,0.993,
A contingent of officer stepping outside of headquarters appearing to prepare for something Unsure of what,anticipation,1.1720000000000002,stepping appearing prepare 
Well Yes Please Keep it coming Enjoying an evening out with my Lady FogoDeChao Brazilian…,anticipation,1.7969999999999997,keep coming enjoying 
Joe Square Pizza wa Joe Wack Not a good suggestion from the food network Coming from NYC me amp my…,anticipation,1.305,coming 
I finally got to catch a set of Happiest day of my life since I tried 5 other times…,anticipation,1.086,got catch tried 
I finally got to catch a set of Happiest day of my life since I tried 5 other times…,anticipation,1.086,got catch tried 
Police starting moving protestors away from downtown early OPACY lockdown a precaution Protest mostly peaceful,anticipation,1.1720000000000002,starting moving 
good point It started out a a protest and turned into a riot Thank you,anticipation,1.133,started turned thank 
Fuck it ready start fucking with Asians facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy loudlycryingface loudlycryingface,anticipation,1.25,fuck fucking 
Ready start fucking with white girl fr facewithoutmouth,anticipation,1.484,fucking 
Tonight ready be jhi fun relievedface,anticipation,1.062,
joseline finally on her grown woman shit clappinghands clappinghands,anticipation,1.125,grown 
Night in with Tomoko Enjoyed watching and in chef great soundtrack too,anticipation,1.101,enjoyed watching 
Dont talk about them anticipating a change dont expect better from them because these people arent better theyre destructive,anticipation,1.5619999999999998,talk anticipating expect 
Waiting for 1000 like,anticipation,1.187,waiting 
Job interview tomorrow A bit nervous,anticipation,1.25,
Maybe 300400 people already at City Hall waiting for the marcher to rain down on City Hall,anticipation,1.187,waiting rain 
Dont give me the are you okay when all this time never thought to ask once Im goodthanks again,anticipation,1.3130000000000002,give thought ask 
when you live over east so you dont have to worry about that dumbass shit happening over west smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes,anticipation,0.976,live have worry happening 
Help Ive started to watch Bobs Burgers and I cant get up,anticipation,1.273,started watch get 
Out here waiting for protester to be released Central Booking,anticipation,1.187,waiting released 
Its time for change Vote the ROAR,anticipation,1.0630000000000002,vote 
My time hop just reminded me I havent had sex in a year personbowing darkskintone,anticipation,1.211,reminded had personbowing 
At the ArtOfCaring art auction event for So much amazing artwork up for bid including…,anticipation,0.93,including 
hope see my baby tomorrow smilingfacewithsmilingeyes,anticipation,1.421,hope see 
Lil si Soo proud of you O you definitely deserve it 14 cryingface ribbon woman’shat,anticipation,1.336,deserve cryingface 
i wa planning on it but have too much work to do,anticipation,1.093,planning have do 
Were super excited to be participating in this Tomorrow afternoon join u a we help raise money…,anticipation,2.093,participating join help raise 
Delicious Thanks taharkabrothers for the awesome flavor for ArtOfCaring art auction community…,anticipation,0.93,
I cant wait for this summer sun ️ manandwomanholdinghands twowomenholdinghands tropicaldrink,anticipation,0.968,wait 
I work in the court system Im not a lawyer I see this stuff all of the time The last thing anyone should resort to,anticipation,1.008,work see resort 
Sun seeker Best app to plan liveshots tvnews tvphotog Baltimore Baltimore City Hall,anticipation,1.015,plan tvnews 
yeah but after time u adjust again me and one girl i know started getting mistaken a half Japanese after a couple year shrug,anticipation,1.266,adjust know started getting 
My patience ha been tested a time or two tonight,anticipation,0.938,tested 
Hotel lobby waiting to check in Renaissance Baltimore Harborplace Hotel,anticipation,1.187,waiting check 
Make sure you get out and vote for our SGA election today and tomorrow either on campus or at 🇺🇸🇺🇸 tigerface redheart ️,anticipation,1.195,make get vote 
All Lucas want in life is his grilled chicken strip from paw and he been waiting 15 minute for them,anticipation,1.187,want grilled waiting 
Lol when I thought Genovia wa a real country for the longest time,anticipation,0.93,thought 
Students having are having an awesome time Pics coming soon adwteach,anticipation,1.149,having coming 
EVERYONE PLEASE HELP MY RUNNING BACKAustin CohenOne Incredible Young Man Medical Expenses YouCaring,anticipation,0.938,help running 
Up Getting Ready for Church Lets get this Sunday Started Right,anticipation,1.5619999999999998,getting get started 
Should probably get ready so I can start drinking facesavouringdeliciousfood,anticipation,1.25,get start drinking 
Anxiously they await the bus they just want to get home baltimore that is some faith in social…,anticipation,1.071,await want get 
Closed Parking Complaint request at 216 E Eager St Gone on arrival,anticipation,1.4369999999999998,closed gone 
psychiatry Job in Baltimore M Sadness Full or Part time Psychiatry position opportunity near at Soliant Health,anticipation,1.164,
Cada Dia Baltimores Freddie Gray Protests turn Violent What started out a a peaceful demonstration in front of City Hall ended,anticipation,1.1720000000000002,turn started ended 
ELB Baltimores Freddie Gray Protests turn Violent What started out a a peaceful demonstration in front of City Hall ended with,anticipation,1.1720000000000002,turn started ended 
Thinking about starting Twitter Bedside Empowerment Baptist Church w the Right Rev Deacon Dr Brown,anticipation,1.062,thinking starting 
The crab is coming to Baltimore a top 1512 GoHop LETS GOOOOOOOOOO,anticipation,1.031,coming lets 
Time to work Gear check done ready to roll Baltimore Maryland,anticipation,1.016,work done roll 
When you are watching the Baltimore looting happen in front of you Baltimore Maryland,anticipation,1.007,watching happen 
We must come to see that the end we seek is a society at peace with itself a society that can live…,anticipation,1.016,come see seek live 
Were still on for tomorrow Demo Day We cant wait to showcase all the good happening in…,anticipation,2.0380000000000003,wait showcase happening 
Therapy Baltimore Uprising in art Baltimore Maryland,anticipation,1.0710000000000002,
In case you change your mind ill be waiting here In case,anticipation,1.187,change waiting 
Watching people skip step when they walk down stair give me a slight heart attack every time,anticipation,1.039,watching skip walk give 
My city tryna start a revolution and shit BaltimoreRiots,anticipation,1.391,try start 
Waiting to hear from and You may not be from Baltimore but these are your future constituent amp need you,anticipation,1.187,waiting hear need 
craving to go shopping raisinghands tiredface handbag moneywithwings,anticipation,1.219,craving go raisinghands tiredface 
dnt worry dis ya last time,anticipation,1.008,worry 
amp I think it okay for young black people to be anxious around police All Im saying is it time for u to be mindful,anticipation,1.6569999999999998,think saying 
New Event The Herzog Festival After the Revolution and 4000 Miles Center Stage Head Theater Baltimore MD,anticipation,1.2029999999999998,
New Event The Herzog Festival After the Revolution and 4000 Miles Center Stage Head Theater Baltimore MD,anticipation,1.2029999999999998,
New Event The Herzog Festival After the Revolution and 4000 Miles Center Stage Head Theater Baltimore MD,anticipation,1.2029999999999998,
New Event The Herzog Festival After the Revolution and 4000 Miles Center Stage Head Theater Baltimore MD,anticipation,1.2029999999999998,
New Event The Herzog Festival After the Revolution and 4000 Miles Center Stage Head Theater Baltimore MD,anticipation,1.2029999999999998,
New Event The Herzog Festival After the Revolution and 4000 Miles Center Stage Head Theater Baltimore MD,anticipation,1.2029999999999998,
Suns coming out just in time for picture sun ️,anticipation,1.594,coming 
Thought downtown wa going look a mess but all good still pray,anticipation,1.344,thought going look pray 
This boy need to hurry up Im ready to cut the umbilical cord and take a nap,anticipation,1.1949999999999998,need hurry cut take 
I deserve somebody that will treat me right kiss,anticipation,1.829,deserve treat 
Only time Ive been glad to leave a ballgame early Just missed this order,anticipation,1.052,leave missed 
Nathan Eavoldi give up a HR 1B and 2 long foul to Duda to start the game but he ha such great stuff,anticipation,1.156,give start ha 
I hope the people have fun walking 5 mile to buy grocery now Destroy your neighborhood stupid,anticipation,1.601,hope have walking buy destroy 
I am hoping this is a really blonde hair but I am pretty sure it is my first white hair that I just yanked ltgulpgt,anticipation,1.4209999999999998,hoping yanked 
Allow some extra time to arrive for Worship this AM There is construction and road closure on York at Woodbourne,anticipation,1.8840000000000001,allow arrive is 
Waiting in the BOA Lounge peabodyinstitute while is in a lesson ICanSeeTheSky…,anticipation,1.554,waiting 
About to see the most powerful sight here in a few minute where these college student buck up BaltimoreUprising OneBaltimore,anticipation,1.157,see buck 
New arrival Hawaiian Skirtnowavailable SMLVisit Star Won Boutique407 n CHARLES St telephone ️4439020348…,anticipation,1.1640000000000001,won 
Beddy Bye time for all u lil punk bitch OPPORTUNISTIC faggot looter SWEET DDREAMS BITCHES UR GOIN 2 JAIL SOON BaltimoreRiots,anticipation,1.219,
Damnit I wa supposed to pick up my prescription s tomorrow at CVS BaltimoreRiots BaltimorePurge PeacefulProtest,anticipation,1.07,supposed pick 
There is a disturbing rumor going around that all the white county kid are planning to disobey parent n not do chore todayWTF,anticipation,1.327,is going planning disobey do 
Time to explore victoryhand mediumlightskintone sunwithface sunwithface Hotel Monaco Baltimore A Kimpton Hotel,anticipation,1.211,explore 
Idk what you really expect to happen You are breaking cop car window and pushing them,anticipation,1.226,expect happen breaking pushing 
Short start arent helping Orioles in season early going When the Orioles arrived back in Baltimore early…,anticipation,1.344,helping going arrived 
LIVE Freddie Gray death investigation update WATCH Baltimore Police provide an update to the Freddie Gray…,anticipation,1.507,live watch provide 
Baltimore convention go on despite inquiry from meeting group about Freddie Gray protest Meetings planned…,anticipation,1.109,go planned 
Police seek man in photo in Gray investigation Baltimore police detective are seeking the public help to…,anticipation,1.547,seek seeking 
After emphasizing defense it might be time for Ravens to draft offensive firepower In 2013 their first NFL draft…,anticipation,1.469,emphasizing draft 
After emphasizing defense it might be time for Ravens to draft offensive firepower In 2013 their first NFL draft…,anticipation,1.469,emphasizing draft 
After the protest calm sought for Grays burial As Freddie Grays family prepared to bury him on Monday…,anticipation,1.6569999999999998,sought prepared bury 
After the protest calm sought for Grays burial As Freddie Grays family prepared to bury him on Monday…,anticipation,1.6569999999999998,sought prepared bury 
Maintenance closure in Harbor Tunnel expected to because delay Traffic will be slow through the Baltimore Harbor…,anticipation,1.656,expected 
Maintenance closure in Harbor Tunnel expected to because delay Traffic will be slow through the Baltimore Harbor…,anticipation,1.656,expected 
Thousands Expected At Funeral For Freddie Gray Thousands including an aide to President Barack Obama are…,anticipation,1.304,expected including 
Police seek UFC fighter Jon Bones Jones One of the biggest star in mixed martial art is wanted for questioning…,anticipation,1.446,seek mixed wanted questioning 
Al Sharpton to visit Baltimore seek answer in Freddie Grays death Civil right leader the Rev Al Sharpton…,anticipation,0.9840000000000001,visit seek 
Report Love to miss at least two week Cleveland Cavaliers forward Kevin Love is expected to miss at least two…,anticipation,1.304,love miss expected miss 
Little fanfare surrounding ARods milestone chase So when is a milestone not a milestone The Yankees are about…,anticipation,1.007,surrounding 
New buyer plan redevelopment of former Sun Products plant A Baltimore area firm ha purchased the former Sun…,anticipation,1.015,plant purchased 
New buyer plan redevelopment of former Sun Products plant A Baltimore area firm ha purchased the former Sun…,anticipation,1.015,plant purchased 
The 45minute mystery of Freddie Grays death 39 am on a corner of an impoverished West Baltimore neighborhood…,anticipation,1.375,
Crowds start to march in west Baltimore Crowds are gathering in Baltimores Sandtown neighborhood where…,anticipation,1.016,start gathering 
As Orioles watch protest develop emotion range from fear to understanding to disappointment While protesters…,anticipation,1.031,watch develop 
Motion to move theater shooting trial denie Tongue sticking out cheeky playful or blowing a raspberry With the start of the theater shooting trial just day away the…,anticipation,1.219,move denie sticking blowing shooting 
Students try to reclaim identity Baltimore student planned peaceful mass protest Wednesday to reclaim an image…,anticipation,0.992,try reclaim planned reclaim 
McCormick to build new 320000squarefoot headquarters in Hunt Valley McCormick amp Co Inc is expected to…,anticipation,1.304,build expected 
After Ray Rice gamble in NFL draft have new risk The NFL draft is just a couple of day away and the Ravens…,anticipation,1.0390000000000001,have 
Silver Alert Issued for Missing Woman SILVER ALERTThe Baltimore County Police Department is seeking the publics…,anticipation,0.961,issued seeking 
NBA player Will Barton invite city youth to basketball court for Freddie Gray dialogue Baltimore native Will…,anticipation,2.0069999999999997,invite 
United Way of Central Maryland launch 20000 fundraising campaign for Baltimore neighborhood United Way of…,anticipation,0.907,launch 
Mom who beat son at protest speaks with ABC2 Michael Singlton wasnt think about his mother until she started…,anticipation,1.156,beat speaks think started 
Mission Find Imouto Time start,anticipation,1.266,find 
At least this wa a peaceful protest a it walked through and past my neighborhood I hope that…,anticipation,1.4609999999999999,walked hope 
I keep hearing lunch money Lewis on the radio he finally making it big,anticipation,1.156,keep hearing making 
Watch them stiffen with attention when the hunting trail is mentioned,anticipation,1.062,watch stiffen mentioned 
Our youth in trouble smh Watching people looting the CVS by North and Pennsylvania on TV Many looter wearing school backpack,anticipation,1.015,watching looting wearing 
when you have to bring your backpack to the athlete award banquet because you have that much work,anticipation,1.047,have bring have 
Thank you to MsMaxine for buying a piece a childrensbook and inviting me to Artscape this year howwelltoons art,anticipation,1.5390000000000001,thank buying inviting 
every time I hear of a position opening up Im like why couldnt this happen in 3 year,anticipation,1.0,hear opening happen 
Good morning Baltimore Starting the day off right with Zekes coffee at the Waverly Farmers Market smilingfacewithsmilingeyes,anticipation,1.133,starting 
Ethika ha arrived Grab your pair online link in bio or in store open til 8 and join the…,anticipation,0.946,arrived grab join 
You cant give me a failing grade because I have anxiety with presenting in front of people,anticipation,1.508,give have presenting 
SLO shit due tomorrow that Ive barely started nbd,anticipation,1.398,started 
Im done worrying about money As long a I get that check every 2 week Im good,anticipation,2.406,done worrying get check 
When I started ballin I wa young rose,anticipation,1.25,started wa 
Unpopular opinion time Can we agree that in the course of human event it sometimes becomes necessary to overthrow a corrupt government,anticipation,1.0470000000000002,agree becomes overthrow 
Thats the last time I use a school computer lol The thing shuts down and start an update while Im in the middle of typing expressionlessface,anticipation,1.266,use shuts start typing 
Hi Bryan I hope everything is going well with Hannibal I cant wait to see it revolvinghearts revolvinghearts smilingfacewithsmilingeyes,anticipation,1.296,hope going wait see revolvinghearts 
Ready to see Wicked for the 7th time tonight greenheart Baltimore,anticipation,1.016,see 
Public service announcement the mta rt 8 doe not accept 2 bill,anticipation,1.109,accept 
In Baltimore school for the art waiting for my brother to audition for twig clappinghands,anticipation,1.578,waiting audition 
CoupleCrushSunday go to the greatest grandparent a girl could ask for because I cant wait to finally see them smilingface ️,anticipation,1.093,go ask wait see smilingface 
I started packing my stuff tonight and it the weirdest feeling knowing Im almost done with my first year at Hopkins flushedface,anticipation,1.3050000000000002,started packing knowing done flushedface 
hope i didnt start a beef,anticipation,1.523,hope start 
Praying to the mobile print god foldedhands lightskintone foldedhands lightskintone foldedhands lightskintone,anticipation,1.375,praying print foldedhands foldedhands 
hay man whats the story We are waiting,anticipation,1.187,waiting 
Exciting FinancialEd news summit launch FinEx for educator to help consumer wfin life,anticipation,1.4380000000000002,help 
