tweet_text,sentiment,sentiment_score,tweet_text_tmp
hope all of your driver stay safe tonight,trust,1.3519999999999999,hope stay 
Currently accepting all applicant for a woman to be wifed Must be African preferably Nigerian or Salone Ghanaian no thanks,trust,1.406,accepting wifed 
people are getting arrested in Baltimore I dont like violence of any kind I hope they stay off my area,trust,1.805,arrested like hope stay 
Cant believe were accepting tht in society,trust,1.406,believe accepting 
Bruce look like his mother,trust,1.1869999999999998,look 
Josh smith ha blessed our team,trust,1.6090000000000002,blessed 
trying to permanently block out the fact that i have school tomorrow,trust,1.258,trying block have 
If you are looking for anything from God God is looking for faith from you,trust,1.359,looking looking 
Dont just look at my situation SEE my faith Pastor Ian Edwards,trust,1.219,look see 
Loyalty is Everything In a Relationship flexedbiceps smirkingface faceblowingakiss,trust,1.461,smirkingface 
Is this the part when my knight in shining army come and rescue me I swear Im in danger Currently accepting application,trust,2.265,shining come rescue swear accepting 
I swear I love pistachio facewithstuckouttongueclosedeyes my favorite clappinghands,trust,1.5699999999999998,swear love 
Kay mother love me faceblowingakiss faceblowingakiss,trust,1.461,love faceblowingakiss 
I swear that baltimore rapper video so true and funny a shit because thats how nigga be wearyface wearyface facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,trust,1.39,swear 
When I go through shit I swear I just love to lay up with my mommy she make everything better,trust,1.086,go swear love lay make 
on some real shit backhandindexpointingleft Im good,trust,1.258,
we also like to save life thr film Check out our blog on film and why it matter for our growth,trust,1.968,like save check matter 
we also love to inspire Check out our latest article on art and why it so important for growth,trust,2.0709999999999997,love inspire check 
Im not going to automatically accept some dude ending up dead in police custody a murder Thats your own prejudice,trust,1.609,going accept ending 
Its just like a friend and I were talking about This whole we Black and we mad is only good for the TV camera Totally unsustainable,trust,1.851,talking 
My dad though ha a pretty interesting theory though He just shared a bit of information with me Pops a retired correctional officer,trust,1.89,shared pops 
single mother amp she doe it all redheart ️ I love my mother more than life itself amp thats a fact smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes,trust,2.188,doe love 
Sad but so damned true and relevant,trust,1.328,
All of my help and all of my strength come from God,trust,1.273,come 
And then youll turn around and berate me for not trusting you Smmfh,trust,1.641,turn berate trusting 
You can learn an awful lot about the people you follow on social medium when something like this happens Its kind of sad really,trust,1.602,learn follow happens 
There are multiple organization teaming up to provide free lunch to the kiddy redheart ️,trust,1.7269999999999999,are teaming provide 
The dedication of the softball field I appreciate the university continued work to be a good neighbor,trust,2.273,appreciate continued 
Good Morning BaltimoreWhat would you like to see result from these protest baltimore…,trust,1.101,like see 
COME OUT TONIGHT TO WATCH THE MORGAN STATE MODERN DANCE ENSEMBLE PRESENT THEIR 38tH ANNUAL SPRING…,trust,1.351,come watch present 
I hope everyone at the protest downtown stay safe sleepyface,trust,1.3519999999999999,hope stay 
Its an amazing sight to see the peaceful protester teaming up with the police to try and take back control BaltimoreCity,trust,1.7960000000000005,see teaming try take 
Port to Fort 6k run wa a success Had a great time with the best team Love you guy yellowheart flexedbiceps mediumskintone personrunning mediumskintone dashingaway yellowheart …,trust,1.984,had love flexedbiceps personrunning dashingaway 
Looting on Orleans street About 2 block past Conkling Shits real Not a police officer in site,trust,1.734,looting 
Pizzataco bellamppepper steak facesavouringdeliciousfood raisinghands praise god,trust,1.226,praise 
if you were mine you wouldnt get the same got good smilingcatfacewithopenmouth boy can I be frank,trust,1.094,get got 
I hope people staying safe tho it wild a shit out hereSmh,trust,1.3519999999999999,hope staying wild 
I wa feeling too godly facesavouringdeliciousfood,trust,1.104,feeling 
lol you found out who ya real friend today persontippinghand whoever made sure you wa good amp safe faceblowingakiss raisinghands,trust,3.1639999999999997,found persontippinghand made wa 
Good morning from Fort Ave locustpoint baltimore bmorelove Port of Baltimore,trust,1.179,
The PIGS are coming NO JUSTICE NO PEACE baltimore Port of Baltimore,trust,1.3130000000000002,coming 
wow when a nigga twatch you Like uhhhh go get some money loudlycryingface em,trust,1.1159999999999999,twatch like go get 
I love my god mother she jus gave the best advice relievedface,trust,2.695,love gave 
lmmfaoooo ayo Im in good shape dont say it like that haha,trust,1.101,say 
Working my as off because I like to to do fun thing and treat my son and lady friend sneaker Get a job rap nigga it ok,trust,1.9290000000000005,working like do treat get nigga 
badoo taught me that a girl can have that rape face too,trust,1.14,taught have 
im literally going to court in June just for leaving the basketball court amp being Black around a police officer,trust,1.093,going court leaving 
haha i remember lil man barely speaking real word lol but he kept talking,trust,1.118,remember speaking kept talking 
My friend at school selfish they dnt be looking out expressionlessface,trust,1.281,looking 
This is y I cant b trusted,trust,1.6880000000000002,b trusted 
Shoutout to that test I think I did pretty good,trust,1.3279999999999998,think did 
Follow baltimore stoptheviolence peace Patterson Park,trust,1.079,follow 
Calling for reform of our system law attitude and behavior so that all are treated with…,trust,1.375,calling treated 
I swear I feel like Im her 12 personal facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,trust,1.3119999999999998,swear feel 
thanks Ill check em out But I love Say Anything Theyre in my top 10 def,trust,1.227,check love say 
Time heals all wound but scar will always be evident,trust,1.234,heals 
Time heals all wound but scar will always be evident,trust,1.234,heals 
I have no real problem but I like to make believe,trust,1.125,have like make believe 
IVE BECOME WHAT A MOTHER WPULDNT WANT IN A SON I HAVE DONE A FEW THINGS I REGRET BUT PRACTICE MAKES PERFECT,trust,1.242,become done regret makes 
Listening to the matrimony always put me in my feeling unamusedface loudlycryingface,trust,1.166,listening put 
They dont make love like that anymore,trust,1.242,make 
And on the 7th day God created Planned Parenthood to help all the girl like myself Amen,trust,1.617,created planned help 
When you live off your parent budget and still look down on others like bitch it not your money,trust,1.249,live look 
I wish I wouldve lost my virginity to a bike or tampon like most of my friend,trust,1.234,wish lost 
I wish I wouldve lost my virginity to a bike or tampon like most of my friend,trust,1.234,wish lost 
With friend like these who need enemy,trust,1.234,need 
I just did my lipstick and liner and gloss and now there food and Im gonna have to wait like 30 minute to eat now,trust,1.109,did gon have wait eat 
Im gonna tear your as up like we just got married,trust,1.367,gon tear married 
Ill always love the boy I traded Virginities to amp Ill always love the boy whose wa the second virginity I took,trust,1.219,love traded love took 
I got your love letter corrected the grammar amp sent them back,trust,1.188,got corrected sent 
I wanna love like Johnny amp June I wanna walk the line walk the line till the end of time Rings of fire burning with you,trust,1.242,wan love wan walk walk burning 
The song Dear Maria inspired me to be a stripper I wish I wa lying,trust,1.2819999999999998,inspired wish lying 
I hate living in a neighborhood where my best friend doesnt live across the street like she ha for the last 10 year,trust,1.234,hate living live ha 
Im fucked up again I shouldnt drive tonight but the next few word are true,trust,1.266,fucked drive 
Im wearing an of mouse and men crew neck and I feel like Im 15,trust,1.257,wearing feel 
The only good my ex ever did wa teach me to use a gun,trust,1.234,teach use 
But with all the damage youve caused you at least taught me self worth,trust,1.14,caused taught 
My father is the best when it come to advice Hes just like me so he know me well,trust,1.6869999999999998,come hes know 
Im nowhere near the level I wa on in high school and I thank God for that Progression is key,trust,2.21,wa thank 
lt of the word Thank you for the compliment but honestly idc what anyone say except him,trust,1.2040000000000002,thank say 
lt of the word Thank you for the compliment but honestly idc what anyone say except him,trust,1.2040000000000002,thank say 
Father where the hell are you now I think that you would be proud,trust,1.133,think 
I remember in high school when I actually tried to get pregnant lmfao I didnt want a father for the baby just his sperm lmfao,trust,1.117,remember tried get want 
They knew where I went to elementary school and wear my aunt work,trust,1.3199999999999998,knew went wear 
The last time my grandfather locked his key in their bedroom I had to take a railroad hammer to their door since Im the strongest one here,trust,1.36,locked had take 
If I like u Ill be loyal to u even if were not dating,trust,1.234,like dating 
My Godmom is always blessing my account without me even asking tiredface raisinghands,trust,1.781,blessing asking 
Praying and still believing FreddieGray,trust,1.243,praying believing 
on entrepreneur for every Instagram there 5 million Instashits dominate wisdom truth,trust,1.633,dominate 
We are not a TV or HBO series We are a city of proud citizen who want to live with dignity and in peace Justice yes Destruction no,trust,2.915,want live 
Its fucked up nigga am not honoring the code,trust,1.117,fucked honoring 
Its official They closed the school I just cant,trust,1.2109999999999999,closed 
3 how he just ignores the fact that the fandom call him daddy 21ThingsYouLoveAboutLiam,trust,1.086,ignores call 
What a great inspirational woman Columbia Laws civil right law professor Kimberele Williams…,trust,1.125,
When we bring a group of empowered woman together we can change our world and heal Mother Earth…,trust,1.3119999999999998,bring empowered change heal 
When You From The Hood But Still Get Good Grades In School HadACalculatorInMyPocket…,trust,1.148,get 
These word have been made truth by a Legend realtalk Dragon Mans World,trust,1.3210000000000002,made 
Lifting weight is like a release nd then choir is like a calmer quick prayer before I go hopefully the rain hold out lol,trust,1.1869999999999998,lifting go hold 
Key to a successful relationship doubleexclamationmark ️,trust,1.3039999999999998,
I KNOW IF I WAS LIKE EEW I CANT FUCK WITH THESE NASTY ASS PALE ASS LIGHT SKIN BITCHES YALL WOULD BE LIKE BOY YOU GAY SO BE REAL,trust,1.516,know fuck gay 
If I give you my word Ima keep dat promise,trust,1.25,give keep 
Thoughts about protesting and FreddieGray from a friend I greatly respect,trust,1.5,protesting respect 
Mondawmin teacher asked for this to be shared Pass it along Baltimore,trust,1.227,asked shared pass 
The UNCF is on BET now I challenge those who love justice 2 invest now RisingStar recipient are paying great dividend,trust,1.899,challenge love invest paying 
The UNCF is on BET now I challenge those who love justice 2 invest now RisingStar recipient are paying great dividend,trust,1.899,challenge love invest paying 
Love God and He will give you the rain of your land in his due season the first rain and the latter rain,trust,1.375,love give 
Town Hall meeting with community leader pastor clergy and student for strategy on how to…,trust,1.157,
Town Hall meeting with community leader pastor clergy and student for strategy on how to…,trust,1.157,
how did you expect these innocent people of the city you serve to get home if you okd them shutting the train down,trust,1.594,expect serve get okd shutting 
Its better Its Earthly like the mother,trust,1.1869999999999998,
This man on CNN just said my heart go out to the two officer They didnt deserve it or Freddie Green What The F... you cant make it up,trust,1.484,said go deserve make 
To every AfroAmerican hip hop artist who say their word influence so many young black how bout doin something for real Bmore need it,trust,1.118,say doin need 
my father is a true let down thumbsdown,trust,1.375,
Thank god national guard,trust,1.117,thank 
all these police lined up in front of the alameda shopping center skull,trust,1.3119999999999998,lined 
Getting ready to interview Pastor Donte Hickman His church 16 million dollar senior center was…,trust,1.5000000000000002,getting interview 
better off staying to myself smilingfacewithsmilingeyes amp not liking anyone OKbutton,trust,1.093,staying liking 
Everybody who know me know I go out my way for the people I love no matter what it is But I can never get the same back Fts r hundredpoints,trust,1.235,know know go love get 
matter fact i wa there this morning,trust,1.204,matter wa 
who love me enough to get me food,trust,1.094,love get 
Lookin for a virgin gonna have u nigga on the sex offender list bcuz bitch is fucking now day early age and within day smh,trust,1.4449999999999998,have fucking 
I guarantee my name is KayKay in majority of ppls phone,trust,1.25,guarantee 
right they getting on my nerve unamusedface no justice no peace OKbutton loudspeaker loudspeaker loudspeaker,trust,1.3130000000000002,getting unamusedface 
Opened City Employee Praise request via iPhone at 23 S Washington St A word of praise to the city official presum,trust,1.7660000000000002,opened 
No justice NO PEACE Fuck yall thought it wa just a saying,trust,1.3130000000000002,thought 
Everything grows with love,trust,1.25,grows 
feel lovely smilingfacewithhearteyes but the fact that were not sharing relievedface even better OKhand,trust,1.899,feel sharing relievedface 
will be serving free lunch to all uniformed police medic fire and national guard member,trust,1.3980000000000001,serving 
I do not like shit like this this could be anybody brother cousin loved one Yall bitch make a joke put of anything,trust,1.89,like loved make put 
Excellent commentary team wa excellent and Captain Roy excelled,trust,1.929,excelled 
is a HERO amp GREAT AMERICAN out on the street tonight protecting people BaltimoreStrong,trust,1.507,protecting 
shit mad real downtown Hope no one get hurt Justice4FreddieGray foldedhands mediumdarkskintone,trust,2.032,get hurt 
Losing my religion for equality,trust,1.196,losing 
when you feel like hope is gone look inside you and be strong flexedbiceps mediumskintone,trust,1.726,feel gone look 
Student research on communitypolice interaction found police and community share the same goal,trust,1.5539999999999998,found share 
We love you Bruce No matter what BruceJennerABC,trust,1.235,love 
FurrHolden it is a myth that ha a bad relationship with community Much good will,trust,1.273,ha 
FutureJHUNurse Accepted student day nursing,trust,1.3359999999999999,accepted 
I hope everyone is safe Baltimore,trust,1.3519999999999999,hope 
The medium never report African American positivity in the community fact,trust,2.008,report 
FutureJHUNurse Accepted nursing day,trust,1.3359999999999999,accepted 
Please be safe all Take care of one another PeacefulProtests to honor FreddieGray,trust,1.516,take honor 
eye eye BruceJennerABC luv his courage hundredpoints hundredpoints heartdecoration,trust,1.4529999999999998,luv 
I dont approved of that picture facewithtearsofjoy loudlycryingface thats not like you bestfriend,trust,1.7970000000000002,approved 
Love my school Johns Hopkins Votes to Ban ChickfilA From Campus TIME,trust,1.289,love ban 
I give her credit because I sure dont have the courage to wear that dressYou go Bruiser hundredpoints hundredpoints BruceJennerABC ISupportBruce ISupportHer,trust,1.5389999999999997,give have wear go 
Bc CIs are always so reliable Maybe they were illegally tapping cellphone amp dont want to admit it bcpd,trust,1.265,tapping want admit 
BCPD BCFD Maryland State Police National Guard and respondersthank you for your brave contribution in the sad chaos BMoreGrateful,trust,1.586,respondersthank 
My mother so paranoid she gonna text me amp my brother like are yall okay yall know whats going on,trust,2.124,gon text know going 
Her amp ya aunt my mother just did the samething with me amp maine,trust,1.1640000000000001,did 
facewithtearsofjoy I used to think Rachel wa your best friend or something but I finally realized it a TV show Its a TV show right,trust,1.5550000000000002,used think realized 
James Baldwin Ignorance allied with power is the most ferocious enemy of justice via FreddieGray,trust,2.156,allied 
BatesMoteli love this serieswhats going to happen to the doctor,trust,1.399,love going happen 
thats funnyi hope you dont mind i shared it with my friend liking you postis a good startone question Do you Twit bac,trust,3.7260000000000004,hope mind shared liking twit 
left a message this ami like what you sayand hope to chat with you soon,trust,1.164,left hope chat 
i love your post so muchi shared hope thats not a problem,trust,2.024,love shared hope 
hahaha l love thatits right and truewe will probably turn out to be just like themlol,trust,1.242,love turn 
Im A STRONG Believer Of KARMA,trust,1.179,im 
Dont Trust Ah Bitch That Always Got GTL on Her Phone facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy She In love W Ah Inmate smilingfacewithsmilingeyes TeeHee,trust,1.5630000000000002,trust got 
I love the but Im not going downtown to deal with this stuff thankfully I can move my ticket,trust,1.149,love going deal move 
I Thank God EVERYDAY I left That Relationship W No Kids clappinghands clappinghands clappinghands shit wouldve been CRUCIAL,trust,1.734,thank left clappinghands 
But you know how you hoe be acting like yall need a nigga facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy yall settle for it persongesturingNO good luck with that smilingfacewithopenmouthclosedeyes,trust,1.374,know acting need settle persongesturing 
I have 45147267200 with gain of 44578777600 in my paper trade account,trust,1.4529999999999998,have 
I swear that one lady advise back in high school constantly ring in my ear It go something like,trust,2.53,swear advise ring go 
I swear that one lady advise back in high school constantly ring in my ear It go something like,trust,2.53,swear advise ring go 
The God I made it to work But they have the National Guard surrounding my hospital raisinghands mediumskintone this is…,trust,1.648,made work have surrounding raisinghands 
what theyre doing downtown is unacceptable but cop dont have the right to take innocent life with no consequence,trust,1.133,doing have take 
Ion Even Check His Page No more cryingface I Be Over Shit QUICK like Real QUICK,trust,1.125,check 
Ayoooo They Let ah real nigga out facewithstuckouttonguewinkingeye seenoevilmonkey speaknoevilmonkey look at god facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy clappinghands clappinghands clappinghands,trust,1.531,let nigga look clappinghands 
PART I I ITSHAPPENNING Bring A Friend amp Enjoy A Day of Saving Entire Store 20 OFF…,trust,1.796,itshappenning bring enjoy saving 
I think I have the Crowds attention right now I swear I LOVE MY JOB Mobys Bar and Nightclub,trust,1.086,think have swear love 
Nursing Job in Baltimore M Sadness OR RN Operating Room Registered Nurse Travel at Supplemental Health Care,trust,1.266,registered 
Honored to be here to see be honored Goucher Goucher College,trust,1.5630000000000002,honored see honored 
I swear i love mom duke doubleexclamationmark ️ hundredpoints rose,trust,1.086,swear love rose 
yeah I heard they got a good med school up there,trust,1.148,heard got 
I really love how All Star Superman amp SupermanTAS did the skin tonesthese people could be from anywhere on the world,trust,1.649,love did 
Congressman Elijah Cummings speaking eloquently a always on WJZ13 We all want to seek justice while keeping our city safe FreddyGray,trust,1.6800000000000002,speaking want seek keeping 
Trash will be accepted at citizen convenience center in accordance with regular guideline Commercial vehicle excluded,trust,1.867,accepted excluded 
Awww Nothing say love like a dog,trust,1.242,say love 
Top US court appears on cusp of declaring right to gay marriage,trust,1.555,appears declaring 
assume there another cop who got away with it You cant have it only one way Condemn the bad one praise the good one,trust,1.656,assume got have condemn 
By The Way do you get just a OUTRAGED when a good cop life is turned upside down and inside out and found innocent Or do you just,trust,2.234,get turned found 
Mans candid honest video about race and traffic stop go vir Columbia South Carolina,trust,1.375,go 
No Justice No Peace,trust,1.3130000000000002,
LOVE OurCity PrayForBaltimore RestOnDaDa BlackLivesMatter SaveOurSons Douglass Homes,trust,1.7970000000000002,love save 
Shedding tear for Baltimore Pray for peace BaltimoreRiots,trust,1.118,shedding 
Pandora just played Foo Fighters then Nirvana then Red Hot Chili Peppers God is good raisinghands mediumlightskintone,trust,1.234,played raisinghands 
I love meeting amp supporting other blackowned Women please if your in Baltimore stop by and shop…,trust,1.4220000000000002,love meeting supporting blackowned stop shop 
Finally watching Sinatra All or Nothing at All on Love me some croonin,trust,1.211,watching love 
I just dropped some madness And it all true Feel like some weight is being lifted off of me Thank god for music,trust,2.1790000000000003,dropped feel lifted thank 
ARTSHOW today from 14 Come thru and show love amp support I also have my childrensbook with me howwelltoons art,trust,1.11,show have 
amp my mother wa tripping because I am not like to go to school I had to buy my diploma if you wa me what would you do,trust,1.7180000000000002,amp tripping like go had buy wa do 
today made me happy that it only 3 week of school left,trust,1.14,made left 
Open today accepting new consigner between 10am4pm Ladies Grab a few of your nice thing your no longer using amp bring them 2 the boutique,trust,1.406,open accepting grab using bring 
It is not a good time in history 2 b a police officer Have u seen the news some r peaceful others r escalating the situation,trust,2.358,seen escalating 
Now we gotta a curfew lol I didnt even pay my grammar curfew no mind JusticeForFreddieGray,trust,1.954,got pay 
Received my hand delivered copy of Unapologetically BLACK by my brother from another mother Doni MGLOVER Excited,trust,1.804,received delivered 
I love how intelligent Phaedra is raisinghands raisinghands RHOA,trust,1.4300000000000002,love raisinghands raisinghands 
Lots of food and friendly face at the Northside Baptist Church Anyone in need of BaltimoreLunch come on down FreddieGray,trust,1.375,come 
Treat people how u would like to be treated exclamationmark ️ real simple omg,trust,1.547,treat like treated 
Niggas fuck wit me hard like im from here thats love ALLOFME mccabe700 McCabe 700,trust,1.515,fuck wit love 
Had a intellectual convo about my city wit boo since I cant go to sleep it feel good talking real shit with a real person clappinghands clappinghands OKhand,trust,1.258,had go sleep feel talking clappinghands 
you sound really fucking ignorant hunny plz stop get your fact straight,trust,1.383,sound fucking stop get 
I changed I dont love a hard or let my guard down at all,trust,1.258,changed love let 
I have a large group of white friend that are nowhere near racist,trust,1.094,have 
I asked Nikki when she coming home again from school and she gon say March skull like it past March And I know she not talking bout next year expressionlessface,trust,1.3039999999999998,asked coming say know talking 
Yes because all my relationship were b,trust,1.2969999999999997,
This government taking money out of school budget to put into jail wow go to show tax pay whatever they feel suit unamusedface,trust,2.0780000000000003,taking put go show pay feel 
My mother kill me like forreal,trust,1.1869999999999998,kill 
Hope the police learning their lesson exclamationmark ️,trust,1.625,hope learning 
Shut this city down Justice to be serve FreddieGray JusticeForFreddie,trust,1.125,shut serve 
very true we need a many tactic a we can to keep our youth safe and not lashing out on impulsive feeling but I feel ya,trust,2.3310000000000004,need keep lashing feel 
lmaoo well we friend now tf facewithtearsofjoy high school made u I get off at 4 but I told bae I wa going see her off too Ill see,trust,1.281,friend made get told going see see 
Come on and let a real nigga sing to you microphone,trust,1.336,come let sing 
God I love Amy,trust,1.375,love 
NOI on the scene Thank you brother for your assist,trust,1.296,thank 
But not at my house Any volunteer to use their house projectx houseparty,trust,1.079,use 
Well then mam hopefully we cross path someday,trust,1.265,cross 
Clean skincare potion brought to you by your friend instituteforintegrativehealth bgweek lastday…,trust,1.234,brought 
How can you say fuck white people Did all of u do this Cuz Im pretty sure I have no blood on my hand and either do the 1000 other cop,trust,1.141,say fuck did do have do 
God is clearing a path for me I know because Im uncomfortable,trust,1.101,clearing know 
The police officer are not the victim Stop letting the medium taint you,trust,1.093,stop letting 
Fear of man will prove to be a snare but whoever trust in the Lord will be kept safe Proverbs 2925,trust,3.1719999999999997,prove kept 
Awww Im happy im directing you to the dope shh ha me following so many dope people,trust,1.0859999999999999,directing following 
Good morning world Forgive me,trust,1.164,forgive 
Is it bad that I dont even want to clean up the street I dont feel safe I dont want to leave the house I dont know sigh,trust,1.156,want clean feel want leave know 
I love you both The season you both KILLED it on Idol is one of my personal favorite,trust,1.742,love killed 
please be safe or try too get home asap everything they saying they gonna do is TRUE,trust,1.75,try get saying gon do 
A Real Man Choose to honor love respect adore amp be faithful to one woman hundredpoints smilingfacewithhearteyes,trust,4.9460000000000015,choose honor adore smiling 
Lord know when I love I love hard,trust,1.203,know love love 
What happens to our parent grandparent uncle and aunt thats police I dont think it fair because all these bad cop taking over,trust,1.375,happens think taking 
Real Niggas Beat Cancer Thas Good Doe,trust,1.531,beat 
Role player on the Clippers just cant be trusted Aint see the whole game Saw Rivers did good But them guy go mia on Chris Paul often,trust,2.305,trusted see saw did go 
Flat out hate the judiciary system only mouseface IDC,trust,1.258,hate 
Satan seek to defeat you by tempting to trust your own wisdom to live according to ur self centered feeling and to gratify your flesh,trust,3.26,seek defeat trust live according centered gratify 
Niggas Said Yall going Pay for them Police Cars Tax Time facewithtearsofjoy facewithtearsofjoy smilingfacewithopenmouthclosedeyes,trust,1.187,said going pay 
nothing here is credible comon You are a journalist right Speak the truth,trust,1.617,speak 
I see Mariah is in comeback mode Im liking Infinity,trust,1.5930000000000002,see liking 
thank you very much God bless,trust,1.25,thank bless 
hope youre getting ad revenue from having 2 Jenner related headline posted by none other than on your homepage,trust,1.1800000000000002,hope getting having posted 
No your cop friend Again Im v Sorry for your lost,trust,1.18,lost 
i love you nbae basketball basketball basketball fixed,trust,1.1800000000000002,love fixed 
Twitter Im an ingenious tall big dicked nigga like a motivational YouTube clip away from greatness Ill risk being a weirdo onhere,trust,1.3120000000000005,dicked risk 
They dont I have the ability to find pattern in such but I have a hard time conveying or teaching it Patience is needed too,trust,1.1720000000000002,have find have conveying teaching needed 
I still like freaky white bitch but that guy watching or it being for him stuff isnt for me Stay ignorant my friend Its much funner,trust,1.5779999999999998,like watching stay 
Stop talking shit our Mayor A cop once told me bc your girl Sheila Nigga had yet to even vote,trust,1.258,stop talking told had vote 
You think a force full of majority white male like being under a Black female in any way,trust,1.367,think 
Trust is everything in a relationship hundredpoints,trust,1.461,trust 
Baltimore County Medical Association caucusing prior to House of Delegates meeting,trust,1.36,caucusing 
Good to meet Bud Norris in Whole Foods in Harbor Eastcool dude and a beast on the mound Go Os,trust,1.109,meet go 
Downtown Baltimore is shutting down tonight If your going out be safe Everyone else pray for peace God Bless,trust,3.04,shutting pray bless 
God is sooooooo good wearyface loudlycryingface raisinghands mediumskintone,trust,1.234,raisinghands 
fashion food fun FashionEasta charmcity Harbor FashionEasta,trust,1.094,
Team Ladybug ladybeetle anchor ️ sailboat ️ FirstTimeSailors Winning BaltimoreSocial Ahoy Downtown Sailing Center,trust,1.7180000000000002,winning 
Loving this day like a BOSS District Court of Maryland in Towson MD,trust,1.883,loving 
Who real as grandfather facewithtearsofjoy,trust,1.321,
my mother would fuck me up worst then any cop could if she saw me doing something this dumb,trust,1.133,fuck saw doing 
CP3 Plays with 3 other REALLY GOOD player Blake Deadre and J Crawford When do they get held accountable yo Lls Smh,trust,1.3119999999999998,plays held 
you for your serious strong leadership I Love Baltimore and want to participate the way up and the way forward,trust,1.32,love want participate 
Doing a little ForRentShoes pop up ay LuLu Lemon Harbor east 16 today Drop by and show some love…,trust,1.6019999999999999,doing pop show 
Is it obvious how much I adore this lady avonkisscon PF Changs China Bistro,trust,1.117,adore 
SRB Were managing the situation Curfew state of emerg Nat Guard called city burn,trust,1.344,managing called 
how can we expect HOF to honor them when we dont do it ourselves And Horton wa not HOF,trust,1.844,expect honor do 
people my age are up at night worried about relationship but im up at night worried about whether or not i have to run in gym the next day,trust,1.2969999999999997,im have run 
Behind the scene Harbor East Fashion Show FashionEASTa selfiestick harboreast Baltimore…,trust,1.11,show 
Im voting for for the BBMAs Chart Achievement Award You can vote here,trust,2.156,voting vote 
Look at Our Babies Pastor ha arranged for a QampA Session with a Police Officer in light of recent…,trust,1.57,look arranged 
protector need to fuck up school hundredpoints hundredpoints I join in then facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy hundredpoints,trust,1.2109999999999999,need fuck join 
Impartial Tonesw lohmondSVC urbanoutfitters UOmens UOonYou neutral tone fashion Urban…,trust,1.219,uoon 
Impartial Tonesw allystumpSVC urbanoutfitters UOonYou fashion womensfashion neutral…,trust,1.219,uoon 
my phone dead and iont feel like walking to the store i need a friend to come motivate me to get my lazy as up lol,trust,1.234,feel walking need come motivate get 
I SHOWED MY AUNT MY PROM DRESS THEN SHE STARTED SCROLLING THROUGH MY PHOTOS LIKE NO STOP YOU CANT DO THAT,trust,1.2970000000000002,showed started scrolling do 
I am comfortable with admitting that I wa wrong about not putting ranch on my pizza when I wa younger that shit is everything,trust,1.101,admitting putting 
I swear i love this fuckin pic man Ya boy manik dapression and the skarcrow homie…,trust,1.477,swear love 
Damn in sport news Kevin Love out for next series,trust,1.141,love 
fact he coulda still jumped tho facewithtearsofjoy,trust,1.383,jumped 
it feel so good knowing you have people who support you no matter what your going through relievedface,trust,1.094,feel knowing have support 
Another beautiful day for a beautiful day of teacher training purpleheart foldedhands Sid Yoga Center in Towson MD,trust,1.172,foldedhands 
this reporter on wbaltv speaking the truth,trust,1.258,speaking 
like i said it not even about white on black anymore straight up police brutality,trust,1.3119999999999998,said 
is proud to participate in Spring Leadership Meetings We applaud your service and dedication to your constituent,trust,1.82,participate applaud 
fox not accurate facewithtearsofjoy they already sent out an email saying we have school,trust,1.156,sent saying have 
pray real hard man,trust,1.157,pray 
Im no expert but it certainly seems like the have something to play for today OneBaltimore ThisIsBaltimore,trust,1.148,seems have play 
Yall Already Geekin Cause The Police Fuckin W Us hundredpoints Watch When All This Shit Stop We Aint Goin Get No Peace hundredpoints hundredpoints hundredpoints RNs,trust,1.086,cause watch stop aint get 
Change start with policy call your Delegate and Councilmen and if they dont pick up fire them OneBaltimore Vote BaltimoreUprising Love,trust,2.407,change start call pick 
Not only which flow better but which one really stick with you sound like a protagonist a main character someone important,trust,1.117,flow stick sound 
We got a Strong Team Dawes Prospect Hill Cemetary,trust,1.226,got 
No matter what happens with u I just always remember he said I love you first ♡,trust,1.235,happens remember said love 
The fact that the new word for McDonalds is Dons Acting like this is a 5 star restaurant and shit,trust,2.079,acting 
This little light of mine Im gonna let it shine Proud of my school BlackLivesMatter…,trust,1.8440000000000003,gon let shine 
Love him like I birthed him twomenholdinghands smilingfacewithsunglasses moneywithwings personrunning dashingaway hundredpoints chasebandz bff myniggasifhedontgetbigger thisshiteasy,trust,1.742,love birthed twomenholdinghands personrunning 
In the matter of 2 day I lost my one card debit card ID and 80 Oh and dont forget my dignity TigerFest2015,trust,1.149,lost forget 
Covering all base for Childrens Miracle Network Hospital baseball ️ redheart ️ FratsAtBat,trust,1.4680000000000002,covering 
Ran into down at the march We should encourage n follow this brother He a great voice for the people,trust,1.75,ran encourage follow 
The fact is not an issue of with this song and it feel good when it come to mind their own business and political science professor,trust,1.922,feel come mind 
I hope your okay I love you,trust,1.4380000000000002,hope love 
